seed,n_subjects,LiteBN_BA,XS_BA,delta_pp,LiteBN_macro_F1,XS_macro_F1,positive_folds,negative_folds,positive_subjects,harmed_subjects
0,40,0.8325530303030304,0.8349848484848487,0.24318181818181903,0.7849007785444034,0.7965488342503371,3,2,22,18
1,40,0.8318333333333333,0.8352045454545454,0.3371212121212139,0.7842297556349649,0.8037605597584712,3,2,23,17
2,40,0.8349242424242422,0.8399772727272726,0.5053030303030287,0.792683273335233,0.8078548416673075,4,1,26,14
