fold,seed,task,block,dimensions,persistence_supported,n_unique_subjects,n_split_observations,bootstrap_hierarchy,u_abs_mean,u_abs_CI95,u_abs_sign_probability,u_spec_mean,u_spec_CI95,u_spec_sign_probability,raw_BA_change,same_rank_random_BA_change,u_abs_bootstrap,u_spec_bootstrap,random_interventions
1,1,mi,0,1,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,-0.0002665049259179711,"[-0.0010498037588570213, 0.0004970070498040509]",0.254,-0.005928480199773644,"[-0.007057167166942321, -0.004885473709060481]",0.0,0.0013346354166666667,-0.008010986328125,"{'mean': -0.0002665049259179711, 'ci95': [-0.0010498037588570213, 0.0004970070498040509], 'sign_probability': 0.254, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.005928480199773644, 'ci95': [-0.007057167166942321, -0.004885473709060481], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 32}",100
1,1,mi,1,1,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,-0.0008235957666049296,"[-0.0015678914725701628, -8.406985451485513e-05]",0.0141,-0.007253105771606974,"[-0.008532372646725333, -0.006008710618983728]",0.0,0.001652018229166667,-0.009174194335937498,"{'mean': -0.0008235957666049296, 'ci95': [-0.0015678914725701628, -8.406985451485513e-05], 'sign_probability': 0.0141, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.007253105771606974, 'ci95': [-0.008532372646725333, -0.006008710618983728], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 32}",100
1,1,mi,2,3,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.001005041319711605,"[-0.001555289388446744, 0.0036475457152735716]",0.7704,-0.01790256425926562,"[-0.021902336099729542, -0.014301885388454328]",0.0,0.0018513997395833335,-0.026770792643229166,"{'mean': 0.001005041319711605, 'ci95': [-0.001555289388446744, 0.0036475457152735716], 'sign_probability': 0.7704, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.01790256425926562, 'ci95': [-0.021902336099729542, -0.014301885388454328], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 32}",100
1,1,mi,3,4,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.014604055811647481,"[0.00922566135717343, 0.02017661028106555]",1.0,-0.0107617286333906,"[-0.01436582890334067, -0.007036059971818938]",0.0,-0.023856608072916667,-0.03587459309895833,"{'mean': 0.014604055811647481, 'ci95': [0.00922566135717343, 0.02017661028106555], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.0107617286333906, 'ci95': [-0.01436582890334067, -0.007036059971818938], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 32}",100
1,1,mi,4,4,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.08135591997968789,"[0.058017055020533434, 0.10773202073513014]",1.0,0.07047537237672169,"[0.047874967041340005, 0.0961387447395241]",1.0,-0.10794270833333333,-0.014742716471354167,"{'mean': 0.08135591997968789, 'ci95': [0.058017055020533434, 0.10773202073513014], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': 0.07047537237672169, 'ci95': [0.047874967041340005, 0.0961387447395241], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 32}",100
1,1,mi,5,4,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.022150418374857695,"[0.018372339375003544, 0.025966800916668975]",1.0,-0.001755616161118306,"[-0.010012775434758052, 0.005620099305246189]",0.3332,-0.0343017578125,-0.0343363037109375,"{'mean': 0.022150418374857695, 'ci95': [0.018372339375003544, 0.025966800916668975], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.001755616161118306, 'ci95': [-0.010012775434758052, 0.005620099305246189], 'sign_probability': 0.3332, 'draws': 10000, 'n_unique_subjects': 32}",100
1,1,mi,6,3,False,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.00959961995662648,"[0.007236889401936306, 0.011998132188507062]",1.0,-0.009333015782733909,"[-0.01462100663726715, -0.0043413765181588015]",0.0,-0.011804199218749999,-0.027118570963541665,"{'mean': 0.00959961995662648, 'ci95': [0.007236889401936306, 0.011998132188507062], 'sign_probability': 1.0, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.009333015782733909, 'ci95': [-0.01462100663726715, -0.0043413765181588015], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 32}",100
1,1,erp,0,1,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,0.00032911385441256524,"[-0.000447867073031291, 0.0010784913476613494]",0.8042,-0.0014342356156077127,"[-0.002201381828397989, -0.0007135153124938708]",0.0001,-0.0006347656249999999,-0.002058634440104167,"{'mean': 0.00032911385441256524, 'ci95': [-0.000447867073031291, 0.0010784913476613494], 'sign_probability': 0.8042, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.0014342356156077127, 'ci95': [-0.002201381828397989, -0.0007135153124938708], 'sign_probability': 0.0001, 'draws': 10000, 'n_unique_subjects': 32}",100
1,1,erp,1,1,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,-0.000258592961540106,"[-0.000468568751630868, -5.8597918077806386e-05]",0.0046,-0.0018294071362718284,"[-0.0021851287707272235, -0.0014847144623937741]",0.0,0.0017252604166666666,-0.0020154215494791665,"{'mean': -0.000258592961540106, 'ci95': [-0.000468568751630868, -5.8597918077806386e-05], 'sign_probability': 0.0046, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.0018294071362718284, 'ci95': [-0.0021851287707272235, -0.0014847144623937741], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 32}",100
1,1,erp,2,3,True,32,85,aggregate_unique_subject_across_inner_splits_then_subject_bootstrap,-0.00033514504920594847,"[-0.00114736661824934, 0.00041808772248285315]",0.2023,-0.006405640534041683,"[-0.007494016848677571, -0.005307525804596017]",0.0,0.0009562174479166667,-0.010396931966145833,"{'mean': -0.00033514504920594847, 'ci95': [-0.00114736661824934, 0.00041808772248285315], 'sign_probability': 0.2023, 'draws': 10000, 'n_unique_subjects': 32}","{'mean': -0.006405640534041683, 'ci95': [-0.007494016848677571, -0.005307525804596017], 'sign_probability': 0.0, 'draws': 10000, 'n_unique_subjects': 32}",100
