epoch,validation_macro_BA,validation_BA_mi,validation_BA_erp,validation_BA_ssvep,train_task_loss,train_subject_loss,train_total_loss,train_grad_norm,lambda_inv_effective,lambda_inv_effective_mi,lambda_inv_effective_erp,lambda_inv_effective_ssvep,spectrum_positive_rho_count,spectrum_pca_overlap,spectrum_alignment_mean,elapsed_seconds
0,0.7752300785634119,0.7466666666666666,0.6418013468013468,0.9372222222222223,0.41217210171399293,3.4990766401644104,3.9112487369113498,1.0095589227146573,0.0,0.0,0.0,0.0,20,0.7014731866097604,1.0,9.1855788230896
1,0.7721380471380472,0.7511111111111111,0.6458585858585859,0.9194444444444445,0.4097348948319753,3.39112212922838,3.800857018541407,1.0456245596762057,0.0,0.0,0.0,0.0,20,0.7014731866097604,1.0,16.765406131744385
2,0.7684175084175084,0.7405555555555556,0.6441414141414141,0.9205555555555555,0.4042276094357173,3.276570479075114,3.680798089062726,1.0872983546168715,0.025,0.015,0.025,0.034999999999999996,20,0.7014731866097604,1.0,24.378602266311646
3,0.771290684624018,0.7383333333333333,0.6472053872053872,0.9283333333333332,0.41227999495135415,3.207318138193201,3.6195981237623425,1.1516245073742337,0.05,0.03,0.05,0.06999999999999999,20,0.7014731866097604,1.0,31.947786808013916
4,0.7700897867564533,0.7444444444444445,0.6380471380471381,0.9277777777777778,0.40661261865386256,3.1801428176738598,3.5867554170114024,1.1298670801851485,0.07500000000000001,0.045000000000000005,0.07500000000000001,0.10500000000000001,19,0.7148072610960947,0.6909422048709057,41.68857169151306
5,0.7709371492704826,0.7344444444444445,0.6483670033670034,0.93,0.40473919444613987,3.214167268187911,3.618906440558257,1.153700476443326,0.1,0.06,0.1,0.13999999999999999,19,0.7148072610960947,0.6909422048709057,49.29426860809326
6,0.7728170594837263,0.7355555555555555,0.6495622895622896,0.9333333333333333,0.40943257841798997,3.2910611673637673,3.70049371542754,1.190643834846991,0.1,0.06,0.1,0.13999999999999999,19,0.7148072610960947,0.6909422048709057,57.006362438201904
7,0.7714702581369247,0.7494444444444445,0.63996632996633,0.925,0.41049696449880246,3.335779962716279,3.7462769040354975,1.2141297967345626,0.1,0.06,0.1,0.13999999999999999,19,0.7148072610960947,0.6909422048709057,64.57612752914429
8,0.7735353535353534,0.7483333333333333,0.6422727272727273,0.9299999999999999,0.40411367294964967,3.5085167752371893,3.9126304299743087,1.1463229247817286,0.1,0.06,0.1,0.13999999999999999,19,0.7125174277316721,0.4759373825888396,74.50981998443604
9,0.7706902356902358,0.7488888888888889,0.640959595959596,0.9222222222222223,0.41327175718766673,3.407673818093759,3.8209455852155334,1.220246308379703,0.1,0.06,0.1,0.13999999999999999,19,0.7125174277316721,0.4759373825888396,82.31829905509949
10,0.7742760942760943,0.7527777777777778,0.6422727272727273,0.9277777777777777,0.4052890710256718,3.3300290372636585,3.735318100010907,1.1541145388726834,0.1,0.06,0.1,0.13999999999999999,19,0.7125174277316721,0.4759373825888396,90.20216202735901
11,0.7722727272727273,0.7405555555555556,0.6445959595959596,0.9316666666666666,0.407812668217553,3.3608225363272206,3.7686351935068765,1.1727672539375447,0.1,0.06,0.1,0.13999999999999999,19,0.7125174277316721,0.4759373825888396,98.03926157951355
