version,candidate,stage,inner_fold,held_subjects,n_train_subjects,n_held_subjects,method_BA,control_BA,delta_BA,method_epoch,control_epoch,elapsed_seconds
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage1,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7964285714285715,0.7992857142857143,-0.0028571428571427804,8,9,51.61841702461243
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage1,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7921428571428571,0.7935714285714286,-0.0014285714285714457,0,4,33.89692187309265
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage1,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8378571428571429,0.8378571428571429,0.0,8,9,50.371668338775635
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage1,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8942857142857142,0.8942857142857144,-1.1102230246251565e-16,3,4,31.928430318832397
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage1,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8583333333333334,0.8558333333333333,0.0025000000000000577,1,6,30.503382205963135
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage1,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7949999999999999,0.7992857142857143,-0.004285714285714337,1,9,37.02435898780823
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage1,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7928571428571429,0.7935714285714286,-0.0007142857142856673,0,4,24.720722913742065
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage1,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8371428571428572,0.8378571428571429,-0.0007142857142856673,3,9,37.01993680000305
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage1,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8942857142857142,0.8942857142857144,-1.1102230246251565e-16,3,4,24.474175453186035
V1,V1__lg0.1__ld0.1__lr0.0003__b8,stage1,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8574999999999999,0.8558333333333333,0.0016666666666665941,1,6,30.40431523323059
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage1,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7949999999999999,0.7992857142857143,-0.004285714285714337,1,9,36.6044716835022
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage1,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7928571428571429,0.7935714285714286,-0.0007142857142856673,0,4,24.694132328033447
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage1,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.835,0.8378571428571429,-0.0028571428571428914,1,9,37.246161222457886
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage1,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8928571428571428,0.8942857142857144,-0.0014285714285715567,3,4,24.664872407913208
V1,V1__lg0.3__ld0.1__lr0.0003__b8,stage1,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8583333333333334,0.8558333333333333,0.0025000000000000577,1,6,30.250108242034912
V1,V1__lg1__ld0.1__lr0.0003__b8,stage1,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7949999999999999,0.7992857142857143,-0.004285714285714337,1,9,37.34534978866577
V1,V1__lg1__ld0.1__lr0.0003__b8,stage1,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7914285714285714,0.7935714285714286,-0.002142857142857224,0,4,24.43463659286499
V1,V1__lg1__ld0.1__lr0.0003__b8,stage1,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.835,0.8378571428571429,-0.0028571428571428914,1,9,36.86228060722351
V1,V1__lg1__ld0.1__lr0.0003__b8,stage1,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8921428571428571,0.8942857142857144,-0.002142857142857224,0,4,24.758626461029053
V1,V1__lg1__ld0.1__lr0.0003__b8,stage1,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8591666666666666,0.8558333333333333,0.0033333333333332993,1,6,30.13514256477356
V1,V1__lg0.03__ld0.01__lr0.0001__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7985714285714286,0.7957142857142857,0.0028571428571428914,7,13,46.38599181175232
V1,V1__lg0.03__ld0.01__lr0.0001__b8,stage2,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7957142857142857,0.7957142857142857,0.0,0,0,14.811931371688843
V1,V1__lg0.03__ld0.01__lr0.0001__b8,stage2,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8378571428571429,0.8364285714285714,0.0014285714285714457,5,5,27.204946517944336
V1,V1__lg0.03__ld0.01__lr0.0001__b8,stage2,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8964285714285715,0.8964285714285715,0.0,0,0,14.486748933792114
V1,V1__lg0.03__ld0.01__lr0.0001__b8,stage2,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8558333333333333,0.8566666666666667,-0.0008333333333333526,3,3,23.126766443252563
V1,V1__lg0.03__ld0.01__lr0.0003__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7964285714285715,0.7992857142857143,-0.0028571428571427804,14,9,49.4166955947876
V1,V1__lg0.03__ld0.01__lr0.0003__b8,stage2,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7921428571428571,0.7935714285714286,-0.0014285714285714457,0,4,24.54895830154419
V1,V1__lg0.03__ld0.01__lr0.0003__b8,stage2,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8378571428571429,0.8378571428571429,0.0,8,9,36.92828989028931
V1,V1__lg0.03__ld0.01__lr0.0003__b8,stage2,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8942857142857142,0.8942857142857144,-1.1102230246251565e-16,3,4,24.40298557281494
V1,V1__lg0.03__ld0.01__lr0.0003__b8,stage2,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8583333333333334,0.8558333333333333,0.0025000000000000577,1,6,30.0289945602417
V1,V1__lg0.03__ld0.1__lr0.0001__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7985714285714286,0.7957142857142857,0.0028571428571428914,7,13,46.472065925598145
V1,V1__lg0.03__ld0.1__lr0.0001__b8,stage2,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7957142857142857,0.7957142857142857,0.0,0,0,14.584903240203857
V1,V1__lg0.03__ld0.1__lr0.0001__b8,stage2,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8378571428571429,0.8364285714285714,0.0014285714285714457,5,5,26.44585132598877
V1,V1__lg0.03__ld0.1__lr0.0001__b8,stage2,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8964285714285715,0.8964285714285715,0.0,0,0,14.730999946594238
V1,V1__lg0.03__ld0.1__lr0.0001__b8,stage2,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8558333333333333,0.8566666666666667,-0.0008333333333333526,3,3,22.20932412147522
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7964285714285715,0.7992857142857143,-0.0028571428571427804,8,9,36.613290309906006
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage2,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7921428571428571,0.7935714285714286,-0.0014285714285714457,0,4,24.650962114334106
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage2,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8378571428571429,0.8378571428571429,0.0,8,9,36.54092478752136
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage2,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8942857142857142,0.8942857142857144,-1.1102230246251565e-16,3,4,25.013559818267822
V1,V1__lg0.03__ld0.1__lr0.0003__b8,stage2,4,"['9', '21', '11', '43', '16', '20']",28,6,0.8583333333333334,0.8558333333333333,0.0025000000000000577,1,6,32.88525915145874
V1,V1__lg0.1__ld0.01__lr0.0001__b8,stage2,0,"['18', '41', '25', '4', '46', '52', '30']",27,7,0.7978571428571428,0.7957142857142857,0.002142857142857113,4,13,48.41382932662964
V1,V1__lg0.1__ld0.01__lr0.0001__b8,stage2,1,"['29', '34', '5', '38', '24', '22', '31']",27,7,0.7957142857142857,0.7957142857142857,0.0,0,0,14.462110042572021
V1,V1__lg0.1__ld0.01__lr0.0001__b8,stage2,2,"['35', '42', '49', '8', '23', '26', '51']",27,7,0.8378571428571429,0.8364285714285714,0.0014285714285714457,5,5,28.12087059020996
V1,V1__lg0.1__ld0.01__lr0.0001__b8,stage2,3,"['44', '7', '39', '37', '12', '27', '15']",27,7,0.8964285714285715,0.8964285714285715,0.0,0,0,15.163915395736694
