fold,seed,task,block,inner_split,utility_CE,BA_drop,random_draws,persistence_supported
1,0,erp,2,3,0.005483922672725572,-0.01400534694373562,100,True
1,0,erp,2,4,-0.0005251621673223461,0.0,100,True
1,0,erp,3,0,0.0009099998377756213,-0.004401432515924397,100,True
1,0,erp,3,1,-0.000336142250376148,0.016861100984323696,100,True
1,0,erp,3,2,0.00034084240612386463,0.0012077294685990392,100,True
1,0,erp,3,3,0.002884006014087448,0.0,100,True
1,0,erp,3,4,0.005113430858281198,0.0012077294685990392,100,True
1,0,erp,4,0,0.0018315667742424546,0.0,100,True
1,0,erp,4,1,0.0023745642336922,0.019230769230769162,100,True
1,0,erp,4,2,0.0030251000961289964,0.0,100,True
1,0,erp,4,3,0.006154002290338689,-0.007595090533479232,100,True
1,0,erp,4,4,0.0003254592431327641,0.0,100,True
1,0,erp,5,0,0.0005674618345875571,0.0,100,False
1,0,erp,5,1,0.007457868064817741,0.00522542228703371,100,False
1,0,erp,5,2,0.0009330595472534231,0.0,100,False
1,0,erp,5,3,0.005434971624987739,-0.002369668246445522,100,False
1,0,erp,5,4,0.005766158964132129,0.0,100,False
1,0,ssvep,0,0,-0.00393409050944904,0.001984126984126977,100,True
1,0,ssvep,0,1,0.0008236730115207536,-0.00021403574553180427,100,True
1,0,ssvep,0,2,0.0003603312918250001,-0.003952630921134848,100,True
1,0,ssvep,0,3,-0.003661207764889207,1.537893700787052e-05,100,True
1,0,ssvep,0,4,-0.001232169045348841,0.008230867432641231,100,True
1,0,ssvep,1,0,0.0005051730569224366,0.001904249871991892,100,True
1,0,ssvep,1,1,0.004740234498704532,0.00952927759030131,100,True
1,0,ssvep,1,2,0.0020312350177645877,-0.009875826997035153,100,True
1,0,ssvep,1,3,0.0017209865267124869,3.100198412697708e-05,100,True
1,0,ssvep,1,4,0.00246388070284842,0.00197147026415323,100,True
1,0,ssvep,2,0,0.0016275326565835524,0.0060163850486432136,100,True
1,0,ssvep,2,1,-0.0004030908453229731,0.013643607049118933,100,True
1,0,ssvep,2,2,0.003592330174498226,-0.009777466341297503,100,True
1,0,ssvep,2,3,0.0038162227771120216,0.003952630921134848,100,True
1,0,ssvep,2,4,0.0076069108164977806,0.012260171461945246,100,True
1,0,ssvep,3,0,0.060607950240186725,0.03403405017921157,100,True
1,0,ssvep,3,1,0.03427502786927128,0.06278746406699165,100,True
1,0,ssvep,3,2,0.05110151305744115,0.06198299392903761,100,True
1,0,ssvep,3,3,0.07444560614756768,0.035910355783122405,100,True
1,0,ssvep,3,4,0.05931503732085164,0.03712140901719607,100,True
1,0,ssvep,4,0,0.17619899599776367,0.14588940092165914,100,True
1,0,ssvep,4,1,0.1384802719178937,0.16195319335083114,100,True
1,0,ssvep,4,2,0.1648412172220558,0.12929820862556118,100,True
1,0,ssvep,4,3,0.1732853198092399,0.1326436006277817,100,True
1,0,ssvep,4,4,0.16273444021582406,0.14318891259024313,100,True
1,0,ssvep,5,0,0.013064416942772494,0.01404838709677425,100,False
1,0,ssvep,5,1,0.015643872278233162,0.025966285464317007,100,False
1,0,ssvep,5,2,0.011238012827823662,-0.0021969712802293317,100,False
1,0,ssvep,5,3,0.022138322421041967,0.001983882874015741,100,False
1,0,ssvep,5,4,0.014478582832781584,0.009737484737484703,100,False
