fold,seed,inner_fold,mode,config,clean_balanced_accuracy,clean_accuracy,clean_macro_f1,clean_nll,clean_brier,clean_ece,robust_ba,delta_ba_under_shift,worst_quartile_ba,worst_shift_ba,robust_nll,prediction_js_sensitivity,epochs,optimizer_steps,elapsed_seconds,n_augmented,mean_applied_shift_norm,mean_geometry_projection_error,max_geometry_projection_error,alpha,p_cf,lambda_cf,lambda_cons,scale_policy,donor_policy,development_validation_used,outer_test_used
0,0,0,base,matched_base,0.8157142857142857,0.8157142857142857,0.8156055306088693,0.3973196181705247,0.12591777297458118,0.05858059590797008,0.8170833333333333,0.0013690476190475476,0.8157142857142857,0.815,0.39736565548376385,7.306115688907669e-06,1,57,0.4578287601470947,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,constant,uniform,False,False
0,0,0,cf,cf0_a025_p025_l05_c0,0.8164285714285715,0.8164285714285714,0.8163137675332797,0.3973239912842275,0.1259197045960256,0.057868237638071744,0.8170833333333333,0.0006547619047617692,0.8157142857142858,0.815,0.3973699767860728,7.3137628122491695e-06,1,57,0.34429478645324707,1338,0.14938616627891324,2.6012366643672427e-09,1.524717596623759e-08,0.25,0.25,0.5,0.0,constant,uniform,False,False
0,0,0,cf,cf0_a025_p050_l10_c01,0.8164285714285715,0.8164285714285714,0.8163137675332797,0.3973240762220543,0.1259200263294346,0.05929113168399994,0.8170238095238096,0.0005952380952380931,0.8157142857142858,0.815,0.3973699348455895,7.32880053513192e-06,1,57,0.250901460647583,2669,0.1485280429615694,2.5851931261367852e-09,1.524717596623759e-08,0.25,0.5,1.0,0.1,constant,uniform,False,False
0,0,0,cf,cf0_a050_p025_l05_c01,0.8164285714285715,0.8164285714285714,0.8163137675332797,0.3973255346048628,0.12592039764481533,0.059301635196981325,0.8170238095238096,0.0005952380952380931,0.8157142857142858,0.815,0.39737146385358457,7.319595763499038e-06,1,57,0.24664831161499023,1338,0.2987723325578265,5.2024733287344855e-09,3.049435193247518e-08,0.5,0.25,0.5,0.1,constant,uniform,False,False
0,0,0,cf,cf0_a050_p050_l10_c01,0.8164285714285715,0.8164285714285714,0.8163137675332797,0.39732543859106906,0.1259208567788839,0.05852865516448518,0.8173809523809524,0.0009523809523809268,0.8164285714285716,0.8164285714285715,0.39737111451594465,7.344941781467067e-06,1,57,0.24994111061096191,2669,0.2970560859231388,5.1703862522735704e-09,3.049435193247518e-08,0.5,0.5,1.0,0.1,constant,uniform,False,False
0,0,0,cf,cf0_a100_p025_l05_c01,0.8164285714285715,0.8164285714285714,0.8163137675332797,0.3973330995090386,0.1259231809888251,0.059306881076274624,0.8173214285714284,0.0008928571428569176,0.8161904761904761,0.8157142857142857,0.39737881689270954,7.313213937816504e-06,1,57,0.25102853775024414,1338,0.597544665115653,1.0404946657468971e-08,6.098870386495037e-08,1.0,0.25,0.5,0.1,constant,uniform,False,False
0,0,0,cf,cf0_a100_p050_l10_c01,0.8171428571428572,0.8171428571428572,0.8170218675205646,0.39733076689281516,0.12592296303995232,0.05618899627309484,0.8171428571428573,1.1102230246251565e-16,0.8164285714285716,0.8164285714285714,0.3973759377426445,7.34490577970934e-06,1,57,0.24677658081054688,2669,0.5941121718462776,1.0340772504547141e-08,6.098870386495037e-08,1.0,0.5,1.0,0.1,constant,uniform,False,False
0,0,1,base,matched_base,0.8114285714285714,0.8114285714285714,0.8113731382283773,0.39595699360297965,0.1277359250243242,0.01680272195049159,0.8124404761904761,0.001011904761904714,0.8088095238095238,0.8085714285714285,0.39639887987231587,0.00011698286730581224,1,57,0.15199923515319824,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,constant,uniform,False,False
0,0,1,cf,cf0_a025_p025_l05_c0,0.8121428571428572,0.8121428571428572,0.8120921411952511,0.39595122154399326,0.1277324022466106,0.01494566913329284,0.8123809523809524,0.00023809523809525945,0.809047619047619,0.8085714285714285,0.396393451001899,0.00011698899921439113,1,57,0.24808764457702637,1395,0.15046398870406613,2.5859761032651116e-09,2.103521623553206e-08,0.25,0.25,0.5,0.0,constant,uniform,False,False
0,0,1,cf,cf0_a025_p050_l10_c01,0.8121428571428572,0.8121428571428572,0.8120921411952511,0.39594888546732515,0.12772908453288098,0.015399263379191556,0.8125595238095239,0.0004166666666667318,0.809047619047619,0.8085714285714285,0.39638944846796714,0.0001164067033279839,1,57,0.2472820281982422,2770,0.15122842547695559,2.5283585740898314e-09,2.103521623553206e-08,0.25,0.5,1.0,0.1,constant,uniform,False,False
