setting_id,fold,seed,direction_rank,outcome_subject,direction_sha256,intact_BA,erased_BA,U_BA,intact_F1,erased_F1,U_F1,intact_CE,erased_CE,U_CE
S1,0,0,1,15,54d6564089b1e2beea018bd10bce639f77646946f2d83e7ea269d99713230328,0.8200000000000001,0.8300000000000001,0.01,0.8199279711884755,0.8298468621759585,0.0099188909874829,0.4283967291585038,0.437162682963073,-0.0087659538045691
S1,0,0,1,19,54d6564089b1e2beea018bd10bce639f77646946f2d83e7ea269d99713230328,0.64,0.65,0.01,0.64,0.6499649964996499,0.0099649964996498,0.6188998274347848,0.6166886102545597,0.0022112171802251
S1,0,0,1,32,54d6564089b1e2beea018bd10bce639f77646946f2d83e7ea269d99713230328,0.6799999999999999,0.69,0.01,0.6767676767676767,0.6862030569895738,0.0094353802218971,0.5752270030552407,0.5799754423348689,-0.0047484392796282
S1,0,0,1,33,54d6564089b1e2beea018bd10bce639f77646946f2d83e7ea269d99713230328,0.77,0.79,0.02,0.7660461804495982,0.7863899908452854,0.0203438103956872,0.4872129539330788,0.4889791526812213,-0.0017661987481424
S1,0,0,1,41,54d6564089b1e2beea018bd10bce639f77646946f2d83e7ea269d99713230328,0.73,0.78,0.05,0.7286704853783539,0.7796474358974359,0.050976950519082,0.523222843980445,0.5143175748349581,0.0089052691454869
S1,0,0,1,46,54d6564089b1e2beea018bd10bce639f77646946f2d83e7ea269d99713230328,0.64,0.64,0.0,0.625,0.625,0.0,0.7301219419842738,0.7073792246506941,0.0227427173335796
S1,0,0,1,47,54d6564089b1e2beea018bd10bce639f77646946f2d83e7ea269d99713230328,0.86,0.87,0.01,0.8599439775910365,0.8696741854636592,0.0097302078726226,0.3322578006263281,0.3335548007399563,-0.0012970001136282
S1,0,0,1,49,54d6564089b1e2beea018bd10bce639f77646946f2d83e7ea269d99713230328,0.82,0.84,0.02,0.8173701298701298,0.8383838383838385,0.0210137085137086,0.4261967912494371,0.4179750575605967,0.0082217336888403
S1,0,0,2,15,a1567917350e8b90dc0b021494c83f7c451c324c8a401acb7fe22e0d06138e24,0.8200000000000001,0.8300000000000001,0.01,0.8199279711884755,0.8295739348370927,0.0096459636486172,0.4283967291585038,0.4304592333580872,-0.0020625041995833
S1,0,0,2,19,a1567917350e8b90dc0b021494c83f7c451c324c8a401acb7fe22e0d06138e24,0.64,0.65,0.01,0.64,0.6496847162446201,0.00968471624462,0.6188998274347848,0.6298014793201591,-0.0109016518853742
S1,0,0,2,32,a1567917350e8b90dc0b021494c83f7c451c324c8a401acb7fe22e0d06138e24,0.6799999999999999,0.69,0.01,0.6767676767676767,0.6846709388668497,0.007903262099173,0.5752270030552407,0.5746286683220804,0.0005983347331602
S1,0,0,2,33,a1567917350e8b90dc0b021494c83f7c451c324c8a401acb7fe22e0d06138e24,0.77,0.74,-0.03,0.7660461804495982,0.7312939231087227,-0.0347522573408755,0.4872129539330788,0.5094126462459161,-0.0221996923128372
S1,0,0,2,41,a1567917350e8b90dc0b021494c83f7c451c324c8a401acb7fe22e0d06138e24,0.73,0.74,0.01,0.7286704853783539,0.7390606182256123,0.0103901328472584,0.523222843980445,0.5204301665014215,0.0027926774790235
S1,0,0,2,46,a1567917350e8b90dc0b021494c83f7c451c324c8a401acb7fe22e0d06138e24,0.64,0.64,0.0,0.625,0.625,0.0,0.7301219419842738,0.7045706069192939,0.0255513350649799
S1,0,0,2,47,a1567917350e8b90dc0b021494c83f7c451c324c8a401acb7fe22e0d06138e24,0.86,0.84,-0.02,0.8599439775910365,0.8399999999999999,-0.0199439775910366,0.3322578006263281,0.3386065076567285,-0.0063487070304004
S1,0,0,2,49,a1567917350e8b90dc0b021494c83f7c451c324c8a401acb7fe22e0d06138e24,0.82,0.83,0.01,0.8173701298701298,0.8279178054458953,0.0105476755757655,0.4261967912494371,0.4224129171972721,0.0037838740521649
S1,0,0,3,15,ae74d08b38a9bded63e4589fec1f8afe4400d55892b2f8beb278dd78df1a665b,0.8200000000000001,0.8300000000000001,0.01,0.8199279711884755,0.8298468621759585,0.0099188909874829,0.4283967291585038,0.4237372099757708,0.004659519182733
S1,0,0,3,19,ae74d08b38a9bded63e4589fec1f8afe4400d55892b2f8beb278dd78df1a665b,0.64,0.63,-0.01,0.64,0.6299629962996299,-0.01003700370037,0.6188998274347848,0.6131868396443378,0.0057129877904469
S1,0,0,3,32,ae74d08b38a9bded63e4589fec1f8afe4400d55892b2f8beb278dd78df1a665b,0.6799999999999999,0.68,1.1102230246251563e-16,0.6767676767676767,0.6753246753246753,-0.0014430014430013,0.5752270030552407,0.5868275279409785,-0.0116005248857378
S1,0,0,3,33,ae74d08b38a9bded63e4589fec1f8afe4400d55892b2f8beb278dd78df1a665b,0.77,0.8,0.03,0.7660461804495982,0.797979797979798,0.0319336175301998,0.4872129539330788,0.4707513393649411,0.0164616145681377
S1,0,0,3,41,ae74d08b38a9bded63e4589fec1f8afe4400d55892b2f8beb278dd78df1a665b,0.73,0.73,0.0,0.7286704853783539,0.7286704853783539,0.0,0.523222843980445,0.5234607930575099,-0.0002379490770648
S1,0,0,3,46,ae74d08b38a9bded63e4589fec1f8afe4400d55892b2f8beb278dd78df1a665b,0.64,0.67,0.03,0.625,0.6515679442508711,0.026567944250871,0.7301219419842738,0.7213199829436796,0.0088019590405942
S1,0,0,3,47,ae74d08b38a9bded63e4589fec1f8afe4400d55892b2f8beb278dd78df1a665b,0.86,0.85,-0.01,0.8599439775910365,0.84998499849985,-0.0099589790911864,0.3322578006263281,0.3390775307596377,-0.0068197301333096
S1,0,0,3,49,ae74d08b38a9bded63e4589fec1f8afe4400d55892b2f8beb278dd78df1a665b,0.82,0.83,0.01,0.8173701298701298,0.8279178054458953,0.0105476755757655,0.4261967912494371,0.4298551316126174,-0.0036583403631803
S1,0,0,4,15,807fc1ea3fee45cad8494844dac1c942c4dcf46b3c5c799ce86491f73fd47c23,0.8200000000000001,0.8300000000000001,0.01,0.8199279711884755,0.8298468621759585,0.0099188909874829,0.4283967291585038,0.4211933035945822,0.0072034255639216
S1,0,0,4,19,807fc1ea3fee45cad8494844dac1c942c4dcf46b3c5c799ce86491f73fd47c23,0.64,0.64,0.0,0.64,0.64,0.0,0.6188998274347848,0.6152591795854596,0.0036406478493251
S1,0,0,4,32,807fc1ea3fee45cad8494844dac1c942c4dcf46b3c5c799ce86491f73fd47c23,0.6799999999999999,0.66,-0.0199999999999999,0.6767676767676767,0.6565656565656566,-0.0202020202020201,0.5752270030552407,0.5837517768116762,-0.0085247737564355
S1,0,0,4,33,807fc1ea3fee45cad8494844dac1c942c4dcf46b3c5c799ce86491f73fd47c23,0.77,0.78,0.01,0.7660461804495982,0.7767857142857144,0.0107395338361162,0.4872129539330788,0.4892684174384447,-0.0020554635053658
S1,0,0,4,41,807fc1ea3fee45cad8494844dac1c942c4dcf46b3c5c799ce86491f73fd47c23,0.73,0.72,-0.01,0.7286704853783539,0.7189883580891208,-0.0096821272892331,0.523222843980445,0.5184748938199997,0.0047479501604453
S1,0,0,4,46,807fc1ea3fee45cad8494844dac1c942c4dcf46b3c5c799ce86491f73fd47c23,0.64,0.65,0.01,0.625,0.6338529134846741,0.008852913484674,0.7301219419842738,0.7318045739252215,-0.0016826319409476
S1,0,0,4,47,807fc1ea3fee45cad8494844dac1c942c4dcf46b3c5c799ce86491f73fd47c23,0.86,0.85,-0.01,0.8599439775910365,0.8498648783905516,-0.0100790992004848,0.3322578006263281,0.3331034491502134,-0.0008456485238853
S1,0,0,4,49,807fc1ea3fee45cad8494844dac1c942c4dcf46b3c5c799ce86491f73fd47c23,0.82,0.83,0.01,0.8173701298701298,0.8279178054458953,0.0105476755757655,0.4261967912494371,0.4334263218412225,-0.0072295305917854
S1,0,0,5,15,48f5b7b6374ceef828f430c0a615832ba12ea9d4f3a26f26a729b61f597b6875,0.8200000000000001,0.77,-0.05,0.8199279711884755,0.7694235588972431,-0.0505044122912323,0.4283967291585038,0.4959282320861979,-0.067531502927694
S1,0,0,5,19,48f5b7b6374ceef828f430c0a615832ba12ea9d4f3a26f26a729b61f597b6875,0.64,0.74,0.0999999999999999,0.64,0.7390606182256123,0.0990606182256123,0.6188998274347848,0.5718101866500965,0.0470896407846882
S1,0,0,5,32,48f5b7b6374ceef828f430c0a615832ba12ea9d4f3a26f26a729b61f597b6875,0.6799999999999999,0.6699999999999999,-0.01,0.6767676767676767,0.6697027324592133,-0.0070649443084633,0.5752270030552407,0.600247269154783,-0.0250202660995423
S1,0,0,5,33,48f5b7b6374ceef828f430c0a615832ba12ea9d4f3a26f26a729b61f597b6875,0.77,0.76,-0.01,0.7660461804495982,0.7584541062801933,-0.0075920741694048,0.4872129539330788,0.4857931315345143,0.0014198223985644
S1,0,0,5,41,48f5b7b6374ceef828f430c0a615832ba12ea9d4f3a26f26a729b61f597b6875,0.73,0.75,0.02,0.7286704853783539,0.7487689679429204,0.0200984825645664,0.523222843980445,0.5339297473302,-0.0107069033497549
S1,0,0,5,46,48f5b7b6374ceef828f430c0a615832ba12ea9d4f3a26f26a729b61f597b6875,0.64,0.65,0.01,0.625,0.636891793754539,0.0118917937545389,0.7301219419842738,0.659911427141424,0.0702105148428497
S1,0,0,5,47,48f5b7b6374ceef828f430c0a615832ba12ea9d4f3a26f26a729b61f597b6875,0.86,0.8200000000000001,-0.0399999999999999,0.8599439775910365,0.8181818181818181,-0.0417621594092183,0.3322578006263281,0.4256404786906543,-0.0933826780643262
S1,0,0,5,49,48f5b7b6374ceef828f430c0a615832ba12ea9d4f3a26f26a729b61f597b6875,0.82,0.84,0.02,0.8173701298701298,0.8368013055895552,0.0194311757194254,0.4261967912494371,0.4341089481107881,-0.0079121568613509
S1,0,0,6,15,03ac2b794ca085644cb6b3b75832714190d693647e60a023c0ee9444d1b019e2,0.8200000000000001,0.85,0.0299999999999999,0.8199279711884755,0.84998499849985,0.0300570273113744,0.4283967291585038,0.4295186713954642,-0.0011219422369603
S1,0,0,6,19,03ac2b794ca085644cb6b3b75832714190d693647e60a023c0ee9444d1b019e2,0.64,0.65,0.01,0.64,0.6496847162446201,0.00968471624462,0.6188998274347848,0.5926369626634923,0.0262628647712924
S1,0,0,6,32,03ac2b794ca085644cb6b3b75832714190d693647e60a023c0ee9444d1b019e2,0.6799999999999999,0.65,-0.0299999999999999,0.6767676767676767,0.6419437340153452,-0.0348239427523314,0.5752270030552407,0.6119800633406425,-0.0367530602854018
S1,0,0,6,33,03ac2b794ca085644cb6b3b75832714190d693647e60a023c0ee9444d1b019e2,0.77,0.76,-0.01,0.7660461804495982,0.7584541062801933,-0.0075920741694048,0.4872129539330788,0.4661366130276388,0.02107634090544
S1,0,0,6,41,03ac2b794ca085644cb6b3b75832714190d693647e60a023c0ee9444d1b019e2,0.73,0.6799999999999999,-0.05,0.7286704853783539,0.6767676767676767,-0.0519028086106772,0.523222843980445,0.5423855472364324,-0.0191627032559873
S1,0,0,6,46,03ac2b794ca085644cb6b3b75832714190d693647e60a023c0ee9444d1b019e2,0.64,0.65,0.01,0.625,0.6338529134846741,0.008852913484674,0.7301219419842738,0.6818579716883362,0.0482639702959376
S1,0,0,6,47,03ac2b794ca085644cb6b3b75832714190d693647e60a023c0ee9444d1b019e2,0.86,0.8300000000000001,-0.0299999999999999,0.8599439775910365,0.8295739348370927,-0.0303700427539437,0.3322578006263281,0.3899877239043712,-0.0577299232780431
S1,0,0,6,49,03ac2b794ca085644cb6b3b75832714190d693647e60a023c0ee9444d1b019e2,0.82,0.8200000000000001,1.1102230246251563e-16,0.8173701298701298,0.818840579710145,0.0014704498400152,0.4261967912494371,0.4485272605437041,-0.022330469294267
S1,0,0,7,15,4069850819d6071457da0aa910eaba3529ea5c2712bc3a168a18399f1ea12e30,0.8200000000000001,0.8200000000000001,0.0,0.8199279711884755,0.8199279711884755,0.0,0.4283967291585038,0.4280614765514095,0.0003352526070943
S1,0,0,7,19,4069850819d6071457da0aa910eaba3529ea5c2712bc3a168a18399f1ea12e30,0.64,0.65,0.01,0.64,0.6499649964996499,0.0099649964996498,0.6188998274347848,0.6197446975631417,-0.0008448701283568
S1,0,0,7,32,4069850819d6071457da0aa910eaba3529ea5c2712bc3a168a18399f1ea12e30,0.6799999999999999,0.69,0.01,0.6767676767676767,0.6862030569895738,0.0094353802218971,0.5752270030552407,0.5759490089265119,-0.0007220058712712
S1,0,0,7,33,4069850819d6071457da0aa910eaba3529ea5c2712bc3a168a18399f1ea12e30,0.77,0.78,0.01,0.7660461804495982,0.7767857142857144,0.0107395338361162,0.4872129539330788,0.486817332410742,0.0003956215223368
S1,0,0,7,41,4069850819d6071457da0aa910eaba3529ea5c2712bc3a168a18399f1ea12e30,0.73,0.73,0.0,0.7286704853783539,0.7286704853783539,0.0,0.523222843980445,0.5225820105552603,0.0006408334251847
S1,0,0,7,46,4069850819d6071457da0aa910eaba3529ea5c2712bc3a168a18399f1ea12e30,0.64,0.64,0.0,0.625,0.625,0.0,0.7301219419842738,0.729992696931079,0.0001292450531947
S1,0,0,7,47,4069850819d6071457da0aa910eaba3529ea5c2712bc3a168a18399f1ea12e30,0.86,0.86,0.0,0.8599439775910365,0.8599439775910365,0.0,0.3322578006263281,0.3320540282516824,0.0002037723746456
S1,0,0,7,49,4069850819d6071457da0aa910eaba3529ea5c2712bc3a168a18399f1ea12e30,0.82,0.82,0.0,0.8173701298701298,0.8173701298701298,0.0,0.4261967912494371,0.4269493643131349,-0.0007525730636978
S1,0,0,8,15,cb709ba5d07a73fb751178ea5dc6610375da0712bd88d1d7637b32edcb65ae98,0.8200000000000001,0.8300000000000001,0.01,0.8199279711884755,0.8298468621759585,0.0099188909874829,0.4283967291585038,0.4323586059776807,-0.0039618768191768
S1,0,0,8,19,cb709ba5d07a73fb751178ea5dc6610375da0712bd88d1d7637b32edcb65ae98,0.64,0.65,0.01,0.64,0.6499649964996499,0.0099649964996498,0.6188998274347848,0.6201318440450558,-0.001232016610271
S1,0,0,8,32,cb709ba5d07a73fb751178ea5dc6610375da0712bd88d1d7637b32edcb65ae98,0.6799999999999999,0.6799999999999999,0.0,0.6767676767676767,0.6767676767676767,0.0,0.5752270030552407,0.5738833164446929,0.0013436866105477
S1,0,0,8,33,cb709ba5d07a73fb751178ea5dc6610375da0712bd88d1d7637b32edcb65ae98,0.77,0.78,0.01,0.7660461804495982,0.7767857142857144,0.0107395338361162,0.4872129539330788,0.4830941097920124,0.0041188441410664
S1,0,0,8,41,cb709ba5d07a73fb751178ea5dc6610375da0712bd88d1d7637b32edcb65ae98,0.73,0.74,0.01,0.7286704853783539,0.7383252818035426,0.0096547964251887,0.523222843980445,0.5229206386776168,0.0003022053028282
S1,0,0,8,46,cb709ba5d07a73fb751178ea5dc6610375da0712bd88d1d7637b32edcb65ae98,0.64,0.64,0.0,0.625,0.625,0.0,0.7301219419842738,0.7229760016412788,0.0071459403429949
S1,0,0,8,47,cb709ba5d07a73fb751178ea5dc6610375da0712bd88d1d7637b32edcb65ae98,0.86,0.86,0.0,0.8599439775910365,0.8599439775910365,0.0,0.3322578006263281,0.327655095226754,0.004602705399574
S1,0,0,8,49,cb709ba5d07a73fb751178ea5dc6610375da0712bd88d1d7637b32edcb65ae98,0.82,0.82,0.0,0.8173701298701298,0.8173701298701298,0.0,0.4261967912494371,0.4239967385170379,0.0022000527323991
S1,0,1,1,15,68965e31a47d2088a9019b9a2d0fc5dc84cadc471a6d35b007c99453bf664c49,0.87,0.87,0.0,0.8698828946051447,0.8698828946051447,0.0,0.3676704138447905,0.3671864129918996,0.0004840008528908
S1,0,1,1,19,68965e31a47d2088a9019b9a2d0fc5dc84cadc471a6d35b007c99453bf664c49,0.6799999999999999,0.6799999999999999,0.0,0.6715927750410509,0.6715927750410509,0.0,0.6743240963050274,0.6753153518593714,-0.0009912555543439
S1,0,1,1,32,68965e31a47d2088a9019b9a2d0fc5dc84cadc471a6d35b007c99453bf664c49,0.6699999999999999,0.6699999999999999,0.0,0.6691729323308271,0.6691729323308271,0.0,0.776717958024991,0.7758710202057579,0.000846937819233
S1,0,1,1,33,68965e31a47d2088a9019b9a2d0fc5dc84cadc471a6d35b007c99453bf664c49,0.81,0.81,0.0,0.8067338012409724,0.8067338012409724,0.0,0.4225584171786585,0.4218549290286075,0.000703488150051
S1,0,1,1,41,68965e31a47d2088a9019b9a2d0fc5dc84cadc471a6d35b007c99453bf664c49,0.77,0.77,0.0,0.769792813532179,0.769792813532179,0.0,0.4604567671202666,0.4599696178093896,0.0004871493108769
S1,0,1,1,46,68965e31a47d2088a9019b9a2d0fc5dc84cadc471a6d35b007c99453bf664c49,0.63,0.63,0.0,0.6093337556752191,0.6093337556752191,0.0,0.777780088395687,0.7794375644121674,-0.0016574760164803
S1,0,1,1,47,68965e31a47d2088a9019b9a2d0fc5dc84cadc471a6d35b007c99453bf664c49,0.93,0.93,0.0,0.929936943248924,0.929936943248924,0.0,0.2348391975874159,0.234832626895998,6.5706914178786935e-06
S1,0,1,1,49,68965e31a47d2088a9019b9a2d0fc5dc84cadc471a6d35b007c99453bf664c49,0.8,0.8,0.0,0.794745484400657,0.794745484400657,0.0,0.4241800168843138,0.4244958023782052,-0.0003157854938913
S1,0,1,2,15,a58ebf587293799a1c6e0ce0381b3542495ca884e0e0d065bc41cc08313b10fa,0.87,0.86,-0.01,0.8698828946051447,0.8599999999999999,-0.0098828946051447,0.3676704138447905,0.3660374511235912,0.0016329627211992
S1,0,1,2,19,a58ebf587293799a1c6e0ce0381b3542495ca884e0e0d065bc41cc08313b10fa,0.6799999999999999,0.69,0.01,0.6715927750410509,0.6783898744683057,0.0067970994272548,0.6743240963050274,0.686740549271496,-0.0124164529664685
S1,0,1,2,32,a58ebf587293799a1c6e0ce0381b3542495ca884e0e0d065bc41cc08313b10fa,0.6699999999999999,0.6799999999999999,0.01,0.6691729323308271,0.6794871794871795,0.0103142471563524,0.776717958024991,0.7493984527225649,0.0273195053024261
S1,0,1,2,33,a58ebf587293799a1c6e0ce0381b3542495ca884e0e0d065bc41cc08313b10fa,0.81,0.8,-0.01,0.8067338012409724,0.7960016319869441,-0.0107321692540283,0.4225584171786585,0.4300703939018853,-0.0075119767232267
S1,0,1,2,41,a58ebf587293799a1c6e0ce0381b3542495ca884e0e0d065bc41cc08313b10fa,0.77,0.78,0.01,0.769792813532179,0.7796474358974359,0.0098546223652569,0.4604567671202666,0.4682776502273846,-0.007820883107118
S1,0,1,2,46,a58ebf587293799a1c6e0ce0381b3542495ca884e0e0d065bc41cc08313b10fa,0.63,0.63,0.0,0.6093337556752191,0.6093337556752191,0.0,0.777780088395687,0.7683159717252614,0.0094641166704255
S1,0,1,2,47,a58ebf587293799a1c6e0ce0381b3542495ca884e0e0d065bc41cc08313b10fa,0.93,0.92,-0.01,0.929936943248924,0.9198717948717948,-0.0100651483771292,0.2348391975874159,0.2414074330400529,-0.006568235452637
S1,0,1,2,49,a58ebf587293799a1c6e0ce0381b3542495ca884e0e0d065bc41cc08313b10fa,0.8,0.8,0.0,0.794745484400657,0.794745484400657,0.0,0.4241800168843138,0.4328537577175924,-0.0086737408332785
S1,0,1,3,15,23a17afb5c8467a76ff701d5644600953697c275b15e4c61c8680ebb1a4422d1,0.87,0.86,-0.01,0.8698828946051447,0.8599439775910365,-0.0099389170141082,0.3676704138447905,0.3786147293999743,-0.0109443155551838
S1,0,1,3,19,23a17afb5c8467a76ff701d5644600953697c275b15e4c61c8680ebb1a4422d1,0.6799999999999999,0.68,1.1102230246251563e-16,0.6715927750410509,0.6753246753246753,0.0037319002836244,0.6743240963050274,0.6164190912064458,0.0579050050985816
S1,0,1,3,32,23a17afb5c8467a76ff701d5644600953697c275b15e4c61c8680ebb1a4422d1,0.6699999999999999,0.6699999999999999,0.0,0.6691729323308271,0.6697027324592133,0.0005298001283862,0.776717958024991,0.6609469797985288,0.1157709782264622
S1,0,1,3,33,23a17afb5c8467a76ff701d5644600953697c275b15e4c61c8680ebb1a4422d1,0.81,0.81,0.0,0.8067338012409724,0.8076728413807065,0.0009390401397341,0.4225584171786585,0.4310018359078374,-0.0084434187291789
S1,0,1,3,41,23a17afb5c8467a76ff701d5644600953697c275b15e4c61c8680ebb1a4422d1,0.77,0.71,-0.06,0.769792813532179,0.7097387648883996,-0.0600540486437793,0.4604567671202666,0.5034886173507818,-0.0430318502305151
S1,0,1,3,46,23a17afb5c8467a76ff701d5644600953697c275b15e4c61c8680ebb1a4422d1,0.63,0.65,0.02,0.6093337556752191,0.6338529134846741,0.024519157809455,0.777780088395687,0.6723249863308738,0.1054551020648132
S1,0,1,3,47,23a17afb5c8467a76ff701d5644600953697c275b15e4c61c8680ebb1a4422d1,0.93,0.8999999999999999,-0.03,0.929936943248924,0.8996386993175431,-0.0302982439313809,0.2348391975874159,0.2971058129291407,-0.0622666153417247
S1,0,1,3,49,23a17afb5c8467a76ff701d5644600953697c275b15e4c61c8680ebb1a4422d1,0.8,0.76,-0.04,0.794745484400657,0.755201958384333,-0.0395435260163239,0.4241800168843138,0.4914496018276766,-0.0672695849433628
S1,0,1,4,15,62bf0714207aed729909cfe923af4dba9f3be951e70e970a442cf471090d749b,0.87,0.6799999999999999,-0.19,0.8698828946051447,0.6715927750410509,-0.1982901195640938,0.3676704138447905,0.5847329296986135,-0.2170625158538229
