setting_id,fold,seed,direction_rank,outcome_subject,direction_sha256,intact_BA,erased_BA,U_BA,intact_F1,erased_F1,U_F1,intact_CE,erased_CE,U_CE
S1,4,0,1,38,7c6b95871c9313ae626231fadc0dece308666c12b89210ab8f322edfa84717db,0.75,0.75,0.0,0.7425599835238389,0.7425599835238389,0.0,0.5521220703624572,0.5527356743986708,-0.0006136040362135
S1,4,0,1,52,7c6b95871c9313ae626231fadc0dece308666c12b89210ab8f322edfa84717db,0.76,0.76,0.0,0.7519636213311285,0.7519636213311285,0.0,0.5569642295764353,0.5565717663281627,0.0003924632482725
S1,4,0,2,3,4014ff318fdb8959cc6c082e03689d80537f6f3f7189ae307a9288d290a1a7f0,0.8899999999999999,0.88,-0.0099999999999998,0.8894583458948848,0.8792270531400966,-0.0102312927547881,0.2407998107184411,0.2651248796647298,-0.0243250689462886
S1,4,0,2,8,4014ff318fdb8959cc6c082e03689d80537f6f3f7189ae307a9288d290a1a7f0,0.74,0.77,0.03,0.7373737373737373,0.7660461804495982,0.0286724430758608,0.4968237944488983,0.496100077061713,0.0007237173871853
S1,4,0,2,11,4014ff318fdb8959cc6c082e03689d80537f6f3f7189ae307a9288d290a1a7f0,0.74,0.72,-0.02,0.7331691297208538,0.7083333333333334,-0.0248357963875204,0.5613010204955149,0.5754335298597717,-0.0141325093642568
S1,4,0,2,27,4014ff318fdb8959cc6c082e03689d80537f6f3f7189ae307a9288d290a1a7f0,0.91,0.8999999999999999,-0.01,0.9095568284594512,0.8993558776167472,-0.0102009508427041,0.2137364190648966,0.2424091217145187,-0.028672702649622
S1,4,0,2,28,4014ff318fdb8959cc6c082e03689d80537f6f3f7189ae307a9288d290a1a7f0,0.8400000000000001,0.8500000000000001,0.01,0.8389694041867956,0.8492613807657521,0.0102919765789565,0.3077543450542905,0.3239308756250698,-0.0161765305707793
S1,4,0,2,30,4014ff318fdb8959cc6c082e03689d80537f6f3f7189ae307a9288d290a1a7f0,0.71,0.71,0.0,0.7076318177235609,0.7076318177235609,0.0,0.5904726411435578,0.5802772053233025,0.0101954358202552
S1,4,0,2,38,4014ff318fdb8959cc6c082e03689d80537f6f3f7189ae307a9288d290a1a7f0,0.75,0.73,-0.02,0.7425599835238389,0.7237851662404092,-0.0187748172834296,0.5521220703624572,0.5698475800918077,-0.0177255097293504
S1,4,0,2,52,4014ff318fdb8959cc6c082e03689d80537f6f3f7189ae307a9288d290a1a7f0,0.76,0.73,-0.03,0.7519636213311285,0.7198879551820727,-0.0320756661490557,0.5569642295764353,0.5406440460239588,0.0163201835524765
S1,4,0,3,3,58fbb4166e04e99d1c5645e57dfd1382744920cbc1aa5fe5953db9e6f5a71a45,0.8899999999999999,0.8899999999999999,0.0,0.8894583458948848,0.8897243107769424,0.0002659648820575,0.2407998107184411,0.2478803427458575,-0.0070805320274163
S1,4,0,3,8,58fbb4166e04e99d1c5645e57dfd1382744920cbc1aa5fe5953db9e6f5a71a45,0.74,0.76,0.02,0.7373737373737373,0.7575757575757576,0.0202020202020202,0.4968237944488983,0.5233439562209304,-0.026520161772032
S1,4,0,3,11,58fbb4166e04e99d1c5645e57dfd1382744920cbc1aa5fe5953db9e6f5a71a45,0.74,0.7,-0.04,0.7331691297208538,0.6921182266009853,-0.0410509031198684,0.5613010204955149,0.5653714104726012,-0.0040703899770863
S1,4,0,3,27,58fbb4166e04e99d1c5645e57dfd1382744920cbc1aa5fe5953db9e6f5a71a45,0.91,0.91,0.0,0.9095568284594512,0.9095568284594512,0.0,0.2137364190648966,0.2277442655825524,-0.0140078465176557
S1,4,0,3,28,58fbb4166e04e99d1c5645e57dfd1382744920cbc1aa5fe5953db9e6f5a71a45,0.8400000000000001,0.85,0.0099999999999998,0.8389694041867956,0.848162769511084,0.0091933653242884,0.3077543450542905,0.3164089232346995,-0.008654578180409
S1,4,0,3,30,58fbb4166e04e99d1c5645e57dfd1382744920cbc1aa5fe5953db9e6f5a71a45,0.71,0.73,0.02,0.7076318177235609,0.7277951406391774,0.0201633229156165,0.5904726411435578,0.6257279162352145,-0.0352552750916567
S1,4,0,3,38,58fbb4166e04e99d1c5645e57dfd1382744920cbc1aa5fe5953db9e6f5a71a45,0.75,0.72,-0.03,0.7425599835238389,0.7144022847817217,-0.0281576987421171,0.5521220703624572,0.5388616282980104,0.0132604420644467
S1,4,0,3,52,58fbb4166e04e99d1c5645e57dfd1382744920cbc1aa5fe5953db9e6f5a71a45,0.76,0.78,0.02,0.7519636213311285,0.7742200328407225,0.022256411509594,0.5569642295764353,0.4845048165562751,0.0724594130201601
S1,4,0,4,3,29c42fd2b89fe455636d0feae580e6c81a04a4c9d7c1e40425162427184db987,0.8899999999999999,0.8899999999999999,0.0,0.8894583458948848,0.8894583458948848,0.0,0.2407998107184411,0.2411292264173896,-0.0003294156989484
S1,4,0,4,8,29c42fd2b89fe455636d0feae580e6c81a04a4c9d7c1e40425162427184db987,0.74,0.74,0.0,0.7373737373737373,0.7373737373737373,0.0,0.4968237944488983,0.4954698128442896,0.0013539816046087
S1,4,0,4,11,29c42fd2b89fe455636d0feae580e6c81a04a4c9d7c1e40425162427184db987,0.74,0.74,0.0,0.7331691297208538,0.7331691297208538,0.0,0.5613010204955149,0.5576500705539853,0.0036509499415295
S1,4,0,4,27,29c42fd2b89fe455636d0feae580e6c81a04a4c9d7c1e40425162427184db987,0.91,0.91,0.0,0.9095568284594512,0.9095568284594512,0.0,0.2137364190648966,0.2152634090837132,-0.0015269900188166
S1,4,0,4,28,29c42fd2b89fe455636d0feae580e6c81a04a4c9d7c1e40425162427184db987,0.8400000000000001,0.8400000000000001,0.0,0.8389694041867956,0.8389694041867956,0.0,0.3077543450542905,0.3084213246465533,-0.0006669795922628
S1,4,0,4,30,29c42fd2b89fe455636d0feae580e6c81a04a4c9d7c1e40425162427184db987,0.71,0.72,0.01,0.7076318177235609,0.7171717171717171,0.0095398994481562,0.5904726411435578,0.5887149153871114,0.0017577257564463
S1,4,0,4,38,29c42fd2b89fe455636d0feae580e6c81a04a4c9d7c1e40425162427184db987,0.75,0.75,0.0,0.7425599835238389,0.7425599835238389,0.0,0.5521220703624572,0.5550485672889774,-0.0029264969265202
S1,4,0,4,52,29c42fd2b89fe455636d0feae580e6c81a04a4c9d7c1e40425162427184db987,0.76,0.76,0.0,0.7519636213311285,0.7519636213311285,0.0,0.5569642295764353,0.55578011918764,0.0011841103887952
S1,4,0,5,3,295c3f3c37cead4bb97ce9f8c70cf6ee34ea34bbc75ca769941d82c2a692c4a9,0.8899999999999999,0.87,-0.0199999999999999,0.8894583458948848,0.8689384010484928,-0.0205199448463919,0.2407998107184411,0.2504220692833624,-0.0096222585649212
S1,4,0,5,8,295c3f3c37cead4bb97ce9f8c70cf6ee34ea34bbc75ca769941d82c2a692c4a9,0.74,0.74,0.0,0.7373737373737373,0.7383252818035426,0.0009515444298052,0.4968237944488983,0.4922207069155981,0.0046030875333001
S1,4,0,5,11,295c3f3c37cead4bb97ce9f8c70cf6ee34ea34bbc75ca769941d82c2a692c4a9,0.74,0.77,0.03,0.7331691297208538,0.7613860358958398,0.0282169061749859,0.5613010204955149,0.5751032795491247,-0.0138022590536097
S1,4,0,5,27,295c3f3c37cead4bb97ce9f8c70cf6ee34ea34bbc75ca769941d82c2a692c4a9,0.91,0.92,0.01,0.9095568284594512,0.9197109594540344,0.0101541309945831,0.2137364190648966,0.2131149678421448,0.0006214512227518
S1,4,0,5,28,295c3f3c37cead4bb97ce9f8c70cf6ee34ea34bbc75ca769941d82c2a692c4a9,0.8400000000000001,0.8400000000000001,0.0,0.8389694041867956,0.8389694041867956,0.0,0.3077543450542905,0.3219196922080788,-0.0141653471537883
S1,4,0,5,30,295c3f3c37cead4bb97ce9f8c70cf6ee34ea34bbc75ca769941d82c2a692c4a9,0.71,0.69,-0.02,0.7076318177235609,0.6862030569895738,-0.021428760733987,0.5904726411435578,0.5923152579594269,-0.001842616815869
S1,4,0,5,38,295c3f3c37cead4bb97ce9f8c70cf6ee34ea34bbc75ca769941d82c2a692c4a9,0.75,0.7,-0.05,0.7425599835238389,0.6875,-0.0550599835238388,0.5521220703624572,0.5943749211631361,-0.0422528508006788
S1,4,0,5,52,295c3f3c37cead4bb97ce9f8c70cf6ee34ea34bbc75ca769941d82c2a692c4a9,0.76,0.76,0.0,0.7519636213311285,0.7519636213311285,0.0,0.5569642295764353,0.5342408412025602,0.0227233883738751
S1,4,0,6,3,aa5f9b58a2b538e4f2d2b364ddbcae3c1b28076a448da7c3f9edb92c73e42a97,0.8899999999999999,0.88,-0.0099999999999998,0.8894583458948848,0.8792270531400966,-0.0102312927547881,0.2407998107184411,0.2406364548210343,0.0001633558974068
S1,4,0,6,8,aa5f9b58a2b538e4f2d2b364ddbcae3c1b28076a448da7c3f9edb92c73e42a97,0.74,0.74,0.0,0.7373737373737373,0.7373737373737373,0.0,0.4968237944488983,0.5005003991742116,-0.0036766047253132
S1,4,0,6,11,aa5f9b58a2b538e4f2d2b364ddbcae3c1b28076a448da7c3f9edb92c73e42a97,0.74,0.75,0.01,0.7331691297208538,0.7425599835238389,0.0093908538029851,0.5613010204955149,0.5318672842305026,0.0294337362650123
S1,4,0,6,27,aa5f9b58a2b538e4f2d2b364ddbcae3c1b28076a448da7c3f9edb92c73e42a97,0.91,0.92,0.01,0.9095568284594512,0.9197109594540344,0.0101541309945831,0.2137364190648966,0.2070059095206223,0.0067305095442743
S1,4,0,6,28,aa5f9b58a2b538e4f2d2b364ddbcae3c1b28076a448da7c3f9edb92c73e42a97,0.8400000000000001,0.8400000000000001,0.0,0.8389694041867956,0.8389694041867956,0.0,0.3077543450542905,0.3136170191909337,-0.0058626741366432
S1,4,0,6,30,aa5f9b58a2b538e4f2d2b364ddbcae3c1b28076a448da7c3f9edb92c73e42a97,0.71,0.73,0.02,0.7076318177235609,0.7266929851199515,0.0190611673963906,0.5904726411435578,0.5900690374004297,0.000403603743128
S1,4,0,6,38,aa5f9b58a2b538e4f2d2b364ddbcae3c1b28076a448da7c3f9edb92c73e42a97,0.75,0.76,0.01,0.7425599835238389,0.7536945812807881,0.0111345977569492,0.5521220703624572,0.5701948237228389,-0.0180727533603817
S1,4,0,6,52,aa5f9b58a2b538e4f2d2b364ddbcae3c1b28076a448da7c3f9edb92c73e42a97,0.76,0.75,-0.01,0.7519636213311285,0.7425599835238389,-0.0094036378072895,0.5569642295764353,0.5486055063521482,0.0083587232242871
S1,4,0,7,3,623f3d2a9b911df80010021ca9bcff294f3140c6ddc919d26ae9b387977e537d,0.8899999999999999,0.8899999999999999,0.0,0.8894583458948848,0.8894583458948848,0.0,0.2407998107184411,0.2400130490375971,0.000786761680844
S1,4,0,7,8,623f3d2a9b911df80010021ca9bcff294f3140c6ddc919d26ae9b387977e537d,0.74,0.74,0.0,0.7373737373737373,0.7373737373737373,0.0,0.4968237944488983,0.4919930633908927,0.0048307310580055
S1,4,0,7,11,623f3d2a9b911df80010021ca9bcff294f3140c6ddc919d26ae9b387977e537d,0.74,0.75,0.01,0.7331691297208538,0.7442455242966751,0.0110763945758213,0.5613010204955149,0.557729878192595,0.0035711423029198
S1,4,0,7,27,623f3d2a9b911df80010021ca9bcff294f3140c6ddc919d26ae9b387977e537d,0.91,0.91,0.0,0.9095568284594512,0.9095568284594512,0.0,0.2137364190648966,0.2138627491519183,-0.0001263300870216
S1,4,0,7,28,623f3d2a9b911df80010021ca9bcff294f3140c6ddc919d26ae9b387977e537d,0.8400000000000001,0.8400000000000001,0.0,0.8389694041867956,0.8389694041867956,0.0,0.3077543450542905,0.3074583692124719,0.0002959758418185
S1,4,0,7,30,623f3d2a9b911df80010021ca9bcff294f3140c6ddc919d26ae9b387977e537d,0.71,0.71,0.0,0.7076318177235609,0.7076318177235609,0.0,0.5904726411435578,0.5872775949113548,0.003195046232203
S1,4,0,7,38,623f3d2a9b911df80010021ca9bcff294f3140c6ddc919d26ae9b387977e537d,0.75,0.75,0.0,0.7425599835238389,0.7425599835238389,0.0,0.5521220703624572,0.5528633805139054,-0.0007413101514481
S1,4,0,7,52,623f3d2a9b911df80010021ca9bcff294f3140c6ddc919d26ae9b387977e537d,0.76,0.75,-0.01,0.7519636213311285,0.7406369955389562,-0.0113266257921722,0.5569642295764353,0.561169063387864,-0.0042048338114286
S1,4,0,8,3,caacbc8d255a96982d1df6e835426ffed6c52fb147c6fd412c9627afef359c0d,0.8899999999999999,0.8899999999999999,0.0,0.8894583458948848,0.8894583458948848,0.0,0.2407998107184411,0.2495153686539143,-0.0087155579354732
S1,4,0,8,8,caacbc8d255a96982d1df6e835426ffed6c52fb147c6fd412c9627afef359c0d,0.74,0.74,0.0,0.7373737373737373,0.7362012987012987,-0.0011724386724386,0.4968237944488983,0.4946498352006588,0.0021739592482395
S1,4,0,8,11,caacbc8d255a96982d1df6e835426ffed6c52fb147c6fd412c9627afef359c0d,0.74,0.75,0.01,0.7331691297208538,0.7442455242966751,0.0110763945758213,0.5613010204955149,0.5630616709996313,-0.0017606505041164
S1,4,0,8,27,caacbc8d255a96982d1df6e835426ffed6c52fb147c6fd412c9627afef359c0d,0.91,0.92,0.01,0.9095568284594512,0.9197109594540344,0.0101541309945831,0.2137364190648966,0.2160497573384121,-0.0023133382735155
S1,4,0,8,28,caacbc8d255a96982d1df6e835426ffed6c52fb147c6fd412c9627afef359c0d,0.8400000000000001,0.8500000000000001,0.01,0.8389694041867956,0.8492613807657521,0.0102919765789565,0.3077543450542905,0.3059182735616861,0.0018360714926043
S1,4,0,8,30,caacbc8d255a96982d1df6e835426ffed6c52fb147c6fd412c9627afef359c0d,0.71,0.72,0.01,0.7076318177235609,0.7171717171717171,0.0095398994481562,0.5904726411435578,0.5867879125935768,0.003684728549981
S1,4,0,8,38,caacbc8d255a96982d1df6e835426ffed6c52fb147c6fd412c9627afef359c0d,0.75,0.76,0.01,0.7425599835238389,0.7536945812807881,0.0111345977569492,0.5521220703624572,0.5510762646838396,0.0010458056786175
S1,4,0,8,52,caacbc8d255a96982d1df6e835426ffed6c52fb147c6fd412c9627afef359c0d,0.76,0.76,0.0,0.7519636213311285,0.7519636213311285,0.0,0.5569642295764353,0.5478640297708909,0.0091001998055444
S1,4,1,1,3,d2f6b51604aa9338591ecbc03c83c885db4a4628f1329386d08b49b50710cc8a,0.83,0.83,0.0,0.8279178054458953,0.8279178054458953,0.0,0.3640357477914812,0.354797778884741,0.0092379689067401
S1,4,1,1,8,d2f6b51604aa9338591ecbc03c83c885db4a4628f1329386d08b49b50710cc8a,0.6699999999999999,0.6599999999999999,-0.01,0.667305171892328,0.6578099838969405,-0.0094951879953875,0.6688782205952205,0.6642662697475384,0.004611950847682
S1,4,1,1,11,d2f6b51604aa9338591ecbc03c83c885db4a4628f1329386d08b49b50710cc8a,0.6799999999999999,0.71,0.03,0.6666666666666667,0.7013695808876532,0.0347029142209864,0.5777249607312338,0.5730272095730706,0.0046977511581631
S1,4,1,1,27,d2f6b51604aa9338591ecbc03c83c885db4a4628f1329386d08b49b50710cc8a,0.87,0.87,0.0,0.868407733576273,0.868407733576273,0.0,0.2732181746787148,0.2785953789559137,-0.0053772042771989
S1,4,1,1,28,d2f6b51604aa9338591ecbc03c83c885db4a4628f1329386d08b49b50710cc8a,0.81,0.81,0.0,0.8090644156366193,0.8090644156366193,0.0,0.3618676567177797,0.3650568571280764,-0.0031892004102966
S1,4,1,1,30,d2f6b51604aa9338591ecbc03c83c885db4a4628f1329386d08b49b50710cc8a,0.67,0.6799999999999999,0.0099999999999998,0.6643271284711627,0.6736026111791106,0.0092754827079478,0.6472470518681669,0.6441562951927375,0.0030907566754293
S1,4,1,1,38,d2f6b51604aa9338591ecbc03c83c885db4a4628f1329386d08b49b50710cc8a,0.6699999999999999,0.6799999999999999,0.01,0.6691729323308271,0.6794871794871795,0.0103142471563524,0.6401828692701729,0.6354110090182997,0.0047718602518731
S1,4,1,1,52,d2f6b51604aa9338591ecbc03c83c885db4a4628f1329386d08b49b50710cc8a,0.77,0.75,-0.02,0.769792813532179,0.7493734335839599,-0.020419379948219,0.4949132463890542,0.4984031201579963,-0.003489873768942
S1,4,1,2,3,df2e521bee271f92a4d2ee979027e822b90b47466286506f521032025551c674,0.83,0.81,-0.0199999999999999,0.8279178054458953,0.8084484323016432,-0.0194693731442521,0.3640357477914812,0.3652598262472648,-0.0012240784557836
S1,4,1,2,8,df2e521bee271f92a4d2ee979027e822b90b47466286506f521032025551c674,0.6699999999999999,0.6599999999999999,-0.01,0.667305171892328,0.6578099838969405,-0.0094951879953875,0.6688782205952205,0.6417180571514473,0.0271601634437732
S1,4,1,2,11,df2e521bee271f92a4d2ee979027e822b90b47466286506f521032025551c674,0.6799999999999999,0.6799999999999999,0.0,0.6666666666666667,0.6715927750410509,0.0049261083743841,0.5777249607312338,0.6036126749586586,-0.0258877142274247
S1,4,1,2,27,df2e521bee271f92a4d2ee979027e822b90b47466286506f521032025551c674,0.87,0.84,-0.03,0.868407733576273,0.8376623376623376,-0.0307453959139354,0.2732181746787148,0.3460909770446626,-0.0728728023659477
S1,4,1,2,28,df2e521bee271f92a4d2ee979027e822b90b47466286506f521032025551c674,0.81,0.79,-0.02,0.8090644156366193,0.7889659330720531,-0.0200984825645662,0.3618676567177797,0.4323982525968459,-0.0705305958790662
S1,4,1,2,30,df2e521bee271f92a4d2ee979027e822b90b47466286506f521032025551c674,0.67,0.67,0.0,0.6643271284711627,0.6643271284711627,0.0,0.6472470518681669,0.629188771907544,0.0180582799606229
S1,4,1,2,38,df2e521bee271f92a4d2ee979027e822b90b47466286506f521032025551c674,0.6699999999999999,0.67,1.1102230246251563e-16,0.6691729323308271,0.6659580929243851,-0.0032148394064419,0.6401828692701729,0.6449048207110266,-0.0047219514408537
S1,4,1,2,52,df2e521bee271f92a4d2ee979027e822b90b47466286506f521032025551c674,0.77,0.72,-0.05,0.769792813532179,0.7171717171717171,-0.0526210963604618,0.4949132463890542,0.5401735761249692,-0.0452603297359149
S1,4,1,3,3,c4674bcbdd99bbd20443d822ed953e3e9f3acd54e70aecac711749b58b95569f,0.83,0.8200000000000001,-0.0099999999999998,0.8279178054458953,0.8164014687882497,-0.0115163366576456,0.3640357477914812,0.3874850775776373,-0.0234493297861561
S1,4,1,3,8,c4674bcbdd99bbd20443d822ed953e3e9f3acd54e70aecac711749b58b95569f,0.6699999999999999,0.67,1.1102230246251563e-16,0.667305171892328,0.6659580929243851,-0.0013470789679428,0.6688782205952205,0.6633211918149571,0.0055570287802634
S1,4,1,3,11,c4674bcbdd99bbd20443d822ed953e3e9f3acd54e70aecac711749b58b95569f,0.6799999999999999,0.6799999999999999,0.0,0.6666666666666667,0.6666666666666667,0.0,0.5777249607312338,0.6072715407536902,-0.0295465800224563
S1,4,1,3,27,c4674bcbdd99bbd20443d822ed953e3e9f3acd54e70aecac711749b58b95569f,0.87,0.87,0.0,0.868407733576273,0.8689384010484928,0.0005306674722198,0.2732181746787148,0.2844466045746393,-0.0112284298959245
S1,4,1,3,28,c4674bcbdd99bbd20443d822ed953e3e9f3acd54e70aecac711749b58b95569f,0.81,0.8300000000000001,0.02,0.8090644156366193,0.8295739348370927,0.0205095192004733,0.3618676567177797,0.3641349189604331,-0.0022672622426533
S1,4,1,3,30,c4674bcbdd99bbd20443d822ed953e3e9f3acd54e70aecac711749b58b95569f,0.67,0.64,-0.03,0.6643271284711627,0.6279454319966928,-0.0363816964744698,0.6472470518681669,0.6677532876134596,-0.0205062357452927
S1,4,1,3,38,c4674bcbdd99bbd20443d822ed953e3e9f3acd54e70aecac711749b58b95569f,0.6699999999999999,0.6599999999999999,-0.01,0.6691729323308271,0.6587715776796468,-0.0104013546511803,0.6401828692701729,0.6255168799163802,0.0146659893537927
S1,4,1,3,52,c4674bcbdd99bbd20443d822ed953e3e9f3acd54e70aecac711749b58b95569f,0.77,0.78,0.01,0.769792813532179,0.7799119647859143,0.0101191512537353,0.4949132463890542,0.4848834707916637,0.0100297755973905
S1,4,1,4,3,8aabb9831f509e1f36cc2a88471ccc10772fe1706e61aa7fc9acc51acc806b67,0.83,0.81,-0.0199999999999999,0.8279178054458953,0.8067338012409724,-0.0211840042049229,0.3640357477914812,0.3882129439607302,-0.024177196169249
S1,4,1,4,8,8aabb9831f509e1f36cc2a88471ccc10772fe1706e61aa7fc9acc51acc806b67,0.6699999999999999,0.6699999999999999,0.0,0.667305171892328,0.667305171892328,0.0,0.6688782205952205,0.6667705823376499,0.0021076382575706
S1,4,1,4,11,8aabb9831f509e1f36cc2a88471ccc10772fe1706e61aa7fc9acc51acc806b67,0.6799999999999999,0.71,0.03,0.6666666666666667,0.7013695808876532,0.0347029142209864,0.5777249607312338,0.5611350380793104,0.0165899226519233
S1,4,1,4,27,8aabb9831f509e1f36cc2a88471ccc10772fe1706e61aa7fc9acc51acc806b67,0.87,0.87,0.0,0.868407733576273,0.868407733576273,0.0,0.2732181746787148,0.2730456390401004,0.0001725356386144
S1,4,1,4,28,8aabb9831f509e1f36cc2a88471ccc10772fe1706e61aa7fc9acc51acc806b67,0.81,0.81,0.0,0.8090644156366193,0.8090644156366193,0.0,0.3618676567177797,0.3651737281985868,-0.0033060714808071
S1,4,1,4,30,8aabb9831f509e1f36cc2a88471ccc10772fe1706e61aa7fc9acc51acc806b67,0.67,0.6799999999999999,0.0099999999999998,0.6643271284711627,0.6692848284415047,0.004957699970342,0.6472470518681669,0.6465974450402306,0.0006496068279362
S1,4,1,4,38,8aabb9831f509e1f36cc2a88471ccc10772fe1706e61aa7fc9acc51acc806b67,0.6699999999999999,0.6599999999999999,-0.01,0.6691729323308271,0.6587715776796468,-0.0104013546511803,0.6401828692701729,0.6367326101392782,0.0034502591308946
S1,4,1,4,52,8aabb9831f509e1f36cc2a88471ccc10772fe1706e61aa7fc9acc51acc806b67,0.77,0.78,0.01,0.769792813532179,0.7799119647859143,0.0101191512537353,0.4949132463890542,0.4807395965444784,0.0141736498445758
S1,4,1,5,3,45bfc68f3b7018c78e52141a7b4c4c2d6b1251dc393ed54ec52f28e6fa92a63c,0.83,0.83,0.0,0.8279178054458953,0.8279178054458953,0.0,0.3640357477914812,0.3635549852011667,0.0004807625903144
S1,4,1,5,8,45bfc68f3b7018c78e52141a7b4c4c2d6b1251dc393ed54ec52f28e6fa92a63c,0.6699999999999999,0.67,1.1102230246251563e-16,0.667305171892328,0.6659580929243851,-0.0013470789679428,0.6688782205952205,0.6685601921963955,0.0003180283988249
S1,4,1,5,11,45bfc68f3b7018c78e52141a7b4c4c2d6b1251dc393ed54ec52f28e6fa92a63c,0.6799999999999999,0.6799999999999999,0.0,0.6666666666666667,0.6666666666666667,0.0,0.5777249607312338,0.5719124346326897,0.0058125260985441
S1,4,1,5,27,45bfc68f3b7018c78e52141a7b4c4c2d6b1251dc393ed54ec52f28e6fa92a63c,0.87,0.88,0.01,0.868407733576273,0.8787878787878789,0.0103801452116059,0.2732181746787148,0.2713666638606623,0.0018515108180524
S1,4,1,5,28,45bfc68f3b7018c78e52141a7b4c4c2d6b1251dc393ed54ec52f28e6fa92a63c,0.81,0.81,0.0,0.8090644156366193,0.8090644156366193,0.0,0.3618676567177797,0.3618481772005706,1.94795172090978e-05
S1,4,1,5,30,45bfc68f3b7018c78e52141a7b4c4c2d6b1251dc393ed54ec52f28e6fa92a63c,0.67,0.67,0.0,0.6643271284711627,0.6643271284711627,0.0,0.6472470518681669,0.6381839917626457,0.0090630601055211
S1,4,1,5,38,45bfc68f3b7018c78e52141a7b4c4c2d6b1251dc393ed54ec52f28e6fa92a63c,0.6699999999999999,0.6799999999999999,0.01,0.6691729323308271,0.6794871794871795,0.0103142471563524,0.6401828692701729,0.6336172397829928,0.00656562948718
S1,4,1,5,52,45bfc68f3b7018c78e52141a7b4c4c2d6b1251dc393ed54ec52f28e6fa92a63c,0.77,0.77,0.0,0.769792813532179,0.769792813532179,0.0,0.4949132463890542,0.4929544068645836,0.0019588395244706
S1,4,1,6,3,12fe6421e5a3c1d829cf9b3cec9e6e3419a78bfee0a96fa5bed6d8f5d000fb08,0.83,0.81,-0.0199999999999999,0.8279178054458953,0.8090644156366193,-0.0188533898092759,0.3640357477914812,0.4121072719531026,-0.0480715241616214
S1,4,1,6,8,12fe6421e5a3c1d829cf9b3cec9e6e3419a78bfee0a96fa5bed6d8f5d000fb08,0.6699999999999999,0.64,-0.0299999999999999,0.667305171892328,0.6328029375764994,-0.0345022343158285,0.6688782205952205,0.6128889194543008,0.0559893011409197
S1,4,1,6,11,12fe6421e5a3c1d829cf9b3cec9e6e3419a78bfee0a96fa5bed6d8f5d000fb08,0.6799999999999999,0.73,0.05,0.6666666666666667,0.7266929851199515,0.0600263184532847,0.5777249607312338,0.5088217461299014,0.0689032146013324
S1,4,1,6,27,12fe6421e5a3c1d829cf9b3cec9e6e3419a78bfee0a96fa5bed6d8f5d000fb08,0.87,0.89,0.02,0.868407733576273,0.8891017239641092,0.0206939903878362,0.2732181746787148,0.3196556455131943,-0.0464374708344795
S1,4,1,6,28,12fe6421e5a3c1d829cf9b3cec9e6e3419a78bfee0a96fa5bed6d8f5d000fb08,0.81,0.8300000000000001,0.02,0.8090644156366193,0.8295739348370927,0.0205095192004733,0.3618676567177797,0.4448353122162161,-0.0829676554984363
S1,4,1,6,30,12fe6421e5a3c1d829cf9b3cec9e6e3419a78bfee0a96fa5bed6d8f5d000fb08,0.67,0.6399999999999999,-0.0300000000000001,0.6643271284711627,0.6386993175431553,-0.0256278109280073,0.6472470518681669,0.6157724440384549,0.031474607829712
S1,4,1,6,38,12fe6421e5a3c1d829cf9b3cec9e6e3419a78bfee0a96fa5bed6d8f5d000fb08,0.6699999999999999,0.65,-0.0199999999999999,0.6691729323308271,0.6496847162446201,-0.0194882160862069,0.6401828692701729,0.620469655349542,0.0197132139206308
S1,4,1,6,52,12fe6421e5a3c1d829cf9b3cec9e6e3419a78bfee0a96fa5bed6d8f5d000fb08,0.77,0.68,-0.0899999999999999,0.769792813532179,0.68,-0.0897928135321789,0.4949132463890542,0.5954110508250056,-0.1004978044359513
S1,4,1,7,3,432e8b21ad7c7a44fc82d4e7b902f964929957e71427a4f36566f2f65ef6de5c,0.83,0.83,0.0,0.8279178054458953,0.8279178054458953,0.0,0.3640357477914812,0.3609867362268739,0.0030490115646072
S1,4,1,7,8,432e8b21ad7c7a44fc82d4e7b902f964929957e71427a4f36566f2f65ef6de5c,0.6699999999999999,0.69,0.02,0.667305171892328,0.6862030569895738,0.0188978850972458,0.6688782205952205,0.6735181848122754,-0.0046399642170549
S1,4,1,7,11,432e8b21ad7c7a44fc82d4e7b902f964929957e71427a4f36566f2f65ef6de5c,0.6799999999999999,0.6799999999999999,0.0,0.6666666666666667,0.6666666666666667,0.0,0.5777249607312338,0.5860369454128761,-0.0083119846816422
S1,4,1,7,27,432e8b21ad7c7a44fc82d4e7b902f964929957e71427a4f36566f2f65ef6de5c,0.87,0.88,0.01,0.868407733576273,0.8792270531400966,0.0108193195638236,0.2732181746787148,0.2692711458336947,0.00394702884502
S1,4,1,7,28,432e8b21ad7c7a44fc82d4e7b902f964929957e71427a4f36566f2f65ef6de5c,0.81,0.8,-0.01,0.8090644156366193,0.7987117552334944,-0.0103526604031249,0.3618676567177797,0.3537415291313656,0.008126127586414
S1,4,1,7,30,432e8b21ad7c7a44fc82d4e7b902f964929957e71427a4f36566f2f65ef6de5c,0.67,0.67,0.0,0.6643271284711627,0.6643271284711627,0.0,0.6472470518681669,0.6571244782026361,-0.0098774263344691
S1,4,1,7,38,432e8b21ad7c7a44fc82d4e7b902f964929957e71427a4f36566f2f65ef6de5c,0.6699999999999999,0.69,0.02,0.6691729323308271,0.6892230576441103,0.0200501253132832,0.6401828692701729,0.6343114289389095,0.0058714403312634
