draw,RMSE_M0,RMSE_MI,RMSE_ME,RMSE_MADD,RMSE_MINT,contrast_MI_MINT,contrast_MADD_MINT,beta_IxE,DeltaSlope,DeltaRegime
0.0,0.010133156723018556,0.009804411310153536,0.030927107780268706,0.030990595193081474,0.0336117150955603,-0.02380730378540677,-0.0026211199024788294,5.940129236387983e-05,-0.00011880258472775967,0.006948253212269746
1.0,0.009178406642263224,0.009410807668912674,0.008977123077080493,0.009048953995400602,0.009058080443805391,0.00035272722510728237,-9.12644840478892e-06,-0.000361796388811727,0.000723592777623454,0.005227191732002844
2.0,0.012585250239736702,0.011944335514540003,0.039815957148871456,0.03991839720477058,0.04063741632687908,-0.02869308081233908,-0.0007190191221085052,0.00021287405619289582,-0.00042574811238579164,0.004034901072031095
3.0,0.008701010516956166,0.008567491527412744,0.023456866284555244,0.02349572735940634,0.024623467483240725,-0.01605597595582798,-0.0011277401238343858,9.694656442567062e-05,-0.00019389312885134124,0.0033638712708479995
4.0,0.010411964140915046,0.010022892104241897,0.03665784632581638,0.036737851788716795,0.040208690040890865,-0.030185797936648967,-0.00347083825217407,-5.275660405815572e-05,0.00010551320811631143,0.007465366809116794
5.0,0.01104314823619492,0.011063933091937652,0.011070122221706695,0.011107955713918729,0.011158085614979453,-9.415252304180097e-05,-5.012990106072375e-05,-0.0024584427735115234,0.004916885547023047,0.01586527316035512
6.0,0.009238776701628032,0.009180472336724695,0.009017754034044997,0.009061482380873872,0.009035721784654708,0.00014475055206998773,2.576059621916399e-05,0.0005309302739391772,-0.0010618605478783544,0.003047734726513803
7.0,0.010337062810442449,0.010058803724524504,0.024175677178844508,0.024209490326744507,0.024430142493778097,-0.014371338769253592,-0.00022065216703359009,-0.00020738689815349013,0.00041477379630698027,0.0077004129066399205
8.0,0.008172373400250022,0.007928630062747195,0.017471313524952126,0.017507608308204924,0.01798570273778625,-0.010057072675039056,-0.0004780944295813272,0.00016413542872122675,-0.0003282708574424535,0.007233529836507252
9.0,0.007270502139339911,0.007385617354752687,0.006914928326578169,0.00694256201827687,0.0069349386926690175,0.0004506786620836695,7.623325607852317e-06,-0.00021471418503493607,0.00042942837006987214,-0.0005151117623006767
10.0,0.009436994393108782,0.009332505925366342,0.031166886553496885,0.03124770427598093,0.03440019622546084,-0.025067690300094495,-0.003152491949479908,6.7166961894594e-05,-0.000134333923789188,0.002492836750854378
11.0,0.00929310552477474,0.008985377245185971,0.023119768384631065,0.02315558071152995,0.023509974991996713,-0.014524597746810742,-0.00035439428046676186,0.00016790219442522632,-0.00033580438885045264,0.007450126262626248
12.0,0.01208823890885005,0.012004926832852512,0.011827527954902191,0.011862357894450655,0.011818968351730219,0.000185958481122293,4.338954272043588e-05,-0.00012189738090121591,0.00024379476180243182,0.008072638146167554
13.0,0.010557515466536419,0.010373326636778214,0.010215007572224452,0.01024777313734942,0.01022154658255238,0.00015178005422583456,2.6226554797040627e-05,-0.00038859424709807955,0.0007771884941961591,0.008840500760210143
14.0,0.01387218951954824,0.013479481875861635,0.02883136115591435,0.028908287477623515,0.02786870276128678,-0.014389220885425144,0.001039584716336736,0.00014461480406647293,-0.00028922960813294586,0.005324678961271692
15.0,0.00963494273557527,0.00929552620488827,0.02619093932033339,0.026256750248661306,0.02884193094418713,-0.01954640473929886,-0.002585180695525824,0.0002613763170030586,-0.0005227526340061172,0.005258162973680215
16.0,0.0073038095870310476,0.007456347454430751,0.02626251053802246,0.02631848594593118,0.030531123324670388,-0.023074775870239636,-0.004212637378739208,-5.061794864837808e-05,0.00010123589729675616,0.006180541831357031
17.0,0.006251794268027756,0.006575406817207668,0.00572482543092813,0.0057805219267948165,0.005781825570392092,0.0007935812468155756,-1.3036435972755417e-06,-0.0007324594622833191,0.0014649189245666383,0.0077157131661441825
18.0,0.011397818481966785,0.010796873971697441,0.039242022332321554,0.039341659634681676,0.043066419823867386,-0.03226954585216994,-0.0037247601891857093,5.135990469615349e-05,-0.00010271980939230698,0.010863262152441253
19.0,0.007045045390143542,0.006813180262179317,0.01949489374680074,0.019533251657612674,0.022504003949839164,-0.015690823687659845,-0.0029707522922264896,0.00014937515982078398,-0.00029875031964156796,0.010140892885616641
20.0,0.006367122708564965,0.0065815094020054195,0.01753909114799252,0.017561810483154045,0.019294163422919494,-0.012712654020914075,-0.001732352939765449,-9.929912376610078e-06,1.9859824753220157e-05,0.009847222222222202
21.0,0.01023296484972139,0.009936439639399396,0.009989458820089423,0.010034432992143278,0.010025608501327145,-8.91688619277485e-05,8.824490816133554e-06,-0.0002618775581419509,0.0005237551162839018,0.009712853038434431
