setting_id,beta_IxE,DeltaSlope,DeltaRegime,primary_effect_direction
S1,-0.00026007786416513756,0.0005201557283302751,0.007806372549019603,True
S2,-0.000889404725905344,0.001778809451810688,0.002765151515151514,True
S3,9.782551210583215e-05,-0.0001956510242116643,0.008154829545454538,False
S5,-0.0008164755267397574,0.0016329510534795148,0.010320391414141407,True
