setting_id,fold,seed,direction_rank,direction_sha256,control_count,matching_rule,control_U_BA_mean,control_U_BA_SD,control_U_BA_q025,control_U_BA_q975,control_U_F1_mean,control_U_CE_mean
S1,0,0,1,54d6564089b1e2beea018bd10bce639f77646946f2d83e7ea269d99713230328,100,P3 full-space random rank-1; per-outcome-trial displacement-norm matching,0.001675,0.0057986523164325,-0.0113124999999999,0.0131562499999999,0.0013306056862343,-0.0033791741621637
S1,0,0,2,a1567917350e8b90dc0b021494c83f7c451c324c8a401acb7fe22e0d06138e24,100,P3 full-space random rank-1; per-outcome-trial displacement-norm matching,0.0010875,0.0046488261524775,-0.0106562499999999,0.00875,0.0009003375526663,-0.0014584121335277
S1,0,0,3,ae74d08b38a9bded63e4589fec1f8afe4400d55892b2f8beb278dd78df1a665b,100,P3 full-space random rank-1; per-outcome-trial displacement-norm matching,0.0022,0.0033339014667351,-0.0044062499999999,0.0075,0.0020874666951396,-4.6649718841425546e-05
S1,0,0,4,807fc1ea3fee45cad8494844dac1c942c4dcf46b3c5c799ce86491f73fd47c23,100,P3 full-space random rank-1; per-outcome-trial displacement-norm matching,0.00255,0.0031176428547376,-0.0024999999999999,0.01,0.0024641746194425,-4.366921357281284e-05
S1,0,0,5,48f5b7b6374ceef828f430c0a615832ba12ea9d4f3a26f26a729b61f597b6875,100,P3 full-space random rank-1; per-outcome-trial displacement-norm matching,0.001625,0.0037415730230571,-0.0056562499999999,0.0094062499999999,0.0015732315876732,0.0003387890790656
S1,0,0,6,03ac2b794ca085644cb6b3b75832714190d693647e60a023c0ee9444d1b019e2,100,P3 full-space random rank-1; per-outcome-trial displacement-norm matching,0.0005875,0.0037244711847536,-0.0062499999999999,0.0075,0.0003753810075292,-2.702479725230786e-05
S1,0,0,7,4069850819d6071457da0aa910eaba3529ea5c2712bc3a168a18399f1ea12e30,100,P3 full-space random rank-1; per-outcome-trial displacement-norm matching,0.0044375,0.0032293194001025,0.0,0.0125,0.0043968753476226,8.70739612768013e-05
S1,0,0,8,cb709ba5d07a73fb751178ea5dc6610375da0712bd88d1d7637b32edcb65ae98,100,P3 full-space random rank-1; per-outcome-trial displacement-norm matching,0.0020375,0.0033031541017945,-0.0062499999999999,0.00875,0.0020472992372633,-0.0004429065956243
S1,0,1,1,68965e31a47d2088a9019b9a2d0fc5dc84cadc471a6d35b007c99453bf664c49,100,P3 full-space random rank-1; per-outcome-trial displacement-norm matching,-0.0040625,0.0058370523858841,-0.0169062499999999,0.0037499999999999,-0.0042771093739674,-0.0018911600080466
S1,0,1,2,a58ebf587293799a1c6e0ce0381b3542495ca884e0e0d065bc41cc08313b10fa,100,P3 full-space random rank-1; per-outcome-trial displacement-norm matching,-0.00235,0.0044034249755334,-0.0131562499999999,0.0025,-0.0024217979154428,0.0007980801369239
