task,fold,session,variant,mean_relative_P_movement,median_relative_P_movement,max_C_preservation_abs_error,label
OpenBMI_SSVEP,3,S1,PCA_POSITIVE_ONLY_ROUTING,0.16673500835895538,0.14068672060966492,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,3,S1,SHUFFLED_UTILITY_ROUTING,0.08075647056102753,0.06903959810733795,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,3,S1,PCA_SIGNED_UTILITY_ROUTING,0.16673500835895538,0.14068672060966492,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,3,S1,RANDOM_BASIS_0,0.00298884604126215,0.0023413673043251038,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,3,S1,RANDOM_BASIS_1,0.0035719703882932663,0.002947818022221327,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,3,S1,RANDOM_BASIS_2,0.003536325180903077,0.002871763426810503,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,3,S1,RANDOM_BASIS_3,0.0026332782581448555,0.0020099026151001453,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,3,S1,RANDOM_BASIS_4,0.0027320918161422014,0.00233427039347589,1.9073486328125e-06,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,3,S2,PCA_POSITIVE_ONLY_ROUTING,0.15673573315143585,0.12821146845817566,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,3,S2,SHUFFLED_UTILITY_ROUTING,0.07756689935922623,0.06432336568832397,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,3,S2,PCA_SIGNED_UTILITY_ROUTING,0.15673573315143585,0.12821146845817566,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,3,S2,RANDOM_BASIS_0,0.003283675294369459,0.0025541717186570168,4.76837158203125e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,3,S2,RANDOM_BASIS_1,0.0035889148712158203,0.0029186299070715904,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,3,S2,RANDOM_BASIS_2,0.003765260800719261,0.002919103018939495,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,3,S2,RANDOM_BASIS_3,0.0026674845721572638,0.0020356387831270695,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_SSVEP,3,S2,RANDOM_BASIS_4,0.002711295848712325,0.0022786990739405155,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
