iteration,policy_id,model,features,calibration,thresholds,mean_subject_delta_BA,bootstrap_CI95_L,bootstrap_CI95_U,median_subject_delta_BA,worst_subject_delta_BA,positive_subject_fraction,nonnegative_subject_fraction,mean_run_subject_delta_BA,positive_run_fraction,nonnegative_run_fraction,worst_run_delta_BA,action_rate,unsafe_intervention_rate,rescue_precision,mean_effect_when_intervene,recovered_oracle_headroom,subjects,runs,OUTER_TEST_USED,AUPRC_rescue,AUROC_rescue,AUPRC_harm
3,I003_CROSS_RUN_FULL,deterministic cross-run vote,leave-target-run baseline votes,none,[0.5],0.013729166666666664,0.010166666666666671,0.017270833333333326,0.012499999999999983,-0.007500000000000062,0.875,0.875,0.016202531645569618,1.0,1.0,0.001153846153846142,0.09620253164556962,0.41578947368421054,0.5842105263157895,0.16842105263157894,0.11009021049114598,40,6,False,0.4064056002045462,0.6728561260542459,0.8169991664295939
3,I003_CROSS_RUN_PROTECTED_SAFE,deterministic cross-run vote,leave-target-run baseline votes,none,[0.5],0.007312500000000001,0.004739583333333339,0.010063020833333327,0.007500000000000007,-0.012500000000000011,0.775,0.875,0.008164556962025317,1.0,1.0,0.0009615384615384539,0.04170886075949367,0.40212443095599393,0.5978755690440061,0.19575113808801214,0.058636819244904784,40,6,False,0.4064056002045462,0.6728561260542459,0.8169991664295939
3,I003_CROSS_RUN_AMPLIFY_ONLY,deterministic cross-run vote,leave-target-run baseline votes,none,[0.5],0.005031250000000003,0.002999218749999995,0.007156510416666665,0.004375000000000009,-0.015000000000000013,0.8,0.875,0.005537974683544308,1.0,1.0,0.0015384615384615356,0.025474683544303798,0.391304347826087,0.6086956521739131,0.21739130434782608,0.04034413631807553,40,6,False,0.4064056002045462,0.6728561260542459,0.8169991664295939
2,I002_SINGLE_RUN_LOGISTIC_ERROR,regularized logistic error head,single-run legal logits/geometry,inner calibration threshold,"[0.55, 0.5, 0.65, 0.475, 0.475]",-0.0001979166666666649,-0.002437760416666666,0.002198177083333342,0.0,-0.017499999999999988,0.275,0.625,-0.001107594936708861,0.3333333333333333,0.3333333333333333,-0.00555555555555556,0.019018987341772153,0.5291181364392679,0.47088186356073214,-0.05823627287853577,-0.0015870364183093743,40,6,False,0.42130096850836213,0.7213206391751256,0.8808804647259132
