task,fold,seed,population,subject_id,trials,LiteBN_BA,LS_BA,delta_BA_pp,LiteBN_macro_F1,LS_macro_F1,delta_macro_F1_pp,LiteBN_accuracy,LS_accuracy,delta_accuracy_pp
OpenBMI_MI,0,0,outer,15,100,0.87,0.9099999999999999,3.9999999999999925,0.8698828946051447,0.9099189270343309,4.003603242918619,0.87,0.91,4.0000000000000036
OpenBMI_MI,0,0,outer,38,100,0.77,0.6699999999999999,-10.000000000000009,0.757153415690001,0.6349153667441089,-12.223804894589218,0.77,0.67,-9.999999999999998
OpenBMI_MI,0,0,outer,6,100,0.9099999999999999,0.96,5.000000000000004,0.9099189270343309,0.959983993597439,5.006506656310816,0.91,0.96,4.999999999999993
OpenBMI_MI,0,0,outer,33,100,0.88,0.8600000000000001,-1.9999999999999907,0.8799519807923168,0.8594941790445605,-2.0457801747756355,0.88,0.86,-2.0000000000000018
OpenBMI_MI,0,0,outer,32,100,0.7,0.64,-5.999999999999995,0.6998799519807923,0.64,-5.987995198079233,0.7,0.64,-5.999999999999995
OpenBMI_MI,0,0,outer,3,100,0.87,0.9099999999999999,3.9999999999999925,0.8699869986998701,0.9099189270343309,3.99319283344608,0.87,0.91,4.0000000000000036
OpenBMI_MI,0,0,outer,5,100,0.75,0.6799999999999999,-7.000000000000006,0.7469379491851402,0.6715927750410509,-7.534517414408937,0.75,0.68,-6.999999999999995
OpenBMI_MI,0,0,outer,47,100,0.86,0.86,0.0,0.8579545454545454,0.8579545454545454,0.0,0.86,0.86,0.0
OpenBMI_MI,0,0,heldout,4,100,0.8,0.81,1.0000000000000009,0.797077922077922,0.8076728413807066,1.0594919302784556,0.8,0.81,1.0000000000000009
OpenBMI_MI,0,0,heldout,12,100,0.7,0.77,7.000000000000006,0.6875,0.7660461804495982,7.854618044959816,0.7,0.77,7.000000000000006
OpenBMI_MI,0,0,heldout,13,100,0.6799999999999999,0.69,1.0000000000000009,0.6794871794871795,0.6828644501278772,0.3377270640697705,0.68,0.69,0.9999999999999898
OpenBMI_MI,0,0,heldout,17,100,0.65,0.63,-2.0000000000000018,0.6457131288591963,0.6254681647940075,-2.024496406518883,0.65,0.63,-2.0000000000000018
OpenBMI_MI,0,0,heldout,18,100,0.6399999999999999,0.69,5.000000000000004,0.6386993175431553,0.6846709388668497,4.597162132369437,0.64,0.69,4.999999999999993
OpenBMI_MI,0,0,heldout,24,100,0.55,0.6,4.999999999999993,0.5248653785239151,0.5796553173602353,5.478993883632022,0.55,0.6,4.999999999999993
OpenBMI_MI,0,0,heldout,25,100,0.96,1.0,4.0000000000000036,0.9599358974358975,1.0,4.006410256410254,0.96,1.0,4.0000000000000036
OpenBMI_MI,0,0,heldout,29,100,0.65,0.7,4.999999999999993,0.64996499649965,0.6940024479804161,4.403745148076609,0.65,0.7,4.999999999999993
OpenBMI_MI,0,0,heldout,36,100,0.9099999999999999,0.94,3.0000000000000027,0.9097744360902256,0.9399759903961584,3.0201554305932854,0.91,0.94,2.9999999999999916
OpenBMI_MI,0,0,heldout,37,100,0.72,0.81,9.000000000000007,0.7126436781609196,0.8095238095238095,9.688013136288998,0.72,0.81,9.000000000000007
OpenBMI_MI,0,0,heldout,39,100,0.76,0.72,-4.0000000000000036,0.7596153846153846,0.7171717171717171,-4.244366744366745,0.76,0.72,-4.0000000000000036
OpenBMI_MI,0,0,heldout,42,100,0.69,0.7,1.0000000000000009,0.6892230576441103,0.696969696969697,0.7746639325586724,0.69,0.7,1.0000000000000009
OpenBMI_MI,0,0,heldout,51,100,0.7,0.68,-1.9999999999999907,0.6921182266009853,0.6753246753246753,-1.6793551276309993,0.7,0.68,-1.9999999999999907
OpenBMI_MI,0,0,heldout,54,100,0.71,0.72,1.0000000000000009,0.7076318177235609,0.7144022847817217,0.6770467058160867,0.71,0.72,1.0000000000000009
OpenBMI_MI,1,0,outer,26,100,0.85,0.8799999999999999,2.9999999999999916,0.84998499849985,0.8795664391810518,2.958144068120183,0.85,0.88,3.0000000000000027
OpenBMI_MI,1,0,outer,2,100,0.78,0.79,1.0000000000000009,0.7796474358974359,0.7894736842105263,0.9826248313090424,0.78,0.79,1.0000000000000009
OpenBMI_MI,1,0,outer,14,100,0.75,0.69,-6.000000000000005,0.7457023700539112,0.6862030569895738,-5.949931306433731,0.75,0.69,-6.000000000000005
OpenBMI_MI,1,0,outer,31,100,0.79,0.8200000000000001,3.0000000000000027,0.7874278773155178,0.8164014687882497,2.897359147273193,0.79,0.82,2.9999999999999916
OpenBMI_MI,1,0,outer,28,100,0.9299999999999999,0.9299999999999999,0.0,0.9298245614035088,0.9296553110240177,-0.016925037949111488,0.93,0.93,0.0
OpenBMI_MI,1,0,outer,35,100,0.8,0.79,-1.0000000000000009,0.7933030177759405,0.7821350762527233,-1.1167941523217206,0.8,0.79,-1.0000000000000009
OpenBMI_MI,1,0,outer,40,100,0.81,0.83,1.9999999999999907,0.8067338012409724,0.8299829982998299,2.324919705885753,0.81,0.83,1.9999999999999907
OpenBMI_MI,1,0,outer,43,100,0.95,0.8600000000000001,-8.999999999999986,0.9499549594635172,0.8594941790445605,-9.046078041895667,0.95,0.86,-8.999999999999996
OpenBMI_MI,1,0,heldout,4,100,0.81,0.8500000000000001,4.0000000000000036,0.8076728413807066,0.8492613807657522,4.158853938504558,0.81,0.85,3.9999999999999925
OpenBMI_MI,1,0,heldout,12,100,0.76,0.72,-4.0000000000000036,0.7596153846153846,0.719551282051282,-4.006410256410254,0.76,0.72,-4.0000000000000036
OpenBMI_MI,1,0,heldout,13,100,0.75,0.6799999999999999,-7.000000000000006,0.7479584635547938,0.6692848284415047,-7.867363511328906,0.75,0.68,-6.999999999999995
OpenBMI_MI,1,0,heldout,17,100,0.7,0.66,-3.9999999999999925,0.6989160979526294,0.6565656565656566,-4.235044138697286,0.7,0.66,-3.9999999999999925
OpenBMI_MI,1,0,heldout,18,100,0.77,0.76,-1.0000000000000009,0.7699769976997699,0.76,-0.9976997699769896,0.77,0.76,-1.0000000000000009
OpenBMI_MI,1,0,heldout,24,100,0.58,0.55,-2.9999999999999916,0.5495495495495495,0.48717948717948717,-6.237006237006232,0.58,0.55,-2.9999999999999916
OpenBMI_MI,1,0,heldout,25,100,1.0,0.98,-2.0000000000000018,1.0,0.98,-2.0000000000000018,1.0,0.98,-2.0000000000000018
OpenBMI_MI,1,0,heldout,29,100,0.69,0.73,4.0000000000000036,0.6874684948079444,0.7286704853783539,4.120199057040952,0.69,0.73,4.0000000000000036
OpenBMI_MI,1,0,heldout,36,100,0.95,0.99,4.0000000000000036,0.9499949994999499,0.9899989998999901,4.000400040004015,0.95,0.99,4.0000000000000036
OpenBMI_MI,1,0,heldout,37,100,0.73,0.73,0.0,0.712,0.712,0.0,0.73,0.73,0.0
OpenBMI_MI,1,0,heldout,39,100,0.81,0.78,-3.0000000000000027,0.8090644156366193,0.78,-2.9064415636619323,0.81,0.78,-3.0000000000000027
OpenBMI_MI,1,0,heldout,42,100,0.78,0.73,-5.000000000000004,0.7777777777777778,0.7293233082706767,-4.845446950710109,0.78,0.73,-5.000000000000004
OpenBMI_MI,1,0,heldout,51,100,0.71,0.7,-1.0000000000000009,0.7064480210547626,0.6980676328502415,-0.8380388204521028,0.71,0.7,-1.0000000000000009
