task,fold,seed,population,subject_id,trials,LiteBN_BA,LS_BA,delta_BA_pp,LiteBN_macro_F1,LS_macro_F1,delta_macro_F1_pp,LiteBN_accuracy,LS_accuracy,delta_accuracy_pp
OpenBMI_MI,1,0,heldout,54,100,0.76,0.69,-7.000000000000006,0.7599039615846338,0.6897207486738064,-7.01832129108274,0.76,0.69,-7.000000000000006
OpenBMI_MI,2,0,outer,50,100,0.63,0.6,-3.0000000000000027,0.6236395076797885,0.5920032639738881,-3.1636243705900347,0.63,0.6,-3.0000000000000027
OpenBMI_MI,2,0,outer,52,100,0.81,0.8,-1.0000000000000009,0.8090644156366193,0.7999199679871949,-0.9144447649424459,0.81,0.8,-1.0000000000000009
OpenBMI_MI,2,0,outer,23,100,0.74,0.6900000000000001,-4.999999999999993,0.7348021215830274,0.6726850385386971,-6.211708304433028,0.74,0.69,-5.000000000000004
OpenBMI_MI,2,0,outer,1,100,0.65,0.69,3.9999999999999925,0.6266666666666667,0.6783898744683059,5.172320780163919,0.65,0.69,3.9999999999999925
OpenBMI_MI,2,0,outer,30,100,0.75,0.75,0.0,0.7493734335839599,0.7497747973175859,0.04013637336259812,0.75,0.75,0.0
OpenBMI_MI,2,0,outer,48,100,0.66,0.62,-4.0000000000000036,0.6565656565656566,0.6124031007751938,-4.41625557904628,0.66,0.62,-4.0000000000000036
OpenBMI_MI,2,0,outer,11,100,0.73,0.72,-1.0000000000000009,0.7286704853783539,0.7181964573268921,-1.0474028051461803,0.73,0.72,-1.0000000000000009
OpenBMI_MI,2,0,outer,8,100,0.8500000000000001,0.86,0.9999999999999898,0.8492613807657522,0.859775641025641,1.0514260259888775,0.85,0.86,1.0000000000000009
OpenBMI_MI,2,0,heldout,4,100,0.8300000000000001,0.8200000000000001,-1.0000000000000009,0.8295739348370927,0.8193496587715776,-1.0224276065515125,0.83,0.82,-1.0000000000000009
OpenBMI_MI,2,0,heldout,12,100,0.77,0.74,-3.0000000000000027,0.7688674505074866,0.7348021215830274,-3.4065328924459237,0.77,0.74,-3.0000000000000027
OpenBMI_MI,2,0,heldout,13,100,0.71,0.71,0.0,0.7092731829573935,0.7033248081841432,-0.5948374773250276,0.71,0.71,0.0
OpenBMI_MI,2,0,heldout,17,100,0.59,0.6799999999999999,8.999999999999996,0.5670995670995671,0.6788438378161381,11.1744270716571,0.59,0.68,9.000000000000007
OpenBMI_MI,2,0,heldout,18,100,0.7,0.6799999999999999,-2.0000000000000018,0.7,0.6794871794871795,-2.051282051282044,0.7,0.68,-1.9999999999999907
OpenBMI_MI,2,0,heldout,24,100,0.62,0.58,-4.0000000000000036,0.5703301673450927,0.5174632352941176,-5.286693205097503,0.62,0.58,-4.0000000000000036
OpenBMI_MI,2,0,heldout,25,100,0.98,0.98,0.0,0.9799919967987194,0.98,0.0008003201280581962,0.98,0.98,0.0
OpenBMI_MI,2,0,heldout,29,100,0.78,0.7,-8.000000000000007,0.7799119647859143,0.6921182266009853,-8.779373818492896,0.78,0.7,-8.000000000000007
OpenBMI_MI,2,0,heldout,36,100,0.9199999999999999,0.94,2.0000000000000018,0.9198717948717949,0.94,2.0128205128205012,0.92,0.94,1.9999999999999907
OpenBMI_MI,2,0,heldout,37,100,0.75,0.77,2.0000000000000018,0.7406369955389562,0.7613860358958398,2.074904035688352,0.75,0.77,2.0000000000000018
OpenBMI_MI,2,0,heldout,39,100,0.72,0.71,-1.0000000000000009,0.7189883580891208,0.7092731829573935,-0.971517513172726,0.72,0.71,-1.0000000000000009
OpenBMI_MI,2,0,heldout,42,100,0.74,0.6599999999999999,-8.000000000000007,0.7348021215830274,0.6510673234811166,-8.373479810191075,0.74,0.66,-7.9999999999999964
OpenBMI_MI,2,0,heldout,51,100,0.67,0.6699999999999999,-1.1102230246251565e-14,0.6659580929243851,0.6673051718923279,0.13470789679427275,0.67,0.67,0.0
OpenBMI_MI,2,0,heldout,54,100,0.8,0.73,-7.000000000000006,0.7996794871794872,0.72997299729973,-6.970648987975725,0.8,0.73,-7.000000000000006
OpenBMI_MI,3,0,outer,45,100,0.74,0.76,2.0000000000000018,0.74,0.7596153846153846,1.961538461538459,0.74,0.76,2.0000000000000018
OpenBMI_MI,3,0,outer,34,100,0.61,0.59,-2.0000000000000018,0.5953937130407718,0.5626666666666666,-3.2727046374105173,0.61,0.59,-2.0000000000000018
OpenBMI_MI,3,0,outer,27,100,0.95,0.94,-1.0000000000000009,0.9499549594635172,0.94,-0.995495946351721,0.95,0.94,-1.0000000000000009
OpenBMI_MI,3,0,outer,49,100,0.84,0.79,-4.999999999999993,0.8383838383838383,0.7837503861600247,-5.463345222381366,0.84,0.79,-4.999999999999993
OpenBMI_MI,3,0,outer,10,100,0.81,0.71,-10.000000000000009,0.8095238095238095,0.6871966346672419,-12.232717485656764,0.81,0.71,-10.000000000000009
OpenBMI_MI,3,0,outer,22,100,0.7,0.7,0.0,0.6980676328502415,0.6875,-1.0567632850241537,0.7,0.7,0.0
OpenBMI_MI,3,0,outer,19,100,0.78,0.73,-5.000000000000004,0.7799119647859143,0.7237851662404092,-5.612679854550507,0.78,0.73,-5.000000000000004
OpenBMI_MI,3,0,outer,16,100,0.87,0.8500000000000001,-1.9999999999999907,0.8699869986998701,0.8492613807657522,-2.072561793411787,0.87,0.85,-2.0000000000000018
OpenBMI_MI,3,0,heldout,4,100,0.83,0.79,-3.9999999999999925,0.8279178054458953,0.7851662404092072,-4.275156503668809,0.83,0.79,-3.9999999999999925
OpenBMI_MI,3,0,heldout,12,100,0.67,0.72,4.999999999999993,0.6515679442508711,0.7198879551820728,6.8320010931201764,0.67,0.72,4.999999999999993
OpenBMI_MI,3,0,heldout,13,100,0.79,0.65,-14.000000000000002,0.78997899789979,0.6011396011396011,-18.88393967601889,0.79,0.65,-14.000000000000002
OpenBMI_MI,3,0,heldout,17,100,0.61,0.69,7.9999999999999964,0.5983935742971888,0.6899689968996899,9.157542260250118,0.61,0.69,7.9999999999999964
OpenBMI_MI,3,0,heldout,18,100,0.77,0.66,-10.999999999999998,0.7694235588972431,0.6458333333333333,-12.359022556390986,0.77,0.66,-10.999999999999998
OpenBMI_MI,3,0,heldout,24,100,0.51,0.53,2.0000000000000018,0.4221016629319495,0.5083167695365624,8.621510660461285,0.51,0.53,2.0000000000000018
OpenBMI_MI,3,0,heldout,25,100,0.97,0.98,1.0000000000000009,0.96999699969997,0.9799919967987194,0.9994997098749403,0.97,0.98,1.0000000000000009
OpenBMI_MI,3,0,heldout,29,100,0.6599999999999999,0.6,-5.999999999999995,0.6587715776796468,0.5894909688013137,-6.928060887833309,0.66,0.6,-6.000000000000005
OpenBMI_MI,3,0,heldout,36,100,0.9299999999999999,0.97,4.0000000000000036,0.9299369432489241,0.9699729756781104,4.003603242918629,0.93,0.97,3.9999999999999925
OpenBMI_MI,3,0,heldout,37,100,0.76,0.8,4.0000000000000036,0.7477931904161412,0.7999199679871949,5.212677757105366,0.76,0.8,4.0000000000000036
OpenBMI_MI,3,0,heldout,39,100,0.84,0.71,-13.0,0.8399359743897559,0.7013695808876532,-13.856639350210266,0.84,0.71,-13.0
OpenBMI_MI,3,0,heldout,42,100,0.6699999999999999,0.69,2.0000000000000018,0.6624040920716112,0.6899689968996899,2.756490482807872,0.67,0.69,1.9999999999999907
OpenBMI_MI,3,0,heldout,51,100,0.7,0.69,-1.0000000000000009,0.696969696969697,0.6846709388668497,-1.2298758102847307,0.7,0.69,-1.0000000000000009
OpenBMI_MI,3,0,heldout,54,100,0.6799999999999999,0.6799999999999999,0.0,0.6788438378161381,0.6666666666666666,-1.2177171149471477,0.68,0.68,0.0
OpenBMI_MI,4,0,outer,9,100,0.6,0.63,3.0000000000000027,0.586606035551881,0.6296667000300271,4.306066447814616,0.6,0.63,3.0000000000000027
OpenBMI_MI,4,0,outer,53,100,0.8200000000000001,0.7,-12.00000000000001,0.818840579710145,0.6847414880201765,-13.409909168996847,0.82,0.7,-12.0
OpenBMI_MI,4,0,outer,7,100,0.73,0.65,-7.9999999999999964,0.7237851662404092,0.6368917937545389,-8.689337248587037,0.73,0.65,-7.9999999999999964
OpenBMI_MI,4,0,outer,20,100,0.9099999999999999,0.81,-9.999999999999986,0.9095568284594513,0.8067338012409724,-10.282302721847891,0.91,0.81,-9.999999999999998
OpenBMI_MI,4,0,outer,41,100,0.77,0.73,-4.0000000000000036,0.7647058823529411,0.7297567811029927,-3.4949101249948433,0.77,0.73,-4.0000000000000036
OpenBMI_MI,4,0,outer,46,100,0.69,0.63,-5.999999999999995,0.6615351020853806,0.5713127099988413,-9.022239208653925,0.69,0.63,-5.999999999999995
OpenBMI_MI,4,0,outer,21,100,0.9099999999999999,0.8999999999999999,-1.0000000000000009,0.9097744360902256,0.8996386993175431,-1.0135736772682424,0.91,0.9,-1.0000000000000009
OpenBMI_MI,4,0,outer,44,100,0.84,0.85,1.0000000000000009,0.8368013055895553,0.8481627695110842,1.1361463921528814,0.84,0.85,1.0000000000000009
OpenBMI_MI,4,0,heldout,4,100,0.87,0.81,-5.999999999999995,0.8699869986998701,0.8067338012409724,-6.325319745889768,0.87,0.81,-5.999999999999995
OpenBMI_MI,4,0,heldout,12,100,0.67,0.63,-4.0000000000000036,0.648,0.5847828526540231,-6.321714734597695,0.67,0.63,-4.0000000000000036
OpenBMI_MI,4,0,heldout,13,100,0.73,0.6900000000000001,-3.9999999999999925,0.7266929851199515,0.6726850385386971,-5.400794658125441,0.73,0.69,-4.0000000000000036
OpenBMI_MI,4,0,heldout,17,100,0.56,0.61,4.999999999999993,0.537620849096259,0.6010230179028133,6.340216880655436,0.56,0.61,4.999999999999993
OpenBMI_MI,4,0,heldout,18,100,0.6799999999999999,0.68,1.1102230246251565e-14,0.6798719487795117,0.6753246753246753,-0.4547273454836409,0.68,0.68,0.0
OpenBMI_MI,4,0,heldout,24,100,0.59,0.56,-2.9999999999999916,0.5249681381068243,0.5098039215686274,-1.5164216538196884,0.59,0.56,-2.9999999999999916
OpenBMI_MI,4,0,heldout,25,100,0.97,1.0,3.0000000000000027,0.9699729756781104,1.0,3.002702432188964,0.97,1.0,3.0000000000000027
OpenBMI_MI,4,0,heldout,29,100,0.76,0.73,-3.0000000000000027,0.7575757575757576,0.7237851662404092,-3.379059133534834,0.76,0.73,-3.0000000000000027
OpenBMI_MI,4,0,heldout,36,100,0.94,0.95,1.0000000000000009,0.9399759903961584,0.9499949994999499,1.0019009103791499,0.94,0.95,1.0000000000000009
OpenBMI_MI,4,0,heldout,37,100,0.6699999999999999,0.72,5.000000000000004,0.6349153667441089,0.7106242248863166,7.570885814220773,0.67,0.72,4.999999999999993
OpenBMI_MI,4,0,heldout,39,100,0.75,0.73,-2.0000000000000018,0.7442455242966752,0.7297567811029927,-1.448874319368254,0.75,0.73,-2.0000000000000018
OpenBMI_MI,4,0,heldout,42,100,0.69,0.68,-0.9999999999999898,0.6783898744683059,0.6637242538881883,-1.4665620580117555,0.69,0.68,-0.9999999999999898
OpenBMI_MI,4,0,heldout,51,100,0.6499999999999999,0.65,1.1102230246251565e-14,0.6491228070175439,0.6471418489767113,-0.19809580408325367,0.65,0.65,0.0
OpenBMI_MI,4,0,heldout,54,100,0.72,0.69,-3.0000000000000027,0.72,0.6897207486738064,-3.027925132619358,0.72,0.69,-3.0000000000000027
OpenBMI_ERP,0,0,outer,15,1980,0.7884848484848486,0.7651515151515151,-2.333333333333343,0.760514905465532,0.7610199303754581,0.05050249099260995,0.8535353535353535,0.8651515151515151,1.1616161616161635
OpenBMI_ERP,0,0,outer,38,1980,0.7287878787878788,0.8042424242424242,7.545454545454544,0.69065395273547,0.7576514698055368,6.699751707006674,0.7984848484848485,0.8434343434343434,4.494949494949497
OpenBMI_ERP,0,0,outer,6,1980,0.8821212121212121,0.8951515151515151,1.3030303030303059,0.7882878228596301,0.8166821225551595,2.8394299695529424,0.85,0.8757575757575757,2.5757575757575757
OpenBMI_ERP,0,0,outer,33,1980,0.7578787878787878,0.7051515151515152,-5.272727272727263,0.7613501988748343,0.7140725637181409,-4.727763515669348,0.8691919191919192,0.847979797979798,-2.1212121212121238
OpenBMI_ERP,0,0,outer,32,1980,0.9045454545454545,0.9230303030303031,1.8484848484848548,0.8104684567231942,0.8513504309490787,4.088197422588447,0.8671717171717171,0.902020202020202,3.4848484848484906
OpenBMI_ERP,0,0,outer,3,1980,0.9236363636363636,0.9145454545454546,-0.9090909090909038,0.8307939160069486,0.8113985896791327,-1.9395326327815932,0.8828282828282829,0.8656565656565657,-1.7171717171717171
OpenBMI_ERP,0,0,outer,5,1980,0.6463636363636364,0.7118181818181819,6.545454545454554,0.56605291005291,0.6427052053994802,7.665229534657014,0.646969696969697,0.7358585858585859,8.888888888888891
OpenBMI_ERP,0,0,outer,47,1980,0.8054545454545454,0.8303030303030303,2.4848484848484897,0.7528296883504766,0.7944226810749877,4.159299272451111,0.8373737373737373,0.8727272727272727,3.535353535353536
OpenBMI_ERP,0,0,heldout,4,1980,0.8821212121212121,0.9,1.7878787878787938,0.853950860736556,0.8859194256082967,3.1968564871740712,0.9126262626262627,0.9343434343434344,2.171717171717169
OpenBMI_ERP,0,0,heldout,12,1980,0.9603030303030302,0.9696969696969697,0.939393939393951,0.917991189972852,0.9387564676022744,2.0765277629422374,0.95,0.9636363636363636,1.3636363636363669
OpenBMI_ERP,0,0,heldout,13,1980,0.8996969696969697,0.9193939393939394,1.9696969696969768,0.8014242727391351,0.839437721297958,3.8013448558822938,0.8590909090909091,0.8919191919191919,3.282828282828276
OpenBMI_ERP,0,0,heldout,17,1980,0.7818181818181817,0.7572727272727273,-2.4545454545454426,0.6634088417975885,0.6244969730190302,-3.8911868778558345,0.7292929292929293,0.6823232323232323,-4.696969696969699
OpenBMI_ERP,0,0,heldout,18,1980,0.8927272727272728,0.8818181818181818,-1.090909090909098,0.8658950617283951,0.8790593872561085,1.3164325527713405,0.9202020202020202,0.9323232323232323,1.2121212121212088
OpenBMI_ERP,0,0,heldout,24,1980,0.7809090909090909,0.8287878787878789,4.787878787878796,0.701958495007789,0.7442353844573921,4.227688944960317,0.7843434343434343,0.8176767676767677,3.3333333333333326
OpenBMI_ERP,0,0,heldout,25,1980,0.796969696969697,0.7736363636363637,-2.3333333333333317,0.7871474668789447,0.7667979251222234,-2.0349541756721212,0.8777777777777778,0.8671717171717171,-1.0606060606060619
OpenBMI_ERP,0,0,heldout,29,1980,0.8503030303030303,0.8475757575757576,-0.27272727272726893,0.821055423323102,0.8218707029792678,0.08152796561657905,0.8919191919191919,0.8934343434343435,0.15151515151515804
OpenBMI_ERP,0,0,heldout,36,1980,0.9387878787878787,0.9503030303030303,1.151515151515159,0.8685589594680504,0.8865782694275289,1.8019309959478536,0.9141414141414141,0.9272727272727272,1.3131313131313105
OpenBMI_ERP,0,0,heldout,37,1980,0.9363636363636364,0.9457575757575758,0.9393939393939399,0.912283444868347,0.9398890489410803,2.760560407273327,0.9484848484848485,0.9661616161616161,1.7676767676767624
OpenBMI_ERP,0,0,heldout,39,1980,0.7387878787878788,0.7133333333333334,-2.5454545454545396,0.6815789898823748,0.6821626801900731,0.058369030769833685,0.7787878787878788,0.796969696969697,1.8181818181818188
OpenBMI_ERP,0,0,heldout,42,1980,0.87,0.8715151515151516,0.15151515151515804,0.7944486981863319,0.8134140825250038,1.8965384338671898,0.8601010101010101,0.8787878787878788,1.868686868686864
OpenBMI_ERP,0,0,heldout,51,1980,0.7627272727272727,0.7784848484848486,1.575757575757586,0.6894190230051721,0.7055293608765099,1.6110337871337754,0.7762626262626262,0.7904040404040404,1.4141414141414232
OpenBMI_ERP,0,0,heldout,54,1980,0.7387878787878788,0.7339393939393939,-0.48484848484848797,0.6843351016104323,0.6962382637510995,1.1903162140667223,0.7828282828282829,0.803030303030303,2.020202020202011
OpenBMI_ERP,1,0,outer,26,1980,0.9412121212121212,0.9363636363636364,-0.48484848484847687,0.8992510981613617,0.8984118332803439,-0.08392648810178205,0.9383838383838384,0.9383838383838384,0.0
OpenBMI_ERP,1,0,outer,2,1980,0.9766666666666667,0.9712121212121212,-0.545454545454549,0.9447705618082642,0.9308144354244909,-1.3956126383773304,0.9671717171717171,0.9580808080808081,-0.9090909090909038
OpenBMI_ERP,1,0,outer,14,1980,0.7593939393939394,0.7663636363636364,0.6969696969696959,0.724335625841986,0.7334465630273326,0.9110937185346613,0.8252525252525252,0.8328282828282828,0.7575757575757569
OpenBMI_ERP,1,0,outer,31,1980,0.9272727272727272,0.9336363636363636,0.6363636363636349,0.8722786647314948,0.8693228905463612,-0.2955774185133597,0.9191919191919192,0.9156565656565656,-0.35353535353536136
OpenBMI_ERP,1,0,outer,28,1980,0.9187878787878788,0.9072727272727272,-1.151515151515159,0.8680609279617217,0.8432451499118165,-2.48157780499052,0.9171717171717172,0.897979797979798,-1.9191919191919204
OpenBMI_ERP,1,0,outer,35,1980,0.87,0.8557575757575757,-1.4242424242424279,0.8230706807521133,0.7869173497599069,-3.615333099220641,0.8883838383838384,0.8565656565656565,-3.1818181818181857
OpenBMI_ERP,1,0,outer,40,1980,0.7966666666666666,0.7848484848484849,-1.1818181818181728,0.7543442937847247,0.6706354150743932,-8.370887871033151,0.842929292929293,0.7383838383838384,-10.45454545454546
OpenBMI_ERP,1,0,outer,43,1980,0.936060606060606,0.9266666666666666,-0.9393939393939399,0.8698073648256244,0.8544153705171389,-1.539199430848548,0.9156565656565656,0.9040404040404041,-1.1616161616161524
OpenBMI_ERP,1,0,heldout,4,1980,0.8824242424242423,0.8757575757575757,-0.6666666666666599,0.8522074727511768,0.8329554613423849,-1.9252011408791958,0.9111111111111111,0.895959595959596,-1.5151515151515138
OpenBMI_ERP,1,0,heldout,12,1980,0.9533333333333334,0.9615151515151514,0.8181818181818068,0.9093473005640612,0.9153761537021999,0.6028853138138723,0.9444444444444444,0.947979797979798,0.35353535353536136
OpenBMI_ERP,1,0,heldout,13,1980,0.9190909090909091,0.9154545454545455,-0.3636363636363549,0.8499113112293628,0.8536729373183805,0.37616260890176445,0.9015151515151515,0.9055555555555556,0.40404040404040664
OpenBMI_ERP,1,0,heldout,17,1980,0.8336363636363636,0.8215151515151515,-1.2121212121212088,0.7612201483440701,0.7369286254953471,-2.4291522848723046,0.8358585858585859,0.8116161616161616,-2.4242424242424288
OpenBMI_ERP,1,0,heldout,18,1980,0.9124242424242424,0.9063636363636364,-0.6060606060605989,0.8891867490918492,0.8747473358017049,-1.443941329014431,0.9348484848484848,0.9247474747474748,-1.0101010101010055
OpenBMI_ERP,1,0,heldout,24,1980,0.8106060606060606,0.8166666666666667,0.60606060606061,0.7252864996958572,0.7116896926391656,-1.359680705669164,0.8015151515151515,0.7813131313131313,-2.020202020202022
OpenBMI_ERP,1,0,heldout,25,1980,0.7927272727272727,0.7790909090909091,-1.3636363636363669,0.7864457782595331,0.7607205477649317,-2.5725230494601403,0.8787878787878788,0.8580808080808081,-2.0707070707070674
OpenBMI_ERP,1,0,heldout,29,1980,0.8078787878787879,0.81,0.21212121212121904,0.7794246983360109,0.7683783226422671,-1.1046375693743782,0.8656565656565657,0.853030303030303,-1.2626262626262652
OpenBMI_ERP,1,0,heldout,36,1980,0.95,0.9418181818181819,-0.8181818181818068,0.8935221743892809,0.8727336860670194,-2.0788488322261545,0.9328282828282828,0.9171717171717172,-1.565656565656559
OpenBMI_ERP,1,0,heldout,37,1980,0.9515151515151515,0.9448484848484848,-0.666666666666671,0.936671973616876,0.9282055454539022,-0.8466428162973827,0.9636363636363636,0.9585858585858585,-0.5050505050505083
OpenBMI_ERP,1,0,heldout,39,1980,0.7448484848484849,0.730909090909091,-1.3939393939393918,0.6953818450793035,0.6870986895704165,-0.8283155508886919,0.794949494949495,0.7919191919191919,-0.303030303030305
OpenBMI_ERP,1,0,heldout,42,1980,0.8260606060606062,0.8436363636363636,1.7575757575757467,0.7980668087172296,0.7948232323232323,-0.3243576393997305,0.8777777777777778,0.8686868686868687,-0.9090909090909038
OpenBMI_ERP,1,0,heldout,51,1980,0.753030303030303,0.7387878787878788,-1.4242424242424279,0.6597058281031287,0.6574863883231961,-0.22194397799326637,0.7378787878787879,0.7424242424242424,0.4545454545454519
OpenBMI_ERP,1,0,heldout,54,1980,0.7215151515151514,0.7112121212121212,-1.0303030303030258,0.6899746951626073,0.6618550590414448,-2.811963612116253,0.8025252525252525,0.7671717171717172,-3.535353535353536
