task,fold,epoch,attempts,exposure,successful_cumulative,AMP_scale
OpenBMI_ERP,3,35,805,51480,28162,16384.0
OpenBMI_ERP,3,36,805,51480,28967,32768.0
OpenBMI_ERP,3,37,805,51480,29771,16384.0
OpenBMI_ERP,3,38,805,51480,30576,16384.0
OpenBMI_ERP,3,39,805,51480,31380,16384.0
OpenBMI_ERP,3,40,805,51480,32185,16384.0
OpenBMI_ERP,3,41,805,51480,32990,16384.0
OpenBMI_ERP,3,42,805,51480,33794,16384.0
OpenBMI_ERP,3,43,805,51480,34598,8192.0
OpenBMI_ERP,3,44,805,51480,35403,8192.0
OpenBMI_ERP,3,45,805,51480,36208,16384.0
OpenBMI_ERP,3,46,805,51480,37012,8192.0
OpenBMI_ERP,3,47,805,51480,37817,8192.0
OpenBMI_ERP,3,48,805,51480,38622,8192.0
OpenBMI_ERP,3,49,805,51480,39426,8192.0
OpenBMI_ERP,3,50,805,51480,40231,8192.0
OpenBMI_ERP,3,51,805,51480,41036,16384.0
OpenBMI_ERP,3,52,805,51480,41841,16384.0
OpenBMI_ERP,3,53,805,51480,42646,16384.0
OpenBMI_ERP,3,54,805,51480,43450,16384.0
OpenBMI_ERP,3,55,805,51480,44254,8192.0
OpenBMI_ERP,3,56,805,51480,45059,8192.0
OpenBMI_ERP,3,57,805,51480,45864,16384.0
OpenBMI_ERP,3,58,805,51480,46669,16384.0
OpenBMI_ERP,3,59,805,51480,47473,8192.0
OpenBMI_ERP,3,60,805,51480,48278,8192.0
OpenBMI_ERP,4,1,805,51480,805,65536.0
OpenBMI_ERP,4,2,805,51480,1610,65536.0
OpenBMI_ERP,4,3,805,51480,2413,32768.0
OpenBMI_ERP,4,4,805,51480,3218,32768.0
OpenBMI_ERP,4,5,805,51480,4023,32768.0
OpenBMI_ERP,4,6,805,51480,4827,32768.0
OpenBMI_ERP,4,7,805,51480,5632,32768.0
OpenBMI_ERP,4,8,805,51480,6436,32768.0
OpenBMI_ERP,4,9,805,51480,7241,32768.0
OpenBMI_ERP,4,10,805,51480,8046,32768.0
OpenBMI_ERP,4,11,805,51480,8850,32768.0
OpenBMI_ERP,4,12,805,51480,9655,32768.0
OpenBMI_ERP,4,13,805,51480,10459,32768.0
OpenBMI_ERP,4,14,805,51480,11264,32768.0
OpenBMI_ERP,4,15,805,51480,12068,16384.0
OpenBMI_ERP,4,16,805,51480,12873,16384.0
OpenBMI_ERP,4,17,805,51480,13678,32768.0
OpenBMI_ERP,4,18,805,51480,14483,32768.0
OpenBMI_ERP,4,19,805,51480,15287,16384.0
OpenBMI_ERP,4,20,805,51480,16092,16384.0
OpenBMI_ERP,4,21,805,51480,16897,16384.0
OpenBMI_ERP,4,22,805,51480,17701,16384.0
OpenBMI_ERP,4,23,805,51480,18506,16384.0
OpenBMI_ERP,4,24,805,51480,19311,16384.0
OpenBMI_ERP,4,25,805,51480,20115,16384.0
OpenBMI_ERP,4,26,805,51480,20920,16384.0
OpenBMI_ERP,4,27,805,51480,21725,16384.0
OpenBMI_ERP,4,28,805,51480,22529,16384.0
OpenBMI_ERP,4,29,805,51480,23334,16384.0
OpenBMI_ERP,4,30,805,51480,24138,16384.0
OpenBMI_ERP,4,31,805,51480,24943,16384.0
OpenBMI_ERP,4,32,805,51480,25748,16384.0
OpenBMI_ERP,4,33,805,51480,26552,16384.0
OpenBMI_ERP,4,34,805,51480,27357,16384.0
OpenBMI_ERP,4,35,805,51480,28162,16384.0
OpenBMI_ERP,4,36,805,51480,28966,16384.0
OpenBMI_ERP,4,37,805,51480,29770,8192.0
OpenBMI_ERP,4,38,805,51480,30575,8192.0
OpenBMI_ERP,4,39,805,51480,31380,8192.0
OpenBMI_ERP,4,40,805,51480,32184,8192.0
OpenBMI_ERP,4,41,805,51480,32989,8192.0
OpenBMI_ERP,4,42,805,51480,33794,16384.0
OpenBMI_ERP,4,43,805,51480,34598,8192.0
OpenBMI_ERP,4,44,805,51480,35403,8192.0
OpenBMI_ERP,4,45,805,51480,36208,8192.0
OpenBMI_ERP,4,46,805,51480,37013,16384.0
OpenBMI_ERP,4,47,805,51480,37817,8192.0
OpenBMI_ERP,4,48,805,51480,38622,8192.0
OpenBMI_ERP,4,49,805,51480,39426,8192.0
OpenBMI_ERP,4,50,805,51480,40231,8192.0
OpenBMI_ERP,4,51,805,51480,41036,8192.0
OpenBMI_ERP,4,52,805,51480,41840,8192.0
OpenBMI_ERP,4,53,805,51480,42645,8192.0
OpenBMI_ERP,4,54,805,51480,43450,8192.0
OpenBMI_ERP,4,55,805,51480,44254,8192.0
OpenBMI_ERP,4,56,805,51480,45059,8192.0
OpenBMI_ERP,4,57,805,51480,45864,8192.0
OpenBMI_ERP,4,58,805,51480,46668,8192.0
OpenBMI_ERP,4,59,805,51480,47473,8192.0
OpenBMI_ERP,4,60,805,51480,48278,16384.0
OpenBMI_SSVEP,0,1,41,2600,41,65536.0
OpenBMI_SSVEP,0,2,41,2600,82,65536.0
OpenBMI_SSVEP,0,3,41,2600,123,65536.0
OpenBMI_SSVEP,0,4,41,2600,164,65536.0
OpenBMI_SSVEP,0,5,41,2600,205,65536.0
OpenBMI_SSVEP,0,6,41,2600,246,65536.0
OpenBMI_SSVEP,0,7,41,2600,287,65536.0
OpenBMI_SSVEP,0,8,41,2600,328,65536.0
OpenBMI_SSVEP,0,9,41,2600,369,65536.0
OpenBMI_SSVEP,0,10,41,2600,410,65536.0
OpenBMI_SSVEP,0,11,41,2600,451,65536.0
OpenBMI_SSVEP,0,12,41,2600,492,65536.0
OpenBMI_SSVEP,0,13,41,2600,533,65536.0
OpenBMI_SSVEP,0,14,41,2600,574,65536.0
OpenBMI_SSVEP,0,15,41,2600,615,65536.0
OpenBMI_SSVEP,0,16,41,2600,656,65536.0
OpenBMI_SSVEP,0,17,41,2600,697,65536.0
OpenBMI_SSVEP,0,18,41,2600,738,65536.0
OpenBMI_SSVEP,0,19,41,2600,779,65536.0
OpenBMI_SSVEP,0,20,41,2600,820,65536.0
OpenBMI_SSVEP,0,21,41,2600,861,65536.0
OpenBMI_SSVEP,0,22,41,2600,902,65536.0
OpenBMI_SSVEP,0,23,41,2600,943,65536.0
OpenBMI_SSVEP,0,24,41,2600,984,65536.0
OpenBMI_SSVEP,0,25,41,2600,1025,65536.0
OpenBMI_SSVEP,0,26,41,2600,1066,65536.0
OpenBMI_SSVEP,0,27,41,2600,1107,65536.0
OpenBMI_SSVEP,0,28,41,2600,1148,65536.0
OpenBMI_SSVEP,0,29,41,2600,1189,65536.0
OpenBMI_SSVEP,0,30,41,2600,1230,65536.0
OpenBMI_SSVEP,0,31,41,2600,1271,65536.0
OpenBMI_SSVEP,0,32,41,2600,1312,65536.0
OpenBMI_SSVEP,0,33,41,2600,1352,32768.0
OpenBMI_SSVEP,0,34,41,2600,1393,32768.0
OpenBMI_SSVEP,0,35,41,2600,1434,32768.0
OpenBMI_SSVEP,0,36,41,2600,1475,32768.0
OpenBMI_SSVEP,0,37,41,2600,1516,32768.0
OpenBMI_SSVEP,0,38,41,2600,1557,32768.0
OpenBMI_SSVEP,0,39,41,2600,1598,32768.0
OpenBMI_SSVEP,0,40,41,2600,1639,32768.0
OpenBMI_SSVEP,0,41,41,2600,1680,32768.0
OpenBMI_SSVEP,0,42,41,2600,1721,32768.0
OpenBMI_SSVEP,0,43,41,2600,1762,32768.0
OpenBMI_SSVEP,0,44,41,2600,1803,32768.0
OpenBMI_SSVEP,0,45,41,2600,1844,32768.0
OpenBMI_SSVEP,0,46,41,2600,1885,32768.0
OpenBMI_SSVEP,0,47,41,2600,1926,32768.0
OpenBMI_SSVEP,0,48,41,2600,1967,32768.0
OpenBMI_SSVEP,0,49,41,2600,2008,32768.0
OpenBMI_SSVEP,0,50,41,2600,2049,32768.0
OpenBMI_SSVEP,0,51,41,2600,2090,32768.0
OpenBMI_SSVEP,0,52,41,2600,2131,32768.0
OpenBMI_SSVEP,0,53,41,2600,2172,32768.0
OpenBMI_SSVEP,0,54,41,2600,2213,32768.0
OpenBMI_SSVEP,0,55,41,2600,2254,32768.0
OpenBMI_SSVEP,0,56,41,2600,2295,32768.0
OpenBMI_SSVEP,0,57,41,2600,2336,32768.0
OpenBMI_SSVEP,0,58,41,2600,2377,32768.0
OpenBMI_SSVEP,0,59,41,2600,2418,32768.0
OpenBMI_SSVEP,0,60,41,2600,2459,32768.0
OpenBMI_SSVEP,1,1,41,2600,41,65536.0
OpenBMI_SSVEP,1,2,41,2600,82,65536.0
OpenBMI_SSVEP,1,3,41,2600,123,65536.0
OpenBMI_SSVEP,1,4,41,2600,164,65536.0
OpenBMI_SSVEP,1,5,41,2600,205,65536.0
OpenBMI_SSVEP,1,6,41,2600,246,65536.0
OpenBMI_SSVEP,1,7,41,2600,287,65536.0
OpenBMI_SSVEP,1,8,41,2600,328,65536.0
OpenBMI_SSVEP,1,9,41,2600,369,65536.0
OpenBMI_SSVEP,1,10,41,2600,410,65536.0
OpenBMI_SSVEP,1,11,41,2600,451,65536.0
OpenBMI_SSVEP,1,12,41,2600,492,65536.0
OpenBMI_SSVEP,1,13,41,2600,533,65536.0
OpenBMI_SSVEP,1,14,41,2600,574,65536.0
OpenBMI_SSVEP,1,15,41,2600,615,65536.0
OpenBMI_SSVEP,1,16,41,2600,656,65536.0
OpenBMI_SSVEP,1,17,41,2600,697,65536.0
OpenBMI_SSVEP,1,18,41,2600,738,65536.0
OpenBMI_SSVEP,1,19,41,2600,779,65536.0
OpenBMI_SSVEP,1,20,41,2600,820,65536.0
OpenBMI_SSVEP,1,21,41,2600,861,65536.0
OpenBMI_SSVEP,1,22,41,2600,902,65536.0
OpenBMI_SSVEP,1,23,41,2600,943,65536.0
OpenBMI_SSVEP,1,24,41,2600,984,65536.0
OpenBMI_SSVEP,1,25,41,2600,1025,65536.0
OpenBMI_SSVEP,1,26,41,2600,1066,65536.0
OpenBMI_SSVEP,1,27,41,2600,1106,32768.0
OpenBMI_SSVEP,1,28,41,2600,1147,32768.0
OpenBMI_SSVEP,1,29,41,2600,1188,32768.0
OpenBMI_SSVEP,1,30,41,2600,1229,32768.0
OpenBMI_SSVEP,1,31,41,2600,1270,32768.0
OpenBMI_SSVEP,1,32,41,2600,1311,32768.0
OpenBMI_SSVEP,1,33,41,2600,1352,32768.0
OpenBMI_SSVEP,1,34,41,2600,1393,32768.0
OpenBMI_SSVEP,1,35,41,2600,1434,32768.0
OpenBMI_SSVEP,1,36,41,2600,1475,32768.0
OpenBMI_SSVEP,1,37,41,2600,1516,32768.0
OpenBMI_SSVEP,1,38,41,2600,1557,32768.0
OpenBMI_SSVEP,1,39,41,2600,1598,32768.0
OpenBMI_SSVEP,1,40,41,2600,1639,32768.0
OpenBMI_SSVEP,1,41,41,2600,1680,32768.0
OpenBMI_SSVEP,1,42,41,2600,1721,32768.0
OpenBMI_SSVEP,1,43,41,2600,1762,32768.0
OpenBMI_SSVEP,1,44,41,2600,1803,32768.0
OpenBMI_SSVEP,1,45,41,2600,1844,32768.0
OpenBMI_SSVEP,1,46,41,2600,1885,32768.0
OpenBMI_SSVEP,1,47,41,2600,1926,32768.0
OpenBMI_SSVEP,1,48,41,2600,1967,32768.0
OpenBMI_SSVEP,1,49,41,2600,2008,32768.0
OpenBMI_SSVEP,1,50,41,2600,2049,32768.0
OpenBMI_SSVEP,1,51,41,2600,2090,32768.0
OpenBMI_SSVEP,1,52,41,2600,2131,32768.0
OpenBMI_SSVEP,1,53,41,2600,2172,32768.0
OpenBMI_SSVEP,1,54,41,2600,2213,32768.0
OpenBMI_SSVEP,1,55,41,2600,2254,32768.0
OpenBMI_SSVEP,1,56,41,2600,2295,32768.0
OpenBMI_SSVEP,1,57,41,2600,2336,32768.0
OpenBMI_SSVEP,1,58,41,2600,2377,32768.0
OpenBMI_SSVEP,1,59,41,2600,2418,32768.0
OpenBMI_SSVEP,1,60,41,2600,2459,32768.0
OpenBMI_SSVEP,2,1,41,2600,41,65536.0
OpenBMI_SSVEP,2,2,41,2600,82,65536.0
OpenBMI_SSVEP,2,3,41,2600,123,65536.0
OpenBMI_SSVEP,2,4,41,2600,164,65536.0
OpenBMI_SSVEP,2,5,41,2600,205,65536.0
OpenBMI_SSVEP,2,6,41,2600,246,65536.0
OpenBMI_SSVEP,2,7,41,2600,287,65536.0
OpenBMI_SSVEP,2,8,41,2600,328,65536.0
OpenBMI_SSVEP,2,9,41,2600,369,65536.0
OpenBMI_SSVEP,2,10,41,2600,410,65536.0
OpenBMI_SSVEP,2,11,41,2600,451,65536.0
OpenBMI_SSVEP,2,12,41,2600,492,65536.0
OpenBMI_SSVEP,2,13,41,2600,533,65536.0
OpenBMI_SSVEP,2,14,41,2600,574,65536.0
OpenBMI_SSVEP,2,15,41,2600,615,65536.0
OpenBMI_SSVEP,2,16,41,2600,656,65536.0
OpenBMI_SSVEP,2,17,41,2600,697,65536.0
OpenBMI_SSVEP,2,18,41,2600,738,65536.0
OpenBMI_SSVEP,2,19,41,2600,779,65536.0
OpenBMI_SSVEP,2,20,41,2600,820,65536.0
OpenBMI_SSVEP,2,21,41,2600,861,65536.0
OpenBMI_SSVEP,2,22,41,2600,902,65536.0
OpenBMI_SSVEP,2,23,41,2600,943,65536.0
OpenBMI_SSVEP,2,24,41,2600,984,65536.0
OpenBMI_SSVEP,2,25,41,2600,1025,65536.0
OpenBMI_SSVEP,2,26,41,2600,1066,65536.0
OpenBMI_SSVEP,2,27,41,2600,1107,65536.0
OpenBMI_SSVEP,2,28,41,2600,1148,65536.0
OpenBMI_SSVEP,2,29,41,2600,1189,65536.0
OpenBMI_SSVEP,2,30,41,2600,1230,65536.0
OpenBMI_SSVEP,2,31,41,2600,1271,65536.0
OpenBMI_SSVEP,2,32,41,2600,1312,65536.0
OpenBMI_SSVEP,2,33,41,2600,1353,65536.0
OpenBMI_SSVEP,2,34,41,2600,1394,65536.0
OpenBMI_SSVEP,2,35,41,2600,1435,65536.0
OpenBMI_SSVEP,2,36,41,2600,1476,65536.0
OpenBMI_SSVEP,2,37,41,2600,1517,65536.0
OpenBMI_SSVEP,2,38,41,2600,1558,65536.0
OpenBMI_SSVEP,2,39,41,2600,1599,65536.0
OpenBMI_SSVEP,2,40,41,2600,1640,65536.0
OpenBMI_SSVEP,2,41,41,2600,1681,65536.0
OpenBMI_SSVEP,2,42,41,2600,1721,32768.0
OpenBMI_SSVEP,2,43,41,2600,1762,32768.0
OpenBMI_SSVEP,2,44,41,2600,1803,32768.0
OpenBMI_SSVEP,2,45,41,2600,1844,32768.0
OpenBMI_SSVEP,2,46,41,2600,1885,32768.0
OpenBMI_SSVEP,2,47,41,2600,1926,32768.0
OpenBMI_SSVEP,2,48,41,2600,1967,32768.0
OpenBMI_SSVEP,2,49,41,2600,2008,32768.0
OpenBMI_SSVEP,2,50,41,2600,2049,32768.0
OpenBMI_SSVEP,2,51,41,2600,2090,32768.0
OpenBMI_SSVEP,2,52,41,2600,2131,32768.0
OpenBMI_SSVEP,2,53,41,2600,2172,32768.0
OpenBMI_SSVEP,2,54,41,2600,2213,32768.0
OpenBMI_SSVEP,2,55,41,2600,2254,32768.0
OpenBMI_SSVEP,2,56,41,2600,2295,32768.0
OpenBMI_SSVEP,2,57,41,2600,2336,32768.0
OpenBMI_SSVEP,2,58,41,2600,2377,32768.0
OpenBMI_SSVEP,2,59,41,2600,2418,32768.0
OpenBMI_SSVEP,2,60,41,2600,2459,32768.0
OpenBMI_SSVEP,3,1,41,2600,41,65536.0
OpenBMI_SSVEP,3,2,41,2600,82,65536.0
OpenBMI_SSVEP,3,3,41,2600,123,65536.0
OpenBMI_SSVEP,3,4,41,2600,164,65536.0
OpenBMI_SSVEP,3,5,41,2600,205,65536.0
OpenBMI_SSVEP,3,6,41,2600,246,65536.0
OpenBMI_SSVEP,3,7,41,2600,287,65536.0
OpenBMI_SSVEP,3,8,41,2600,328,65536.0
OpenBMI_SSVEP,3,9,41,2600,369,65536.0
OpenBMI_SSVEP,3,10,41,2600,410,65536.0
OpenBMI_SSVEP,3,11,41,2600,451,65536.0
OpenBMI_SSVEP,3,12,41,2600,492,65536.0
OpenBMI_SSVEP,3,13,41,2600,533,65536.0
OpenBMI_SSVEP,3,14,41,2600,574,65536.0
OpenBMI_SSVEP,3,15,41,2600,615,65536.0
OpenBMI_SSVEP,3,16,41,2600,656,65536.0
OpenBMI_SSVEP,3,17,41,2600,697,65536.0
OpenBMI_SSVEP,3,18,41,2600,738,65536.0
OpenBMI_SSVEP,3,19,41,2600,779,65536.0
OpenBMI_SSVEP,3,20,41,2600,820,65536.0
OpenBMI_SSVEP,3,21,41,2600,861,65536.0
OpenBMI_SSVEP,3,22,41,2600,902,65536.0
OpenBMI_SSVEP,3,23,41,2600,943,65536.0
OpenBMI_SSVEP,3,24,41,2600,984,65536.0
OpenBMI_SSVEP,3,25,41,2600,1025,65536.0
OpenBMI_SSVEP,3,26,41,2600,1065,32768.0
OpenBMI_SSVEP,3,27,41,2600,1106,32768.0
OpenBMI_SSVEP,3,28,41,2600,1147,32768.0
OpenBMI_SSVEP,3,29,41,2600,1188,32768.0
OpenBMI_SSVEP,3,30,41,2600,1229,32768.0
OpenBMI_SSVEP,3,31,41,2600,1270,32768.0
OpenBMI_SSVEP,3,32,41,2600,1311,32768.0
OpenBMI_SSVEP,3,33,41,2600,1352,32768.0
OpenBMI_SSVEP,3,34,41,2600,1393,32768.0
OpenBMI_SSVEP,3,35,41,2600,1434,32768.0
OpenBMI_SSVEP,3,36,41,2600,1475,32768.0
OpenBMI_SSVEP,3,37,41,2600,1516,32768.0
OpenBMI_SSVEP,3,38,41,2600,1557,32768.0
OpenBMI_SSVEP,3,39,41,2600,1598,32768.0
OpenBMI_SSVEP,3,40,41,2600,1639,32768.0
OpenBMI_SSVEP,3,41,41,2600,1680,32768.0
OpenBMI_SSVEP,3,42,41,2600,1721,32768.0
OpenBMI_SSVEP,3,43,41,2600,1762,32768.0
OpenBMI_SSVEP,3,44,41,2600,1803,32768.0
OpenBMI_SSVEP,3,45,41,2600,1844,32768.0
OpenBMI_SSVEP,3,46,41,2600,1885,32768.0
OpenBMI_SSVEP,3,47,41,2600,1926,32768.0
OpenBMI_SSVEP,3,48,41,2600,1967,32768.0
OpenBMI_SSVEP,3,49,41,2600,2008,32768.0
OpenBMI_SSVEP,3,50,41,2600,2049,32768.0
OpenBMI_SSVEP,3,51,41,2600,2090,32768.0
OpenBMI_SSVEP,3,52,41,2600,2131,32768.0
OpenBMI_SSVEP,3,53,41,2600,2172,32768.0
OpenBMI_SSVEP,3,54,41,2600,2213,32768.0
OpenBMI_SSVEP,3,55,41,2600,2254,32768.0
OpenBMI_SSVEP,3,56,41,2600,2295,32768.0
OpenBMI_SSVEP,3,57,41,2600,2336,32768.0
OpenBMI_SSVEP,3,58,41,2600,2377,32768.0
OpenBMI_SSVEP,3,59,41,2600,2418,32768.0
OpenBMI_SSVEP,3,60,41,2600,2459,32768.0
OpenBMI_SSVEP,4,1,41,2600,41,65536.0
OpenBMI_SSVEP,4,2,41,2600,82,65536.0
OpenBMI_SSVEP,4,3,41,2600,123,65536.0
OpenBMI_SSVEP,4,4,41,2600,164,65536.0
OpenBMI_SSVEP,4,5,41,2600,205,65536.0
OpenBMI_SSVEP,4,6,41,2600,246,65536.0
OpenBMI_SSVEP,4,7,41,2600,287,65536.0
OpenBMI_SSVEP,4,8,41,2600,328,65536.0
OpenBMI_SSVEP,4,9,41,2600,369,65536.0
OpenBMI_SSVEP,4,10,41,2600,410,65536.0
OpenBMI_SSVEP,4,11,41,2600,450,32768.0
OpenBMI_SSVEP,4,12,41,2600,491,32768.0
OpenBMI_SSVEP,4,13,41,2600,532,32768.0
OpenBMI_SSVEP,4,14,41,2600,573,32768.0
OpenBMI_SSVEP,4,15,41,2600,614,32768.0
OpenBMI_SSVEP,4,16,41,2600,655,32768.0
OpenBMI_SSVEP,4,17,41,2600,696,32768.0
OpenBMI_SSVEP,4,18,41,2600,737,32768.0
OpenBMI_SSVEP,4,19,41,2600,778,32768.0
OpenBMI_SSVEP,4,20,41,2600,819,32768.0
OpenBMI_SSVEP,4,21,41,2600,860,32768.0
OpenBMI_SSVEP,4,22,41,2600,901,32768.0
OpenBMI_SSVEP,4,23,41,2600,942,32768.0
OpenBMI_SSVEP,4,24,41,2600,983,32768.0
OpenBMI_SSVEP,4,25,41,2600,1024,32768.0
OpenBMI_SSVEP,4,26,41,2600,1065,32768.0
OpenBMI_SSVEP,4,27,41,2600,1106,32768.0
OpenBMI_SSVEP,4,28,41,2600,1147,32768.0
OpenBMI_SSVEP,4,29,41,2600,1188,32768.0
OpenBMI_SSVEP,4,30,41,2600,1229,32768.0
OpenBMI_SSVEP,4,31,41,2600,1270,32768.0
OpenBMI_SSVEP,4,32,41,2600,1311,32768.0
OpenBMI_SSVEP,4,33,41,2600,1352,32768.0
OpenBMI_SSVEP,4,34,41,2600,1393,32768.0
OpenBMI_SSVEP,4,35,41,2600,1434,32768.0
OpenBMI_SSVEP,4,36,41,2600,1475,32768.0
OpenBMI_SSVEP,4,37,41,2600,1516,32768.0
OpenBMI_SSVEP,4,38,41,2600,1557,32768.0
OpenBMI_SSVEP,4,39,41,2600,1598,32768.0
OpenBMI_SSVEP,4,40,41,2600,1639,32768.0
OpenBMI_SSVEP,4,41,41,2600,1680,32768.0
OpenBMI_SSVEP,4,42,41,2600,1721,32768.0
OpenBMI_SSVEP,4,43,41,2600,1762,32768.0
OpenBMI_SSVEP,4,44,41,2600,1803,32768.0
OpenBMI_SSVEP,4,45,41,2600,1844,32768.0
OpenBMI_SSVEP,4,46,41,2600,1885,32768.0
OpenBMI_SSVEP,4,47,41,2600,1926,32768.0
OpenBMI_SSVEP,4,48,41,2600,1967,32768.0
OpenBMI_SSVEP,4,49,41,2600,2008,32768.0
OpenBMI_SSVEP,4,50,41,2600,2049,32768.0
OpenBMI_SSVEP,4,51,41,2600,2090,32768.0
OpenBMI_SSVEP,4,52,41,2600,2131,32768.0
OpenBMI_SSVEP,4,53,41,2600,2172,32768.0
OpenBMI_SSVEP,4,54,41,2600,2213,32768.0
OpenBMI_SSVEP,4,55,41,2600,2254,32768.0
OpenBMI_SSVEP,4,56,41,2600,2295,32768.0
OpenBMI_SSVEP,4,57,41,2600,2336,32768.0
OpenBMI_SSVEP,4,58,41,2600,2377,32768.0
OpenBMI_SSVEP,4,59,41,2600,2418,32768.0
OpenBMI_SSVEP,4,60,41,2600,2459,65536.0
WBCIC_MI,0,1,60,7680,60,65536.0
WBCIC_MI,0,2,60,7680,120,65536.0
WBCIC_MI,0,3,60,7680,180,65536.0
WBCIC_MI,0,4,60,7680,239,32768.0
WBCIC_MI,0,5,60,7680,298,16384.0
WBCIC_MI,0,6,60,7680,358,16384.0
WBCIC_MI,0,7,60,7680,418,16384.0
WBCIC_MI,0,8,60,7680,478,16384.0
WBCIC_MI,0,9,60,7680,538,16384.0
WBCIC_MI,0,10,60,7680,598,16384.0
WBCIC_MI,0,11,60,7680,658,16384.0
WBCIC_MI,0,12,60,7680,718,16384.0
WBCIC_MI,0,13,60,7680,778,16384.0
WBCIC_MI,0,14,60,7680,837,8192.0
WBCIC_MI,0,15,60,7680,897,8192.0
WBCIC_MI,0,16,60,7680,957,8192.0
WBCIC_MI,0,17,60,7680,1017,8192.0
WBCIC_MI,0,18,60,7680,1077,8192.0
WBCIC_MI,0,19,60,7680,1137,8192.0
WBCIC_MI,0,20,60,7680,1197,8192.0
WBCIC_MI,0,21,60,7680,1257,8192.0
WBCIC_MI,0,22,60,7680,1317,8192.0
WBCIC_MI,0,23,60,7680,1377,8192.0
WBCIC_MI,0,24,60,7680,1437,8192.0
WBCIC_MI,0,25,60,7680,1497,8192.0
WBCIC_MI,0,26,60,7680,1557,8192.0
WBCIC_MI,0,27,60,7680,1617,8192.0
WBCIC_MI,0,28,60,7680,1677,8192.0
WBCIC_MI,0,29,60,7680,1737,8192.0
WBCIC_MI,0,30,60,7680,1796,4096.0
WBCIC_MI,0,31,60,7680,1856,4096.0
WBCIC_MI,0,32,60,7680,1916,4096.0
WBCIC_MI,0,33,60,7680,1976,4096.0
WBCIC_MI,0,34,60,7680,2036,4096.0
WBCIC_MI,0,35,60,7680,2096,4096.0
WBCIC_MI,0,36,60,7680,2156,4096.0
WBCIC_MI,0,37,60,7680,2216,4096.0
WBCIC_MI,0,38,60,7680,2276,4096.0
WBCIC_MI,0,39,60,7680,2336,4096.0
WBCIC_MI,0,40,60,7680,2396,4096.0
WBCIC_MI,0,41,60,7680,2456,4096.0
WBCIC_MI,0,42,60,7680,2516,4096.0
WBCIC_MI,0,43,60,7680,2576,4096.0
WBCIC_MI,0,44,60,7680,2636,4096.0
WBCIC_MI,0,45,60,7680,2696,4096.0
WBCIC_MI,0,46,60,7680,2756,4096.0
WBCIC_MI,0,47,60,7680,2816,4096.0
WBCIC_MI,0,48,60,7680,2876,4096.0
WBCIC_MI,0,49,60,7680,2936,4096.0
WBCIC_MI,0,50,60,7680,2996,4096.0
WBCIC_MI,0,51,60,7680,3056,4096.0
WBCIC_MI,0,52,60,7680,3116,4096.0
WBCIC_MI,0,53,60,7680,3176,4096.0
WBCIC_MI,0,54,60,7680,3236,4096.0
WBCIC_MI,0,55,60,7680,3296,4096.0
WBCIC_MI,0,56,60,7680,3356,4096.0
WBCIC_MI,0,57,60,7680,3416,4096.0
WBCIC_MI,0,58,60,7680,3476,4096.0
WBCIC_MI,0,59,60,7680,3536,4096.0
WBCIC_MI,0,60,60,7680,3596,4096.0
WBCIC_MI,1,1,63,8064,63,65536.0
WBCIC_MI,1,2,63,8064,126,65536.0
WBCIC_MI,1,3,63,8064,189,65536.0
WBCIC_MI,1,4,63,8064,252,65536.0
WBCIC_MI,1,5,63,8064,315,65536.0
WBCIC_MI,1,6,63,8064,378,65536.0
WBCIC_MI,1,7,63,8064,441,65536.0
WBCIC_MI,1,8,63,8064,504,65536.0
WBCIC_MI,1,9,63,8064,567,65536.0
WBCIC_MI,1,10,63,8064,630,65536.0
WBCIC_MI,1,11,63,8064,693,65536.0
WBCIC_MI,1,12,63,8064,756,65536.0
WBCIC_MI,1,13,63,8064,819,65536.0
WBCIC_MI,1,14,63,8064,882,65536.0
WBCIC_MI,1,15,63,8064,945,65536.0
WBCIC_MI,1,16,63,8064,1008,65536.0
WBCIC_MI,1,17,63,8064,1070,32768.0
WBCIC_MI,1,18,63,8064,1133,32768.0
WBCIC_MI,1,19,63,8064,1196,32768.0
WBCIC_MI,1,20,63,8064,1259,32768.0
WBCIC_MI,1,21,63,8064,1322,32768.0
WBCIC_MI,1,22,63,8064,1385,32768.0
WBCIC_MI,1,23,63,8064,1448,32768.0
WBCIC_MI,1,24,63,8064,1511,32768.0
WBCIC_MI,1,25,63,8064,1574,32768.0
WBCIC_MI,1,26,63,8064,1637,32768.0
WBCIC_MI,1,27,63,8064,1700,32768.0
WBCIC_MI,1,28,63,8064,1763,32768.0
WBCIC_MI,1,29,63,8064,1826,32768.0
WBCIC_MI,1,30,63,8064,1889,32768.0
WBCIC_MI,1,31,63,8064,1952,32768.0
WBCIC_MI,1,32,63,8064,2015,32768.0
WBCIC_MI,1,33,63,8064,2078,32768.0
WBCIC_MI,1,34,63,8064,2141,32768.0
WBCIC_MI,1,35,63,8064,2204,32768.0
WBCIC_MI,1,36,63,8064,2267,32768.0
WBCIC_MI,1,37,63,8064,2330,32768.0
WBCIC_MI,1,38,63,8064,2393,32768.0
WBCIC_MI,1,39,63,8064,2456,32768.0
WBCIC_MI,1,40,63,8064,2519,32768.0
WBCIC_MI,1,41,63,8064,2582,32768.0
WBCIC_MI,1,42,63,8064,2645,32768.0
WBCIC_MI,1,43,63,8064,2708,32768.0
WBCIC_MI,1,44,63,8064,2771,32768.0
