task,subject_id,LiteBN_BA,LS_BA,delta_BA_pp,LiteBN_macro_F1,LS_macro_F1,delta_macro_F1_pp,LiteBN_accuracy,LS_accuracy,delta_accuracy_pp
OpenBMI_ERP,12,0.9637575757575757,0.9610909090909091,-0.2666666666666684,0.9237819549359081,0.9183714809250295,-0.541047401087853,0.9537373737373738,0.9501010101010101,-0.36363636363636376
OpenBMI_ERP,13,0.916,0.9212121212121213,0.5212121212121246,0.8472506147956494,0.8554649342019468,0.8214319406297331,0.8987878787878788,0.9058585858585859,0.7070707070707072
OpenBMI_ERP,17,0.8202424242424243,0.8035151515151515,-1.6727272727272702,0.7370551790204947,0.7013023886866283,-3.5752790333866358,0.8103030303030303,0.7707070707070707,-3.959595959595963
OpenBMI_ERP,18,0.9113939393939393,0.9074545454545454,-0.39393939393939315,0.8835852627402477,0.878311466070268,-0.5273796669979847,0.9307070707070707,0.9273737373737374,-0.33333333333333215
OpenBMI_ERP,24,0.8155757575757576,0.8204848484848485,0.49090909090909507,0.7520567448594331,0.7453034622329441,-0.6753282626489066,0.8295959595959597,0.8216161616161616,-0.7979797979797999
OpenBMI_ERP,25,0.7927272727272727,0.7876969696969697,-0.5030303030303052,0.7833794249953379,0.7675097539386495,-1.5869671056688373,0.8759595959595959,0.8615151515151516,-1.444444444444446
OpenBMI_ERP,29,0.8422424242424242,0.8523636363636363,1.0121212121212109,0.8160314350136272,0.8087072321505792,-0.7324202863047979,0.8893939393939394,0.8795959595959596,-0.9797979797979807
OpenBMI_ERP,36,0.9516363636363636,0.9477575757575758,-0.3878787878787837,0.894453879750451,0.8839896970846468,-1.0464182665804134,0.933131313131313,0.9254545454545454,-0.7676767676767682
OpenBMI_ERP,37,0.9456363636363637,0.9471515151515153,0.1515151515151536,0.9209653462873699,0.9208356576074636,-0.012968867990641453,0.9534343434343434,0.9531313131313132,-0.03030303030303161
OpenBMI_ERP,39,0.7144848484848485,0.6970303030303031,-1.7454545454545431,0.6730757704626783,0.665079804788,-0.799596567467824,0.7831313131313131,0.7839393939393939,0.08080808080807911
OpenBMI_ERP,4,0.9019999999999999,0.9085454545454545,0.6545454545454543,0.8656175442684051,0.8686422392441401,0.3024694975734943,0.9182828282828283,0.9190909090909092,0.08080808080808133
OpenBMI_ERP,42,0.8326060606060606,0.8426666666666666,1.0060606060606037,0.80288550025362,0.7981272466831053,-0.4758253570514759,0.8810101010101011,0.8727272727272727,-0.8282828282828314
OpenBMI_ERP,51,0.7412121212121212,0.7445454545454545,0.3333333333333366,0.6793669606398977,0.6713072278690965,-0.8059732770801119,0.7743434343434343,0.7592929292929294,-1.5050505050505025
OpenBMI_ERP,54,0.7021212121212121,0.7033333333333334,0.12121212121212199,0.6770543832768798,0.6606547820182722,-1.6399601258607621,0.7988888888888889,0.7710101010101009,-2.7878787878787925
OpenBMI_MI,12,0.7140000000000001,0.716,0.19999999999999787,0.7031101558747485,0.7050140783840007,0.190392250925224,0.7140000000000001,0.716,0.19999999999999787
OpenBMI_MI,13,0.732,0.6839999999999999,-4.8,0.7306781618038217,0.6658597452863646,-6.4818416517456985,0.732,0.6839999999999999,-4.8000000000000025
OpenBMI_MI,17,0.622,0.654,3.1999999999999984,0.609548643460968,0.6503739347956611,4.082529133469297,0.622,0.654,3.2
OpenBMI_MI,18,0.712,0.694,-1.7999999999999972,0.711594364583936,0.6890632254024076,-2.2531139181528443,0.712,0.6940000000000001,-1.7999999999999994
OpenBMI_MI,24,0.5700000000000001,0.5640000000000001,-0.5999999999999984,0.5183629792914661,0.520483746187806,0.21207668963397666,0.5700000000000001,0.5640000000000001,-0.5999999999999984
OpenBMI_MI,25,0.976,0.9879999999999999,1.200000000000001,0.9759795739225394,0.9879983993597439,1.2018825437204428,0.976,0.9879999999999999,1.200000000000001
OpenBMI_MI,29,0.708,0.692,-1.6000000000000014,0.7067385582697826,0.6856134590002957,-2.1125099269486958,0.708,0.692,-1.6000000000000036
OpenBMI_MI,36,0.9299999999999999,0.958,2.8000000000000025,0.9299108328214105,0.9579885930948417,2.807776027343116,0.93,0.958,2.799999999999996
OpenBMI_MI,37,0.726,0.766,4.0000000000000036,0.7095978461720251,0.7586908076586322,4.909296148660698,0.726,0.766,4.000000000000002
OpenBMI_MI,39,0.776,0.73,-4.600000000000001,0.7743699314055112,0.7275142524239513,-4.685567898155985,0.776,0.73,-4.600000000000001
OpenBMI_MI,4,0.8280000000000001,0.8160000000000001,-1.1999999999999968,0.8264459004882972,0.8136367845136432,-1.280911597465415,0.828,0.8160000000000001,-1.1999999999999988
OpenBMI_MI,42,0.714,0.692,-2.1999999999999997,0.7085193847089666,0.6862107159018738,-2.230866880709279,0.714,0.692,-2.2
OpenBMI_MI,51,0.6859999999999999,0.6779999999999999,-0.7999999999999985,0.6821233689134748,0.6745020535821611,-0.7621315331313627,0.6859999999999999,0.678,-0.7999999999999985
OpenBMI_MI,54,0.734,0.702,-3.200000000000003,0.733211820860764,0.6980966892191462,-3.5115131641617765,0.734,0.702,-3.200000000000003
OpenBMI_SSVEP,12,0.968,0.9640000000000001,-0.40000000000000036,0.9679341581145616,0.9641244686203152,-0.3809689494246338,0.968,0.9640000000000001,-0.40000000000000036
OpenBMI_SSVEP,13,0.8,0.8019999999999999,0.19999999999999787,0.798341604947649,0.800855397937883,0.2513792990233843,0.8,0.8019999999999999,0.19999999999999787
OpenBMI_SSVEP,17,0.9480000000000001,0.958,1.0000000000000009,0.9478956921423626,0.9578738288251923,0.9978136682829852,0.9480000000000001,0.958,0.9999999999999986
OpenBMI_SSVEP,18,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
OpenBMI_SSVEP,24,0.9039999999999999,0.9,-0.40000000000000036,0.903942568779357,0.8998110978745057,-0.41314709048510645,0.9039999999999999,0.9,-0.40000000000000036
OpenBMI_SSVEP,25,0.942,0.95,0.8000000000000007,0.9411945241397129,0.949546372483492,0.8351848343779134,0.942,0.95,0.8000000000000007
OpenBMI_SSVEP,29,0.954,0.9400000000000001,-1.399999999999999,0.9541231984650013,0.9403979229146403,-1.372527555036096,0.954,0.9400000000000001,-1.3999999999999968
OpenBMI_SSVEP,36,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
OpenBMI_SSVEP,37,0.998,1.0,0.20000000000000018,0.997999199679872,1.0,0.20008003201280378,0.998,1.0,0.20000000000000018
OpenBMI_SSVEP,39,0.994,0.982,-1.200000000000001,0.9939550820328131,0.9820564582872336,-1.1898623745579484,0.994,0.982,-1.200000000000001
OpenBMI_SSVEP,4,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
OpenBMI_SSVEP,42,0.5860000000000001,0.5800000000000001,-0.6000000000000026,0.583800996706331,0.5788281896344692,-0.49728070718617845,0.5860000000000001,0.58,-0.6000000000000004
OpenBMI_SSVEP,51,0.706,0.688,-1.7999999999999994,0.6937109995656054,0.6706011374432905,-2.3109862122314966,0.706,0.688,-1.7999999999999994
OpenBMI_SSVEP,54,0.8979999999999999,0.9039999999999999,0.6000000000000005,0.8983750300611337,0.9046424122938921,0.6267382232758423,0.898,0.9040000000000001,0.6000000000000005
WBCIC_MI,sub-17,0.8300000000000001,0.82,-0.9999999999999986,0.8298282527846368,0.8188107255450134,-1.1017527239623348,0.8299999999999998,0.82,-1.0000000000000009
WBCIC_MI,sub-19,0.943,0.944,0.10000000000000231,0.9429657326549069,0.9439080719328764,0.09423392779694506,0.943,0.944,0.10000000000000009
WBCIC_MI,sub-2,0.755,0.749,-0.6000000000000028,0.7547447311077385,0.7479500831841219,-0.6794647923616636,0.755,0.749,-0.6000000000000005
WBCIC_MI,sub-21,0.877,0.892,1.5000000000000013,0.8768766964483664,0.8919404732064372,1.5063776758070624,0.877,0.892,1.5000000000000013
WBCIC_MI,sub-25,0.961,0.954,-0.6999999999999984,0.9609836131362283,0.9539785846174904,-0.7005028518737788,0.961,0.954,-0.6999999999999984
WBCIC_MI,sub-3,0.807,0.813,0.6000000000000006,0.8054390659397699,0.8109747779697404,0.5535712029970363,0.807,0.813,0.5999999999999983
WBCIC_MI,sub-31,0.607,0.606,-0.10000000000000231,0.5790263567356305,0.5826351046727166,0.3608747937086054,0.607,0.606,-0.10000000000000231
WBCIC_MI,sub-33,0.968,0.9630000000000001,-0.499999999999996,0.9679977995849086,0.9629665162762835,-0.5031283308625145,0.968,0.9629999999999999,-0.5000000000000004
WBCIC_MI,sub-38,0.489,0.493,0.40000000000000374,0.4692376829656917,0.4737875176101369,0.4549834644445127,0.489,0.493,0.4000000000000016
WBCIC_MI,sub-42,0.685,0.6769999999999999,-0.8000000000000052,0.6842639053746478,0.6758670942685863,-0.8396811106061453,0.6849999999999999,0.6769999999999999,-0.8000000000000007
