task,fold,epoch,batches,trial_exposure,ordered_batches_sha256,historical_manifest_sha256,match
OpenBMI_MI,0,1,21,2688,5d541062a58315a430d175a7de757a78fceaca9b991f2bd9c256bf4cc8888019,3f46a3ff4f5ca53187398dcb654bc9f6ce73579ce6fce3d4804d07a9c25db6b0,True
OpenBMI_MI,0,2,21,2688,bcc2110486f0020232317841b3eb977ffe56e503de695af9709e2d4952c1bc16,3f46a3ff4f5ca53187398dcb654bc9f6ce73579ce6fce3d4804d07a9c25db6b0,True
OpenBMI_MI,0,3,21,2688,3a384c7c2f3ce47e6ee5835fe90ef395006d769abae6a12c31b82d276af0a92e,3f46a3ff4f5ca53187398dcb654bc9f6ce73579ce6fce3d4804d07a9c25db6b0,True
OpenBMI_MI,0,4,21,2688,0f49225a46b9ebc59f10161a466c05b8e53e3af0f99987e84448543d86793894,3f46a3ff4f5ca53187398dcb654bc9f6ce73579ce6fce3d4804d07a9c25db6b0,True
OpenBMI_MI,0,5,21,2688,ad8f74d8568c9b859d9efa68a7f622d9e7ff816577ca4c1f6ae4372e6eeb7778,3f46a3ff4f5ca53187398dcb654bc9f6ce73579ce6fce3d4804d07a9c25db6b0,True
OpenBMI_MI,0,6,21,2688,2865acd05b99525d9209d09eebcf23977743df3b9eff3f84b455b99ba05468ca,3f46a3ff4f5ca53187398dcb654bc9f6ce73579ce6fce3d4804d07a9c25db6b0,True
OpenBMI_MI,0,7,21,2688,f76366f3d97cd0bc8b9a39fe538bed95a6f2c0a049030f4f2cf05c4b30d9a233,3f46a3ff4f5ca53187398dcb654bc9f6ce73579ce6fce3d4804d07a9c25db6b0,True
OpenBMI_MI,0,8,21,2688,056572bf6a38dd1542615c9bac0e7e133869713a3f0bcfa27664781c3526555e,3f46a3ff4f5ca53187398dcb654bc9f6ce73579ce6fce3d4804d07a9c25db6b0,True
OpenBMI_MI,0,9,21,2688,12b4b5188b9cd61a5943b830e0d54cbc152d264afaf29bc62440ca7fd171b5d4,3f46a3ff4f5ca53187398dcb654bc9f6ce73579ce6fce3d4804d07a9c25db6b0,True
OpenBMI_MI,0,10,21,2688,e216d9fc664e5cc499e202b2d4419715527aa5dd6ea68eae20bd5e06f8a44b78,3f46a3ff4f5ca53187398dcb654bc9f6ce73579ce6fce3d4804d07a9c25db6b0,True
OpenBMI_MI,0,11,21,2688,af4ccf22eccce7826a78ae4f9d1ae381f646ea85a8a004d1fa30d9a3e9b7e357,3f46a3ff4f5ca53187398dcb654bc9f6ce73579ce6fce3d4804d07a9c25db6b0,True
OpenBMI_MI,0,12,21,2688,05db9fdd6c5b3a0f9cb2aead99cdfb64a80d6e6b8af6afda9c572f371380a982,3f46a3ff4f5ca53187398dcb654bc9f6ce73579ce6fce3d4804d07a9c25db6b0,True
OpenBMI_MI,0,13,21,2688,e13505c62e21268a8934e2bebc9f91eabd3b652a7132454d1ebada7881eebe1f,3f46a3ff4f5ca53187398dcb654bc9f6ce73579ce6fce3d4804d07a9c25db6b0,True
OpenBMI_MI,0,14,21,2688,0a1b7ea7fe6b934fccc4bece09a4b82e1bd1051bb682de28352e48017ff5c95c,3f46a3ff4f5ca53187398dcb654bc9f6ce73579ce6fce3d4804d07a9c25db6b0,True
OpenBMI_MI,0,15,21,2688,929b787ead8e89ca6e3e78fd8dc4138e909431e1e4f12d2c69994b605d15b75a,3f46a3ff4f5ca53187398dcb654bc9f6ce73579ce6fce3d4804d07a9c25db6b0,True
OpenBMI_MI,0,16,21,2688,e8edd5c51a7f7cb812bc86e705d66eddbe083ce66909039c2bba23167eb353ac,3f46a3ff4f5ca53187398dcb654bc9f6ce73579ce6fce3d4804d07a9c25db6b0,True
OpenBMI_MI,0,17,21,2688,549cbdeb9ac364c3d9453a2912c6a5a25f3befca5ed66087b37650484f79d3f6,3f46a3ff4f5ca53187398dcb654bc9f6ce73579ce6fce3d4804d07a9c25db6b0,True
