task,LiteBN_BA,LS_BA,delta_BA_pp,LiteBN_macro_F1,LS_macro_F1,delta_macro_F1_pp,LiteBN_accuracy,LS_accuracy,delta_accuracy_pp,positive_units,negative_units,tied_units,positive_subjects,negative_subjects,tied_subjects,median_subject_delta_pp,subject_bootstrap_low_pp,subject_bootstrap_high_pp
OpenBMI_MI,0.7915,0.7695000000000001,-2.2,0.7876279401445144,0.7625129857811488,-2.5114954363365447,0.7915,0.7695000000000001,-2.2000000000000006,0,5,0,12,24,4,-1.0000000000000009,-3.6000000000000014,-0.8499999999999999
OpenBMI_ERP,0.8325530303030304,0.8303409090909091,-0.22121212121212155,0.7849007785444035,0.7770515215404415,-0.7849257003961883,0.8631439393939395,0.8556186868686868,-0.7525252525252524,1,4,0,15,25,0,-0.6818181818181834,-0.9310795454545457,0.5416666666666661
OpenBMI_SSVEP,0.892,0.8935000000000001,0.14999999999999947,0.8880354422696188,0.8875945331142802,-0.04409091553385562,0.892,0.8935000000000001,0.14999999999999988,3,2,0,13,14,13,0.0,-0.6500000000000005,0.9249999999999992
WBCIC_MI,0.7872986411736412,0.7834905904280905,-0.3808050745550742,0.7822146546932216,0.7792399047044076,-0.29747499888139306,0.7872887667887668,0.7834963369963369,-0.3792429792429803,2,3,0,14,16,1,-1.0000000000000009,-1.5645161290322576,0.7259490061909423
