dataset,method_id,subject_id,balanced_accuracy,accuracy,macro_f1,NLL,Brier,ECE,base_balanced_accuracy,delta_BA_vs_B_STRONG,OUTER_TEST_USED
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,21,0.9650000000000001,0.965,0.9649570724137068,0.08477625015350389,0.02193551146896274,0.0372905260092547,0.9650000000000001,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,22,0.825,0.825,0.8249956248906223,0.41071207533127607,0.1291118870975152,0.09102727906734427,0.8300000000000001,-0.0050000000000001155,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,23,0.905,0.905,0.9049976249406235,0.29338074288971117,0.08248399579405186,0.12258044102507082,0.91,-0.0050000000000000044,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,24,0.69,0.69,0.6807743795695603,0.5827698243542664,0.20061004206574357,0.14062176555783087,0.69,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,25,0.89,0.89,0.889823717948718,0.270194091255064,0.08367189712726994,0.10267326648160456,0.875,0.015000000000000013,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,26,0.845,0.845,0.844965117151359,0.3305016975562327,0.10277633001328562,0.06475160308811236,0.85,-0.0050000000000000044,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,27,0.89,0.89,0.8899559823929573,0.3707231921260121,0.10742092063883363,0.1755277126752279,0.895,-0.0050000000000000044,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,28,0.985,0.985,0.9849996249906248,0.1093514824289478,0.022236677514663707,0.07782566121407727,0.985,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,29,0.905,0.905,0.9043086298506711,0.25307319033811493,0.07390498630694911,0.06167521364711354,0.915,-0.010000000000000009,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,3,0.935,0.935,0.9349853717086345,0.20633163324856432,0.05793921483509216,0.0842935447895461,0.925,0.010000000000000009,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,30,0.83,0.83,0.8299829982998299,0.37586377220539213,0.11679860345643447,0.09856378226145994,0.83,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,31,0.865,0.865,0.8645903859174001,0.38481272474047246,0.11743043529074275,0.13853258130887539,0.8600000000000001,0.004999999999999893,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,32,0.965,0.965,0.9649991249781245,0.1248684329851955,0.03233507090652269,0.059356757124602644,0.965,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,33,0.985,0.985,0.9849996249906248,0.06948555001639638,0.014847855975841241,0.05074183979845439,0.98,0.0050000000000000044,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,34,0.715,0.715,0.7118228468869283,0.570247162233713,0.1894122465845801,0.0735815965579858,0.7150000000000001,-1.1102230246251565e-16,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,35,0.975,0.975,0.9749993749843746,0.12836787766309443,0.02736095605137185,0.08877330919876655,0.975,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,36,0.98,0.98,0.9799919967987194,0.07506340242620518,0.01748368980364622,0.05328422420196919,0.98,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,37,0.99,0.99,0.99,0.08816611032860766,0.019104938595215126,0.06366485958680493,0.995,-0.0050000000000000044,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,38,0.7949999999999999,0.795,0.7931330255556397,0.4783794770805945,0.15419046483637755,0.13363576911410302,0.8,-0.0050000000000001155,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,39,0.89,0.89,0.8899009108197378,0.3035631893664059,0.08955014546151052,0.06570185187071771,0.9,-0.010000000000000009,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,4,0.73,0.73,0.7295673076923077,0.49599597432980713,0.16318486865560125,0.12932878394169237,0.73,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,40,0.8049999999999999,0.805,0.80389692017599,0.45304956622516734,0.1443838653440811,0.10336689745394856,0.795,0.009999999999999898,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,41,0.755,0.755,0.7542566262945409,0.5488825471363419,0.18214061075553584,0.11416682147355096,0.76,-0.0050000000000000044,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,42,0.78,0.78,0.7798018216394755,0.5006169391899601,0.1607433668811933,0.0928743646017541,0.76,0.020000000000000018,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,43,0.87,0.87,0.8697916666666667,0.33132325114698175,0.09940366552582716,0.09961263206419682,0.87,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,44,0.925,0.925,0.9247724366207779,0.17957882658171215,0.05133729680850463,0.09604477997632933,0.925,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,45,0.865,0.865,0.8631906969673937,0.38303130354212217,0.11410403602121696,0.15497546493148148,0.875,-0.010000000000000009,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,46,0.69,0.69,0.6693333333333333,0.5904836320467666,0.194212566396079,0.14124557596168083,0.71,-0.020000000000000018,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,47,0.94,0.94,0.93999399939994,0.2869426012939841,0.07599967767883634,0.1648646997951271,0.9299999999999999,0.010000000000000009,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,48,0.755,0.755,0.7549448625940837,0.5221624523380066,0.17474686388790572,0.08846576427431588,0.755,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,49,0.85,0.85,0.8484848484848485,0.38341955142930817,0.11789356889247639,0.14835148155274755,0.85,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,5,0.935,0.935,0.9349202773397411,0.23207754655681515,0.06002544593391338,0.12342008705423396,0.955,-0.019999999999999907,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,50,0.665,0.665,0.6454182212696145,0.6180423675393212,0.21319680841958402,0.16009092178747536,0.64,0.025000000000000022,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,51,0.77,0.77,0.77,0.5744626406992253,0.17770092691778822,0.09174296709809739,0.765,0.0050000000000000044,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,52,0.795,0.795,0.7949538646195394,0.42321039246838793,0.13869651751072748,0.08209693420119626,0.795,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,53,0.7949999999999999,0.795,0.7948717948717949,0.43892829115452464,0.13956891732676138,0.09211501597905031,0.8,-0.0050000000000001155,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,54,0.7,0.7,0.6975501562657526,0.5541684937538741,0.18817289649485297,0.09510605278375829,0.6950000000000001,0.004999999999999893,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,7,0.8500000000000001,0.85,0.8497596153846154,0.41789606784954075,0.13071386302942273,0.1349642642127539,0.855,-0.004999999999999893,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,8,0.835,0.835,0.8344993605657113,0.4583747329409087,0.13222162034883994,0.11230131555112444,0.8300000000000001,0.004999999999999893,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B6_THRESHOLD_ONLY,9,0.88,0.88,0.8796992481203008,0.29374281932777185,0.09001209880172052,0.07423217196573693,0.88,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,1,0.8,0.8,0.7953964194373402,0.3822983499716801,0.1261681707244058,0.11419988828382563,0.8,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,10,0.8049999999999999,0.805,0.8049561151259033,0.4295297558368432,0.1373289804913937,0.12197253966449045,0.8,0.004999999999999893,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,11,0.75,0.75,0.7498999599839936,0.5553892997739628,0.1865593366778299,0.09313408915627619,0.76,-0.010000000000000009,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,12,0.84,0.84,0.8399359743897559,0.41224308593420855,0.12858158172158604,0.12168322961181055,0.835,0.0050000000000000044,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,13,0.72,0.72,0.7186212440960708,0.5900313796653197,0.20134532827311993,0.10078781152947364,0.71,0.010000000000000009,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,14,0.815,0.815,0.8149953748843721,0.459887517992765,0.1460226116297109,0.10439235031829465,0.815,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,15,0.8999999999999999,0.9,0.8998397435897436,0.3435103102175001,0.0965844196473421,0.15096904862619784,0.9099999999999999,-0.010000000000000009,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,16,0.885,0.885,0.8849971249281232,0.2785754357073707,0.08110613160520153,0.07594794729855471,0.885,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,18,0.88,0.88,0.8785302156088672,0.2624939204901756,0.07620014211558365,0.14751193739028642,0.9099999999999999,-0.029999999999999916,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,19,0.835,0.835,0.8323809523809524,0.3573687422227026,0.11387330863027582,0.06812178637443317,0.85,-0.015000000000000013,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,2,0.79,0.79,0.7896634615384616,0.466577594420112,0.14888443237954657,0.14053513215023675,0.825,-0.03499999999999992,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,20,0.91,0.91,0.90999099909991,0.33416141707805985,0.0960499662452385,0.14539733708925465,0.8999999999999999,0.01000000000000012,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,21,0.97,0.97,0.9699729756781104,0.08488367974744113,0.02219449558039667,0.042080291223680545,0.9650000000000001,0.004999999999999893,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,22,0.825,0.825,0.8249956248906223,0.41937716938174163,0.1323082097630003,0.09847142729873,0.8300000000000001,-0.0050000000000001155,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,23,0.905,0.905,0.9049976249406235,0.3050457602638367,0.08604389487265943,0.13568956506600088,0.91,-0.0050000000000000044,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,24,0.69,0.69,0.6807743795695603,0.5782164276957769,0.19916058330867029,0.14801445772918087,0.69,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,25,0.89,0.89,0.889823717948718,0.2719817815066242,0.08408368081849234,0.10150348673986713,0.875,0.015000000000000013,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,26,0.85,0.85,0.8499399759903962,0.3380354785172503,0.10391977126483731,0.07673817615783186,0.85,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,27,0.89,0.89,0.8899559823929573,0.3795208120528224,0.11034480797207244,0.18929410991742823,0.895,-0.0050000000000000044,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,28,0.985,0.985,0.9849996249906248,0.12290883478499896,0.02508257331345301,0.08987888445514514,0.985,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,29,0.905,0.905,0.9043086298506711,0.26031312834207193,0.07569894544575158,0.07680831004336017,0.915,-0.010000000000000009,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,3,0.935,0.935,0.9349853717086345,0.2135711124905924,0.0600167841724593,0.08342684263966996,0.925,0.010000000000000009,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,30,0.83,0.83,0.8299829982998299,0.38116893108658545,0.11812006786283405,0.11487573220143692,0.83,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,31,0.865,0.865,0.864726070292342,0.39208462271472383,0.11937328311587599,0.13827262153882178,0.8600000000000001,0.004999999999999893,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,32,0.965,0.965,0.9649991249781245,0.13951930657393213,0.035659547961402444,0.07906938448325522,0.965,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,33,0.985,0.985,0.9849996249906248,0.07713018606309674,0.016052689653057034,0.058141133422333936,0.98,0.0050000000000000044,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,34,0.71,0.71,0.7064480210547626,0.571431771821367,0.19088294790693514,0.0820519124446307,0.7150000000000001,-0.0050000000000001155,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,35,0.975,0.975,0.9749993749843746,0.14401648155528132,0.03047489418890339,0.10057574968834462,0.975,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,36,0.98,0.98,0.9799919967987194,0.0861525172242505,0.019490932119036967,0.06147608806696908,0.98,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,37,0.99,0.99,0.99,0.10125816439411689,0.021743505367199843,0.07159531097518941,0.995,-0.0050000000000000044,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,38,0.7949999999999999,0.795,0.7931330255556397,0.484462553707378,0.15674120683955142,0.13942223877506857,0.8,-0.0050000000000001155,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,39,0.89,0.89,0.8899009108197378,0.31065457807906915,0.0915926288125753,0.08042832202377197,0.9,-0.010000000000000009,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,4,0.73,0.73,0.7295673076923077,0.5008850090110734,0.1647506105427894,0.1295667165124808,0.73,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,40,0.8049999999999999,0.805,0.80389692017599,0.45542514950614604,0.14486597695449485,0.10664023032314783,0.795,0.009999999999999898,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,41,0.755,0.755,0.7542566262945409,0.5518846842913077,0.18344034591294972,0.1241174253799169,0.76,-0.0050000000000000044,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,42,0.775,0.775,0.7748592870544091,0.496955171533213,0.15989428368242486,0.09327152561693643,0.76,0.015000000000000013,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,43,0.87,0.87,0.8697916666666667,0.3404212941309311,0.10181435199552691,0.11741473857181388,0.87,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,44,0.925,0.925,0.9247724366207779,0.18294340207060536,0.05204463032139937,0.10042948113148346,0.925,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,45,0.865,0.865,0.8631906969673937,0.39224136646253827,0.11672608878097371,0.16265554508488142,0.875,-0.010000000000000009,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,46,0.695,0.695,0.6755232851937552,0.5845982508460171,0.19354626000495714,0.14088299067456117,0.71,-0.015000000000000013,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,47,0.945,0.945,0.9449986249656241,0.3065711697195887,0.08242181419602064,0.1813590840391658,0.9299999999999999,0.015000000000000013,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,48,0.755,0.755,0.7549448625940837,0.5250289184456843,0.1754260268599395,0.10194385941682532,0.755,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,49,0.845,0.845,0.8432720746227155,0.3906244838127324,0.12012260383274778,0.1558153909125152,0.85,-0.0050000000000000044,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,5,0.9299999999999999,0.93,0.9298878205128205,0.24056372576829277,0.06254827798898577,0.13059826533275293,0.955,-0.025000000000000022,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,50,0.665,0.665,0.6454182212696145,0.6169274903234732,0.21262384970323203,0.1490101826438172,0.64,0.025000000000000022,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,51,0.77,0.77,0.77,0.5698965449716298,0.17709045197365342,0.08248048576865794,0.765,0.0050000000000000044,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,52,0.795,0.795,0.7949538646195394,0.4234669015894508,0.13872697435295048,0.09677720265292353,0.795,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,53,0.7949999999999999,0.795,0.7948717948717949,0.44733484070123425,0.14223390285685814,0.11230894372509338,0.8,-0.0050000000000001155,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,54,0.7,0.7,0.6975501562657526,0.5564894165921771,0.1888332150233284,0.09431390729003954,0.6950000000000001,0.004999999999999893,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,7,0.8500000000000001,0.85,0.8497596153846154,0.42064853736674124,0.1316240481114075,0.13690472622483976,0.855,-0.004999999999999893,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,8,0.835,0.835,0.8344993605657113,0.4521577879891211,0.13288434095588778,0.13523515353966709,0.8300000000000001,0.004999999999999893,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_B4_THRESHOLD_ONLY,9,0.88,0.88,0.8796992481203008,0.2963266385468122,0.09033174166608166,0.0764268366607043,0.88,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_KEEP_SUMMARY_LINEAR,1,0.7949999999999999,0.795,0.7899536361074823,0.43844183493819855,0.14321989458030607,0.14826498107992356,0.8,-0.0050000000000001155,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_KEEP_SUMMARY_LINEAR,10,0.7649999999999999,0.765,0.7636706473915776,0.4424556316552527,0.14232966195671393,0.09937047591754691,0.8,-0.03500000000000014,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_KEEP_SUMMARY_LINEAR,11,0.745,0.745,0.744993624840621,0.542210576806318,0.18157477879261577,0.08191348642071475,0.76,-0.015000000000000013,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_KEEP_SUMMARY_LINEAR,12,0.8200000000000001,0.82,0.8199279711884754,0.3843996443208191,0.11940975798352646,0.07699439262109264,0.835,-0.014999999999999902,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_KEEP_SUMMARY_LINEAR,13,0.71,0.71,0.7097387648883995,0.5774640226570185,0.1956900628874068,0.10024043724617301,0.71,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_KEEP_SUMMARY_LINEAR,14,0.825,0.825,0.8244690187818149,0.44764348589283287,0.14099217460892124,0.07981848385279618,0.815,0.010000000000000009,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_KEEP_SUMMARY_LINEAR,15,0.9099999999999999,0.91,0.9097744360902256,0.2791414901627665,0.0773732936734651,0.09016910999463862,0.9099999999999999,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_KEEP_SUMMARY_LINEAR,16,0.895,0.895,0.8949973749343734,0.25675632654096436,0.07612971973364527,0.06677682041808326,0.885,0.010000000000000009,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_KEEP_SUMMARY_LINEAR,18,0.895,0.895,0.894043744796791,0.20187472345618673,0.05993508184716207,0.09599152066126024,0.9099999999999999,-0.014999999999999902,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_KEEP_SUMMARY_LINEAR,19,0.8500000000000001,0.85,0.8490338164251208,0.34531616947634985,0.10543228270013799,0.06400847250657025,0.85,1.1102230246251565e-16,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_KEEP_SUMMARY_LINEAR,2,0.8049999999999999,0.805,0.8049561151259033,0.4369843588657446,0.13648703395337689,0.09895601181767523,0.825,-0.020000000000000018,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_KEEP_SUMMARY_LINEAR,20,0.91,0.91,0.90999099909991,0.2649182122307977,0.07603500376080245,0.06965526188559162,0.8999999999999999,0.01000000000000012,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_KEEP_SUMMARY_LINEAR,21,0.9650000000000001,0.965,0.9649570724137068,0.09981744141864775,0.023994784745802612,0.039009847734045464,0.9650000000000001,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_KEEP_SUMMARY_LINEAR,22,0.8300000000000001,0.83,0.8295739348370927,0.4058112415782266,0.12719008832521092,0.06388974269299533,0.8300000000000001,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_KEEP_SUMMARY_LINEAR,23,0.905,0.905,0.9049976249406235,0.3061600632194904,0.0836826415448682,0.14414201278452923,0.91,-0.0050000000000000044,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_KEEP_SUMMARY_LINEAR,24,0.7,0.7,0.6921182266009853,0.6043694340288556,0.2083178015691355,0.15549462737732409,0.69,0.010000000000000009,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_KEEP_SUMMARY_LINEAR,25,0.88,0.88,0.8794091046126018,0.283326686238287,0.09397939119793713,0.1013672283475352,0.875,0.0050000000000000044,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_KEEP_SUMMARY_LINEAR,26,0.85,0.85,0.8498648783905515,0.3481617227272072,0.1052232306785114,0.08796870449820872,0.85,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_KEEP_SUMMARY_LINEAR,27,0.895,0.895,0.8948712172411204,0.3060402883299328,0.08735977683910363,0.13052387995166068,0.895,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_KEEP_SUMMARY_LINEAR,28,0.985,0.985,0.9849996249906248,0.06631875877421176,0.014987873369435224,0.041731715774713705,0.985,0.0,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_KEEP_SUMMARY_LINEAR,29,0.905,0.905,0.9043086298506711,0.23609751004653656,0.07008382353153354,0.054610025414576324,0.915,-0.010000000000000009,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_KEEP_SUMMARY_LINEAR,3,0.9199999999999999,0.92,0.9198717948717949,0.18902537124465169,0.05417905572713343,0.05592671698172793,0.925,-0.0050000000000001155,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_KEEP_SUMMARY_LINEAR,30,0.825,0.825,0.8249606161386311,0.3553252971193471,0.1099162553439692,0.09187061547622033,0.83,-0.0050000000000000044,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,M1_KEEP_SUMMARY_LINEAR,31,0.8600000000000001,0.86,0.8593106220480353,0.3563485828455248,0.10913707377306403,0.0967703290102358,0.8600000000000001,0.0,False
