dataset,method_id,outer_fold,model_family,configuration,threshold,candidate_order,calibration_delta_BA,calibration_worst_subject_delta,calibration_switch_rate,calibration_rescue_precision,calibration_harm_rate,selected,heldout_subjects_read_for_selection,OUTER_TEST_USED
OpenBMI_SSVEP_NEMAR_nm000273_offline,A1_DYNAMIC_KEEP_FINAL,0,stacking,"{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}",0.475,0,-0.0011111111111111243,-0.020000000000000018,0.022222222222222223,0.475,0.525,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,A1_DYNAMIC_KEEP_FINAL,0,stacking,"{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}",0.5,1,0.005555555555555548,-0.0050000000000000044,0.014444444444444444,0.6923076923076923,0.3076923076923077,True,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,A1_DYNAMIC_KEEP_FINAL,0,stacking,"{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}",0.525,2,0.001666666666666668,-0.014999999999999902,0.013888888888888888,0.56,0.44,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,A1_DYNAMIC_KEEP_FINAL,0,stacking,"{""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}",0.475,3,0.0005555555555555314,-0.020000000000000018,0.021666666666666667,0.5128205128205128,0.48717948717948717,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,A1_DYNAMIC_KEEP_FINAL,0,stacking,"{""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}",0.5,4,0.0016666666666666804,-0.0050000000000000044,0.009444444444444445,0.5882352941176471,0.4117647058823529,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,A1_DYNAMIC_KEEP_FINAL,0,stacking,"{""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}",0.525,5,-0.002222222222222212,-0.014999999999999902,0.005555555555555556,0.3,0.7,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,A1_DYNAMIC_KEEP_FINAL,0,stacking,"{""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}",0.475,6,-0.001666666666666668,-0.020000000000000018,0.02277777777777778,0.4634146341463415,0.5365853658536586,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,A1_DYNAMIC_KEEP_FINAL,0,stacking,"{""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}",0.5,7,-0.0011111111111111122,-0.0050000000000000044,0.006666666666666667,0.4166666666666667,0.5833333333333334,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,A1_DYNAMIC_KEEP_FINAL,0,stacking,"{""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}",0.525,8,-0.004444444444444449,-0.010000000000000009,0.005555555555555556,0.1,0.9,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,A1_DYNAMIC_KEEP_FINAL,1,stacking,"{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}",0.475,0,0.0011111111111111243,-0.0050000000000000044,0.013333333333333334,0.5416666666666666,0.4583333333333333,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,A1_DYNAMIC_KEEP_FINAL,1,stacking,"{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}",0.5,1,0.0050000000000000044,0.0,0.008333333333333333,0.8,0.2,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,A1_DYNAMIC_KEEP_FINAL,1,stacking,"{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}",0.525,2,0.00666666666666666,-0.004999999999999893,0.012222222222222223,0.7727272727272727,0.22727272727272727,True,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,A1_DYNAMIC_KEEP_FINAL,1,stacking,"{""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}",0.475,3,-0.0011111111111111122,-0.015000000000000013,0.012222222222222223,0.45454545454545453,0.5454545454545454,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,A1_DYNAMIC_KEEP_FINAL,1,stacking,"{""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}",0.5,4,0.0011111111111111243,0.0,0.0033333333333333335,0.6666666666666666,0.3333333333333333,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,A1_DYNAMIC_KEEP_FINAL,1,stacking,"{""l2"": 0.1, ""learn_scale"": true, ""session_specific"": false}",0.525,5,0.0027777777777777926,-0.010000000000000009,0.006111111111111111,0.7272727272727273,0.2727272727272727,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,A1_DYNAMIC_KEEP_FINAL,1,stacking,"{""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}",0.475,6,-0.0011111111111111122,-0.010000000000000009,0.013333333333333334,0.4583333333333333,0.5416666666666666,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,A1_DYNAMIC_KEEP_FINAL,1,stacking,"{""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}",0.5,7,0.0022222222222222365,0.0,0.0033333333333333335,0.8333333333333334,0.16666666666666666,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,A1_DYNAMIC_KEEP_FINAL,1,stacking,"{""l2"": 1.0, ""learn_scale"": true, ""session_specific"": false}",0.525,8,0.00277777777777778,-0.0050000000000000044,0.005,0.7777777777777778,0.2222222222222222,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,A1_DYNAMIC_KEEP_FINAL,2,stacking,"{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}",0.475,0,-0.005000000000000017,-0.020000000000000018,0.02277777777777778,0.3902439024390244,0.6097560975609756,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,A1_DYNAMIC_KEEP_FINAL,2,stacking,"{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}",0.5,1,-0.0005555555555555561,-0.019999999999999907,0.01611111111111111,0.4827586206896552,0.5172413793103449,False,False,False
OpenBMI_SSVEP_NEMAR_nm000273_offline,A1_DYNAMIC_KEEP_FINAL,2,stacking,"{""l2"": 0.01, ""learn_scale"": true, ""session_specific"": false}",0.525,2,-0.0011111111111111367,-0.015000000000000013,0.015555555555555555,0.4642857142857143,0.5357142857142857,False,False,False
