dataset,model_id,outer_fold,expert_or_feature,usage_kind,value,raw_parameter,global_scale,global_bias,threshold,OUTER_TEST_USED
OpenBMI,A1_DYNAMIC_KEEP_FINAL,3,fold-0_seed-0,normalized_positive_weight,0.19717069603639148,0.1742423924634335,1.4647838438772411,-0.05456027143069056,0.475,False
OpenBMI,A1_DYNAMIC_KEEP_FINAL,3,fold-0_seed-1,normalized_positive_weight,0.1660590660583821,0.0025161062547030587,1.4647838438772411,-0.05456027143069056,0.475,False
OpenBMI,A1_DYNAMIC_KEEP_FINAL,3,fold-1_seed-0,normalized_positive_weight,0.1794801912318395,0.0802374081425122,1.4647838438772411,-0.05456027143069056,0.475,False
OpenBMI,A1_DYNAMIC_KEEP_FINAL,3,fold-1_seed-1,normalized_positive_weight,0.149702884575876,-0.10117487815799141,1.4647838438772411,-0.05456027143069056,0.475,False
OpenBMI,A1_DYNAMIC_KEEP_FINAL,3,fold-2_seed-0,normalized_positive_weight,0.14060004871185397,-0.16390811260835345,1.4647838438772411,-0.05456027143069056,0.475,False
OpenBMI,A1_DYNAMIC_KEEP_FINAL,3,fold-2_seed-1,normalized_positive_weight,0.16698711338565694,0.008089205642151846,1.4647838438772411,-0.05456027143069056,0.475,False
OpenBMI,A1_DYNAMIC_KEEP_FINAL,4,fold-0_seed-0,normalized_positive_weight,0.24770960862787228,0.4721137725828296,1.3562391336077813,0.04002220056181079,0.5,False
OpenBMI,A1_DYNAMIC_KEEP_FINAL,4,fold-0_seed-1,normalized_positive_weight,0.23641007376777837,0.42542454330248225,1.3562391336077813,0.04002220056181079,0.5,False
OpenBMI,A1_DYNAMIC_KEEP_FINAL,4,fold-1_seed-0,normalized_positive_weight,0.18886125705259857,0.20086930126267832,1.3562391336077813,0.04002220056181079,0.5,False
OpenBMI,A1_DYNAMIC_KEEP_FINAL,4,fold-1_seed-1,normalized_positive_weight,0.08614209784378865,-0.584145121336438,1.3562391336077813,0.04002220056181079,0.5,False
OpenBMI,A1_DYNAMIC_KEEP_FINAL,4,fold-2_seed-0,normalized_positive_weight,0.10515529895172666,-0.3847050594582684,1.3562391336077813,0.04002220056181079,0.5,False
OpenBMI,A1_DYNAMIC_KEEP_FINAL,4,fold-2_seed-1,normalized_positive_weight,0.13572166375623534,-0.1295371559712109,1.3562391336077813,0.04002220056181079,0.5,False
WBCIC-development,W1_RAW_LINEAR,0,EEGNet_STABLE_margin,effective_linear_coefficient,0.3004390967701769,,,0.08089543578178549,0.525,False
WBCIC-development,W1_RAW_LINEAR,0,EEGNet_STD_margin,effective_linear_coefficient,0.25376538547398036,,,0.08089543578178549,0.525,False
WBCIC-development,W1_RAW_LINEAR,0,DeepConvNet_margin,effective_linear_coefficient,0.2403095510872755,,,0.08089543578178549,0.525,False
WBCIC-development,W1_RAW_LINEAR,0,EEGConformer_margin,effective_linear_coefficient,0.18643640614545207,,,0.08089543578178549,0.525,False
WBCIC-development,W1_RAW_LINEAR,0,TeCh_margin,effective_linear_coefficient,0.003743715394822585,,,0.08089543578178549,0.525,False
WBCIC-development,W1_RAW_LINEAR,0,B_STRONG_fill_margin,effective_linear_coefficient,0.23439166629386984,,,0.08089543578178549,0.525,False
WBCIC-development,W1_RAW_LINEAR,1,EEGNet_STABLE_margin,effective_linear_coefficient,0.23240614787168798,,,0.09765501354500591,0.525,False
WBCIC-development,W1_RAW_LINEAR,1,EEGNet_STD_margin,effective_linear_coefficient,0.22560091551819464,,,0.09765501354500591,0.525,False
WBCIC-development,W1_RAW_LINEAR,1,DeepConvNet_margin,effective_linear_coefficient,0.24964881025603636,,,0.09765501354500591,0.525,False
WBCIC-development,W1_RAW_LINEAR,1,EEGConformer_margin,effective_linear_coefficient,0.14576463752486915,,,0.09765501354500591,0.525,False
WBCIC-development,W1_RAW_LINEAR,1,TeCh_margin,effective_linear_coefficient,-0.03643881267657637,,,0.09765501354500591,0.525,False
WBCIC-development,W1_RAW_LINEAR,1,B_STRONG_fill_margin,effective_linear_coefficient,0.4764702800123314,,,0.09765501354500591,0.525,False
WBCIC-development,W1_RAW_LINEAR,2,EEGNet_STABLE_margin,effective_linear_coefficient,0.17063900264890602,,,0.02903838109264528,0.575,False
WBCIC-development,W1_RAW_LINEAR,2,EEGNet_STD_margin,effective_linear_coefficient,0.15073370396253125,,,0.02903838109264528,0.575,False
WBCIC-development,W1_RAW_LINEAR,2,DeepConvNet_margin,effective_linear_coefficient,0.16404192560737277,,,0.02903838109264528,0.575,False
WBCIC-development,W1_RAW_LINEAR,2,EEGConformer_margin,effective_linear_coefficient,0.11044152472726303,,,0.02903838109264528,0.575,False
WBCIC-development,W1_RAW_LINEAR,2,TeCh_margin,effective_linear_coefficient,0.10289042604612625,,,0.02903838109264528,0.575,False
WBCIC-development,W1_RAW_LINEAR,2,B_STRONG_fill_margin,effective_linear_coefficient,0.4440702861654533,,,0.02903838109264528,0.575,False
WBCIC-development,W1_RAW_LINEAR,3,EEGNet_STABLE_margin,effective_linear_coefficient,0.4477467002012822,,,0.07917504066970418,0.575,False
WBCIC-development,W1_RAW_LINEAR,3,EEGNet_STD_margin,effective_linear_coefficient,0.21667256138643542,,,0.07917504066970418,0.575,False
WBCIC-development,W1_RAW_LINEAR,3,DeepConvNet_margin,effective_linear_coefficient,0.22779673071819276,,,0.07917504066970418,0.575,False
WBCIC-development,W1_RAW_LINEAR,3,EEGConformer_margin,effective_linear_coefficient,0.227187094013056,,,0.07917504066970418,0.575,False
WBCIC-development,W1_RAW_LINEAR,3,TeCh_margin,effective_linear_coefficient,0.06905161470043901,,,0.07917504066970418,0.575,False
WBCIC-development,W1_RAW_LINEAR,3,B_STRONG_fill_margin,effective_linear_coefficient,0.16236316921148392,,,0.07917504066970418,0.575,False
WBCIC-development,W1_RAW_LINEAR,4,EEGNet_STABLE_margin,effective_linear_coefficient,0.3984676683901082,,,0.08765954263772874,0.525,False
WBCIC-development,W1_RAW_LINEAR,4,EEGNet_STD_margin,effective_linear_coefficient,0.1599861187024964,,,0.08765954263772874,0.525,False
WBCIC-development,W1_RAW_LINEAR,4,DeepConvNet_margin,effective_linear_coefficient,0.24093654708439194,,,0.08765954263772874,0.525,False
WBCIC-development,W1_RAW_LINEAR,4,EEGConformer_margin,effective_linear_coefficient,0.19324720300221362,,,0.08765954263772874,0.525,False
WBCIC-development,W1_RAW_LINEAR,4,TeCh_margin,effective_linear_coefficient,0.06253580591123356,,,0.08765954263772874,0.525,False
WBCIC-development,W1_RAW_LINEAR,4,B_STRONG_fill_margin,effective_linear_coefficient,0.17805593491846086,,,0.08765954263772874,0.525,False
OpenBMI,A1_DYNAMIC_KEEP_FINAL,mean_across_folds,fold-0_seed-0,normalized_positive_weight,0.22114145233583477,0.3250869740685015,1.4337894696106173,0.04518827231995363,0.505,False
OpenBMI,A1_DYNAMIC_KEEP_FINAL,mean_across_folds,fold-0_seed-1,normalized_positive_weight,0.20222217459580416,0.23054980952918863,1.4337894696106173,0.04518827231995363,0.505,False
OpenBMI,A1_DYNAMIC_KEEP_FINAL,mean_across_folds,fold-1_seed-0,normalized_positive_weight,0.19778768183780632,0.21604790919536043,1.4337894696106173,0.04518827231995363,0.505,False
OpenBMI,A1_DYNAMIC_KEEP_FINAL,mean_across_folds,fold-1_seed-1,normalized_positive_weight,0.11682259172684362,-0.3328843307860384,1.4337894696106173,0.04518827231995363,0.505,False
OpenBMI,A1_DYNAMIC_KEEP_FINAL,mean_across_folds,fold-2_seed-0,normalized_positive_weight,0.1102909600882658,-0.38853585049724004,1.4337894696106173,0.04518827231995363,0.505,False
OpenBMI,A1_DYNAMIC_KEEP_FINAL,mean_across_folds,fold-2_seed-1,normalized_positive_weight,0.1517351394154453,-0.0502616103920485,1.4337894696106173,0.04518827231995363,0.505,False
WBCIC-development,W1_RAW_LINEAR,mean_across_folds,EEGNet_STABLE_margin,effective_linear_coefficient,0.3099397231764323,,,0.07488468274537392,0.545,False
WBCIC-development,W1_RAW_LINEAR,mean_across_folds,EEGNet_STD_margin,effective_linear_coefficient,0.2013517370087276,,,0.07488468274537392,0.545,False
WBCIC-development,W1_RAW_LINEAR,mean_across_folds,DeepConvNet_margin,effective_linear_coefficient,0.22454671295065384,,,0.07488468274537392,0.545,False
WBCIC-development,W1_RAW_LINEAR,mean_across_folds,EEGConformer_margin,effective_linear_coefficient,0.17261537308257077,,,0.07488468274537392,0.545,False
WBCIC-development,W1_RAW_LINEAR,mean_across_folds,TeCh_margin,effective_linear_coefficient,0.04035654987520901,,,0.07488468274537392,0.545,False
WBCIC-development,W1_RAW_LINEAR,mean_across_folds,B_STRONG_fill_margin,effective_linear_coefficient,0.2990702673203199,,,0.07488468274537392,0.545,False
