fold,F0_inner_val_BA,F0_selected_epoch,checkpoint,checkpoint_sha256,normalizer_sha256,source_selection_csv,source_audit_csv
0,0.9466666666666668,18,/root/rivermind-data/CRCICLR_TFF_WORK/experiments/persist_eeg_litebn_tfformer_v1/runtime/checkpoints/OpenBMI_SSVEP/fold0.pt,50a6344675f7cb3c25cc440f46d12fa6c22c838af7ced6a86da2cdbf98a856da,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,/root/rivermind-data/CRCICLR_TFF_WORK/experiments/persist_eeg_litebn_tfformer_v1/outputs/CHECKPOINT_SELECTION.csv,/root/rivermind-data/CRCICLR_TFF_WORK/experiments/persist_eeg_litebn_tfformer_v1/outputs/INITIALIZATION_AUDIT.csv
1,0.9083333333333332,35,/root/rivermind-data/CRCICLR_TFF_WORK/experiments/persist_eeg_litebn_tfformer_v1/runtime/checkpoints/OpenBMI_SSVEP/fold1.pt,1c4c9c3a4d11d0985a0bb39020c3bf9cb986004d383b68334ff24791623821b4,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,/root/rivermind-data/CRCICLR_TFF_WORK/experiments/persist_eeg_litebn_tfformer_v1/outputs/CHECKPOINT_SELECTION.csv,/root/rivermind-data/CRCICLR_TFF_WORK/experiments/persist_eeg_litebn_tfformer_v1/outputs/INITIALIZATION_AUDIT.csv
2,0.9333333333333332,23,/root/rivermind-data/CRCICLR_TFF_WORK/experiments/persist_eeg_litebn_tfformer_v1/runtime/checkpoints/OpenBMI_SSVEP/fold2.pt,4fa2601799a5c6ae26b36213abc3903301fbe612b3cc8fbfe4c11be81d7c81e2,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,/root/rivermind-data/CRCICLR_TFF_WORK/experiments/persist_eeg_litebn_tfformer_v1/outputs/CHECKPOINT_SELECTION.csv,/root/rivermind-data/CRCICLR_TFF_WORK/experiments/persist_eeg_litebn_tfformer_v1/outputs/INITIALIZATION_AUDIT.csv
3,0.88,48,/root/rivermind-data/CRCICLR_TFF_WORK/experiments/persist_eeg_litebn_tfformer_v1/runtime/checkpoints/OpenBMI_SSVEP/fold3.pt,411ec866eff4801525f736ca0dcaf09a15ab6695a9f1802250f570c6505985d7,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,/root/rivermind-data/CRCICLR_TFF_WORK/experiments/persist_eeg_litebn_tfformer_v1/outputs/CHECKPOINT_SELECTION.csv,/root/rivermind-data/CRCICLR_TFF_WORK/experiments/persist_eeg_litebn_tfformer_v1/outputs/INITIALIZATION_AUDIT.csv
4,0.8450000000000001,8,/root/rivermind-data/CRCICLR_TFF_WORK/experiments/persist_eeg_litebn_tfformer_v1/runtime/checkpoints/OpenBMI_SSVEP/fold4.pt,8e696c7ff23a9d8db2bab9489644ededcc219009c6b2b760533fd8fcbc321f50,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,/root/rivermind-data/CRCICLR_TFF_WORK/experiments/persist_eeg_litebn_tfformer_v1/outputs/CHECKPOINT_SELECTION.csv,/root/rivermind-data/CRCICLR_TFF_WORK/experiments/persist_eeg_litebn_tfformer_v1/outputs/INITIALIZATION_AUDIT.csv
