task,fold,session,variant,mean_relative_P_movement,median_relative_P_movement,max_C_preservation_abs_error,label
OpenBMI_MI,1,S1,PCA_POSITIVE_ONLY_ROUTING,0.05268780142068863,0.043738555163145065,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,1,S1,SHUFFLED_UTILITY_ROUTING,0.07028057426214218,0.05885033309459686,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,1,S1,PCA_SIGNED_UTILITY_ROUTING,0.053071845322847366,0.04336676746606827,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,1,S1,RANDOM_BASIS_0,0.0056594605557620525,0.0047685690224170685,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,1,S1,RANDOM_BASIS_1,0.00408276729285717,0.003331462386995554,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,1,S1,RANDOM_BASIS_2,0.0035243171732872725,0.003044399432837963,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,1,S1,RANDOM_BASIS_3,0.00342560769058764,0.0028858815785497427,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,1,S1,RANDOM_BASIS_4,0.0047772470861673355,0.004158779978752136,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,1,S2,PCA_POSITIVE_ONLY_ROUTING,0.05287659913301468,0.044803932309150696,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,1,S2,SHUFFLED_UTILITY_ROUTING,0.06710747629404068,0.057094767689704895,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,1,S2,PCA_SIGNED_UTILITY_ROUTING,0.053196247667074203,0.04493200033903122,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,1,S2,RANDOM_BASIS_0,0.005065184086561203,0.004168297164142132,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,1,S2,RANDOM_BASIS_1,0.0036795255728065968,0.0030325918924063444,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,1,S2,RANDOM_BASIS_2,0.0031050383113324642,0.002709296066313982,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,1,S2,RANDOM_BASIS_3,0.003074265317991376,0.0025672195479273796,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
OpenBMI_MI,1,S2,RANDOM_BASIS_4,0.0045481533743441105,0.0037916647270321846,9.5367431640625e-07,POST_HOC_HELDOUT_DIAGNOSTIC
