fold,seed,task,metric,subject,session,representation,value
1,1,mi,alignment,12,1,protected,0.9538905109676376
1,1,mi,alignment,12,2,protected,0.7396827733804184
1,1,mi,alignment,13,1,protected,0.6484438291543304
1,1,mi,alignment,13,2,protected,0.6636930943913004
1,1,mi,alignment,14,1,protected,0.9410385130935445
1,1,mi,alignment,14,2,protected,0.9225507166665691
1,1,mi,alignment,15,1,protected,0.9594302449909657
1,1,mi,alignment,15,2,protected,0.16251977896880335
1,1,mi,alignment,18,1,protected,0.978371065421255
1,1,mi,alignment,18,2,protected,0.9813843090858206
1,1,mi,alignment,2,1,protected,0.6868275648562256
1,1,mi,alignment,2,2,protected,0.7297751344254833
1,1,mi,alignment,20,1,protected,0.9195168868335657
1,1,mi,alignment,20,2,protected,0.7945457270459271
1,1,mi,alignment,21,1,protected,0.984961538521869
1,1,mi,alignment,21,2,protected,0.985250399581267
1,1,mi,alignment,23,1,protected,0.8646875562086263
1,1,mi,alignment,23,2,protected,0.9843865106312877
1,1,mi,alignment,24,1,protected,0.954325667689251
1,1,mi,alignment,24,2,protected,0.6371167535509688
1,1,mi,alignment,26,1,protected,0.7519194524542959
1,1,mi,alignment,26,2,protected,0.960764090533599
1,1,mi,alignment,27,1,protected,0.7520111694879905
1,1,mi,alignment,27,2,protected,0.7541313986951784
1,1,mi,alignment,28,1,protected,0.9910319485686111
1,1,mi,alignment,28,2,protected,0.9801831233924927
1,1,mi,alignment,29,1,protected,0.8946161400620163
1,1,mi,alignment,29,2,protected,0.9099154044872475
1,1,mi,alignment,30,1,protected,0.9803501857728902
1,1,mi,alignment,30,2,protected,0.9810360740087914
1,1,mi,alignment,31,1,protected,0.9429912923163566
1,1,mi,alignment,31,2,protected,0.9058990189709671
1,1,mi,alignment,32,1,protected,0.9914044962872017
1,1,mi,alignment,32,2,protected,0.9745848237152125
1,1,mi,alignment,33,1,protected,0.9530376079224365
1,1,mi,alignment,33,2,protected,0.9964042458462169
1,1,mi,alignment,34,1,protected,0.7712274890046084
1,1,mi,alignment,34,2,protected,0.8020224308841997
1,1,mi,alignment,36,1,protected,0.9580217360815
1,1,mi,alignment,36,2,protected,0.9423956304651926
