epoch,loss,macro_f1,balanced_accuracy
1,1.3031123219392238,0.39804604707165714,0.4094219703691753
2,0.7116928536158341,0.40207172584141365,0.40518203328762337
3,0.3358455783663652,0.35851315634840236,0.3611424807076981
4,0.14939798483959374,0.3605316026181403,0.36353049124788256
5,0.08087219297885895,0.3711857034631521,0.3730455620983571
