benchmark,method_id,subjects,mean_subject_BA,mean_subject_NLL,reference_method_id,Delta_BA,positive_subject_fraction,nonnegative_subject_fraction,worst_subject_delta,target_future_labels_used_for_fit,OUTER_TEST_USED
WBCIC_S1S2_to_S3_authorized_development,V5_FIXED_LOGIT_BLEND__A_FUTURE_SESSION_TARGET_ADAPTED,41,0.8208170115792067,0.34914188264869106,V5_FIXED_LOGIT_BLEND__A_FUTURE_SESSION_TARGET_ADAPTED,0.0,0.0,1.0,0.0,False,False
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_BLEND__CONFORMER_CCALIGN_FIXED_HEAD,41,0.8150942350332595,0.35735223252719606,V5_FIXED_LOGIT_BLEND__A_FUTURE_SESSION_TARGET_ADAPTED,-0.0057227765459472845,0.3170731707317073,0.5121951219512195,-0.07999999999999996,False,False
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_BLEND__CONFORMER_CCALIGN_FIXED_CALIBRATION,41,0.8100942350332595,0.3650920301887697,V5_FIXED_LOGIT_BLEND__A_FUTURE_SESSION_TARGET_ADAPTED,-0.010722776545947279,0.2682926829268293,0.3902439024390244,-0.07999999999999996,False,False
WBCIC_S1S2_to_S3_authorized_development,ANCHOR_BLEND__CONFORMER_CCALIGN_FROZEN,41,0.7996064301552106,0.38408878297818827,V5_FIXED_LOGIT_BLEND__A_FUTURE_SESSION_TARGET_ADAPTED,-0.02121058142399605,0.24390243902439024,0.2926829268292683,-0.15499999999999992,False,False
WBCIC_S1S2_to_S3_authorized_development,CONFORMER_CCALIGN_FIXED_HEAD,41,0.7686397511702389,0.42535452855570993,V5_FIXED_LOGIT_BLEND__A_FUTURE_SESSION_TARGET_ADAPTED,-0.05217726040896772,0.0975609756097561,0.14634146341463414,-0.27000000000000013,False,False
WBCIC_S1S2_to_S3_authorized_development,CONFORMER_CCALIGN_FIXED_CALIBRATION,41,0.7488848854397634,0.4612109009375675,V5_FIXED_LOGIT_BLEND__A_FUTURE_SESSION_TARGET_ADAPTED,-0.07193212613944322,0.0975609756097561,0.17073170731707318,-0.33000000000000007,False,False
WBCIC_S1S2_to_S3_authorized_development,CONFORMER_CCALIGN_FROZEN,41,0.6849824464153732,0.558326516965236,V5_FIXED_LOGIT_BLEND__A_FUTURE_SESSION_TARGET_ADAPTED,-0.13583456516383344,0.07317073170731707,0.07317073170731707,-0.45499999999999996,False,False
