dataset,fold,subject_id,session,label,purpose,row_index,trial_uid
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1307,17-2-mi-1train-00007
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1310,17-2-mi-1train-00010
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1311,17-2-mi-1train-00011
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1314,17-2-mi-1train-00014
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1318,17-2-mi-1train-00018
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1323,17-2-mi-1train-00023
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1324,17-2-mi-1train-00024
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1327,17-2-mi-1train-00027
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1328,17-2-mi-1train-00028
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1329,17-2-mi-1train-00029
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1332,17-2-mi-1train-00032
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1333,17-2-mi-1train-00033
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1337,17-2-mi-1train-00037
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1341,17-2-mi-1train-00041
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1344,17-2-mi-1train-00044
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1348,17-2-mi-1train-00048
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1351,17-2-mi-1train-00051
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1352,17-2-mi-1train-00052
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1353,17-2-mi-1train-00053
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1354,17-2-mi-1train-00054
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1357,17-2-mi-1train-00057
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1366,17-2-mi-1train-00066
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1372,17-2-mi-1train-00072
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1374,17-2-mi-1train-00074
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1376,17-2-mi-1train-00076
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1377,17-2-mi-1train-00077
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1380,17-2-mi-1train-00080
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1384,17-2-mi-1train-00084
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1385,17-2-mi-1train-00085
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1386,17-2-mi-1train-00086
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1387,17-2-mi-1train-00087
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1390,17-2-mi-1train-00090
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1391,17-2-mi-1train-00091
OpenBMI,0,17,2,withheld_until_outcome_lock,query,1392,17-2-mi-1train-00092
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3300,28-2-mi-1train-00000
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3301,28-2-mi-1train-00001
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3302,28-2-mi-1train-00002
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3303,28-2-mi-1train-00003
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3304,28-2-mi-1train-00004
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3305,28-2-mi-1train-00005
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3306,28-2-mi-1train-00006
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3311,28-2-mi-1train-00011
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3312,28-2-mi-1train-00012
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3313,28-2-mi-1train-00013
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3314,28-2-mi-1train-00014
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3321,28-2-mi-1train-00021
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3326,28-2-mi-1train-00026
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3330,28-2-mi-1train-00030
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3335,28-2-mi-1train-00035
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3336,28-2-mi-1train-00036
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3339,28-2-mi-1train-00039
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3341,28-2-mi-1train-00041
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3342,28-2-mi-1train-00042
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3343,28-2-mi-1train-00043
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3351,28-2-mi-1train-00051
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3353,28-2-mi-1train-00053
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3356,28-2-mi-1train-00056
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3364,28-2-mi-1train-00064
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3366,28-2-mi-1train-00066
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3370,28-2-mi-1train-00070
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3371,28-2-mi-1train-00071
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3373,28-2-mi-1train-00073
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3375,28-2-mi-1train-00075
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3377,28-2-mi-1train-00077
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3378,28-2-mi-1train-00078
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3379,28-2-mi-1train-00079
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3386,28-2-mi-1train-00086
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3390,28-2-mi-1train-00090
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3395,28-2-mi-1train-00095
OpenBMI,0,28,2,withheld_until_outcome_lock,query,3398,28-2-mi-1train-00098
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3703,3-2-mi-1train-00003
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3705,3-2-mi-1train-00005
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3713,3-2-mi-1train-00013
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3715,3-2-mi-1train-00015
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3716,3-2-mi-1train-00016
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3717,3-2-mi-1train-00017
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3719,3-2-mi-1train-00019
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3722,3-2-mi-1train-00022
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3724,3-2-mi-1train-00024
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3730,3-2-mi-1train-00030
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3733,3-2-mi-1train-00033
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3742,3-2-mi-1train-00042
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3743,3-2-mi-1train-00043
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3745,3-2-mi-1train-00045
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3749,3-2-mi-1train-00049
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3750,3-2-mi-1train-00050
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3752,3-2-mi-1train-00052
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3756,3-2-mi-1train-00056
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3760,3-2-mi-1train-00060
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3763,3-2-mi-1train-00063
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3768,3-2-mi-1train-00068
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3769,3-2-mi-1train-00069
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3772,3-2-mi-1train-00072
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3775,3-2-mi-1train-00075
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3776,3-2-mi-1train-00076
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3778,3-2-mi-1train-00078
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3782,3-2-mi-1train-00082
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3783,3-2-mi-1train-00083
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3784,3-2-mi-1train-00084
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3786,3-2-mi-1train-00086
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3790,3-2-mi-1train-00090
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3792,3-2-mi-1train-00092
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3795,3-2-mi-1train-00095
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3797,3-2-mi-1train-00097
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3798,3-2-mi-1train-00098
OpenBMI,0,3,2,withheld_until_outcome_lock,query,3799,3-2-mi-1train-00099
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6305,45-2-mi-1train-00005
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6311,45-2-mi-1train-00011
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6312,45-2-mi-1train-00012
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6313,45-2-mi-1train-00013
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6316,45-2-mi-1train-00016
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6318,45-2-mi-1train-00018
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6321,45-2-mi-1train-00021
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6322,45-2-mi-1train-00022
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6325,45-2-mi-1train-00025
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6328,45-2-mi-1train-00028
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6332,45-2-mi-1train-00032
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6335,45-2-mi-1train-00035
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6338,45-2-mi-1train-00038
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6340,45-2-mi-1train-00040
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6343,45-2-mi-1train-00043
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6346,45-2-mi-1train-00046
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6347,45-2-mi-1train-00047
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6351,45-2-mi-1train-00051
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6353,45-2-mi-1train-00053
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6355,45-2-mi-1train-00055
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6357,45-2-mi-1train-00057
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6358,45-2-mi-1train-00058
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6364,45-2-mi-1train-00064
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6366,45-2-mi-1train-00066
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6367,45-2-mi-1train-00067
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6369,45-2-mi-1train-00069
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6371,45-2-mi-1train-00071
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6372,45-2-mi-1train-00072
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6381,45-2-mi-1train-00081
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6384,45-2-mi-1train-00084
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6385,45-2-mi-1train-00085
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6387,45-2-mi-1train-00087
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6388,45-2-mi-1train-00088
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6392,45-2-mi-1train-00092
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6393,45-2-mi-1train-00093
OpenBMI,0,45,2,withheld_until_outcome_lock,query,6399,45-2-mi-1train-00099
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6700,48-2-mi-1train-00000
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6702,48-2-mi-1train-00002
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6711,48-2-mi-1train-00011
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6713,48-2-mi-1train-00013
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6721,48-2-mi-1train-00021
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6722,48-2-mi-1train-00022
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6724,48-2-mi-1train-00024
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6728,48-2-mi-1train-00028
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6730,48-2-mi-1train-00030
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6732,48-2-mi-1train-00032
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6736,48-2-mi-1train-00036
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6738,48-2-mi-1train-00038
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6741,48-2-mi-1train-00041
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6742,48-2-mi-1train-00042
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6743,48-2-mi-1train-00043
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6744,48-2-mi-1train-00044
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6745,48-2-mi-1train-00045
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6749,48-2-mi-1train-00049
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6752,48-2-mi-1train-00052
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6757,48-2-mi-1train-00057
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6762,48-2-mi-1train-00062
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6763,48-2-mi-1train-00063
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6764,48-2-mi-1train-00064
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6765,48-2-mi-1train-00065
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6766,48-2-mi-1train-00066
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6767,48-2-mi-1train-00067
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6770,48-2-mi-1train-00070
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6774,48-2-mi-1train-00074
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6775,48-2-mi-1train-00075
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6778,48-2-mi-1train-00078
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6780,48-2-mi-1train-00080
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6782,48-2-mi-1train-00082
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6787,48-2-mi-1train-00087
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6788,48-2-mi-1train-00088
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6791,48-2-mi-1train-00091
OpenBMI,0,48,2,withheld_until_outcome_lock,query,6793,48-2-mi-1train-00093
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7701,54-2-mi-1train-00001
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7709,54-2-mi-1train-00009
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7710,54-2-mi-1train-00010
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7712,54-2-mi-1train-00012
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7713,54-2-mi-1train-00013
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7714,54-2-mi-1train-00014
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7715,54-2-mi-1train-00015
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7725,54-2-mi-1train-00025
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7729,54-2-mi-1train-00029
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7737,54-2-mi-1train-00037
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7739,54-2-mi-1train-00039
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7741,54-2-mi-1train-00041
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7742,54-2-mi-1train-00042
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7743,54-2-mi-1train-00043
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7745,54-2-mi-1train-00045
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7748,54-2-mi-1train-00048
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7750,54-2-mi-1train-00050
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7757,54-2-mi-1train-00057
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7758,54-2-mi-1train-00058
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7762,54-2-mi-1train-00062
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7766,54-2-mi-1train-00066
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7770,54-2-mi-1train-00070
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7773,54-2-mi-1train-00073
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7775,54-2-mi-1train-00075
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7781,54-2-mi-1train-00081
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7784,54-2-mi-1train-00084
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7785,54-2-mi-1train-00085
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7786,54-2-mi-1train-00086
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7787,54-2-mi-1train-00087
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7790,54-2-mi-1train-00090
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7791,54-2-mi-1train-00091
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7792,54-2-mi-1train-00092
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7795,54-2-mi-1train-00095
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7796,54-2-mi-1train-00096
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7798,54-2-mi-1train-00098
OpenBMI,0,54,2,withheld_until_outcome_lock,query,7799,54-2-mi-1train-00099
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7910,6-2-mi-1train-00010
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7912,6-2-mi-1train-00012
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7915,6-2-mi-1train-00015
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7916,6-2-mi-1train-00016
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7917,6-2-mi-1train-00017
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7918,6-2-mi-1train-00018
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7928,6-2-mi-1train-00028
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7933,6-2-mi-1train-00033
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7935,6-2-mi-1train-00035
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7937,6-2-mi-1train-00037
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7938,6-2-mi-1train-00038
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7941,6-2-mi-1train-00041
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7942,6-2-mi-1train-00042
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7951,6-2-mi-1train-00051
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7954,6-2-mi-1train-00054
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7955,6-2-mi-1train-00055
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7957,6-2-mi-1train-00057
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7958,6-2-mi-1train-00058
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7961,6-2-mi-1train-00061
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7964,6-2-mi-1train-00064
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7965,6-2-mi-1train-00065
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7968,6-2-mi-1train-00068
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7969,6-2-mi-1train-00069
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7972,6-2-mi-1train-00072
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7973,6-2-mi-1train-00073
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7974,6-2-mi-1train-00074
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7981,6-2-mi-1train-00081
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7982,6-2-mi-1train-00082
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7985,6-2-mi-1train-00085
OpenBMI,0,6,2,withheld_until_outcome_lock,query,7988,6-2-mi-1train-00088
