dataset,fold,draw,rho_nonprotected,n_subjects
WBCIC,0.0,82,-0.42613948440186666,8
WBCIC,0.0,83,-0.2519763153394848,8
WBCIC,0.0,84,-0.5455447255899809,8
WBCIC,0.0,85,0.50709255283711,8
WBCIC,0.0,86,-0.16378460497066513,8
WBCIC,0.0,87,0.4535573676110726,8
WBCIC,0.0,88,0.0,8
WBCIC,0.0,89,0.2738612787525831,8
WBCIC,0.0,90,-0.16378460497066513,8
WBCIC,0.0,91,-0.42613948440186666,8
WBCIC,0.0,92,0.21821789023599242,8
WBCIC,0.0,93,0.12371791482634838,8
WBCIC,0.0,94,-0.2519763153394848,8
WBCIC,0.0,95,0.4811252243246882,8
WBCIC,0.0,96,0.50709255283711,8
WBCIC,0.0,97,0.2738612787525831,8
WBCIC,0.0,98,-0.2519763153394848,8
WBCIC,0.0,99,0.3521073583961782,8
WBCIC,1.0,0,-0.14285714285714288,8
WBCIC,1.0,1,-0.14285714285714288,8
WBCIC,1.0,2,0.7380952380952381,8
WBCIC,1.0,3,-0.2380952380952381,8
WBCIC,1.0,4,0.8095238095238096,8
WBCIC,1.0,5,0.1666666666666667,8
WBCIC,1.0,6,-0.09523809523809526,8
WBCIC,1.0,7,-0.30952380952380953,8
WBCIC,1.0,8,0.880952380952381,8
WBCIC,1.0,9,0.04761904761904763,8
WBCIC,1.0,10,-0.30952380952380953,8
WBCIC,1.0,11,0.07142857142857144,8
WBCIC,1.0,12,-0.28571428571428575,8
WBCIC,1.0,13,0.523809523809524,8
WBCIC,1.0,14,0.7142857142857144,8
WBCIC,1.0,15,0.11904761904761905,8
WBCIC,1.0,16,-0.6428571428571429,8
WBCIC,1.0,17,0.3571428571428572,8
WBCIC,1.0,18,-0.11904761904761905,8
WBCIC,1.0,19,0.4523809523809524,8
WBCIC,1.0,20,0.8333333333333335,8
WBCIC,1.0,21,0.38095238095238104,8
WBCIC,1.0,22,-0.11904761904761905,8
WBCIC,1.0,23,0.3571428571428572,8
WBCIC,1.0,24,0.7380952380952381,8
WBCIC,1.0,25,-0.3571428571428572,8
WBCIC,1.0,26,0.4523809523809524,8
WBCIC,1.0,27,-0.14285714285714288,8
WBCIC,1.0,28,-0.28571428571428575,8
WBCIC,1.0,29,-0.14285714285714288,8
WBCIC,1.0,30,0.8571428571428572,8
WBCIC,1.0,31,0.30952380952380953,8
WBCIC,1.0,32,0.5952380952380953,8
WBCIC,1.0,33,0.5952380952380953,8
WBCIC,1.0,34,-0.09523809523809526,8
WBCIC,1.0,35,0.7380952380952381,8
WBCIC,1.0,36,0.7142857142857144,8
WBCIC,1.0,37,0.5476190476190477,8
WBCIC,1.0,38,0.2142857142857143,8
WBCIC,1.0,39,0.38095238095238104,8
WBCIC,1.0,40,-0.6428571428571429,8
WBCIC,1.0,41,0.4761904761904762,8
WBCIC,1.0,42,-0.2380952380952381,8
WBCIC,1.0,43,0.19047619047619052,8
WBCIC,1.0,44,-0.523809523809524,8
WBCIC,1.0,45,-0.14285714285714288,8
WBCIC,1.0,46,0.07142857142857144,8
WBCIC,1.0,47,0.7142857142857144,8
WBCIC,1.0,48,0.6666666666666669,8
WBCIC,1.0,49,0.261904761904762,8
WBCIC,1.0,50,0.023809523809523815,8
WBCIC,1.0,51,0.7619047619047621,8
WBCIC,1.0,52,0.28571428571428575,8
WBCIC,1.0,53,-0.11904761904761905,8
WBCIC,1.0,54,-0.11904761904761905,8
WBCIC,1.0,55,-0.6428571428571429,8
WBCIC,1.0,56,0.19047619047619052,8
WBCIC,1.0,57,0.4047619047619048,8
WBCIC,1.0,58,0.6666666666666669,8
WBCIC,1.0,59,-0.523809523809524,8
WBCIC,1.0,60,-0.4761904761904762,8
WBCIC,1.0,61,0.4523809523809524,8
WBCIC,1.0,62,0.523809523809524,8
WBCIC,1.0,63,0.023809523809523815,8
WBCIC,1.0,64,0.880952380952381,8
WBCIC,1.0,65,0.7142857142857144,8
WBCIC,1.0,66,0.38095238095238104,8
WBCIC,1.0,67,0.4047619047619048,8
WBCIC,1.0,68,0.5476190476190477,8
WBCIC,1.0,69,0.523809523809524,8
WBCIC,1.0,70,0.3571428571428572,8
WBCIC,1.0,71,0.5476190476190477,8
WBCIC,1.0,72,-0.07142857142857144,8
WBCIC,1.0,73,0.14285714285714288,8
WBCIC,1.0,74,-0.09523809523809526,8
WBCIC,1.0,75,0.7142857142857144,8
WBCIC,1.0,76,0.30952380952380953,8
WBCIC,1.0,77,-0.14285714285714288,8
WBCIC,1.0,78,0.5476190476190477,8
WBCIC,1.0,79,0.3571428571428572,8
WBCIC,1.0,80,0.8333333333333335,8
WBCIC,1.0,81,-0.14285714285714288,8
WBCIC,1.0,82,0.7142857142857144,8
WBCIC,1.0,83,0.8333333333333335,8
WBCIC,1.0,84,0.0,8
WBCIC,1.0,85,-0.04761904761904763,8
WBCIC,1.0,86,-0.14285714285714288,8
WBCIC,1.0,87,0.0,8
WBCIC,1.0,88,0.3571428571428572,8
WBCIC,1.0,89,0.5952380952380953,8
WBCIC,1.0,90,0.0,8
WBCIC,1.0,91,0.30952380952380953,8
WBCIC,1.0,92,-0.6428571428571429,8
WBCIC,1.0,93,0.3571428571428572,8
WBCIC,1.0,94,0.4285714285714286,8
WBCIC,1.0,95,0.4523809523809524,8
WBCIC,1.0,96,0.023809523809523815,8
WBCIC,1.0,97,0.7857142857142858,8
WBCIC,1.0,98,0.8571428571428572,8
WBCIC,1.0,99,0.3333333333333334,8
WBCIC,2.0,0,,8
WBCIC,2.0,1,,8
WBCIC,2.0,2,,8
WBCIC,2.0,3,,8
WBCIC,2.0,4,,8
WBCIC,2.0,5,,8
WBCIC,2.0,6,,8
WBCIC,2.0,7,,8
WBCIC,2.0,8,,8
WBCIC,2.0,9,,8
WBCIC,2.0,10,,8
WBCIC,2.0,11,,8
WBCIC,2.0,12,,8
WBCIC,2.0,13,,8
WBCIC,2.0,14,,8
WBCIC,2.0,15,,8
WBCIC,2.0,16,,8
WBCIC,2.0,17,,8
WBCIC,2.0,18,,8
WBCIC,2.0,19,,8
WBCIC,2.0,20,,8
WBCIC,2.0,21,,8
WBCIC,2.0,22,,8
WBCIC,2.0,23,,8
WBCIC,2.0,24,,8
WBCIC,2.0,25,,8
WBCIC,2.0,26,,8
WBCIC,2.0,27,,8
WBCIC,2.0,28,,8
WBCIC,2.0,29,,8
WBCIC,2.0,30,,8
WBCIC,2.0,31,,8
WBCIC,2.0,32,,8
WBCIC,2.0,33,,8
WBCIC,2.0,34,,8
WBCIC,2.0,35,,8
WBCIC,2.0,36,,8
WBCIC,2.0,37,,8
WBCIC,2.0,38,,8
WBCIC,2.0,39,,8
WBCIC,2.0,40,,8
WBCIC,2.0,41,,8
WBCIC,2.0,42,,8
WBCIC,2.0,43,,8
WBCIC,2.0,44,,8
WBCIC,2.0,45,,8
WBCIC,2.0,46,,8
WBCIC,2.0,47,,8
WBCIC,2.0,48,,8
WBCIC,2.0,49,,8
WBCIC,2.0,50,,8
WBCIC,2.0,51,,8
WBCIC,2.0,52,,8
WBCIC,2.0,53,,8
WBCIC,2.0,54,,8
WBCIC,2.0,55,,8
WBCIC,2.0,56,,8
WBCIC,2.0,57,,8
WBCIC,2.0,58,,8
WBCIC,2.0,59,,8
WBCIC,2.0,60,,8
WBCIC,2.0,61,,8
WBCIC,2.0,62,,8
WBCIC,2.0,63,,8
WBCIC,2.0,64,,8
WBCIC,2.0,65,,8
WBCIC,2.0,66,,8
WBCIC,2.0,67,,8
WBCIC,2.0,68,,8
WBCIC,2.0,69,,8
WBCIC,2.0,70,,8
WBCIC,2.0,71,,8
WBCIC,2.0,72,,8
WBCIC,2.0,73,,8
WBCIC,2.0,74,,8
WBCIC,2.0,75,,8
WBCIC,2.0,76,,8
WBCIC,2.0,77,,8
WBCIC,2.0,78,,8
WBCIC,2.0,79,,8
WBCIC,2.0,80,,8
WBCIC,2.0,81,,8
WBCIC,2.0,82,,8
WBCIC,2.0,83,,8
WBCIC,2.0,84,,8
WBCIC,2.0,85,,8
WBCIC,2.0,86,,8
WBCIC,2.0,87,,8
WBCIC,2.0,88,,8
WBCIC,2.0,89,,8
WBCIC,2.0,90,,8
WBCIC,2.0,91,,8
WBCIC,2.0,92,,8
WBCIC,2.0,93,,8
WBCIC,2.0,94,,8
WBCIC,2.0,95,,8
WBCIC,2.0,96,,8
WBCIC,2.0,97,,8
WBCIC,2.0,98,,8
WBCIC,2.0,99,,8
WBCIC,3.0,0,0.09523809523809526,8
WBCIC,3.0,1,0.4523809523809524,8
WBCIC,3.0,2,0.7380952380952381,8
WBCIC,3.0,3,-0.023809523809523815,8
WBCIC,3.0,4,0.4761904761904762,8
WBCIC,3.0,5,-0.1666666666666667,8
WBCIC,3.0,6,0.19047619047619052,8
WBCIC,3.0,7,0.14285714285714288,8
WBCIC,3.0,8,0.2380952380952381,8
WBCIC,3.0,9,0.4047619047619048,8
WBCIC,3.0,10,0.0,8
WBCIC,3.0,11,0.19047619047619052,8
WBCIC,3.0,12,-0.19047619047619052,8
WBCIC,3.0,13,0.4761904761904762,8
WBCIC,3.0,14,-0.2380952380952381,8
WBCIC,3.0,15,0.30952380952380953,8
WBCIC,3.0,16,0.261904761904762,8
WBCIC,3.0,17,0.4523809523809524,8
WBCIC,3.0,18,0.30952380952380953,8
WBCIC,3.0,19,0.5000000000000001,8
WBCIC,3.0,20,0.5000000000000001,8
WBCIC,3.0,21,0.11904761904761905,8
WBCIC,3.0,22,0.5476190476190477,8
WBCIC,3.0,23,0.30952380952380953,8
WBCIC,3.0,24,-0.19047619047619052,8
WBCIC,3.0,25,0.023809523809523815,8
WBCIC,3.0,26,-0.5000000000000001,8
WBCIC,3.0,27,0.04761904761904763,8
WBCIC,3.0,28,0.1666666666666667,8
WBCIC,3.0,29,-0.2380952380952381,8
WBCIC,3.0,30,0.7142857142857144,8
WBCIC,3.0,31,0.1666666666666667,8
WBCIC,3.0,32,0.6190476190476191,8
WBCIC,3.0,33,0.023809523809523815,8
WBCIC,3.0,34,0.3333333333333334,8
WBCIC,3.0,35,0.4047619047619048,8
WBCIC,3.0,36,0.6428571428571429,8
WBCIC,3.0,37,-0.14285714285714288,8
WBCIC,3.0,38,0.5000000000000001,8
WBCIC,3.0,39,-0.2380952380952381,8
WBCIC,3.0,40,0.6190476190476191,8
WBCIC,3.0,41,0.4523809523809524,8
WBCIC,3.0,42,0.261904761904762,8
WBCIC,3.0,43,-0.07142857142857144,8
WBCIC,3.0,44,0.4285714285714286,8
WBCIC,3.0,45,0.0,8
WBCIC,3.0,46,-0.3333333333333334,8
WBCIC,3.0,47,0.04761904761904763,8
WBCIC,3.0,48,0.04761904761904763,8
WBCIC,3.0,49,-0.07142857142857144,8
WBCIC,3.0,50,-0.38095238095238104,8
WBCIC,3.0,51,0.4047619047619048,8
WBCIC,3.0,52,0.4523809523809524,8
WBCIC,3.0,53,-0.023809523809523815,8
WBCIC,3.0,54,-0.2380952380952381,8
WBCIC,3.0,55,0.5000000000000001,8
WBCIC,3.0,56,0.6190476190476191,8
WBCIC,3.0,57,0.14285714285714288,8
WBCIC,3.0,58,0.4761904761904762,8
WBCIC,3.0,59,0.4047619047619048,8
WBCIC,3.0,60,-0.1666666666666667,8
WBCIC,3.0,61,0.4761904761904762,8
WBCIC,3.0,62,0.19047619047619052,8
WBCIC,3.0,63,0.3571428571428572,8
WBCIC,3.0,64,0.523809523809524,8
WBCIC,3.0,65,-0.30952380952380953,8
WBCIC,3.0,66,-0.4523809523809524,8
WBCIC,3.0,67,-0.2142857142857143,8
WBCIC,3.0,68,0.7142857142857144,8
WBCIC,3.0,69,0.2380952380952381,8
WBCIC,3.0,70,0.14285714285714288,8
WBCIC,3.0,71,0.14285714285714288,8
WBCIC,3.0,72,0.6428571428571429,8
WBCIC,3.0,73,-0.2142857142857143,8
WBCIC,3.0,74,0.4047619047619048,8
WBCIC,3.0,75,-0.1666666666666667,8
WBCIC,3.0,76,0.14285714285714288,8
WBCIC,3.0,77,0.6428571428571429,8
WBCIC,3.0,78,0.5000000000000001,8
WBCIC,3.0,79,0.6428571428571429,8
WBCIC,3.0,80,0.28571428571428575,8
WBCIC,3.0,81,-0.19047619047619052,8
WBCIC,3.0,82,0.11904761904761905,8
WBCIC,3.0,83,0.7380952380952381,8
WBCIC,3.0,84,0.4523809523809524,8
WBCIC,3.0,85,0.261904761904762,8
WBCIC,3.0,86,0.4285714285714286,8
WBCIC,3.0,87,0.8333333333333335,8
WBCIC,3.0,88,0.14285714285714288,8
WBCIC,3.0,89,0.5714285714285715,8
WBCIC,3.0,90,0.2142857142857143,8
WBCIC,3.0,91,0.38095238095238104,8
WBCIC,3.0,92,0.11904761904761905,8
WBCIC,3.0,93,0.261904761904762,8
WBCIC,3.0,94,0.38095238095238104,8
WBCIC,3.0,95,-0.2142857142857143,8
WBCIC,3.0,96,-0.2380952380952381,8
WBCIC,3.0,97,-0.4523809523809524,8
WBCIC,3.0,98,-0.3333333333333334,8
WBCIC,3.0,99,0.2380952380952381,8
WBCIC,4.0,0,,9
WBCIC,4.0,1,0.2795084971874737,9
WBCIC,4.0,2,0.09128709291752768,9
WBCIC,4.0,3,0.2795084971874737,9
WBCIC,4.0,4,-0.3651483716701107,9
WBCIC,4.0,5,0.6207522318391883,9
WBCIC,4.0,6,-0.24053511772118197,9
WBCIC,4.0,7,0.09128709291752768,9
WBCIC,4.0,8,0.18257418583505536,9
WBCIC,4.0,9,-0.24053511772118197,9
WBCIC,4.0,10,0.6207522318391883,9
WBCIC,4.0,11,-0.21081851067789192,9
WBCIC,4.0,12,,9
WBCIC,4.0,13,0.09128709291752768,9
WBCIC,4.0,14,-0.05345224838248488,9
WBCIC,4.0,15,-0.4083697748559178,9
WBCIC,4.0,16,0.36852882121143804,9
WBCIC,4.0,17,0.2795084971874737,9
WBCIC,4.0,18,-0.3651483716701107,9
WBCIC,4.0,19,-0.3651483716701107,9
WBCIC,4.0,20,0.2581988897471611,9
WBCIC,4.0,21,0.2795084971874737,9
WBCIC,4.0,22,0.6207522318391883,9
WBCIC,4.0,23,0.6708203932499369,9
WBCIC,4.0,24,-0.8391463916782735,9
WBCIC,4.0,25,-0.4083697748559178,9
WBCIC,4.0,26,0.46325281931486895,9
WBCIC,4.0,27,0.6207522318391883,9
WBCIC,4.0,28,0.36852882121143804,9
WBCIC,4.0,29,-0.8391463916782735,9
WBCIC,4.0,30,0.6708203932499369,9
WBCIC,4.0,31,0.3468909530866052,9
WBCIC,4.0,32,-0.05345224838248488,9
WBCIC,4.0,33,0.36852882121143804,9
WBCIC,4.0,34,0.36852882121143804,9
WBCIC,4.0,35,-0.24053511772118197,9
WBCIC,4.0,36,,9
WBCIC,4.0,37,-0.8391463916782735,9
WBCIC,4.0,38,-0.05345224838248488,9
WBCIC,4.0,39,-0.35856858280031806,9
WBCIC,4.0,40,-0.24053511772118197,9
WBCIC,4.0,41,-0.21081851067789192,9
WBCIC,4.0,42,-0.008908708063747479,9
WBCIC,4.0,43,0.6207522318391883,9
WBCIC,4.0,44,0.3468909530866052,9
WBCIC,4.0,45,-0.3651483716701107,9
WBCIC,4.0,46,0.6207522318391883,9
WBCIC,4.0,47,-0.05345224838248488,9
WBCIC,4.0,48,0.18257418583505536,9
WBCIC,4.0,49,0.22271770159368698,9
WBCIC,4.0,50,0.3468909530866052,9
WBCIC,4.0,51,,9
WBCIC,4.0,52,0.22271770159368698,9
WBCIC,4.0,53,-0.4083697748559178,9
WBCIC,4.0,54,0.22271770159368698,9
WBCIC,4.0,55,-0.24053511772118197,9
WBCIC,4.0,56,0.22271770159368698,9
WBCIC,4.0,57,-0.8391463916782735,9
WBCIC,4.0,58,-0.35856858280031806,9
WBCIC,4.0,59,-0.21081851067789192,9
WBCIC,4.0,60,-0.35856858280031806,9
WBCIC,4.0,61,0.46325281931486895,9
WBCIC,4.0,62,0.36852882121143804,9
WBCIC,4.0,63,0.2581988897471611,9
WBCIC,4.0,64,-0.35856858280031806,9
WBCIC,4.0,65,0.22271770159368698,9
WBCIC,4.0,66,0.36852882121143804,9
WBCIC,4.0,67,0.6207522318391883,9
WBCIC,4.0,68,-0.21081851067789192,9
WBCIC,4.0,69,0.2581988897471611,9
WBCIC,4.0,70,0.09128709291752768,9
WBCIC,4.0,71,0.2581988897471611,9
WBCIC,4.0,72,0.18257418583505536,9
WBCIC,4.0,73,-0.008908708063747479,9
WBCIC,4.0,74,0.09128709291752768,9
WBCIC,4.0,75,-0.21081851067789192,9
WBCIC,4.0,76,0.09128709291752768,9
WBCIC,4.0,77,-0.35856858280031806,9
WBCIC,4.0,78,0.18257418583505536,9
WBCIC,4.0,79,0.18257418583505536,9
WBCIC,4.0,80,-0.05345224838248488,9
WBCIC,4.0,81,-0.05345224838248488,9
WBCIC,4.0,82,0.09128709291752768,9
WBCIC,4.0,83,-0.8391463916782735,9
WBCIC,4.0,84,0.18257418583505536,9
WBCIC,4.0,85,0.2795084971874737,9
WBCIC,4.0,86,-0.05345224838248488,9
WBCIC,4.0,87,0.36852882121143804,9
WBCIC,4.0,88,-0.008908708063747479,9
WBCIC,4.0,89,0.2581988897471611,9
WBCIC,4.0,90,,9
WBCIC,4.0,91,0.18257418583505536,9
WBCIC,4.0,92,0.22271770159368698,9
WBCIC,4.0,93,0.18257418583505536,9
WBCIC,4.0,94,-0.4083697748559178,9
WBCIC,4.0,95,0.22271770159368698,9
WBCIC,4.0,96,-0.4083697748559178,9
WBCIC,4.0,97,-0.008908708063747479,9
WBCIC,4.0,98,0.18257418583505536,9
WBCIC,4.0,99,0.09128709291752768,9
OpenBMI,,0,0.3821399494905573,36
OpenBMI,,1,0.3821399494905573,36
OpenBMI,,2,0.3821399494905573,36
OpenBMI,,3,0.3821399494905573,36
OpenBMI,,4,0.3821399494905573,36
OpenBMI,,5,0.3821399494905573,36
OpenBMI,,6,0.3821399494905573,36
OpenBMI,,7,0.3821399494905573,36
OpenBMI,,8,0.3821399494905573,36
OpenBMI,,9,0.3821399494905573,36
OpenBMI,,10,0.3821399494905573,36
OpenBMI,,11,0.3821399494905573,36
OpenBMI,,12,0.3821399494905573,36
OpenBMI,,13,0.3821399494905573,36
OpenBMI,,14,0.3821399494905573,36
OpenBMI,,15,0.3821399494905573,36
OpenBMI,,16,0.3821399494905573,36
OpenBMI,,17,0.3821399494905573,36
OpenBMI,,18,0.3821399494905573,36
OpenBMI,,19,0.3821399494905573,36
OpenBMI,,20,0.3821399494905573,36
OpenBMI,,21,0.3821399494905573,36
OpenBMI,,22,0.3821399494905573,36
OpenBMI,,23,0.3821399494905573,36
OpenBMI,,24,0.3821399494905573,36
OpenBMI,,25,0.3821399494905573,36
OpenBMI,,26,0.3821399494905573,36
OpenBMI,,27,0.3821399494905573,36
OpenBMI,,28,0.3821399494905573,36
OpenBMI,,29,0.3821399494905573,36
OpenBMI,,30,0.3821399494905573,36
OpenBMI,,31,0.3821399494905573,36
OpenBMI,,32,0.3821399494905573,36
OpenBMI,,33,0.3821399494905573,36
OpenBMI,,34,0.3821399494905573,36
OpenBMI,,35,0.3821399494905573,36
OpenBMI,,36,0.3821399494905573,36
OpenBMI,,37,0.3821399494905573,36
OpenBMI,,38,0.3821399494905573,36
OpenBMI,,39,0.3821399494905573,36
OpenBMI,,40,0.3821399494905573,36
OpenBMI,,41,0.3821399494905573,36
OpenBMI,,42,0.3821399494905573,36
OpenBMI,,43,0.3821399494905573,36
OpenBMI,,44,0.3821399494905573,36
OpenBMI,,45,0.3821399494905573,36
OpenBMI,,46,0.3821399494905573,36
OpenBMI,,47,0.3821399494905573,36
OpenBMI,,48,0.3821399494905573,36
OpenBMI,,49,0.3821399494905573,36
OpenBMI,,50,0.3821399494905573,36
OpenBMI,,51,0.3821399494905573,36
OpenBMI,,52,0.3821399494905573,36
OpenBMI,,53,0.3821399494905573,36
OpenBMI,,54,0.3821399494905573,36
OpenBMI,,55,0.3821399494905573,36
OpenBMI,,56,0.3821399494905573,36
OpenBMI,,57,0.3821399494905573,36
OpenBMI,,58,0.3821399494905573,36
OpenBMI,,59,0.3821399494905573,36
OpenBMI,,60,0.3821399494905573,36
OpenBMI,,61,0.3821399494905573,36
OpenBMI,,62,0.3821399494905573,36
OpenBMI,,63,0.3821399494905573,36
OpenBMI,,64,0.3821399494905573,36
OpenBMI,,65,0.3821399494905573,36
OpenBMI,,66,0.3821399494905573,36
OpenBMI,,67,0.3821399494905573,36
OpenBMI,,68,0.3821399494905573,36
OpenBMI,,69,0.3821399494905573,36
OpenBMI,,70,0.3821399494905573,36
OpenBMI,,71,0.3821399494905573,36
OpenBMI,,72,0.3821399494905573,36
OpenBMI,,73,0.3821399494905573,36
OpenBMI,,74,0.3821399494905573,36
OpenBMI,,75,0.3821399494905573,36
OpenBMI,,76,0.3821399494905573,36
OpenBMI,,77,0.3821399494905573,36
OpenBMI,,78,0.3821399494905573,36
OpenBMI,,79,0.3821399494905573,36
OpenBMI,,80,0.3821399494905573,36
OpenBMI,,81,0.3821399494905573,36
OpenBMI,,82,0.3821399494905573,36
OpenBMI,,83,0.3821399494905573,36
OpenBMI,,84,0.3821399494905573,36
OpenBMI,,85,0.3821399494905573,36
OpenBMI,,86,0.3821399494905573,36
OpenBMI,,87,0.3821399494905573,36
OpenBMI,,88,0.3821399494905573,36
OpenBMI,,89,0.3821399494905573,36
OpenBMI,,90,0.3821399494905573,36
OpenBMI,,91,0.3821399494905573,36
OpenBMI,,92,0.3821399494905573,36
OpenBMI,,93,0.3821399494905573,36
OpenBMI,,94,0.3821399494905573,36
OpenBMI,,95,0.3821399494905573,36
OpenBMI,,96,0.3821399494905573,36
OpenBMI,,97,0.3821399494905573,36
OpenBMI,,98,0.3821399494905573,36
OpenBMI,,99,0.3821399494905573,36
WBCIC,,0,0.17260644695017477,41
WBCIC,,1,0.17260644695017477,41
WBCIC,,2,0.17260644695017477,41
WBCIC,,3,0.17260644695017477,41
WBCIC,,4,0.17260644695017477,41
WBCIC,,5,0.17260644695017477,41
WBCIC,,6,0.17260644695017477,41
WBCIC,,7,0.17260644695017477,41
WBCIC,,8,0.17260644695017477,41
WBCIC,,9,0.17260644695017477,41
WBCIC,,10,0.17260644695017477,41
WBCIC,,11,0.17260644695017477,41
WBCIC,,12,0.17260644695017477,41
WBCIC,,13,0.17260644695017477,41
WBCIC,,14,0.17260644695017477,41
WBCIC,,15,0.17260644695017477,41
WBCIC,,16,0.17260644695017477,41
WBCIC,,17,0.17260644695017477,41
WBCIC,,18,0.17260644695017477,41
WBCIC,,19,0.17260644695017477,41
WBCIC,,20,0.17260644695017477,41
WBCIC,,21,0.17260644695017477,41
WBCIC,,22,0.17260644695017477,41
WBCIC,,23,0.17260644695017477,41
WBCIC,,24,0.17260644695017477,41
WBCIC,,25,0.17260644695017477,41
WBCIC,,26,0.17260644695017477,41
WBCIC,,27,0.17260644695017477,41
WBCIC,,28,0.17260644695017477,41
WBCIC,,29,0.17260644695017477,41
WBCIC,,30,0.17260644695017477,41
WBCIC,,31,0.17260644695017477,41
WBCIC,,32,0.17260644695017477,41
WBCIC,,33,0.17260644695017477,41
WBCIC,,34,0.17260644695017477,41
WBCIC,,35,0.17260644695017477,41
WBCIC,,36,0.17260644695017477,41
WBCIC,,37,0.17260644695017477,41
WBCIC,,38,0.17260644695017477,41
WBCIC,,39,0.17260644695017477,41
WBCIC,,40,0.17260644695017477,41
WBCIC,,41,0.17260644695017477,41
WBCIC,,42,0.17260644695017477,41
WBCIC,,43,0.17260644695017477,41
WBCIC,,44,0.17260644695017477,41
WBCIC,,45,0.17260644695017477,41
WBCIC,,46,0.17260644695017477,41
WBCIC,,47,0.17260644695017477,41
WBCIC,,48,0.17260644695017477,41
WBCIC,,49,0.17260644695017477,41
WBCIC,,50,0.17260644695017477,41
WBCIC,,51,0.17260644695017477,41
WBCIC,,52,0.17260644695017477,41
WBCIC,,53,0.17260644695017477,41
WBCIC,,54,0.17260644695017477,41
WBCIC,,55,0.17260644695017477,41
WBCIC,,56,0.17260644695017477,41
WBCIC,,57,0.17260644695017477,41
WBCIC,,58,0.17260644695017477,41
WBCIC,,59,0.17260644695017477,41
WBCIC,,60,0.17260644695017477,41
WBCIC,,61,0.17260644695017477,41
WBCIC,,62,0.17260644695017477,41
WBCIC,,63,0.17260644695017477,41
WBCIC,,64,0.17260644695017477,41
WBCIC,,65,0.17260644695017477,41
WBCIC,,66,0.17260644695017477,41
WBCIC,,67,0.17260644695017477,41
WBCIC,,68,0.17260644695017477,41
WBCIC,,69,0.17260644695017477,41
WBCIC,,70,0.17260644695017477,41
WBCIC,,71,0.17260644695017477,41
WBCIC,,72,0.17260644695017477,41
WBCIC,,73,0.17260644695017477,41
WBCIC,,74,0.17260644695017477,41
WBCIC,,75,0.17260644695017477,41
WBCIC,,76,0.17260644695017477,41
WBCIC,,77,0.17260644695017477,41
WBCIC,,78,0.17260644695017477,41
WBCIC,,79,0.17260644695017477,41
WBCIC,,80,0.17260644695017477,41
WBCIC,,81,0.17260644695017477,41
WBCIC,,82,0.17260644695017477,41
WBCIC,,83,0.17260644695017477,41
WBCIC,,84,0.17260644695017477,41
WBCIC,,85,0.17260644695017477,41
WBCIC,,86,0.17260644695017477,41
WBCIC,,87,0.17260644695017477,41
WBCIC,,88,0.17260644695017477,41
WBCIC,,89,0.17260644695017477,41
WBCIC,,90,0.17260644695017477,41
WBCIC,,91,0.17260644695017477,41
WBCIC,,92,0.17260644695017477,41
WBCIC,,93,0.17260644695017477,41
WBCIC,,94,0.17260644695017477,41
WBCIC,,95,0.17260644695017477,41
WBCIC,,96,0.17260644695017477,41
WBCIC,,97,0.17260644695017477,41
WBCIC,,98,0.17260644695017477,41
WBCIC,,99,0.17260644695017477,41
