dataset,fold,block,dimensions,persistence_supported,rho_G,rho_null_p95,n_subjects,protected,u_abs_mean,u_abs_CI95,u_abs_sign_probability,u_spec_mean,u_spec_CI95,u_spec_sign_probability,random_draws,split_info,protected_blocks,shared_geometry_effect,shared_geometry_n
OpenBMI,1,3,4,True,0.019076819609645697,0.006314394491385704,32,False,0.021540272023350095,"[0.017510067126436015, 0.02681298848780284]",1.0,-0.021355910251150387,"[-0.027602874736326426, -0.013702531814314247]",0.0,100,"{'splits': [{'inner_split': 0, 'fit_subjects': ['9', '13', '14', '15', '18', '21', '23', '24', '28', '29', '33', '34', '36', '39', '49', '51', '52'], 'eval_subjects': ['2', '4', '8', '12', '20', '26', '27', '30', '31', '32', '37', '41', '44', '46', '47', '53', '54'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 1, 'fit_subjects': ['2', '4', '12', '14', '15', '18', '21', '23', '29', '31', '32', '33', '34', '46', '49', '52', '54'], 'eval_subjects': ['8', '9', '13', '20', '24', '26', '27', '28', '30', '36', '37', '39', '41', '44', '47', '51', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 2, 'fit_subjects': ['4', '8', '9', '13', '18', '20', '21', '24', '26', '27', '28', '30', '37', '41', '49', '52', '53'], 'eval_subjects': ['2', '12', '14', '15', '23', '29', '31', '32', '33', '34', '36', '39', '44', '46', '47', '51', '54'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 3, 'fit_subjects': ['8', '14', '15', '21', '23', '24', '27', '31', '32', '33', '34', '36', '44', '46', '49', '52', '53'], 'eval_subjects': ['2', '4', '9', '12', '13', '18', '20', '26', '28', '29', '30', '37', '39', '41', '47', '51', '54'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 4, 'fit_subjects': ['2', '4', '8', '9', '12', '21', '23', '24', '26', '29', '31', '32', '34', '36', '37', '47', '49'], 'eval_subjects': ['13', '14', '15', '18', '20', '27', '28', '30', '33', '39', '41', '44', '46', '51', '52', '53', '54'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}]}","[1, 2]",0.9078260358316866,34
OpenBMI,1,4,4,True,0.005225577188821037,0.005003073777755814,32,False,0.002791683221920007,"[0.0012009465048237755, 0.004340897353867781]",0.9997,-0.04520665796976515,"[-0.0494035776224554, -0.041101492660168035]",0.0,100,"{'splits': [{'inner_split': 0, 'fit_subjects': ['9', '13', '14', '15', '18', '21', '23', '24', '28', '29', '33', '34', '36', '39', '49', '51', '52'], 'eval_subjects': ['2', '4', '8', '12', '20', '26', '27', '30', '31', '32', '37', '41', '44', '46', '47', '53', '54'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 1, 'fit_subjects': ['2', '4', '12', '14', '15', '18', '21', '23', '29', '31', '32', '33', '34', '46', '49', '52', '54'], 'eval_subjects': ['8', '9', '13', '20', '24', '26', '27', '28', '30', '36', '37', '39', '41', '44', '47', '51', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 2, 'fit_subjects': ['4', '8', '9', '13', '18', '20', '21', '24', '26', '27', '28', '30', '37', '41', '49', '52', '53'], 'eval_subjects': ['2', '12', '14', '15', '23', '29', '31', '32', '33', '34', '36', '39', '44', '46', '47', '51', '54'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 3, 'fit_subjects': ['8', '14', '15', '21', '23', '24', '27', '31', '32', '33', '34', '36', '44', '46', '49', '52', '53'], 'eval_subjects': ['2', '4', '9', '12', '13', '18', '20', '26', '28', '29', '30', '37', '39', '41', '47', '51', '54'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 4, 'fit_subjects': ['2', '4', '8', '9', '12', '21', '23', '24', '26', '29', '31', '32', '34', '36', '37', '47', '49'], 'eval_subjects': ['13', '14', '15', '18', '20', '27', '28', '30', '33', '39', '41', '44', '46', '51', '52', '53', '54'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}]}","[1, 2]",0.9078260358316866,34
OpenBMI,1,5,4,False,-0.005952334218443351,0.0038912920020968953,32,False,0.007787277038580273,"[0.005679494386145624, 0.009853729052997135]",1.0,-0.03911405188323831,"[-0.043756553474291845, -0.03452945396278722]",0.0,100,"{'splits': [{'inner_split': 0, 'fit_subjects': ['9', '13', '14', '15', '18', '21', '23', '24', '28', '29', '33', '34', '36', '39', '49', '51', '52'], 'eval_subjects': ['2', '4', '8', '12', '20', '26', '27', '30', '31', '32', '37', '41', '44', '46', '47', '53', '54'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 1, 'fit_subjects': ['2', '4', '12', '14', '15', '18', '21', '23', '29', '31', '32', '33', '34', '46', '49', '52', '54'], 'eval_subjects': ['8', '9', '13', '20', '24', '26', '27', '28', '30', '36', '37', '39', '41', '44', '47', '51', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 2, 'fit_subjects': ['4', '8', '9', '13', '18', '20', '21', '24', '26', '27', '28', '30', '37', '41', '49', '52', '53'], 'eval_subjects': ['2', '12', '14', '15', '23', '29', '31', '32', '33', '34', '36', '39', '44', '46', '47', '51', '54'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 3, 'fit_subjects': ['8', '14', '15', '21', '23', '24', '27', '31', '32', '33', '34', '36', '44', '46', '49', '52', '53'], 'eval_subjects': ['2', '4', '9', '12', '13', '18', '20', '26', '28', '29', '30', '37', '39', '41', '47', '51', '54'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 4, 'fit_subjects': ['2', '4', '8', '9', '12', '21', '23', '24', '26', '29', '31', '32', '34', '36', '37', '47', '49'], 'eval_subjects': ['13', '14', '15', '18', '20', '27', '28', '30', '33', '39', '41', '44', '46', '51', '52', '53', '54'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}]}","[1, 2]",0.9078260358316866,34
OpenBMI,1,6,2,False,-0.014836193001766404,0.007260308572663354,32,False,0.00897548790511445,"[0.00724749826994747, 0.010698106839870382]",1.0,-0.010853887250696574,"[-0.013335010219120159, -0.008541892558190513]",0.0,100,"{'splits': [{'inner_split': 0, 'fit_subjects': ['9', '13', '14', '15', '18', '21', '23', '24', '28', '29', '33', '34', '36', '39', '49', '51', '52'], 'eval_subjects': ['2', '4', '8', '12', '20', '26', '27', '30', '31', '32', '37', '41', '44', '46', '47', '53', '54'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 1, 'fit_subjects': ['2', '4', '12', '14', '15', '18', '21', '23', '29', '31', '32', '33', '34', '46', '49', '52', '54'], 'eval_subjects': ['8', '9', '13', '20', '24', '26', '27', '28', '30', '36', '37', '39', '41', '44', '47', '51', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 2, 'fit_subjects': ['4', '8', '9', '13', '18', '20', '21', '24', '26', '27', '28', '30', '37', '41', '49', '52', '53'], 'eval_subjects': ['2', '12', '14', '15', '23', '29', '31', '32', '33', '34', '36', '39', '44', '46', '47', '51', '54'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 3, 'fit_subjects': ['8', '14', '15', '21', '23', '24', '27', '31', '32', '33', '34', '36', '44', '46', '49', '52', '53'], 'eval_subjects': ['2', '4', '9', '12', '13', '18', '20', '26', '28', '29', '30', '37', '39', '41', '47', '51', '54'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 4, 'fit_subjects': ['2', '4', '8', '9', '12', '21', '23', '24', '26', '29', '31', '32', '34', '36', '37', '47', '49'], 'eval_subjects': ['13', '14', '15', '18', '20', '27', '28', '30', '33', '39', '41', '44', '46', '51', '52', '53', '54'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}]}","[1, 2]",0.9078260358316866,34
OpenBMI,2,0,2,True,0.10657990911715275,0.034076091411930146,32,True,0.07855145233088028,"[0.06403420337056757, 0.09524811133657445]",1.0,0.07135883286543412,"[0.05686702018988584, 0.08776630913468227]",1.0,100,"{'splits': [{'inner_split': 0, 'fit_subjects': ['1', '8', '11', '15', '19', '21', '28', '33', '37', '38', '40', '42', '43', '45', '46', '47', '48'], 'eval_subjects': ['2', '3', '10', '12', '13', '20', '23', '24', '27', '31', '32', '35', '36', '39', '41', '50', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 1, 'fit_subjects': ['3', '8', '13', '15', '19', '20', '21', '24', '31', '32', '35', '36', '37', '40', '45', '47', '53'], 'eval_subjects': ['1', '2', '10', '11', '12', '23', '27', '28', '33', '38', '39', '41', '42', '43', '46', '48', '50'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 2, 'fit_subjects': ['1', '3', '8', '19', '21', '23', '31', '33', '37', '38', '39', '43', '45', '46', '47', '48', '50'], 'eval_subjects': ['2', '10', '11', '12', '13', '15', '20', '24', '27', '28', '32', '35', '36', '40', '41', '42', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 3, 'fit_subjects': ['2', '3', '11', '12', '13', '15', '19', '20', '23', '27', '35', '37', '43', '45', '47', '48', '50'], 'eval_subjects': ['1', '8', '10', '21', '24', '28', '31', '32', '33', '36', '38', '39', '40', '41', '42', '46', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 4, 'fit_subjects': ['1', '3', '11', '13', '21', '23', '28', '31', '35', '36', '37', '40', '41', '46', '47', '50', '53'], 'eval_subjects': ['2', '8', '10', '12', '15', '19', '20', '24', '27', '32', '33', '38', '39', '42', '43', '45', '48'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}]}","[0, 2]",0.9043413070935393,34
OpenBMI,2,1,2,True,0.0674757099266724,0.017405696751144905,32,False,0.017815811379680656,"[0.014069305255897105, 0.021844798362055322]",1.0,0.003056731452151452,"[-0.00034108855646840594, 0.0065547122416278105]",0.9594,100,"{'splits': [{'inner_split': 0, 'fit_subjects': ['1', '8', '11', '15', '19', '21', '28', '33', '37', '38', '40', '42', '43', '45', '46', '47', '48'], 'eval_subjects': ['2', '3', '10', '12', '13', '20', '23', '24', '27', '31', '32', '35', '36', '39', '41', '50', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 1, 'fit_subjects': ['3', '8', '13', '15', '19', '20', '21', '24', '31', '32', '35', '36', '37', '40', '45', '47', '53'], 'eval_subjects': ['1', '2', '10', '11', '12', '23', '27', '28', '33', '38', '39', '41', '42', '43', '46', '48', '50'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 2, 'fit_subjects': ['1', '3', '8', '19', '21', '23', '31', '33', '37', '38', '39', '43', '45', '46', '47', '48', '50'], 'eval_subjects': ['2', '10', '11', '12', '13', '15', '20', '24', '27', '28', '32', '35', '36', '40', '41', '42', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 3, 'fit_subjects': ['2', '3', '11', '12', '13', '15', '19', '20', '23', '27', '35', '37', '43', '45', '47', '48', '50'], 'eval_subjects': ['1', '8', '10', '21', '24', '28', '31', '32', '33', '36', '38', '39', '40', '41', '42', '46', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 4, 'fit_subjects': ['1', '3', '11', '13', '21', '23', '28', '31', '35', '36', '37', '40', '41', '46', '47', '50', '53'], 'eval_subjects': ['2', '8', '10', '12', '15', '19', '20', '24', '27', '32', '33', '38', '39', '42', '43', '45', '48'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}]}","[0, 2]",0.9043413070935393,34
OpenBMI,2,2,1,True,0.04736475079223456,0.02440136480999666,32,True,0.018753711324655815,"[0.014315247336100139, 0.023376273491389737]",1.0,0.011177341683542476,"[0.006910247153397246, 0.015598575215287272]",1.0,100,"{'splits': [{'inner_split': 0, 'fit_subjects': ['1', '8', '11', '15', '19', '21', '28', '33', '37', '38', '40', '42', '43', '45', '46', '47', '48'], 'eval_subjects': ['2', '3', '10', '12', '13', '20', '23', '24', '27', '31', '32', '35', '36', '39', '41', '50', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 1, 'fit_subjects': ['3', '8', '13', '15', '19', '20', '21', '24', '31', '32', '35', '36', '37', '40', '45', '47', '53'], 'eval_subjects': ['1', '2', '10', '11', '12', '23', '27', '28', '33', '38', '39', '41', '42', '43', '46', '48', '50'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 2, 'fit_subjects': ['1', '3', '8', '19', '21', '23', '31', '33', '37', '38', '39', '43', '45', '46', '47', '48', '50'], 'eval_subjects': ['2', '10', '11', '12', '13', '15', '20', '24', '27', '28', '32', '35', '36', '40', '41', '42', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 3, 'fit_subjects': ['2', '3', '11', '12', '13', '15', '19', '20', '23', '27', '35', '37', '43', '45', '47', '48', '50'], 'eval_subjects': ['1', '8', '10', '21', '24', '28', '31', '32', '33', '36', '38', '39', '40', '41', '42', '46', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 4, 'fit_subjects': ['1', '3', '11', '13', '21', '23', '28', '31', '35', '36', '37', '40', '41', '46', '47', '50', '53'], 'eval_subjects': ['2', '8', '10', '12', '15', '19', '20', '24', '27', '32', '33', '38', '39', '42', '43', '45', '48'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}]}","[0, 2]",0.9043413070935393,34
OpenBMI,2,3,4,True,0.022936051083845423,0.0067743407928345665,32,False,0.012449555677239842,"[0.009348460716950377, 0.015511868686182805]",1.0,-0.019143269124965317,"[-0.025177716084742573, -0.0132868988450446]",0.0,100,"{'splits': [{'inner_split': 0, 'fit_subjects': ['1', '8', '11', '15', '19', '21', '28', '33', '37', '38', '40', '42', '43', '45', '46', '47', '48'], 'eval_subjects': ['2', '3', '10', '12', '13', '20', '23', '24', '27', '31', '32', '35', '36', '39', '41', '50', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 1, 'fit_subjects': ['3', '8', '13', '15', '19', '20', '21', '24', '31', '32', '35', '36', '37', '40', '45', '47', '53'], 'eval_subjects': ['1', '2', '10', '11', '12', '23', '27', '28', '33', '38', '39', '41', '42', '43', '46', '48', '50'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 2, 'fit_subjects': ['1', '3', '8', '19', '21', '23', '31', '33', '37', '38', '39', '43', '45', '46', '47', '48', '50'], 'eval_subjects': ['2', '10', '11', '12', '13', '15', '20', '24', '27', '28', '32', '35', '36', '40', '41', '42', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 3, 'fit_subjects': ['2', '3', '11', '12', '13', '15', '19', '20', '23', '27', '35', '37', '43', '45', '47', '48', '50'], 'eval_subjects': ['1', '8', '10', '21', '24', '28', '31', '32', '33', '36', '38', '39', '40', '41', '42', '46', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 4, 'fit_subjects': ['1', '3', '11', '13', '21', '23', '28', '31', '35', '36', '37', '40', '41', '46', '47', '50', '53'], 'eval_subjects': ['2', '8', '10', '12', '15', '19', '20', '24', '27', '32', '33', '38', '39', '42', '43', '45', '48'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}]}","[0, 2]",0.9043413070935393,34
OpenBMI,2,4,4,True,0.0053068568098111205,0.004463810749260703,32,False,-0.000298870219983019,"[-0.002109633536535105, 0.0014404043475176266]",0.3692,-0.03496874287788013,"[-0.0401822536190427, -0.029962815339340726]",0.0,100,"{'splits': [{'inner_split': 0, 'fit_subjects': ['1', '8', '11', '15', '19', '21', '28', '33', '37', '38', '40', '42', '43', '45', '46', '47', '48'], 'eval_subjects': ['2', '3', '10', '12', '13', '20', '23', '24', '27', '31', '32', '35', '36', '39', '41', '50', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 1, 'fit_subjects': ['3', '8', '13', '15', '19', '20', '21', '24', '31', '32', '35', '36', '37', '40', '45', '47', '53'], 'eval_subjects': ['1', '2', '10', '11', '12', '23', '27', '28', '33', '38', '39', '41', '42', '43', '46', '48', '50'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 2, 'fit_subjects': ['1', '3', '8', '19', '21', '23', '31', '33', '37', '38', '39', '43', '45', '46', '47', '48', '50'], 'eval_subjects': ['2', '10', '11', '12', '13', '15', '20', '24', '27', '28', '32', '35', '36', '40', '41', '42', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 3, 'fit_subjects': ['2', '3', '11', '12', '13', '15', '19', '20', '23', '27', '35', '37', '43', '45', '47', '48', '50'], 'eval_subjects': ['1', '8', '10', '21', '24', '28', '31', '32', '33', '36', '38', '39', '40', '41', '42', '46', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 4, 'fit_subjects': ['1', '3', '11', '13', '21', '23', '28', '31', '35', '36', '37', '40', '41', '46', '47', '50', '53'], 'eval_subjects': ['2', '8', '10', '12', '15', '19', '20', '24', '27', '32', '33', '38', '39', '42', '43', '45', '48'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}]}","[0, 2]",0.9043413070935393,34
OpenBMI,2,5,4,False,-0.003432915967867439,0.003982950021201423,32,False,0.0003069789223982627,"[-0.000511916018911171, 0.0011295280621032128]",0.7643,-0.03431231724855994,"[-0.039548067571823664, -0.029248615711659223]",0.0,100,"{'splits': [{'inner_split': 0, 'fit_subjects': ['1', '8', '11', '15', '19', '21', '28', '33', '37', '38', '40', '42', '43', '45', '46', '47', '48'], 'eval_subjects': ['2', '3', '10', '12', '13', '20', '23', '24', '27', '31', '32', '35', '36', '39', '41', '50', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 1, 'fit_subjects': ['3', '8', '13', '15', '19', '20', '21', '24', '31', '32', '35', '36', '37', '40', '45', '47', '53'], 'eval_subjects': ['1', '2', '10', '11', '12', '23', '27', '28', '33', '38', '39', '41', '42', '43', '46', '48', '50'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 2, 'fit_subjects': ['1', '3', '8', '19', '21', '23', '31', '33', '37', '38', '39', '43', '45', '46', '47', '48', '50'], 'eval_subjects': ['2', '10', '11', '12', '13', '15', '20', '24', '27', '28', '32', '35', '36', '40', '41', '42', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 3, 'fit_subjects': ['2', '3', '11', '12', '13', '15', '19', '20', '23', '27', '35', '37', '43', '45', '47', '48', '50'], 'eval_subjects': ['1', '8', '10', '21', '24', '28', '31', '32', '33', '36', '38', '39', '40', '41', '42', '46', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 4, 'fit_subjects': ['1', '3', '11', '13', '21', '23', '28', '31', '35', '36', '37', '40', '41', '46', '47', '50', '53'], 'eval_subjects': ['2', '8', '10', '12', '15', '19', '20', '24', '27', '32', '33', '38', '39', '42', '43', '45', '48'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}]}","[0, 2]",0.9043413070935393,34
OpenBMI,2,6,3,False,-0.013118715760462833,0.0067711111351293546,32,False,0.010749619923811758,"[0.008661805710150312, 0.012878633592656851]",1.0,-0.011407295997429663,"[-0.015074724249514518, -0.00789726047579351]",0.0,100,"{'splits': [{'inner_split': 0, 'fit_subjects': ['1', '8', '11', '15', '19', '21', '28', '33', '37', '38', '40', '42', '43', '45', '46', '47', '48'], 'eval_subjects': ['2', '3', '10', '12', '13', '20', '23', '24', '27', '31', '32', '35', '36', '39', '41', '50', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 1, 'fit_subjects': ['3', '8', '13', '15', '19', '20', '21', '24', '31', '32', '35', '36', '37', '40', '45', '47', '53'], 'eval_subjects': ['1', '2', '10', '11', '12', '23', '27', '28', '33', '38', '39', '41', '42', '43', '46', '48', '50'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 2, 'fit_subjects': ['1', '3', '8', '19', '21', '23', '31', '33', '37', '38', '39', '43', '45', '46', '47', '48', '50'], 'eval_subjects': ['2', '10', '11', '12', '13', '15', '20', '24', '27', '28', '32', '35', '36', '40', '41', '42', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 3, 'fit_subjects': ['2', '3', '11', '12', '13', '15', '19', '20', '23', '27', '35', '37', '43', '45', '47', '48', '50'], 'eval_subjects': ['1', '8', '10', '21', '24', '28', '31', '32', '33', '36', '38', '39', '40', '41', '42', '46', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 4, 'fit_subjects': ['1', '3', '11', '13', '21', '23', '28', '31', '35', '36', '37', '40', '41', '46', '47', '50', '53'], 'eval_subjects': ['2', '8', '10', '12', '15', '19', '20', '24', '27', '32', '33', '38', '39', '42', '43', '45', '48'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}]}","[0, 2]",0.9043413070935393,34
OpenBMI,3,0,1,True,0.13874696450357704,0.05043873461847166,34,False,0.012612449953893936,"[0.008650631680326872, 0.016397914731718418]",1.0,0.0028330040277464896,"[-0.0009815609225112794, 0.006507284488942166]",0.931,100,"{'splits': [{'inner_split': 0, 'fit_subjects': ['1', '4', '6', '8', '10', '13', '18', '25', '26', '30', '32', '34', '40', '42', '44', '50', '53'], 'eval_subjects': ['2', '3', '5', '7', '11', '12', '14', '19', '29', '33', '37', '39', '45', '47', '48', '49', '54'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 1, 'fit_subjects': ['1', '3', '6', '7', '10', '11', '14', '18', '19', '29', '32', '34', '39', '42', '44', '49', '54'], 'eval_subjects': ['2', '4', '5', '8', '12', '13', '25', '26', '30', '33', '37', '40', '45', '47', '48', '50', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 2, 'fit_subjects': ['2', '4', '10', '11', '12', '13', '18', '26', '30', '34', '37', '39', '42', '48', '49', '53', '54'], 'eval_subjects': ['1', '3', '5', '6', '7', '8', '14', '19', '25', '29', '32', '33', '40', '44', '45', '47', '50'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 3, 'fit_subjects': ['2', '3', '5', '8', '10', '11', '13', '19', '30', '32', '33', '40', '44', '47', '48', '49', '54'], 'eval_subjects': ['1', '4', '6', '7', '12', '14', '18', '25', '26', '29', '34', '37', '39', '42', '45', '50', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 4, 'fit_subjects': ['1', '3', '5', '6', '7', '8', '13', '26', '30', '32', '34', '39', '42', '44', '50', '53', '54'], 'eval_subjects': ['2', '4', '10', '11', '12', '14', '18', '19', '25', '29', '33', '37', '40', '45', '47', '48', '49'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}]}",[3],0.9107523201881443,34
OpenBMI,3,1,1,True,0.09822728667892053,0.033777710918370174,34,False,0.005502737967521942,"[0.0033989300738933694, 0.007624806153072874]",1.0,-0.004715081714695402,"[-0.007168910598433109, -0.002223864426330387]",0.0,100,"{'splits': [{'inner_split': 0, 'fit_subjects': ['1', '4', '6', '8', '10', '13', '18', '25', '26', '30', '32', '34', '40', '42', '44', '50', '53'], 'eval_subjects': ['2', '3', '5', '7', '11', '12', '14', '19', '29', '33', '37', '39', '45', '47', '48', '49', '54'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 1, 'fit_subjects': ['1', '3', '6', '7', '10', '11', '14', '18', '19', '29', '32', '34', '39', '42', '44', '49', '54'], 'eval_subjects': ['2', '4', '5', '8', '12', '13', '25', '26', '30', '33', '37', '40', '45', '47', '48', '50', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 2, 'fit_subjects': ['2', '4', '10', '11', '12', '13', '18', '26', '30', '34', '37', '39', '42', '48', '49', '53', '54'], 'eval_subjects': ['1', '3', '5', '6', '7', '8', '14', '19', '25', '29', '32', '33', '40', '44', '45', '47', '50'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 3, 'fit_subjects': ['2', '3', '5', '8', '10', '11', '13', '19', '30', '32', '33', '40', '44', '47', '48', '49', '54'], 'eval_subjects': ['1', '4', '6', '7', '12', '14', '18', '25', '26', '29', '34', '37', '39', '42', '45', '50', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 4, 'fit_subjects': ['1', '3', '5', '6', '7', '8', '13', '26', '30', '32', '34', '39', '42', '44', '50', '53', '54'], 'eval_subjects': ['2', '4', '10', '11', '12', '14', '18', '19', '25', '29', '33', '37', '40', '45', '47', '48', '49'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}]}",[3],0.9107523201881443,34
OpenBMI,3,2,1,True,0.08343247666921924,0.04648486471986767,34,False,-0.0003147550916750561,"[-0.003608798116610989, 0.002951237778924838]",0.4359,-0.01075095374622883,"[-0.014447675140479644, -0.00720755808070012]",0.0,100,"{'splits': [{'inner_split': 0, 'fit_subjects': ['1', '4', '6', '8', '10', '13', '18', '25', '26', '30', '32', '34', '40', '42', '44', '50', '53'], 'eval_subjects': ['2', '3', '5', '7', '11', '12', '14', '19', '29', '33', '37', '39', '45', '47', '48', '49', '54'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 1, 'fit_subjects': ['1', '3', '6', '7', '10', '11', '14', '18', '19', '29', '32', '34', '39', '42', '44', '49', '54'], 'eval_subjects': ['2', '4', '5', '8', '12', '13', '25', '26', '30', '33', '37', '40', '45', '47', '48', '50', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 2, 'fit_subjects': ['2', '4', '10', '11', '12', '13', '18', '26', '30', '34', '37', '39', '42', '48', '49', '53', '54'], 'eval_subjects': ['1', '3', '5', '6', '7', '8', '14', '19', '25', '29', '32', '33', '40', '44', '45', '47', '50'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 3, 'fit_subjects': ['2', '3', '5', '8', '10', '11', '13', '19', '30', '32', '33', '40', '44', '47', '48', '49', '54'], 'eval_subjects': ['1', '4', '6', '7', '12', '14', '18', '25', '26', '29', '34', '37', '39', '42', '45', '50', '53'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}, {'inner_split': 4, 'fit_subjects': ['1', '3', '5', '6', '7', '8', '13', '26', '30', '32', '34', '39', '42', '44', '50', '53', '54'], 'eval_subjects': ['2', '4', '10', '11', '12', '14', '18', '19', '25', '29', '33', '37', '40', '45', '47', '48', '49'], 'fit_rows': 2176, 'eval_rows': 2176, 'null_draws': 100}]}",[3],0.9107523201881443,34
