version,candidate,stage,inner_fold,held_subjects,n_train_subjects,n_held_subjects,method_BA,control_BA,delta_BA,method_epoch,control_epoch,elapsed_seconds
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage1,0,"['41', '10', '50', '31', '23', '47', '20']",27,7,0.8049999999999999,0.8042857142857143,0.0007142857142856673,6,15,58.682644844055176
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage1,1,"['45', '3', '1', '2', '37', '8', '19']",27,7,0.8735714285714286,0.8742857142857143,-0.0007142857142857784,2,4,25.941065311431885
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage1,2,"['38', '46', '15', '11', '53', '33', '40']",27,7,0.7992857142857143,0.8,-0.0007142857142857784,0,0,14.826219320297241
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage1,3,"['36', '28', '48', '35', '27', '32', '39']",27,7,0.9042857142857144,0.9035714285714286,0.0007142857142857784,15,13,47.29325079917908
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage1,4,"['42', '13', '21', '24', '12', '43']",28,6,0.7933333333333333,0.795,-0.0016666666666667052,1,1,15.007014036178589
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage1,0,"['41', '10', '50', '31', '23', '47', '20']",27,7,0.8028571428571429,0.8042857142857143,-0.0014285714285713347,2,15,38.95958876609802
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage1,1,"['45', '3', '1', '2', '37', '8', '19']",27,7,0.8714285714285714,0.8742857142857143,-0.0028571428571428914,0,4,16.181418418884277
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage1,2,"['38', '46', '15', '11', '53', '33', '40']",27,7,0.7992857142857143,0.8,-0.0007142857142857784,0,0,9.110908269882202
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage1,3,"['36', '28', '48', '35', '27', '32', '39']",27,7,0.9064285714285714,0.9035714285714286,0.0028571428571427804,20,13,39.11685252189636
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage1,4,"['42', '13', '21', '24', '12', '43']",28,6,0.7925,0.795,-0.0025000000000000577,1,1,11.560157060623169
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage1,0,"['41', '10', '50', '31', '23', '47', '20']",27,7,0.8035714285714286,0.8042857142857143,-0.0007142857142856673,2,15,33.10471701622009
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage1,1,"['45', '3', '1', '2', '37', '8', '19']",27,7,0.8714285714285714,0.8742857142857143,-0.0028571428571428914,0,4,16.504117488861084
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage1,2,"['38', '46', '15', '11', '53', '33', '40']",27,7,0.8014285714285714,0.8,0.0014285714285713347,1,0,11.606875896453857
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage1,3,"['36', '28', '48', '35', '27', '32', '39']",27,7,0.9042857142857142,0.9035714285714286,0.0007142857142856673,20,13,33.202882051467896
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage1,4,"['42', '13', '21', '24', '12', '43']",28,6,0.7941666666666667,0.795,-0.0008333333333333526,1,1,8.115163326263428
V2,V2__lg1__ld0.1__lr0.0003__b8,stage1,0,"['41', '10', '50', '31', '23', '47', '20']",27,7,0.8028571428571429,0.8042857142857143,-0.0014285714285713347,2,15,18.888139486312866
V2,V2__lg1__ld0.1__lr0.0003__b8,stage1,1,"['45', '3', '1', '2', '37', '8', '19']",27,7,0.8714285714285714,0.8742857142857143,-0.0028571428571428914,2,4,8.63661003112793
V2,V2__lg1__ld0.1__lr0.0003__b8,stage1,2,"['38', '46', '15', '11', '53', '33', '40']",27,7,0.8014285714285714,0.8,0.0014285714285713347,1,0,6.202193975448608
V2,V2__lg1__ld0.1__lr0.0003__b8,stage1,3,"['36', '28', '48', '35', '27', '32', '39']",27,7,0.9007142857142857,0.9035714285714286,-0.0028571428571428914,18,13,20.92096519470215
V2,V2__lg1__ld0.1__lr0.0003__b8,stage1,4,"['42', '13', '21', '24', '12', '43']",28,6,0.795,0.795,0.0,1,1,6.366517782211304
V2,V2__lg0.03__ld0.01__lr0.0001__b8,stage2,0,"['41', '10', '50', '31', '23', '47', '20']",27,7,0.805,0.8042857142857143,0.0007142857142857784,10,6,13.970766305923462
V2,V2__lg0.03__ld0.01__lr0.0001__b8,stage2,1,"['45', '3', '1', '2', '37', '8', '19']",27,7,0.8742857142857143,0.8742857142857143,0.0,2,2,6.788235902786255
V2,V2__lg0.03__ld0.01__lr0.0001__b8,stage2,2,"['38', '46', '15', '11', '53', '33', '40']",27,7,0.7957142857142857,0.7978571428571428,-0.002142857142857113,0,0,5.148052453994751
V2,V2__lg0.03__ld0.01__lr0.0001__b8,stage2,3,"['36', '28', '48', '35', '27', '32', '39']",27,7,0.8992857142857142,0.9014285714285715,-0.002142857142857224,13,17,19.732335329055786
V2,V2__lg0.03__ld0.01__lr0.0001__b8,stage2,4,"['42', '13', '21', '24', '12', '43']",28,6,0.7983333333333333,0.7983333333333333,0.0,0,0,5.417127847671509
V2,V2__lg0.03__ld0.01__lr0.0003__b8,stage2,0,"['41', '10', '50', '31', '23', '47', '20']",27,7,0.8042857142857143,0.8049999999999999,-0.0007142857142856673,16,21,21.068105697631836
V2,V2__lg0.03__ld0.01__lr0.0003__b8,stage2,1,"['45', '3', '1', '2', '37', '8', '19']",27,7,0.8735714285714286,0.8742857142857143,-0.0007142857142857784,2,4,8.575750827789307
V2,V2__lg0.03__ld0.01__lr0.0003__b8,stage2,2,"['38', '46', '15', '11', '53', '33', '40']",27,7,0.7992857142857143,0.8,-0.0007142857142857784,0,0,5.201401710510254
