version,candidate,stage,lambda_geometry,lambda_drift,learning_rate,bottleneck,mean_method_BA,mean_control_BA,mean_delta_BA,delta_std,positive_inner_folds,median_method_epoch,median_control_epoch,stage1_rank
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage1,0.03,0.1,0.0003,8,0.835095238095238,0.8354285714285714,-0.00033333333333336325,0.0009233675918888501,2,2,4,1
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage1,0.1,0.1,0.0003,8,0.8344999999999999,0.8354285714285714,-0.0009285714285714563,0.0020404081224407954,1,1,4,3
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage1,0.3,0.1,0.0003,8,0.8349761904761905,0.8354285714285714,-0.00045238095238098186,0.0014761904761904554,2,1,4,2
V2,V2__lg1__ld0.1__lr0.0003__b8,stage1,1.0,0.1,0.0003,8,0.8342857142857143,0.8354285714285714,-0.0011428571428571566,0.0016659862556700675,1,2,4,4
V2,V2__lg0.03__ld0.01__lr0.0001__b8,stage2,0.03,0.01,0.0001,8,0.8345238095238094,0.8352380952380951,-0.0007142857142857118,0.0011952286093344212,1,2,2,1
V2,V2__lg0.03__ld0.01__lr0.0003__b8,stage2,0.03,0.01,0.0003,8,0.8349523809523809,0.8355714285714285,-0.0006190476190476302,0.0007619047619047969,1,2,4,1
V2,V2__lg0.03__ld0.1__lr0.0001__b8,stage2,0.03,0.1,0.0001,8,0.8345238095238094,0.8352380952380951,-0.0007142857142857118,0.0011952286093344212,1,2,2,1
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage2,0.03,0.1,0.0003,8,0.835095238095238,0.8354285714285714,-0.00033333333333336325,0.0009233675918888501,2,2,4,1
V2,V2__lg0.3__ld0.01__lr0.0001__b8,stage2,0.3,0.01,0.0001,8,0.8352142857142857,0.8356666666666666,-0.00045238095238098186,0.001330779867855437,2,6,6,2
V2,V2__lg0.3__ld0.01__lr0.0003__b8,stage2,0.3,0.01,0.0003,8,0.8346904761904762,0.8352857142857143,-0.0005952380952381376,0.0013883218797250572,1,1,4,2
V2,V2__lg0.3__ld0.1__lr0.0001__b8,stage2,0.3,0.1,0.0001,8,0.8352142857142857,0.8356666666666666,-0.00045238095238098186,0.001330779867855437,2,6,6,2
V2,V2__lg0.3__ld0.1__lr0.0003__b8,stage2,0.3,0.1,0.0003,8,0.8349761904761905,0.8354285714285714,-0.00045238095238098186,0.0014761904761904554,2,1,4,2
