dataset,scheme,n_subjects,calibration_m_by_fold,order_statistic_k_by_fold,raw_spearman,raw_mae,global_mae,raw_mae_improvement,raw_underestimation,q_mean,q_median,q_max,mean_seed_violation,worst_seed_violation,max_seed_cp_upper,average_set_size,global_average_set_size,relative_gain_vs_global,paired_gain_ci_low,paired_gain_ci_high,oracle_gain_recovered,sentinel_rate,global_sentinel_rate,sentinel_delta,sentinel_transition_rate,method_correction_cost,global_correction_cost,excess_correction_cost,q_driver_unstable_fold_rate,evaluation_loo_sign_stable,pass
eegmmidb,S2_EXACT_2TRAIN_2CAL,65,26,25,0.6048084088764674,1.6213141895855596,7.624615384615384,0.7873579049171482,0.6276923076923078,4.293063323845155,4.0,10.0,0.083076923076923,0.123076923076923,0.2111297600703393,3.740769905533064,3.660610661268556,-0.0218977792729065,-0.1448231443994601,-0.0115925775978407,-0.1919435912433288,0.4246153846153846,0.043076923076923,0.3815384615384615,0.3907692307692308,0.7302078272604589,1.9210560053981105,-1.1908481781376516,0.16,True,False
eegmmidb,S3_EXACT_2TRAIN_2CAL_SCALED,65,26,25,0.6048084088764674,1.6213141895855596,7.624615384615384,0.7873579049171482,0.6276923076923078,4.711562650298279,3.1143792777814925,24.0,0.043076923076923,0.0769230769230769,0.1549554246187664,3.815705802968961,3.660610661268556,-0.0423686526790198,-0.2194001180836706,-0.090528947368421,-0.3713797298803865,0.4923076923076923,0.043076923076923,0.4492307692307692,0.4584615384615385,0.8051437246963562,1.9210560053981105,-1.1159122807017543,0.2,True,False
hmc,S2_EXACT_2TRAIN_2CAL,90,36,34,0.5017094933949438,2.353029751891518,2.671111111111111,0.1190820396412785,0.4911111111111111,4.274347920237941,4.0,7.116661774234501,0.0955555555555555,0.1333333333333333,0.2070616943773147,3.185527777777778,3.073037037037037,-0.03660572241238,-0.301770138888889,0.0723435185185183,-0.1265639487035243,0.24,0.0,0.24,0.2266666666666666,1.137462962962963,1.1104351851851852,0.0270277777777777,0.4,True,False
hmc,S3_EXACT_2TRAIN_2CAL_SCALED,90,36,34,0.5017094933949438,2.353029751891518,2.671111111111111,0.1190820396412785,0.4911111111111111,3.1691653616804847,2.6190405329087545,9.455172211410312,0.0577777777777777,0.0777777777777777,0.1411257263910626,3.4158518518518526,3.073037037037037,-0.111555705539218,-0.5509111111111111,-0.1440997685185185,-0.3857028263066329,0.3133333333333333,0.0,0.3133333333333333,0.3,1.3677870370370369,1.1104351851851852,0.2573518518518518,0.52,True,False
