model,seed,fold,subject,session,selected_epoch,checkpoint_sha256,BA,Macro_F1,trials
EEGNet,0,0,sub-073,ses-01,15,214092488ce39690a857b7204507fa488dfcb9ccd97215038ece71819d8f4c0d,0.99375,0.9937497558498378,160
EEGNet,0,0,sub-073,ses-02,15,214092488ce39690a857b7204507fa488dfcb9ccd97215038ece71819d8f4c0d,0.9508113590263692,0.9519450800915332,63
EEGNet,0,0,sub-076,ses-01,15,214092488ce39690a857b7204507fa488dfcb9ccd97215038ece71819d8f4c0d,0.91875,0.9186705767350929,160
EEGNet,0,0,sub-076,ses-02,15,214092488ce39690a857b7204507fa488dfcb9ccd97215038ece71819d8f4c0d,0.945357833655706,0.9450283919294431,91
EEGNet,0,0,sub-081,ses-01,15,214092488ce39690a857b7204507fa488dfcb9ccd97215038ece71819d8f4c0d,0.96875,0.9687194525904204,160
EEGNet,0,0,sub-081,ses-02,15,214092488ce39690a857b7204507fa488dfcb9ccd97215038ece71819d8f4c0d,0.8276643990929705,0.8300000000000001,85
EEGNet,0,0,sub-083,ses-01,15,214092488ce39690a857b7204507fa488dfcb9ccd97215038ece71819d8f4c0d,0.96875,0.9687194525904204,160
EEGNet,0,0,sub-083,ses-02,15,214092488ce39690a857b7204507fa488dfcb9ccd97215038ece71819d8f4c0d,0.9416666666666667,0.9410459148286863,85
EEGNet,0,0,sub-090,ses-01,15,214092488ce39690a857b7204507fa488dfcb9ccd97215038ece71819d8f4c0d,0.95,0.949874686716792,160
EEGNet,0,0,sub-090,ses-02,15,214092488ce39690a857b7204507fa488dfcb9ccd97215038ece71819d8f4c0d,0.9216570959803118,0.9191176470588235,99
EEGNet,0,0,sub-092,ses-01,15,214092488ce39690a857b7204507fa488dfcb9ccd97215038ece71819d8f4c0d,0.875,0.8737373737373737,160
EEGNet,0,0,sub-092,ses-02,15,214092488ce39690a857b7204507fa488dfcb9ccd97215038ece71819d8f4c0d,0.8926910299003322,0.8845964162419858,78
SIRE-EEG,0,0,sub-006,ses-01,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.98125,0.9812492675495137,160
SIRE-EEG,0,0,sub-006,ses-02,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.9112206401363028,0.906522855675398,182
SIRE-EEG,0,0,sub-007,ses-01,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.86875,0.8687448728465956,160
SIRE-EEG,0,0,sub-007,ses-02,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.9616318601262749,0.9609019821785779,129
SIRE-EEG,0,0,sub-010,ses-01,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.89375,0.8932454177950468,160
SIRE-EEG,0,0,sub-010,ses-02,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.869906592662786,0.8709765411893071,172
SIRE-EEG,0,0,sub-021,ses-01,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.8125,0.8095238095238095,160
SIRE-EEG,0,0,sub-021,ses-02,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.7393548387096774,0.7417654808959157,56
SIRE-EEG,0,0,sub-042,ses-01,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.9815548780487805,0.9814807758259345,162
SIRE-EEG,0,0,sub-042,ses-02,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.926829268292683,0.926829268292683,82
SIRE-EEG,0,0,sub-048,ses-01,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.95625,0.95623461373139,160
SIRE-EEG,0,0,sub-048,ses-02,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.8545454545454545,0.8452380952380952,26
SIRE-EEG,0,0,sub-052,ses-01,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.8187500000000001,0.8134373366571509,160
SIRE-EEG,0,0,sub-052,ses-02,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.8690476190476191,0.866600790513834,45
SIRE-EEG,0,0,sub-059,ses-01,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.9624999999999999,0.9624941397093296,160
SIRE-EEG,0,0,sub-059,ses-02,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.9514652014652014,0.9506097560975609,162
SIRE-EEG,0,0,sub-061,ses-01,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.94375,0.9435714565617774,160
SIRE-EEG,0,0,sub-061,ses-02,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.8874643874643875,0.8867521367521367,53
SIRE-EEG,0,0,sub-073,ses-01,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,1.0,1.0,160
SIRE-EEG,0,0,sub-073,ses-02,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.9655172413793103,0.9678571428571429,63
SIRE-EEG,0,0,sub-076,ses-01,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.9312499999999999,0.9311181558451724,160
SIRE-EEG,0,0,sub-076,ses-02,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.9439071566731141,0.944815039417829,91
SIRE-EEG,0,0,sub-081,ses-01,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.96875,0.9687390098081357,160
SIRE-EEG,0,0,sub-081,ses-02,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.8591269841269842,0.8564189189189189,85
SIRE-EEG,0,0,sub-083,ses-01,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.99375,0.9937497558498378,160
SIRE-EEG,0,0,sub-083,ses-02,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.9208333333333334,0.9176470588235294,85
SIRE-EEG,0,0,sub-090,ses-01,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.96875,0.9687194525904204,160
SIRE-EEG,0,0,sub-090,ses-02,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.9390894175553732,0.9390894175553732,99
SIRE-EEG,0,0,sub-092,ses-01,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.95,0.9499687304565353,160
SIRE-EEG,0,0,sub-092,ses-02,16,b386f16e00f0254bf975bc9dc853bbf3b896668b5c9f95e7f2fcafbf6421c8b7,0.8990033222591363,0.8968253968253967,78
EEGNet,0,1,sub-004,ses-01,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.9375,0.9375,160
EEGNet,0,1,sub-004,ses-02,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.9216269841269842,0.9211376055638351,127
EEGNet,0,1,sub-012,ses-01,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.85625,0.8561994451174242,160
EEGNet,0,1,sub-012,ses-02,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.9806425702811246,0.9809508499778965,158
EEGNet,0,1,sub-028,ses-01,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.9375,0.9375,160
EEGNet,0,1,sub-028,ses-02,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.9625,0.961038961038961,77
EEGNet,0,1,sub-029,ses-01,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.9750000000000001,0.974996093139553,160
EEGNet,0,1,sub-029,ses-02,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.924342105263158,0.9183285849952516,86
EEGNet,0,1,sub-033,ses-01,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.9875,0.9874980465697765,160
EEGNet,0,1,sub-033,ses-02,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.9501519756838905,0.9501519756838905,82
EEGNet,0,1,sub-039,ses-01,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.98125,0.9812492675495137,160
EEGNet,0,1,sub-039,ses-02,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.9807692307692308,0.981999357119897,56
EEGNet,0,1,sub-047,ses-01,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.96875,0.9687487792491895,160
EEGNet,0,1,sub-047,ses-02,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.9516233766233766,0.9489664082687339,79
EEGNet,0,1,sub-055,ses-01,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.8936708860759495,0.892246362367949,159
EEGNet,0,1,sub-055,ses-02,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.9378739070409572,0.9354395604395604,94
EEGNet,0,1,sub-057,ses-01,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.9875,0.9874980465697765,160
EEGNet,0,1,sub-057,ses-02,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.940158371040724,0.939846223428313,133
EEGNet,0,1,sub-065,ses-01,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.79375,0.7923793794974637,160
EEGNet,0,1,sub-065,ses-02,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.8616516373991456,0.858678955453149,92
EEGNet,0,1,sub-068,ses-01,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.95,0.949874686716792,160
EEGNet,0,1,sub-068,ses-02,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.9444444444444444,0.9511077158135981,64
EEGNet,0,1,sub-075,ses-01,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.99375,0.9937497558498378,160
EEGNet,0,1,sub-075,ses-02,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,1.0,1.0,40
EEGNet,0,1,sub-089,ses-01,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.85,0.8465473145780051,160
EEGNet,0,1,sub-089,ses-02,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.8460526315789474,0.8460526315789474,78
EEGNet,0,1,sub-094,ses-01,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.9875,0.9874980465697765,160
EEGNet,0,1,sub-094,ses-02,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.927003410059676,0.927003410059676,137
EEGNet,0,1,sub-095,ses-01,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.7375,0.7371303395399781,160
EEGNet,0,1,sub-095,ses-02,29,d456155fbaf453b1ead1d337a2925b635baa0d972f5ffc5a44f5bdd8b27a7072,0.9594594594594594,0.9608009502799932,77
SIRE-EEG,0,1,sub-004,ses-01,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.95,0.9499921862791061,160
SIRE-EEG,0,1,sub-004,ses-02,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.9135664682539683,0.9133643410852713,127
SIRE-EEG,0,1,sub-012,ses-01,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.85625,0.8561994451174242,160
SIRE-EEG,0,1,sub-012,ses-02,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.942570281124498,0.9428525499336897,158
SIRE-EEG,0,1,sub-028,ses-01,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.925,0.925,160
SIRE-EEG,0,1,sub-028,ses-02,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.9354729729729729,0.9350210970464135,77
SIRE-EEG,0,1,sub-029,ses-01,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.96875,0.9687487792491895,160
SIRE-EEG,0,1,sub-029,ses-02,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.9479166666666667,0.9416632749966083,86
SIRE-EEG,0,1,sub-033,ses-01,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.96875,0.9687194525904204,160
SIRE-EEG,0,1,sub-033,ses-02,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.943161094224924,0.9382808971850067,82
SIRE-EEG,0,1,sub-039,ses-01,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.9875,0.9875,160
SIRE-EEG,0,1,sub-039,ses-02,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.9833333333333334,0.9820914614646626,56
SIRE-EEG,0,1,sub-047,ses-01,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.95625,0.9562482909488652,160
SIRE-EEG,0,1,sub-047,ses-02,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.923051948051948,0.923051948051948,79
SIRE-EEG,0,1,sub-055,ses-01,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.9061708860759494,0.9051199427139276,159
SIRE-EEG,0,1,sub-055,ses-02,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.9162448228255868,0.913919413919414,94
SIRE-EEG,0,1,sub-057,ses-01,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.95625,0.9562072336265884,160
SIRE-EEG,0,1,sub-057,ses-02,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.926131221719457,0.924705615942029,133
SIRE-EEG,0,1,sub-065,ses-01,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.75625,0.7554763117677026,160
SIRE-EEG,0,1,sub-065,ses-02,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.8412434741338395,0.836937256292095,92
SIRE-EEG,0,1,sub-068,ses-01,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.9437500000000001,0.9437302176546443,160
SIRE-EEG,0,1,sub-068,ses-02,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.9174174174174174,0.919496855345912,64
SIRE-EEG,0,1,sub-075,ses-01,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.99375,0.9937497558498378,160
SIRE-EEG,0,1,sub-075,ses-02,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,1.0,1.0,40
SIRE-EEG,0,1,sub-089,ses-01,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.86875,0.8664493819309194,160
SIRE-EEG,0,1,sub-089,ses-02,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.9105263157894736,0.9102416570771001,78
SIRE-EEG,0,1,sub-094,ses-01,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.9875,0.9875,160
SIRE-EEG,0,1,sub-094,ses-02,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.9122975277067349,0.9123667377398721,137
SIRE-EEG,0,1,sub-095,ses-01,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.7437499999999999,0.7436598804267125,160
SIRE-EEG,0,1,sub-095,ses-02,21,85c88b11cbd00b4828d6c16c0be912036d2eea3d131a87293d35c998f76d6c0d,0.9469594594594595,0.9478319783197832,77
EEGNet,0,2,sub-001,ses-01,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.9375,0.9372549019607843,160
EEGNet,0,2,sub-001,ses-02,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.9094760312151616,0.9101274312541918,134
EEGNet,0,2,sub-002,ses-01,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.93125,0.9311827956989247,160
EEGNet,0,2,sub-002,ses-02,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.975,0.975,80
EEGNet,0,2,sub-005,ses-01,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.95,0.9499921862791061,160
EEGNet,0,2,sub-005,ses-02,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.8839743589743589,0.8858894105372979,125
EEGNet,0,2,sub-008,ses-01,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.75,0.7366688610928243,160
EEGNet,0,2,sub-008,ses-02,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.9270833333333334,0.927012056044314,96
EEGNet,0,2,sub-013,ses-01,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.9497474747474748,0.9494238358326756,178
EEGNet,0,2,sub-013,ses-02,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.935352018685352,0.935352018685352,155
EEGNet,0,2,sub-016,ses-01,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.8209876543209876,0.8194396402628847,162
EEGNet,0,2,sub-016,ses-02,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.8545918367346939,0.8505474992601362,101
EEGNet,0,2,sub-023,ses-01,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.9625,0.9624765478424016,160
EEGNet,0,2,sub-023,ses-02,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.9444444444444444,0.9577677224736048,28
EEGNet,0,2,sub-026,ses-01,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.875,0.875,160
EEGNet,0,2,sub-026,ses-02,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,1.0,1.0,34
EEGNet,0,2,sub-030,ses-01,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.99375,0.9937497558498378,160
EEGNet,0,2,sub-030,ses-02,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.8944444444444444,0.8944444444444444,95
EEGNet,0,2,sub-034,ses-01,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.9375,0.9375,160
EEGNet,0,2,sub-034,ses-02,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.8077731092436975,0.8056426332288402,62
EEGNet,0,2,sub-040,ses-01,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.7625,0.7606676113997796,160
EEGNet,0,2,sub-040,ses-02,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.8862687300417588,0.8888888888888888,128
EEGNet,0,2,sub-049,ses-01,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.7,0.6976854038734057,160
EEGNet,0,2,sub-049,ses-02,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.8942307692307692,0.895330112721417,125
EEGNet,0,2,sub-058,ses-01,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.95625,0.9562482909488652,160
EEGNet,0,2,sub-058,ses-02,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.9239433597940356,0.9193368404272277,138
EEGNet,0,2,sub-067,ses-01,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.8628083763625932,0.8613006897049795,167
EEGNet,0,2,sub-067,ses-02,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.8728858350951374,0.8729589804858622,87
EEGNet,0,2,sub-086,ses-01,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.8999999999999999,0.8999843725582122,160
EEGNet,0,2,sub-086,ses-02,39,9913267869f45860615b0f0acc4b28c21ab3c4e38e43f7ee8e439d492e813099,0.9727272727272727,0.9665007889306955,92
SIRE-EEG,0,2,sub-001,ses-01,17,42ccc21f571556efdb0d5d0d8207c8019b13aafa7a271261a7686af440ebfd32,0.91875,0.9185941841806583,160
SIRE-EEG,0,2,sub-001,ses-02,17,42ccc21f571556efdb0d5d0d8207c8019b13aafa7a271261a7686af440ebfd32,0.9031215161649944,0.9029364239148604,134
SIRE-EEG,0,2,sub-002,ses-01,17,42ccc21f571556efdb0d5d0d8207c8019b13aafa7a271261a7686af440ebfd32,0.91875,0.9183641430197418,160
SIRE-EEG,0,2,sub-002,ses-02,17,42ccc21f571556efdb0d5d0d8207c8019b13aafa7a271261a7686af440ebfd32,0.9375,0.9374902328488826,80
SIRE-EEG,0,2,sub-005,ses-01,17,42ccc21f571556efdb0d5d0d8207c8019b13aafa7a271261a7686af440ebfd32,0.94375,0.943747802648541,160
SIRE-EEG,0,2,sub-005,ses-02,17,42ccc21f571556efdb0d5d0d8207c8019b13aafa7a271261a7686af440ebfd32,0.8423076923076923,0.843141139951126,125
SIRE-EEG,0,2,sub-008,ses-01,17,42ccc21f571556efdb0d5d0d8207c8019b13aafa7a271261a7686af440ebfd32,0.8,0.7953964194373402,160
SIRE-EEG,0,2,sub-008,ses-02,17,42ccc21f571556efdb0d5d0d8207c8019b13aafa7a271261a7686af440ebfd32,0.9375,0.9373913043478261,96
SIRE-EEG,0,2,sub-013,ses-01,17,42ccc21f571556efdb0d5d0d8207c8019b13aafa7a271261a7686af440ebfd32,0.9438131313131313,0.9438131313131313,178
SIRE-EEG,0,2,sub-013,ses-02,17,42ccc21f571556efdb0d5d0d8207c8019b13aafa7a271261a7686af440ebfd32,0.9206706706706707,0.9220321931589537,155
SIRE-EEG,0,2,sub-016,ses-01,17,42ccc21f571556efdb0d5d0d8207c8019b13aafa7a271261a7686af440ebfd32,0.7962962962962963,0.7961020633891454,162
SIRE-EEG,0,2,sub-016,ses-02,17,42ccc21f571556efdb0d5d0d8207c8019b13aafa7a271261a7686af440ebfd32,0.8324175824175823,0.8316831683168316,101
SIRE-EEG,0,2,sub-023,ses-01,17,42ccc21f571556efdb0d5d0d8207c8019b13aafa7a271261a7686af440ebfd32,0.975,0.9749843652282677,160
SIRE-EEG,0,2,sub-023,ses-02,17,42ccc21f571556efdb0d5d0d8207c8019b13aafa7a271261a7686af440ebfd32,0.8888888888888888,0.9125,28
SIRE-EEG,0,2,sub-026,ses-01,17,42ccc21f571556efdb0d5d0d8207c8019b13aafa7a271261a7686af440ebfd32,0.8374999999999999,0.8365807668133249,160
SIRE-EEG,0,2,sub-026,ses-02,17,42ccc21f571556efdb0d5d0d8207c8019b13aafa7a271261a7686af440ebfd32,1.0,1.0,34
