epoch,validation_macro_BA,validation_BA_mi,validation_BA_erp,validation_BA_ssvep,train_task_loss,train_subject_loss,train_total_loss,train_grad_norm,lambda_inv_effective,lambda_inv_effective_mi,lambda_inv_effective_erp,lambda_inv_effective_ssvep,spectrum_positive_rho_count,spectrum_pca_overlap,spectrum_alignment_mean,elapsed_seconds
0,0.7785914702581369,0.7716666666666667,0.6218855218855219,0.9422222222222223,0.40156900220447117,3.4983545585914895,3.8999235497580633,0.9801368404317785,0.0,0.0,0.0,0.0,20,0.6459726395577483,1.0,9.175991535186768
1,0.778608305274972,0.7666666666666666,0.6252693602693603,0.9438888888888889,0.3944076426603176,3.397290892071194,3.791698526453089,1.0215199578691412,0.0,0.0,0.0,0.0,20,0.6459726395577483,1.0,16.770159244537354
2,0.779915824915825,0.768888888888889,0.6291919191919192,0.9416666666666667,0.39811137042663713,3.2860802676942615,3.6841916375690036,1.102249793432377,0.025,0.015,0.025,0.034999999999999996,20,0.6459726395577483,1.0,24.377859354019165
3,0.779074074074074,0.765,0.6238888888888889,0.9483333333333334,0.39329139281202247,3.2114166418711343,3.604708026956629,1.1253347485153764,0.05,0.03,0.05,0.06999999999999999,20,0.6459726395577483,1.0,31.901846408843994
4,0.7805499438832771,0.7672222222222222,0.636094276094276,0.9383333333333334,0.39100699513046827,3.3166259041538946,3.7076328727934094,1.130061443205233,0.07500000000000001,0.045000000000000005,0.07500000000000001,0.10500000000000001,20,0.6312521517234954,0.5266646040166806,41.58626341819763
5,0.7791133557800225,0.7622222222222222,0.629006734006734,0.9461111111111111,0.38840095588454493,3.310354162145544,3.698755109751666,1.095505940693396,0.1,0.06,0.1,0.13999999999999999,20,0.6312521517234954,0.5266646040166806,49.209643602371216
6,0.7766273849607183,0.7555555555555555,0.6293265993265993,0.9450000000000001,0.3952961415052414,3.3272281576085976,3.722524294146785,1.1970114730022572,0.1,0.06,0.1,0.13999999999999999,20,0.6312521517234954,0.5266646040166806,56.936909675598145
7,0.7795959595959596,0.7666666666666666,0.6243434343434344,0.9477777777777777,0.3902917173173692,3.294320790855973,3.6846124905127065,1.201987831680863,0.1,0.06,0.1,0.13999999999999999,20,0.6312521517234954,0.5266646040166806,64.51412677764893
8,0.7789113355780023,0.7672222222222222,0.6200673400673401,0.9494444444444444,0.38935767942004734,3.7487227033685753,4.138080367335567,1.1036935901200329,0.1,0.06,0.1,0.13999999999999999,19,0.686440215444968,0.5015384792090752,74.40709853172302
9,0.7792592592592592,0.7627777777777778,0.6294444444444445,0.9455555555555556,0.3949815211472688,3.6436172282254256,4.038598714051424,1.120369216910115,0.1,0.06,0.1,0.13999999999999999,19,0.686440215444968,0.5015384792090752,82.19837641716003
