version,candidate,stage,inner_fold,held_subjects,n_train_subjects,n_held_subjects,method_BA,control_BA,delta_BA,method_epoch,control_epoch,elapsed_seconds
V2,V2__lg0.03__ld0.01__lr0.0001__b8,stage2,1,"['42', '45', '10', '32', '38', '24', '11']",27,7,0.7671428571428571,0.7671428571428571,0.0,5,5,9.508479595184326
V2,V2__lg0.03__ld0.01__lr0.0001__b8,stage2,2,"['27', '13', '53', '2', '3', '19', '31']",27,7,0.7864285714285715,0.7849999999999999,0.0014285714285715567,2,2,6.9320642948150635
V2,V2__lg0.03__ld0.01__lr0.0001__b8,stage2,3,"['8', '43', '35', '21', '33', '39', '48']",27,7,0.87,0.87,0.0,1,1,6.093550443649292
V2,V2__lg0.03__ld0.01__lr0.0001__b8,stage2,4,"['47', '41', '23', '50', '15', '36']",28,6,0.8033333333333333,0.8025,0.0008333333333333526,0,0,5.423592567443848
V2,V2__lg0.03__ld0.01__lr0.0003__b8,stage2,0,"['40', '1', '28', '20', '12', '46', '37']",27,7,0.8271428571428572,0.83,-0.0028571428571427804,7,12,15.713581800460815
V2,V2__lg0.03__ld0.01__lr0.0003__b8,stage2,1,"['42', '45', '10', '32', '38', '24', '11']",27,7,0.7771428571428571,0.7757142857142858,0.0014285714285713347,2,5,9.560271978378296
V2,V2__lg0.03__ld0.01__lr0.0003__b8,stage2,2,"['27', '13', '53', '2', '3', '19', '31']",27,7,0.7885714285714286,0.7878571428571428,0.0007142857142857784,1,1,6.040180921554565
V2,V2__lg0.03__ld0.01__lr0.0003__b8,stage2,3,"['8', '43', '35', '21', '33', '39', '48']",27,7,0.87,0.8707142857142858,-0.0007142857142857784,2,2,6.983703374862671
V2,V2__lg0.03__ld0.01__lr0.0003__b8,stage2,4,"['47', '41', '23', '50', '15', '36']",28,6,0.8049999999999999,0.8049999999999999,0.0,7,3,11.620385646820068
V2,V2__lg0.03__ld0.1__lr0.0001__b8,stage2,0,"['40', '1', '28', '20', '12', '46', '37']",27,7,0.822857142857143,0.8242857142857143,-0.0014285714285713347,4,7,11.77571964263916
V2,V2__lg0.03__ld0.1__lr0.0001__b8,stage2,1,"['42', '45', '10', '32', '38', '24', '11']",27,7,0.7671428571428571,0.7671428571428571,0.0,5,5,9.717238903045654
V2,V2__lg0.03__ld0.1__lr0.0001__b8,stage2,2,"['27', '13', '53', '2', '3', '19', '31']",27,7,0.7864285714285715,0.7849999999999999,0.0014285714285715567,2,2,6.941772699356079
V2,V2__lg0.03__ld0.1__lr0.0001__b8,stage2,3,"['8', '43', '35', '21', '33', '39', '48']",27,7,0.87,0.87,0.0,1,1,6.1163530349731445
V2,V2__lg0.03__ld0.1__lr0.0001__b8,stage2,4,"['47', '41', '23', '50', '15', '36']",28,6,0.8033333333333333,0.8025,0.0008333333333333526,0,0,5.469623327255249
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage2,0,"['40', '1', '28', '20', '12', '46', '37']",27,7,0.8264285714285715,0.83,-0.0035714285714284477,7,12,15.661964416503906
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage2,1,"['42', '45', '10', '32', '38', '24', '11']",27,7,0.7771428571428571,0.7757142857142858,0.0014285714285713347,2,5,9.45544147491455
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage2,2,"['27', '13', '53', '2', '3', '19', '31']",27,7,0.7885714285714286,0.7878571428571428,0.0007142857142857784,1,1,6.025377035140991
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage2,3,"['8', '43', '35', '21', '33', '39', '48']",27,7,0.87,0.8707142857142858,-0.0007142857142857784,2,2,6.923660755157471
V2,V2__lg0.03__ld0.1__lr0.0003__b8,stage2,4,"['47', '41', '23', '50', '15', '36']",28,6,0.8049999999999999,0.8049999999999999,0.0,7,3,9.828803777694702
V2,V2__lg0.1__ld0.01__lr0.0001__b8,stage2,0,"['40', '1', '28', '20', '12', '46', '37']",27,7,0.8214285714285714,0.8242857142857143,-0.0028571428571428914,8,7,9.279239416122437
V2,V2__lg0.1__ld0.01__lr0.0001__b8,stage2,1,"['42', '45', '10', '32', '38', '24', '11']",27,7,0.7714285714285714,0.775,-0.0035714285714286698,15,17,15.420126914978027
V2,V2__lg0.1__ld0.01__lr0.0001__b8,stage2,2,"['27', '13', '53', '2', '3', '19', '31']",27,7,0.785,0.7849999999999999,1.1102230246251565e-16,1,2,5.828258991241455
V2,V2__lg0.1__ld0.01__lr0.0001__b8,stage2,3,"['8', '43', '35', '21', '33', '39', '48']",27,7,0.87,0.87,0.0,1,1,5.022950172424316
V2,V2__lg0.1__ld0.01__lr0.0001__b8,stage2,4,"['47', '41', '23', '50', '15', '36']",28,6,0.8033333333333333,0.8025,0.0008333333333333526,0,0,4.5763840675354
V2,V2__lg0.1__ld0.01__lr0.0003__b8,stage2,0,"['40', '1', '28', '20', '12', '46', '37']",27,7,0.8228571428571428,0.83,-0.0071428571428571175,4,12,12.301615715026855
V2,V2__lg0.1__ld0.01__lr0.0003__b8,stage2,1,"['42', '45', '10', '32', '38', '24', '11']",27,7,0.7742857142857142,0.7757142857142858,-0.0014285714285715567,2,5,5.728196382522583
V2,V2__lg0.1__ld0.01__lr0.0003__b8,stage2,2,"['27', '13', '53', '2', '3', '19', '31']",27,7,0.7885714285714285,0.7878571428571428,0.0007142857142856673,1,1,3.6140265464782715
V2,V2__lg0.1__ld0.01__lr0.0003__b8,stage2,3,"['8', '43', '35', '21', '33', '39', '48']",27,7,0.8707142857142858,0.8707142857142858,0.0,2,2,4.140244722366333
V2,V2__lg0.1__ld0.01__lr0.0003__b8,stage2,4,"['47', '41', '23', '50', '15', '36']",28,6,0.8058333333333333,0.8049999999999999,0.0008333333333333526,8,3,7.550259351730347
V2,V2__lg0.1__ld0.1__lr0.0001__b8,stage2,0,"['40', '1', '28', '20', '12', '46', '37']",27,7,0.8214285714285714,0.8242857142857143,-0.0028571428571428914,8,7,7.260105848312378
V2,V2__lg0.1__ld0.1__lr0.0001__b8,stage2,1,"['42', '45', '10', '32', '38', '24', '11']",27,7,0.7714285714285714,0.775,-0.0035714285714286698,15,17,12.004989862442017
V2,V2__lg0.1__ld0.1__lr0.0001__b8,stage2,2,"['27', '13', '53', '2', '3', '19', '31']",27,7,0.785,0.7849999999999999,1.1102230246251565e-16,2,2,4.138188123703003
V2,V2__lg0.1__ld0.1__lr0.0001__b8,stage2,3,"['8', '43', '35', '21', '33', '39', '48']",27,7,0.87,0.87,0.0,1,1,3.616640567779541
V2,V2__lg0.1__ld0.1__lr0.0001__b8,stage2,4,"['47', '41', '23', '50', '15', '36']",28,6,0.8033333333333333,0.8025,0.0008333333333333526,0,0,3.2345356941223145
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage2,0,"['40', '1', '28', '20', '12', '46', '37']",27,7,0.8228571428571428,0.83,-0.0071428571428571175,4,12,9.790467739105225
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage2,1,"['42', '45', '10', '32', '38', '24', '11']",27,7,0.7742857142857142,0.7757142857142858,-0.0014285714285715567,2,5,6.173298358917236
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage2,2,"['27', '13', '53', '2', '3', '19', '31']",27,7,0.7885714285714285,0.7878571428571428,0.0007142857142856673,1,1,3.6473867893218994
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage2,3,"['8', '43', '35', '21', '33', '39', '48']",27,7,0.8707142857142858,0.8707142857142858,0.0,2,2,4.114217758178711
V2,V2__lg0.1__ld0.1__lr0.0003__b8,stage2,4,"['47', '41', '23', '50', '15', '36']",28,6,0.8049999999999999,0.8049999999999999,0.0,8,3,7.568793296813965
