pair_id,dataset,outer_fold,meta_fold,draw,draw_seed,alpha_inner,lambda_meta,mu_harm,gA_norm,gB_future_norm,g_harm_norm,g_combined_norm,g_AB_mean_norm,gB_future_over_gA,half_g_harm_over_gA,g_combined_over_gA,g_AB_mean_over_gA,cos_A_B_future,cos_A_harm,cos_B_future_harm,active_harm_fraction,clip_threshold,clip_triggered,clip_post_norm,future_loss_mean,baseline_loss_mean,scalar_harm_mean
OpenBMI-fold2-meta1-draw8,OpenBMI,2,1,8,3521191019,0.0001,1.0,0.5,3.9842095375061035,5.354877471923828,5.350222587585449,7.754843711853027,2.904512643814087,1.3440250623152936,0.6714283645501229,1.9463945454804403,0.7290059964145742,-0.250774621963501,-0.38456785678863525,0.9539641737937927,0.4285714626312256,5.0,True,5.0,0.29211297631263733,0.291584849357605,0.0008192360983230174
OpenBMI-fold2-meta1-draw9,OpenBMI,2,1,9,2606164413,0.0001,1.0,0.5,2.455413341522217,4.136603355407715,0.9714915752410889,6.07040548324585,3.058616876602173,1.684687170773152,0.19782648379657725,2.472254011409152,1.2456627260589876,0.678986668586731,-0.24324023723602295,0.06482919305562973,0.4285714626312256,5.0,True,5.0,0.2874721884727478,0.2881659269332886,5.601985321845859e-05
OpenBMI-fold2-meta2-draw0,OpenBMI,2,2,0,1590046615,0.0001,1.0,0.5,3.763566493988037,2.336606979370117,2.8240885734558105,4.261519432067871,1.966131329536438,0.620849128905425,0.3751878142670046,1.1323087924380424,0.5224117423399209,-0.24020572006702423,-0.4383487105369568,0.8223168849945068,0.5714285969734192,5.0,False,4.261519432067871,0.23288476467132568,0.23267550766468048,0.00046486861538141966
OpenBMI-fold2-meta2-draw1,OpenBMI,2,2,1,2010297920,0.0001,1.0,0.5,2.675017833709717,1.9772893190383911,2.070699691772461,3.3710744380950928,1.7456259727478027,0.739168649315614,0.38704409101093973,1.2602063416601916,0.6525661065694531,0.09440038353204727,-0.613074541091919,0.3966657221317291,0.2857142984867096,5.0,False,3.3710744380950928,0.18418382108211517,0.1842370331287384,0.00033789235749281943
OpenBMI-fold2-meta2-draw2,OpenBMI,2,2,2,3307086000,0.0001,1.0,0.5,7.351065158843994,3.3389172554016113,1.4453141689300537,9.51602554321289,4.953149795532227,0.45420863279719303,0.09830644523611727,1.2945097530205203,0.6738002845170187,0.6156102418899536,-0.41474804282188416,-0.20044469833374023,0.2857142984867096,5.0,True,5.0,0.15611819922924042,0.15767410397529602,0.0004351522366050631
OpenBMI-fold2-meta2-draw3,OpenBMI,2,2,3,1100097246,0.0001,1.0,0.5,3.316528797149658,6.501881122589111,1.5127564668655396,8.4068021774292,4.208512783050537,1.9604476608727346,0.22806321901466012,2.5348195935021884,1.2689510751926778,0.39282670617103577,-0.18540173768997192,0.08306334167718887,0.2857142984867096,5.0,True,5.0,0.253261536359787,0.25411316752433777,9.262615640182048e-05
OpenBMI-fold2-meta2-draw4,OpenBMI,2,2,4,3872929117,0.0001,1.0,0.5,4.644893646240234,6.31257438659668,1.3595839738845825,8.880969047546387,4.560774803161621,1.3590352906586642,0.14635254081491025,1.9119854455085326,0.9818900389362623,0.3585704267024994,-0.4349442422389984,-0.15087327361106873,0.2857142984867096,5.0,True,5.0,0.35250556468963623,0.35356271266937256,0.0002727349055930972
OpenBMI-fold2-meta2-draw5,OpenBMI,2,2,5,2482517256,0.0001,1.0,0.5,5.191736221313477,3.911452054977417,4.605454444885254,6.517129898071289,2.8173253536224365,0.7533996120449749,0.44353702196758593,1.2552891018069667,0.5426557193057222,-0.26092591881752014,-0.4527597427368164,0.9070626497268677,0.5714285969734192,5.0,True,5.0,0.27761781215667725,0.2771008610725403,0.0010756839765235782
OpenBMI-fold2-meta2-draw6,OpenBMI,2,2,6,1030906758,0.0001,1.0,0.5,3.666630268096924,3.6029529571533203,0.34742435812950134,6.073495388031006,3.0266811847686768,0.9826332882544349,0.04737651913698727,1.6564242762287857,0.8254666992479727,0.37306082248687744,-0.0895872637629509,0.5504747629165649,0.4285714626312256,5.0,True,5.0,0.2415878176689148,0.24208533763885498,1.0928006304311566e-05
OpenBMI-fold2-meta2-draw7,OpenBMI,2,2,7,1027716764,0.0001,1.0,0.5,4.077012062072754,2.5157268047332764,2.5406157970428467,5.528794765472412,2.697521448135376,0.617051597206774,0.3115781555661129,1.3560898720180807,0.6616417629051495,0.27263718843460083,-0.3164592981338501,0.5770507454872131,0.5714285969734192,5.0,True,5.0,0.2842561900615692,0.2845480144023895,0.0003229643334634602
OpenBMI-fold2-meta2-draw8,OpenBMI,2,2,8,2046779005,0.0001,1.0,0.5,5.079115390777588,2.5008981227874756,0.8021404147148132,6.506901741027832,3.306068181991577,0.49238852248336107,0.07896457877008475,1.2811092563171038,0.6509141706043096,0.4458663761615753,-0.3623078763484955,0.1375865787267685,0.2857142984867096,5.0,True,5.0,0.20596466958522797,0.2065383344888687,0.00014549866318702698
OpenBMI-fold2-meta2-draw9,OpenBMI,2,2,9,2413354577,0.0001,1.0,0.5,3.954111099243164,3.2896111011505127,1.6906089782714844,6.167789936065674,3.158572196960449,0.831947059297388,0.21377863897085175,1.5598423466771631,0.7988071446867072,0.49749740958213806,-0.10521835088729858,-0.24606113135814667,0.2857142984867096,5.0,True,5.0,0.208364799618721,0.20901837944984436,6.983961793594062e-05
OpenBMI-fold2-meta3-draw0,OpenBMI,2,3,0,3497569677,0.0001,1.0,0.5,2.636577844619751,3.443059206008911,2.087500810623169,4.130320072174072,1.9711331129074097,1.3058818699530836,0.39587316090115854,1.5665458467696978,0.7476104363577734,-0.18508565425872803,-0.5709514021873474,0.5101632475852966,0.5714285969734192,5.0,False,4.130320072174072,0.1983061581850052,0.198141410946846,0.0003113980928901583
OpenBMI-fold2-meta3-draw1,OpenBMI,2,3,1,1943740711,0.0001,1.0,0.5,2.977525472640991,4.165915489196777,1.8106552362442017,5.1332831382751465,2.6240899562835693,1.3991200167640259,0.3040536937267904,1.7240098146740797,0.8812989109228566,0.04876253008842468,-0.3835436999797821,0.02234482765197754,0.2857142984867096,5.0,True,5.0,0.3186051845550537,0.31866729259490967,0.00020597450202330947
OpenBMI-fold2-meta3-draw2,OpenBMI,2,3,2,2040762902,0.0001,1.0,0.5,3.835254669189453,3.441742420196533,3.6318392753601074,4.882979393005371,2.1797292232513428,0.8973960576453492,0.4734808492036416,1.2731825691349319,0.5683401524186161,-0.2992974519729614,-0.6103540658950806,0.8315471410751343,0.4285714626312256,5.0,False,4.882979393005371,0.30433163046836853,0.3039589822292328,0.0008322442299686372
OpenBMI-fold2-meta3-draw3,OpenBMI,2,3,3,884711504,0.0001,1.0,0.5,4.987463474273682,5.87897253036499,4.0568766593933105,9.154741287231445,3.8673512935638428,1.1787499919929014,0.40670740550978257,1.8355505427665593,0.775414459376475,0.002186794066801667,-0.12152229994535446,0.9470832943916321,0.7142857313156128,5.0,True,5.0,0.32501426339149475,0.3250235319137573,0.00024402143026236445
OpenBMI-fold2-meta3-draw4,OpenBMI,2,3,4,257868950,0.0001,1.0,0.5,2.7675442695617676,8.825427055358887,1.134574294090271,10.491569519042969,5.201388835906982,3.188901855129626,0.20497852673372546,3.7909310555325924,1.8794238968869708,0.4360840618610382,-0.08082304149866104,0.3150910437107086,0.1428571492433548,5.0,True,5.0,0.38686099648475647,0.38793155550956726,2.485939512553159e-05
OpenBMI-fold2-meta3-draw5,OpenBMI,2,3,5,41949554,0.0001,1.0,0.5,3.0674870014190674,2.3715124130249023,1.1901421546936035,4.278177261352539,2.109468698501587,0.7731124571767717,0.19399302330262935,1.3946847238059648,0.6876862713764439,0.16635777056217194,-0.05895617976784706,0.2515595257282257,0.2857142984867096,5.0,False,4.278177261352539,0.18170210719108582,0.18182902038097382,1.9486462406348437e-05
OpenBMI-fold2-meta3-draw6,OpenBMI,2,3,6,3080261243,0.0001,1.0,0.5,4.88782262802124,3.218825578689575,3.127809762954712,5.69954776763916,2.5422794818878174,0.658539767837825,0.31995941761709934,1.1660709075170623,0.5201251508827808,-0.2891365885734558,-0.33283141255378723,0.9906547665596008,0.8571429252624512,5.0,True,5.0,0.2307077944278717,0.2302788496017456,0.0004834501014556736
OpenBMI-fold2-meta3-draw7,OpenBMI,2,3,7,3915752681,0.0001,1.0,0.5,1.999491810798645,5.609018802642822,5.39724588394165,8.483155250549316,3.0033345222473145,2.8052221931343873,1.3496544108839987,4.242655661170695,1.502048923645109,0.02923363447189331,-0.028896937146782875,0.9539257287979126,0.2857142984867096,5.0,True,5.0,0.2652287185192108,0.26526227593421936,3.0560153390979394e-05
OpenBMI-fold2-meta3-draw8,OpenBMI,2,3,8,1008969725,0.0001,1.0,0.5,2.1415224075317383,2.3471527099609375,2.5592331886291504,3.7411203384399414,1.3966429233551025,1.0960206167845814,0.5975265959460248,1.746944288456854,0.6521729207423218,-0.22909851372241974,-0.2255309820175171,0.9659695625305176,0.7142857313156128,5.0,False,3.7411203384399414,0.2744764983654022,0.2743617594242096,0.00012333798804320395
OpenBMI-fold2-meta3-draw9,OpenBMI,2,3,9,3141220922,0.0001,1.0,0.5,2.979881763458252,5.590367317199707,3.731388568878174,7.676984786987305,3.1862921714782715,1.8760366219067361,0.6260967489776798,2.576271609541282,1.0692679859151437,0.011698382906615734,-0.10103269666433334,0.7697572112083435,0.4285714626312256,5.0,True,5.0,0.3578798472881317,0.3579017221927643,0.00011223448382224888
OpenBMI-fold2-meta4-draw0,OpenBMI,2,4,0,2689348921,0.0001,1.0,0.5,3.5701868534088135,3.7302145957946777,2.2633748054504395,5.637256622314453,2.745116949081421,1.0448233520979637,0.31698268163322735,1.5789808359559674,0.7689000777257313,0.12665031850337982,-0.2873901426792145,0.3300023376941681,0.6666666865348816,5.0,True,5.0,0.281578004360199,0.28174862265586853,0.00023084506392478943
OpenBMI-fold2-meta4-draw1,OpenBMI,2,4,1,579135758,0.0001,1.0,0.5,3.3401873111724854,5.752140998840332,0.0,7.438120365142822,3.746220350265503,1.7221013263538185,0.0,2.2268572604486256,1.121559960944373,0.2883860766887665,,,0.0,5.0,True,5.0,0.25337618589401245,0.25393590331077576,0.0
OpenBMI-fold2-meta4-draw2,OpenBMI,2,4,2,2994296499,0.0001,1.0,0.5,2.9814279079437256,4.25676965713501,3.502485513687134,5.689929485321045,2.4715404510498047,1.4277620618607814,0.5873839015786866,1.908457846711899,0.8289787737159852,-0.10257687419652939,-0.38651713728904724,0.5995782017707825,0.5,5.0,True,5.0,0.34816330671310425,0.34803467988967896,0.0004025660455226898
OpenBMI-fold2-meta4-draw3,OpenBMI,2,4,3,2447231468,0.0001,1.0,0.5,3.903877019882202,2.348891019821167,0.778225302696228,5.365556240081787,2.6637182235717773,0.6016816123710894,0.09967338862530442,1.374417332501855,0.6823263668413801,0.4004792869091034,-0.04204128310084343,0.36288982629776,0.3333333432674408,5.0,True,5.0,0.13078968226909637,0.13116124272346497,1.2231370419613086e-05
OpenBMI-fold2-meta4-draw4,OpenBMI,2,4,4,3790361572,0.0001,1.0,0.5,1.7728745937347412,7.53774356842041,0.7768732905387878,8.315629005432129,4.253024101257324,4.251707139951385,0.21909989947518652,4.690477845877642,2.398942438617666,0.4314699172973633,-0.23262222111225128,-0.3711386024951935,0.1666666716337204,5.0,True,5.0,0.21895258128643036,0.21953189373016357,3.203004598617554e-05
OpenBMI-fold2-meta4-draw5,OpenBMI,2,4,5,364008563,0.0001,1.0,0.5,5.342700481414795,3.536390542984009,3.690478801727295,6.095213890075684,2.721670150756836,0.6619106864189289,0.34537579025485843,1.1408488855548975,0.5094184411468474,-0.30799078941345215,-0.4158116579055786,0.9603197574615479,0.5,5.0,True,5.0,0.2700192332267761,0.26944398880004883,0.0008161565056070685
OpenBMI-fold2-meta4-draw6,OpenBMI,2,4,6,1415535055,0.0001,1.0,0.5,3.7719874382019043,2.7988827228546143,1.324835181236267,5.731383323669434,2.9729766845703125,0.7420180392193548,0.1756150044163207,1.5194598119874885,0.7881724775805515,0.6118007898330688,-0.3356167674064636,-0.24069130420684814,0.1666666716337204,5.0,True,5.0,0.235646590590477,0.23629891872406006,0.00016633670020382851
OpenBMI-fold2-meta4-draw7,OpenBMI,2,4,7,1665644087,0.0001,1.0,0.5,1.8360264301300049,5.1180315017700195,1.7645983695983887,5.900702476501465,2.966235637664795,2.7875587288836705,0.48054819381697067,3.2138439728689794,1.6155734955595178,0.28633394837379456,-0.28875529766082764,0.003194557735696435,0.1666666716337204,5.0,True,5.0,0.2681187391281128,0.26838916540145874,9.309749293606728e-05
OpenBMI-fold2-meta4-draw8,OpenBMI,2,4,8,2156829,0.0001,1.0,0.5,3.9866561889648438,4.650117874145508,0.7001258134841919,7.265950679779053,3.7006428241729736,1.1664205925299356,0.08780865220107972,1.8225676695902124,0.9282573286395848,0.4435542821884155,-0.34131792187690735,-0.10395628213882446,0.1666666716337204,5.0,True,5.0,0.16929149627685547,0.1701241433620453,9.389346087118611e-05
OpenBMI-fold2-meta4-draw9,OpenBMI,2,4,9,301436541,0.0001,1.0,0.5,3.596527576446533,2.5574967861175537,0.17195719480514526,5.216207981109619,2.635166645050049,0.7111016756458267,0.023906002546912712,1.450345609823844,0.7326974669421734,0.43697306513786316,-0.3537156283855438,-0.21434392035007477,0.1666666716337204,5.0,True,5.0,0.1672431081533432,0.16764870285987854,2.1584954083664343e-05
OpenBMI-fold3-meta0-draw0,OpenBMI,3,0,0,4002992040,0.0001,1.0,0.5,2.809549570083618,2.8901138305664062,1.4782147407531738,4.3702168464660645,2.103684663772583,1.0286751518252766,0.2630697027903265,1.5554866491770059,0.7487622522032857,0.08036646246910095,-0.24629586935043335,0.47374671697616577,0.4285714626312256,5.0,False,4.3702168464660645,0.24892866611480713,0.24899595975875854,0.00010145456326426938
OpenBMI-fold3-meta0-draw1,OpenBMI,3,0,1,1519647028,0.0001,1.0,0.5,4.072598457336426,3.2387635707855225,1.8326832056045532,5.962837219238281,3.0786540508270264,0.7952572797721259,0.22500170650302348,1.4641358046229078,0.7559434309761385,0.4015401601791382,-0.18201635777950287,-0.2685731053352356,0.2857142984867096,5.0,True,5.0,0.2901967167854309,0.29072874784469604,0.00013537280028685927
OpenBMI-fold3-meta0-draw2,OpenBMI,3,0,2,287159005,0.0001,1.0,0.5,4.594566822052002,2.107689142227173,2.1161084175109863,5.200303554534912,2.5530428886413574,0.45873511559591323,0.2302837785876298,1.131837615153539,0.555665634546399,-0.0010261822026222944,-0.3057591915130615,0.7542282938957214,0.5714285969734192,5.0,True,5.0,0.20466086268424988,0.2046714425086975,0.0002877033839467913
OpenBMI-fold3-meta0-draw3,OpenBMI,3,0,3,1624031052,0.0001,1.0,0.5,5.387092590332031,2.3035106658935547,1.1627870798110962,6.258297443389893,3.3336737155914307,0.4275981203715637,0.1079234355371854,1.161720786945703,0.6188261403886435,0.37004634737968445,-0.657127320766449,-0.2114492952823639,0.2857142984867096,5.0,True,5.0,0.22264260053634644,0.22311776876449585,0.00040811035432852805
OpenBMI-fold3-meta0-draw4,OpenBMI,3,0,4,3252935218,0.0001,1.0,0.5,4.606292724609375,3.071073293685913,3.012746810913086,6.008883476257324,2.9024510383605957,0.666712577183498,0.3270251144502084,1.3044944894957566,0.6301056428424728,0.09658149629831314,-0.3738853931427002,0.6100264191627502,0.5714285969734192,5.0,True,5.0,0.2184808999300003,0.21862709522247314,0.0005127409822307527
OpenBMI-fold3-meta0-draw5,OpenBMI,3,0,5,3534264520,0.0001,1.0,0.5,2.6011903285980225,3.970331907272339,2.661039352416992,5.40225076675415,2.2445766925811768,1.5263519411177613,0.5115041608376322,2.0768379412151017,0.8629036744846534,-0.11451132595539093,-0.23722323775291443,0.8415912985801697,0.4285714626312256,5.0,True,5.0,0.21338878571987152,0.2132715880870819,0.00016363603936042637
OpenBMI-fold3-meta0-draw6,OpenBMI,3,0,6,3643152170,0.0001,1.0,0.5,2.9715826511383057,5.202966690063477,0.5183616280555725,6.5793023109436035,3.350247621536255,1.7509076141868067,0.08721978974015866,2.2140734697126163,1.1274287189194945,0.2770445942878723,-0.41875630617141724,-0.22353635728359222,0.2857142984867096,5.0,True,5.0,0.32177338004112244,0.3222040832042694,6.401778955478221e-05
OpenBMI-fold3-meta0-draw7,OpenBMI,3,0,7,3182350574,0.0001,1.0,0.5,3.041837215423584,3.6559789180755615,1.2944449186325073,5.175570487976074,2.5150351524353027,1.2018982802689053,0.2127735356890642,1.7014620183267637,0.8268145118623902,0.12003208696842194,-0.1183769479393959,0.32648056745529175,0.2857142984867096,5.0,True,5.0,0.26117977499961853,0.26131367683410645,4.67406862298958e-05
OpenBMI-fold3-meta0-draw8,OpenBMI,3,0,8,1918022544,0.0001,1.0,0.5,3.2845752239227295,2.1442086696624756,2.8291592597961426,3.870164155960083,1.900701880455017,0.6528115581112106,0.4306735372035887,1.178284524516991,0.5786750952182581,-0.07852572202682495,-0.36345580220222473,0.34198662638664246,0.5714285969734192,5.0,False,3.870164155960083,0.2305700182914734,0.23051869869232178,0.00033607654040679336
OpenBMI-fold3-meta0-draw9,OpenBMI,3,0,9,2178086590,0.0001,1.0,0.5,9.593647956848145,3.3350512981414795,2.58178448677063,9.569449424743652,4.782422065734863,0.3476311944259796,0.13455697448892204,0.9974776506065955,0.4984988074657327,-0.1960018277168274,-0.3395621180534363,0.8942821025848389,0.8571429252624512,5.0,True,5.0,0.2288682609796524,0.22826778888702393,0.0008161329315043986
OpenBMI-fold3-meta1-draw0,OpenBMI,3,1,0,3026854201,0.0001,1.0,0.5,3.8467838764190674,2.958228826522827,3.645146369934082,5.091379642486572,2.5834760665893555,0.7690135244292988,0.47379141732902763,1.323541900468317,0.6715937649697875,0.10608166456222534,-0.48577171564102173,0.31982186436653137,0.7142857313156128,5.0,True,5.0,0.4299129545688629,0.4300488531589508,0.0006714208284392953
OpenBMI-fold3-meta1-draw1,OpenBMI,3,1,1,1854011115,0.0001,1.0,0.5,1.664790153503418,5.656357288360596,5.082237720489502,8.093567848205566,2.858368396759033,3.3976398025043837,1.5263898905800044,4.861614439017013,1.7169541703161957,-0.10663317143917084,-0.1796368956565857,0.9674342274665833,0.5714285969734192,5.0,True,5.0,0.30556726455688477,0.3054673671722412,0.0001517044729553163
OpenBMI-fold3-meta1-draw2,OpenBMI,3,1,2,1998261427,0.0001,1.0,0.5,3.910356044769287,4.1290283203125,1.0467727184295654,7.154843330383301,3.794034957885742,1.0559213209844973,0.13384621584903855,1.8297165906296495,0.9702530701675766,0.7337718605995178,-0.6636491417884827,-0.5553598999977112,0.1428571492433548,5.0,True,5.0,0.33862364292144775,0.3398267924785614,0.0002682443300727755
OpenBMI-fold3-meta1-draw3,OpenBMI,3,1,3,3327184793,0.0001,1.0,0.5,3.5351884365081787,5.467740535736084,1.8257384300231934,7.110236644744873,3.6193957328796387,1.5466616939765594,0.25822363684614996,2.011275147688559,1.0238197476269848,0.22600917518138885,-0.20994019508361816,-0.005396467633545399,0.1428571492433548,5.0,True,5.0,0.33203592896461487,0.3324833810329437,0.0001336591667495668
OpenBMI-fold3-meta1-draw4,OpenBMI,3,1,4,1230685065,0.0001,1.0,0.5,3.0752103328704834,5.559535980224609,1.0402326583862305,7.268426895141602,3.708395481109619,1.807855521555558,0.16913195290535615,2.363554394133769,1.2058997856085192,0.40245306491851807,-0.33033278584480286,-0.0882568433880806,0.4285714626312256,5.0,True,5.0,0.32247111201286316,0.32316461205482483,0.00010485309030627832
OpenBMI-fold3-meta1-draw5,OpenBMI,3,1,5,2102969072,0.0001,1.0,0.5,3.5060770511627197,8.694294929504395,9.177464485168457,13.110350608825684,4.394711494445801,2.4797786251220884,1.3087938957480891,3.739321873852687,1.2534554803889388,-0.16514673829078674,-0.17831404507160187,0.9869133234024048,0.7142857313156128,5.0,True,5.0,0.38637277483940125,0.3858720362186432,0.0005717724561691284
OpenBMI-fold3-meta1-draw6,OpenBMI,3,1,6,462113097,0.0001,1.0,0.5,3.8781158924102783,6.187165260314941,1.2591049671173096,8.293187141418457,4.16651725769043,1.5954049419780416,0.1623346235708761,2.138457790198781,1.0743663606971032,0.31607308983802795,-0.20048916339874268,0.11177195608615875,0.2857142984867096,5.0,True,5.0,0.3217586874961853,0.3225257098674774,9.749404125614092e-05
OpenBMI-fold3-meta1-draw7,OpenBMI,3,1,7,2861739424,0.0001,1.0,0.5,3.1151063442230225,5.080415725708008,2.7577269077301025,6.9191389083862305,3.2352771759033203,1.6308964010585576,0.44263768279441223,2.221156565398739,1.0385767991205679,0.18768282234668732,-0.22664199769496918,0.4614540636539459,0.2857142984867096,5.0,True,5.0,0.5029560327529907,0.5032567977905273,0.00019398333097342402
OpenBMI-fold3-meta1-draw8,OpenBMI,3,1,8,1245269033,0.0001,1.0,0.5,1.5641424655914307,5.869975566864014,1.7451095581054688,6.767999649047852,3.2913782596588135,3.7528394605950868,0.5578486603666282,4.3269713583850224,2.1042701237666885,0.34018445014953613,-0.22777128219604492,0.24563735723495483,0.2857142984867096,5.0,True,5.0,0.3868175745010376,0.3871306777000427,6.211230356711894e-05
OpenBMI-fold3-meta1-draw9,OpenBMI,3,1,9,1251784092,0.0001,1.0,0.5,2.567730188369751,3.902784585952759,3.902784585952759,5.834196090698242,2.0744378566741943,1.5199356239335382,0.7599678119667691,2.272121937547639,0.8078877859013889,-0.22707563638687134,-0.22707563638687134,0.9999999403953552,1.0,5.0,True,5.0,0.303049236536026,0.3028221130371094,0.00022711286146659404
OpenBMI-fold3-meta2-draw0,OpenBMI,3,2,0,1753620871,0.0001,1.0,0.5,2.496218204498291,2.3698391914367676,2.1029434204101562,3.982736587524414,1.7335492372512817,0.9493718085887751,0.4212258801375142,1.5955081892870397,0.6944702326612924,0.006847704295068979,-0.11688946932554245,0.6906473636627197,0.7142857313156128,5.0,False,3.982736587524414,0.27612289786338806,0.2761279344558716,6.035502883605659e-05
OpenBMI-fold3-meta2-draw1,OpenBMI,3,2,1,931528800,0.0001,1.0,0.5,5.693090915679932,4.717996120452881,2.819932222366333,7.890812873840332,4.188068389892578,0.8287231295496369,0.24766267253871402,1.386033174370609,0.7356405249664615,0.2563646733760834,-0.6262142658233643,0.14187602698802948,0.4285714626312256,5.0,True,5.0,0.2222161442041397,0.22293968498706818,0.0009937563445419073
OpenBMI-fold3-meta2-draw2,OpenBMI,3,2,2,2189010366,0.0001,1.0,0.5,2.7826650142669678,3.7948803901672363,1.9244601726531982,5.307584762573242,2.339357852935791,1.3637575384426626,0.34579443856632436,1.9073746697359506,0.840689713257506,-0.012881479226052761,-0.18433895707130432,0.8707872033119202,0.7142857313156128,5.0,True,5.0,0.1699656844139099,0.16995257139205933,9.83939680736512e-05
OpenBMI-fold3-meta2-draw3,OpenBMI,3,2,3,3712964831,0.0001,1.0,0.5,3.027994155883789,1.7837721109390259,1.9631600379943848,3.4043755531311035,1.7316614389419556,0.5890936438806935,0.32416839943031395,1.1243005692451407,0.5718840096098305,-0.040432222187519073,-0.4021869897842407,0.31504327058792114,0.5714285969734192,5.0,False,3.4043755531311035,0.26400110125541687,0.2639811038970947,0.00023765224614180624
OpenBMI-fold3-meta2-draw4,OpenBMI,3,2,4,502397617,0.0001,1.0,0.5,4.208821773529053,4.001314640045166,1.0952681303024292,6.949879169464111,3.529217481613159,0.9506970965629903,0.13011576508074116,1.6512647822662994,0.8385286124040238,0.4546854496002197,-0.11442015320062637,-0.11657196283340454,0.2857142984867096,5.0,True,5.0,0.2623959481716156,0.2631688117980957,5.2392486395547166e-05
OpenBMI-fold3-meta2-draw5,OpenBMI,3,2,5,2589952072,0.0001,1.0,0.5,3.797497034072876,3.9195990562438965,4.600124835968018,5.130127429962158,1.9566937685012817,1.0321532896735575,0.6056785291329524,1.3509233539703427,0.5152588009799435,-0.48624926805496216,-0.5996986031532288,0.8981989622116089,0.7142857313156128,5.0,True,5.0,0.2161351442337036,0.21542015671730042,0.0010396711295470595
OpenBMI-fold3-meta2-draw6,OpenBMI,3,2,6,1828228221,0.0001,1.0,0.5,5.263428211212158,1.9111888408660889,2.5042073726654053,5.149627685546875,2.5882081985473633,0.36310723052988036,0.23788748247111466,0.9783790105804302,0.4917343021861608,-0.25034841895103455,-0.3772990107536316,0.7531046867370605,0.5714285969734192,5.0,True,5.0,0.17550727725028992,0.17526915669441223,0.0004907442489638925
OpenBMI-fold3-meta2-draw7,OpenBMI,3,2,7,2475858539,0.0001,1.0,0.5,4.6767377853393555,4.309821128845215,3.175705671310425,6.335733890533447,2.9631874561309814,0.9215443171425279,0.3395214588752048,1.3547336158966867,0.6336013674788409,-0.1511065512895584,-0.48560741543769836,0.7655155658721924,0.7142857313156128,5.0,True,5.0,0.2627291679382324,0.2624410092830658,0.000708743988070637
OpenBMI-fold3-meta2-draw8,OpenBMI,3,2,8,22100612,0.0001,1.0,0.5,2.8655765056610107,1.803497314453125,1.7858843803405762,3.2159745693206787,1.6741567850112915,0.6293663110687415,0.3116099634423512,1.1222783837623769,0.5842303570342502,-0.04524005204439163,-0.5321359634399414,0.39488932490348816,0.5714285969734192,5.0,False,3.2159745693206787,0.21111270785331726,0.21109513938426971,0.0002694651484489441
OpenBMI-fold3-meta2-draw9,OpenBMI,3,2,9,1048173976,0.0001,1.0,0.5,3.330719470977783,2.9882071018218994,2.5095808506011963,4.807981014251709,2.212520122528076,0.8971656508029677,0.37673254569597103,1.443526257958991,0.6642769353008758,-0.035176776349544525,-0.38092511892318726,0.7205313444137573,0.5714285969734192,5.0,False,4.807981014251709,0.21740281581878662,0.217375710606575,0.00031238264637067914
OpenBMI-fold3-meta3-draw0,OpenBMI,3,3,0,640836052,0.0001,1.0,0.5,2.442307949066162,4.466640949249268,5.054189205169678,6.279464244842529,2.286808490753174,1.828860668842816,1.0347157914918532,2.571118948060394,0.9363309371480182,-0.22208517789840698,-0.32715460658073425,0.7093383073806763,0.4285714626312256,5.0,True,5.0,0.46071329712867737,0.4604724645614624,0.0004024931404273957
OpenBMI-fold3-meta3-draw1,OpenBMI,3,3,1,3346631604,0.0001,1.0,0.5,2.9774057865142822,2.9973690509796143,3.0616891384124756,4.40426778793335,1.8661415576934814,1.0067049189451276,0.5141538234861943,1.479229941676686,0.6267676264168938,-0.22274266183376312,-0.3547552525997162,0.6989765167236328,0.7142857313156128,5.0,False,4.40426778793335,0.47632938623428345,0.47613200545310974,0.00032263569300994277
OpenBMI-fold3-meta3-draw2,OpenBMI,3,3,2,810041631,0.0001,1.0,0.5,2.3355038166046143,3.1512298583984375,2.7277681827545166,4.499780178070068,1.8800971508026123,1.3492719797733992,0.5839785324607565,1.926685003072231,0.805007098440936,-0.0829504132270813,-0.24516625702381134,0.6731031537055969,0.2857142984867096,5.0,False,4.499780178070068,0.34930890798568726,0.3492484986782074,0.00015638343757018447
OpenBMI-fold3-meta3-draw3,OpenBMI,3,3,3,3348803677,0.0001,1.0,0.5,4.27379846572876,4.826916694641113,1.8297100067138672,7.7331647872924805,4.079535007476807,1.129420756113739,0.21406133459335555,1.8094359968782094,0.9545454799027759,0.5781598687171936,-0.34340065717697144,-0.4266720116138458,0.2857142984867096,5.0,True,5.0,0.3682815730571747,0.36948662996292114,0.0002661390171851963
OpenBMI-fold3-meta3-draw4,OpenBMI,3,3,4,2753196429,0.0001,1.0,0.5,1.4475021362304688,2.7955076694488525,1.0801870822906494,3.6070704460144043,1.7791736125946045,1.9312632427118965,0.3731210667169143,2.491927545894891,1.2291336696938233,0.3356790542602539,-0.2522801458835602,0.1612549126148224,0.4285714626312256,5.0,False,3.6070704460144043,0.3248012661933899,0.3249374330043793,3.929409649572335e-05
