dataset,epsilon,spearman_rho,pearson_r,sign_accuracy,conflict_rate,mean_delta_conflict,mean_delta_nonconflict,conflict_minus_nonconflict,positive_harm_conflict,positive_harm_nonconflict,harm_auroc,n,spearman_ci_lower,spearman_ci_upper,conflict_delta_ci_lower,conflict_delta_ci_upper,signal_pass_primary,gate_details
OpenBMI,1e-05,0.9999708155330483,0.9999938566231048,1.0,0.34,0.00010181682951307981,-0.00016768881768888195,0.00026950564720196174,0.00010181682951307981,0.0,1.0,250.0,0.9998602110275834,0.9999892474150593,0.0002286033081253536,0.00030731407736270174,False,"{""conflict_delta_ci_lower_gt_0"": true, ""conflict_delta_gt_nonconflict"": true, ""conflict_rate_non_degenerate"": true, ""harm_auroc_ge_0_60"": true, ""rho_ci_lower_gt_0"": true, ""rho_ge_0_35"": true, ""sign_accuracy_ge_0_60"": true}"
OpenBMI,0.0001,0.9991306100897613,0.9993711200048198,0.988,0.34,0.0010788323248133484,-0.0015907423062757565,0.0026695746310891047,0.0010788323248133484,2.699367927782463e-07,0.9989478114478114,250.0,0.9980222164616877,0.9992503624336339,0.002275094078913821,0.0030362722394654757,True,"{""conflict_delta_ci_lower_gt_0"": true, ""conflict_delta_gt_nonconflict"": true, ""conflict_rate_non_degenerate"": true, ""harm_auroc_ge_0_60"": true, ""rho_ci_lower_gt_0"": true, ""rho_ge_0_35"": true, ""sign_accuracy_ge_0_60"": true}"
OpenBMI,0.001,0.9136585225363605,0.9190523650846334,0.808,0.34,0.016657712179071714,-0.00696200236226571,0.023619714541337423,0.016657712179071714,0.0018034858234000793,0.9476254739412634,250.0,0.8820782562773056,0.9346355981835114,0.020837320446409544,0.026608146693669097,False,"{""conflict_delta_ci_lower_gt_0"": true, ""conflict_delta_gt_nonconflict"": true, ""conflict_rate_non_degenerate"": true, ""harm_auroc_ge_0_60"": true, ""rho_ci_lower_gt_0"": true, ""rho_ge_0_35"": true, ""sign_accuracy_ge_0_60"": true}"
WBCIC,1e-05,0.999991935867951,0.999999178171177,1.0,0.52,3.239483787463144e-05,-3.639782468477681e-05,6.879266255940825e-05,3.239483787463144e-05,0.0,1.0,250.0,0.9999677403869234,0.999999231928723,6.178688233058883e-05,7.67823028164395e-05,False,"{""conflict_delta_ci_lower_gt_0"": true, ""conflict_delta_gt_nonconflict"": true, ""conflict_rate_non_degenerate"": true, ""harm_auroc_ge_0_60"": true, ""rho_ci_lower_gt_0"": true, ""rho_ge_0_35"": true, ""sign_accuracy_ge_0_60"": true}"
WBCIC,0.0001,0.9998492775595206,0.9999323329265255,1.0,0.52,0.0003293166940028462,-0.00035870186984535206,0.0006880185638481983,0.0003293166940028462,0.0,1.0,250.0,0.9996726095553262,0.9998492775595207,0.0006171072339116869,0.0007682753303163872,True,"{""conflict_delta_ci_lower_gt_0"": true, ""conflict_delta_gt_nonconflict"": true, ""conflict_rate_non_degenerate"": true, ""harm_auroc_ge_0_60"": true, ""rho_ci_lower_gt_0"": true, ""rho_ge_0_35"": true, ""sign_accuracy_ge_0_60"": true}"
WBCIC,0.001,0.9933190611049776,0.9941064211231007,0.936,0.52,0.0038292258977889538,-0.0030157571037610015,0.006844983001549955,0.0038292258977889538,5.1369766394292425e-05,0.9959167544783982,250.0,0.9897604301694752,0.9952832742878539,0.0060880225176650005,0.007618793513488368,False,"{""conflict_delta_ci_lower_gt_0"": true, ""conflict_delta_gt_nonconflict"": true, ""conflict_rate_non_degenerate"": true, ""harm_auroc_ge_0_60"": true, ""rho_ci_lower_gt_0"": true, ""rho_ge_0_35"": true, ""sign_accuracy_ge_0_60"": true}"
