pair_id,dataset,outer_fold,meta_fold,draw,draw_seed,n_A,n_B,A_subjects,B_subjects,L_A,L_B,theta_norm,gA_norm,gB_norm,dot_AB,cos_AB,conflict
OpenBMI-fold1-meta3-draw3,OpenBMI,1,3,3,2241255646,64,64,2|9|12|15|18|20|21|23|24|26|27|29|30|31|32|33|34|37|39|41|46|47|49|51|52|54,4|8|13|14|36|44|53,0.3801354467868805,0.3782908618450165,12.413091659545898,3.0280168056488037,2.6579058170318604,-2.058791399002075,-0.2558082044124603,True
OpenBMI-fold1-meta3-draw4,OpenBMI,1,3,4,3077307309,64,64,9|15|18|20|21|23|24|26|27|28|29|30|31|32|33|34|37|39|41|46|47|49|51|52|54,4|8|13|14|36|44|53,0.35603460669517517,0.3892977833747864,12.413091659545898,3.780508279800415,5.190203666687012,-4.868318557739258,-0.24811005592346191,True
OpenBMI-fold1-meta3-draw5,OpenBMI,1,3,5,277220117,64,64,2|9|12|15|18|20|21|24|27|28|29|30|31|32|33|34|37|39|41|46|47|49|51|52|54,4|8|13|14|36|44|53,0.45360517501831055,0.23267370462417603,12.413091659545898,3.858346462249756,2.798414945602417,1.768418312072754,0.16378407180309296,False
OpenBMI-fold1-meta3-draw6,OpenBMI,1,3,6,1062268825,64,64,2|9|15|18|20|21|23|24|26|27|28|29|30|31|32|33|34|37|39|41|46|47|49|51|52|54,4|8|13|14|36|44|53,0.19941413402557373,0.3416517674922943,12.413091659545898,2.383815288543701,3.169666290283203,0.6436649560928345,0.08518707752227783,False
OpenBMI-fold1-meta3-draw7,OpenBMI,1,3,7,2508301844,64,64,2|9|12|15|18|20|21|23|24|26|27|28|30|31|32|33|34|37|39|46|47|49|51|52|54,4|8|13|14|36|44|53,0.24597789347171783,0.2732023000717163,12.413091659545898,3.092074394226074,3.556898355484009,-1.371355652809143,-0.12468916177749634,True
OpenBMI-fold1-meta3-draw8,OpenBMI,1,3,8,1919529041,64,64,2|9|12|15|18|20|21|24|26|27|28|29|30|31|32|33|34|37|41|46|47|49|51|52|54,4|8|13|14|36|44|53,0.2569781243801117,0.22121600806713104,12.413091659545898,3.462268829345703,5.117922782897949,4.180159568786621,0.23590563237667084,False
OpenBMI-fold1-meta3-draw9,OpenBMI,1,3,9,1539717308,64,64,2|9|12|15|20|21|23|24|26|27|30|31|32|33|34|37|39|41|46|47|49|51|54,4|8|13|14|36|44|53,0.3192746639251709,0.25664791464805603,12.413091659545898,5.126849174499512,3.6294331550598145,9.123188018798828,0.49029478430747986,False
OpenBMI-fold1-meta4-draw0,OpenBMI,1,4,0,3484329464,64,64,4|8|13|14|15|20|21|24|26|27|28|30|33|34|36|37|41|44|47|52|53|54,9|18|23|31|32|39,0.21324008703231812,0.18867751955986023,12.413091659545898,3.2975099086761475,3.022617816925049,4.906009197235107,0.4922197163105011,False
OpenBMI-fold1-meta4-draw1,OpenBMI,1,4,1,2900699899,64,64,2|8|12|13|14|15|20|21|24|27|28|29|30|33|34|36|37|41|44|47|49|51|53|54,9|18|23|31|32|39,0.21717926859855652,0.2827632427215576,12.413091659545898,2.284360885620117,2.5438551902770996,1.3833426237106323,0.23805245757102966,False
OpenBMI-fold1-meta4-draw2,OpenBMI,1,4,2,302407480,64,64,2|4|8|12|13|14|15|20|21|24|26|27|28|30|33|34|36|37|41|44|47|49|51|52|53,9|18|23|31|32|39,0.42398321628570557,0.28351059556007385,12.413091659545898,6.097203731536865,4.4913153648376465,16.86684799194336,0.6159276366233826,False
OpenBMI-fold1-meta4-draw3,OpenBMI,1,4,3,1522033547,64,64,2|4|8|12|13|20|21|24|26|27|28|29|30|33|34|36|41|44|46|47|49|51|52|53|54,9|18|23|31|32|39,0.3623493015766144,0.43715327978134155,12.413091659545898,8.37641429901123,5.624699115753174,-2.717296600341797,-0.05767393484711647,True
OpenBMI-fold1-meta4-draw4,OpenBMI,1,4,4,1124430071,64,64,2|4|8|12|13|14|15|20|24|26|27|28|29|33|36|37|41|44|46|47|49|51|53|54,9|18|23|31|32|39,0.27218207716941833,0.3300428092479706,12.413091659545898,4.012942790985107,4.077205657958984,4.223816394805908,0.25815433263778687,False
OpenBMI-fold1-meta4-draw5,OpenBMI,1,4,5,968984449,64,64,2|4|8|12|13|14|20|21|24|26|27|29|30|33|34|37|41|46|47|49|51|52|54,9|18|23|31|32|39,0.28083914518356323,0.23212210834026337,12.413091659545898,2.97760272026062,5.702390670776367,-0.9538969993591309,-0.056179486215114594,True
OpenBMI-fold1-meta4-draw6,OpenBMI,1,4,6,2733339372,64,64,2|4|8|12|14|15|20|21|24|27|28|29|30|33|34|36|37|41|44|46|47|49|51|52|53|54,9|18|23|31|32|39,0.3208833634853363,0.3303109109401703,12.413091659545898,2.7535037994384766,4.105890274047852,1.1803455352783203,0.10440375655889511,False
OpenBMI-fold1-meta4-draw7,OpenBMI,1,4,7,382869446,64,64,2|4|8|12|13|14|15|20|21|24|26|27|28|29|30|33|34|36|41|44|47|49|51|52|53|54,9|18|23|31|32|39,0.17186661064624786,0.27587616443634033,12.413091659545898,1.6673234701156616,4.704716682434082,2.732107639312744,0.3482927680015564,False
OpenBMI-fold1-meta4-draw8,OpenBMI,1,4,8,3369037570,64,64,2|4|8|12|13|15|20|21|26|27|29|30|33|34|36|37|41|44|46|49|51|52|53,9|18|23|31|32|39,0.25292113423347473,0.305181622505188,12.413091659545898,2.814431667327881,7.9821271896362305,14.791606903076172,0.6584245562553406,False
OpenBMI-fold1-meta4-draw9,OpenBMI,1,4,9,3774723978,64,64,2|8|12|13|14|15|20|24|26|27|28|29|30|33|34|36|37|41|44|46|51|52|53|54,9|18|23|31|32|39,0.3446528911590576,0.190772145986557,12.413091659545898,5.812264442443848,2.4322807788848877,4.513489246368408,0.31926649808883667,False
OpenBMI-fold2-meta0-draw0,OpenBMI,2,0,0,1394909129,64,64,1|2|3|8|11|13|15|19|20|23|27|32|33|35|36|37|38|39|40|41|45|47|48|50,10|12|21|28|42|43|46,0.20550529658794403,0.24011772871017456,12.731085777282715,3.373119354248047,5.562593460083008,8.869292259216309,0.4726938307285309,False
OpenBMI-fold2-meta0-draw1,OpenBMI,2,0,1,161026703,64,64,1|2|3|8|11|13|19|20|23|24|27|31|32|33|35|36|37|38|39|40|41|45|47|48|50|53,10|12|21|28|42|43|46,0.2511426508426666,0.20107898116111755,12.731085777282715,2.86678409576416,2.456804037094116,3.0441083908081055,0.4322098195552826,False
OpenBMI-fold2-meta0-draw2,OpenBMI,2,0,2,2593022947,64,64,1|2|3|8|11|13|15|19|20|23|27|31|32|35|36|37|38|40|41|45|47|48|50|53,10|12|21|28|42|43|46,0.24017517268657684,0.21911409497261047,12.731085777282715,3.7425410747528076,2.5720200538635254,2.2168798446655273,0.23030386865139008,False
OpenBMI-fold2-meta0-draw3,OpenBMI,2,0,3,3825992656,64,64,1|2|3|8|11|13|15|19|20|23|24|27|31|32|33|35|36|37|38|39|40|41|45|47|48|53,10|12|21|28|42|43|46,0.3010685443878174,0.4109612703323364,12.731085777282715,3.902010202407837,3.2583529949188232,-0.4632108807563782,-0.03643277287483215,True
OpenBMI-fold2-meta0-draw4,OpenBMI,2,0,4,3433992227,64,64,1|2|3|8|11|13|15|19|20|23|27|31|32|33|35|36|37|38|39|40|41|47|48|50|53,10|12|21|28|42|43|46,0.25338587164878845,0.463400661945343,12.731085777282715,3.291557788848877,7.462394714355469,5.4934186935424805,0.22364695370197296,False
OpenBMI-fold2-meta0-draw5,OpenBMI,2,0,5,1213458589,64,64,1|2|3|8|11|13|15|19|20|23|24|27|31|33|35|36|37|38|39|40|41|45|47|48|50|53,10|12|21|28|42|43|46,0.19400638341903687,0.30603957176208496,12.731085777282715,4.026504993438721,3.6168830394744873,2.5195395946502686,0.17300494015216827,False
OpenBMI-fold2-meta0-draw6,OpenBMI,2,0,6,565569994,64,64,1|2|3|8|11|15|19|20|23|24|27|31|32|35|36|37|38|39|40|41|45|47|48|50|53,10|12|21|28|42|43|46,0.24871955811977386,0.3091072142124176,12.731085777282715,3.658806562423706,3.5942323207855225,1.4222294092178345,0.10814938694238663,False
OpenBMI-fold2-meta0-draw7,OpenBMI,2,0,7,3054238946,64,64,1|2|3|11|13|15|19|20|23|24|27|31|32|33|35|36|38|40|41|45|47|48|50,10|12|21|28|42|43|46,0.13246767222881317,0.2022714763879776,12.731085777282715,1.7187974452972412,4.2800703048706055,2.931368589401245,0.3984692692756653,False
OpenBMI-fold2-meta0-draw8,OpenBMI,2,0,8,881432076,64,64,1|2|3|8|11|13|19|20|23|24|27|31|32|33|35|36|38|39|40|41|48|50|53,10|12|21|28|42|43|46,0.33574217557907104,0.27144655585289,12.731085777282715,4.965045928955078,3.493199586868286,-1.6012990474700928,-0.09232637286186218,True
OpenBMI-fold2-meta0-draw9,OpenBMI,2,0,9,660264925,64,64,1|2|3|8|11|13|15|19|20|23|24|27|31|32|33|35|36|37|38|39|40|41|45|47|48|50|53,10|12|21|28|42|43|46,0.3131383955478668,0.29815712571144104,12.731085777282715,3.3170878887176514,3.2197654247283936,4.346365928649902,0.4069537818431854,False
OpenBMI-fold2-meta1-draw0,OpenBMI,2,1,0,3672936278,64,64,2|8|10|11|12|21|23|24|27|28|32|36|37|38|39|40|42|43|45|46|47|48|50|53,1|13|19|20|31|33|41,0.3095843493938446,0.24072682857513428,12.731085777282715,3.457864284515381,2.2863526344299316,0.5049946308135986,0.06387569010257721,False
OpenBMI-fold2-meta1-draw1,OpenBMI,2,1,1,3176072395,64,64,2|3|8|11|12|15|21|23|24|27|28|32|35|36|38|39|40|42|43|45|46|47|48|50,1|13|19|20|31|33|41,0.28617238998413086,0.21214550733566284,12.731085777282715,4.261516094207764,7.230647563934326,0.4215819239616394,0.013681719079613686,False
OpenBMI-fold2-meta1-draw2,OpenBMI,2,1,2,987024909,64,64,2|3|8|10|11|12|15|21|23|24|27|28|32|35|36|37|39|42|43|45|46|47|48|50|53,1|13|19|20|31|33|41,0.25452378392219543,0.22473666071891785,12.731085777282715,4.823470592498779,4.344918727874756,14.431537628173828,0.6886067986488342,False
OpenBMI-fold2-meta1-draw3,OpenBMI,2,1,3,2553925593,64,64,2|3|8|10|11|12|15|21|23|24|27|28|32|35|36|37|38|40|42|43|45|46|47|50|53,1|13|19|20|31|33|41,0.16642433404922485,0.1676694005727768,12.731085777282715,3.064018726348877,2.3147120475769043,0.6711071729660034,0.09462448209524155,False
OpenBMI-fold2-meta1-draw4,OpenBMI,2,1,4,4185293688,64,64,2|3|10|11|12|15|21|23|24|27|32|35|36|37|38|39|40|42|43|45|46|47|48|50|53,1|13|19|20|31|33|41,0.20939120650291443,0.3575080335140228,12.731085777282715,1.978422999382019,4.60532283782959,2.954085350036621,0.32422298192977905,False
OpenBMI-fold2-meta1-draw5,OpenBMI,2,1,5,2988095783,64,64,3|8|10|11|12|15|21|23|24|27|28|32|35|36|37|38|40|42|43|45|46|47|48|50|53,1|13|19|20|31|33|41,0.19974660873413086,0.3437446653842926,12.731085777282715,3.3428215980529785,7.1133317947387695,4.640822410583496,0.19516803324222565,False
OpenBMI-fold2-meta1-draw6,OpenBMI,2,1,6,1362601584,64,64,3|8|10|11|12|15|21|23|24|27|28|35|36|37|38|39|40|42|43|45|46|48|50|53,1|13|19|20|31|33|41,0.2015635371208191,0.2117566168308258,12.731085777282715,2.8831913471221924,2.4300448894500732,0.891517162322998,0.12724536657333374,False
OpenBMI-fold2-meta1-draw7,OpenBMI,2,1,7,1247536894,64,64,2|3|10|11|12|15|21|24|27|28|32|35|36|37|38|39|40|42|45|46|47|48|50|53,1|13|19|20|31|33|41,0.23640692234039307,0.2522052228450775,12.731085777282715,3.503560781478882,4.174903869628906,0.7973612546920776,0.054512862116098404,False
OpenBMI-fold2-meta1-draw8,OpenBMI,2,1,8,3521191019,64,64,2|3|10|11|12|15|21|23|24|27|28|32|35|36|37|38|40|42|43|45|47|48|50,1|13|19|20|31|33|41,0.2499370276927948,0.291584849357605,12.731085777282715,3.9842095375061035,5.3191704750061035,-5.211365699768066,-0.24590392410755157,True
OpenBMI-fold2-meta1-draw9,OpenBMI,2,1,9,2606164413,64,64,2|3|8|11|12|15|21|23|24|27|32|35|36|37|38|39|40|42|43|45|46|47|48|50|53,1|13|19|20|31|33|41,0.15162219107151031,0.2881659269332886,12.731085777282715,2.455413341522217,4.175363063812256,6.978918075561523,0.6807211637496948,False
OpenBMI-fold2-meta2-draw0,OpenBMI,2,2,0,1590046615,64,64,1|2|10|11|12|13|15|19|20|21|23|24|27|28|31|33|36|37|40|41|42|43|45|46|47|48,3|8|32|35|39|50|53,0.2530324459075928,0.23267550766468048,12.731085777282715,3.763566493988037,2.3331780433654785,-2.0727317333221436,-0.2360454499721527,True
OpenBMI-fold2-meta2-draw1,OpenBMI,2,2,1,2010297920,64,64,1|2|10|11|12|13|15|19|20|21|23|27|28|31|33|36|37|38|41|42|43|45|46|47|48,3|8|32|35|39|50|53,0.21577130258083344,0.1842370331287384,12.731085777282715,2.675017833709717,1.9757895469665527,0.5646880865097046,0.10684181749820709,False
OpenBMI-fold2-meta2-draw2,OpenBMI,2,2,2,3307086000,64,64,1|2|10|11|12|13|15|19|20|21|23|24|27|28|31|33|37|38|40|41|42|43|45|46|47|48,3|8|32|35|39|50|53,0.2802608013153076,0.15767410397529602,12.731085777282715,7.351065158843994,3.476350784301758,16.00579071044922,0.6263300776481628,False
OpenBMI-fold2-meta2-draw3,OpenBMI,2,2,3,1100097246,64,64,1|10|11|12|13|15|19|20|21|23|24|27|28|33|37|38|40|41|42|43|46|47|48,3|8|32|35|39|50|53,0.23788249492645264,0.25411316752433777,12.731085777282715,3.316528797149658,6.536290168762207,8.561935424804688,0.3949633836746216,False
OpenBMI-fold2-meta2-draw4,OpenBMI,2,2,4,3872929117,64,64,2|10|11|12|13|15|19|20|21|24|27|28|31|33|36|37|38|40|41|42|43|45|46|47,3|8|32|35|39|50|53,0.20600375533103943,0.35356271266937256,12.731085777282715,4.644893646240234,6.353762149810791,10.628665924072266,0.36014053225517273,False
OpenBMI-fold2-meta2-draw5,OpenBMI,2,2,5,2482517256,64,64,1|2|11|12|13|15|19|20|21|23|27|28|31|33|36|37|38|40|41|42|43|45|46|47|48,3|8|32|35|39|50|53,0.2643830180168152,0.2771008610725403,12.731085777282715,5.191736221313477,3.8568732738494873,-5.040153980255127,-0.2517073154449463,True
OpenBMI-fold2-meta2-draw6,OpenBMI,2,2,6,1030906758,64,64,2|10|11|12|13|15|19|20|23|24|27|28|31|33|36|37|38|41|42|43|45|46|47|48,3|8|32|35|39|50|53,0.4108324944972992,0.24208533763885498,12.731085777282715,3.666630268096924,3.6269657611846924,5.022067546844482,0.37763476371765137,False
OpenBMI-fold2-meta2-draw7,OpenBMI,2,2,7,1027716764,64,64,1|2|10|11|12|15|19|20|21|23|24|27|28|31|33|36|37|38|40|41|42|43|45|46|48,3|8|32|35|39|50|53,0.16548414528369904,0.2845480144023895,12.731085777282715,4.077012062072754,2.531006336212158,3.0392322540283203,0.29452940821647644,False
OpenBMI-fold2-meta2-draw8,OpenBMI,2,2,8,2046779005,64,64,1|2|10|11|12|13|15|19|20|24|27|28|31|33|36|37|38|40|42|43|45|46|47,3|8|32|35|39|50|53,0.33851608633995056,0.2065383344888687,12.731085777282715,5.079115390777588,2.5106289386749268,5.809837818145752,0.45561015605926514,False
OpenBMI-fold2-meta2-draw9,OpenBMI,2,2,9,2413354577,64,64,1|2|11|12|13|15|19|20|21|23|24|27|28|31|33|36|37|38|41|42|43|45|46|47,3|8|32|35|39|50|53,0.19682928919792175,0.20901837944984436,12.731085777282715,3.954111099243164,3.3272054195404053,6.600508689880371,0.501705527305603,False
OpenBMI-fold2-meta3-draw0,OpenBMI,2,3,0,3497569677,64,64,1|2|3|8|10|11|12|13|19|20|21|27|28|31|32|33|35|36|38|39|42|43|46|47|50|53,15|23|24|37|40|45|48,0.25438421964645386,0.198141410946846,12.731085777282715,2.636577844619751,3.4381017684936523,-1.6153117418289185,-0.17819561064243317,True
OpenBMI-fold2-meta3-draw1,OpenBMI,2,3,1,1943740711,64,64,1|2|3|8|10|11|12|13|19|20|21|27|28|31|32|33|35|36|38|39|42|43|46|50|53,15|23|24|37|40|45|48,0.24174530804157257,0.31866729259490967,12.731085777282715,2.977525472640991,4.17186975479126,0.6366186738014221,0.0512499138712883,False
OpenBMI-fold2-meta3-draw2,OpenBMI,2,3,2,2040762902,64,64,1|3|8|11|12|13|20|21|27|28|31|32|35|36|38|39|41|42|43|46|50|53,15|23|24|37|40|45|48,0.23740530014038086,0.3039589822292328,12.731085777282715,3.835254669189453,3.361795425415039,-3.502984046936035,-0.27168938517570496,True
OpenBMI-fold2-meta3-draw3,OpenBMI,2,3,3,884711504,64,64,1|2|3|8|10|11|12|13|20|21|27|31|32|33|36|38|39|41|42|46|47|53,15|23|24|37|40|45|48,0.2376975268125534,0.3250235319137573,12.731085777282715,4.987463474273682,5.891576766967773,0.12007999420166016,0.004086574073880911,False
OpenBMI-fold2-meta3-draw4,OpenBMI,2,3,4,257868950,64,64,1|2|3|8|10|11|12|13|19|20|21|27|31|32|33|35|36|39|41|42|43|47|50|53,15|23|24|37|40|45|48,0.21619108319282532,0.38793155550956726,12.731085777282715,2.7675442695617676,8.890295028686523,10.760579109191895,0.4373457431793213,False
OpenBMI-fold2-meta3-draw5,OpenBMI,2,3,5,41949554,64,64,1|2|3|8|10|11|12|13|19|20|21|27|28|31|32|33|35|36|38|39|41|42|43|46|47|50|53,15|23|24|37|40|45|48,0.14287780225276947,0.18182902038097382,12.731085777282715,3.0674870014190674,2.3949122428894043,1.3271747827529907,0.18065741658210754,False
OpenBMI-fold2-meta3-draw6,OpenBMI,2,3,6,3080261243,64,64,1|2|3|8|10|11|12|13|19|20|21|28|31|32|33|35|36|38|39|42|43|47|50|53,15|23|24|37|40|45|48,0.2679648995399475,0.2302788496017456,12.731085777282715,4.88782262802124,3.165585994720459,-4.0295000076293945,-0.26042434573173523,True
OpenBMI-fold2-meta3-draw7,OpenBMI,2,3,7,3915752681,64,64,1|3|8|10|11|12|13|19|20|21|27|28|31|32|33|35|36|38|43|46|47|50|53,15|23|24|37|40|45|48,0.21209655702114105,0.26526227593421936,12.731085777282715,1.999491810798645,5.603431701660156,0.34182703495025635,0.030509332194924355,False
OpenBMI-fold2-meta3-draw8,OpenBMI,2,3,8,1008969725,64,64,1|2|3|8|10|11|12|13|19|20|21|27|28|31|32|33|35|36|38|39|42|43|46|47|53,15|23|24|37|40|45|48,0.16862395405769348,0.2743617594242096,12.731085777282715,2.1415224075317383,2.3457319736480713,-1.14306640625,-0.22754666209220886,True
OpenBMI-fold2-meta3-draw9,OpenBMI,2,3,9,3141220922,64,64,1|2|3|8|10|11|12|13|20|21|27|28|31|32|33|35|36|38|39|41|42|43|46|50|53,15|23|24|37|40|45|48,0.18558359146118164,0.3579017221927643,12.731085777282715,2.979881763458252,5.589751243591309,0.24240750074386597,0.014553067274391651,False
OpenBMI-fold2-meta4-draw0,OpenBMI,2,4,0,2689348921,64,64,1|3|8|10|12|13|15|19|20|21|23|24|28|31|32|33|37|39|40|41|42|43|45|46|48|50|53,2|11|27|36|38|47,0.32361891865730286,0.28174862265586853,12.731085777282715,3.5701868534088135,3.7345542907714844,1.7247672080993652,0.12936022877693176,False
OpenBMI-fold2-meta4-draw1,OpenBMI,2,4,1,579135758,64,64,1|3|8|12|13|15|19|20|21|23|24|28|31|32|33|35|37|39|40|41|42|43|45|48|50|53,2|11|27|36|38|47,0.29389408230781555,0.25393590331077576,12.731085777282715,3.3401873111724854,5.802778244018555,5.653792381286621,0.29169774055480957,False
OpenBMI-fold2-meta4-draw2,OpenBMI,2,4,2,2994296499,64,64,1|3|8|10|12|13|15|19|20|23|24|28|31|32|33|37|39|40|41|42|43|45|46|48|50|53,2|11|27|36|38|47,0.22712396085262299,0.34803467988967896,12.731085777282715,2.9814279079437256,4.252909183502197,-1.2710494995117188,-0.10024254024028778,True
OpenBMI-fold2-meta4-draw3,OpenBMI,2,4,3,2447231468,64,64,1|3|8|10|12|13|15|19|20|21|23|24|28|31|32|35|37|39|40|41|42|43|45|46|48|50|53,2|11|27|36|38|47,0.25926440954208374,0.13116124272346497,12.731085777282715,3.903877019882202,2.3715620040893555,3.7585086822509766,0.4059616029262543,False
OpenBMI-fold2-meta4-draw4,OpenBMI,2,4,4,3790361572,64,64,1|3|8|10|12|13|15|19|20|21|23|24|28|31|32|33|35|37|40|41|43|45|46|48|53,2|11|27|36|38|47,0.14798909425735474,0.21953189373016357,12.731085777282715,1.7728745937347412,7.587406158447266,5.820517539978027,0.4327033460140228,False
OpenBMI-fold2-meta4-draw5,OpenBMI,2,4,5,364008563,64,64,1|3|8|10|12|13|19|20|21|23|24|28|31|32|33|35|37|39|40|41|42|43|45|46|48|53,2|11|27|36|38|47,0.2695219814777374,0.26944398880004883,12.731085777282715,5.342700481414795,3.528958797454834,-5.684022426605225,-0.3014729619026184,True
OpenBMI-fold2-meta4-draw6,OpenBMI,2,4,6,1415535055,64,64,1|3|8|10|12|13|15|19|20|21|23|24|28|31|32|33|35|39|40|41|42|43|46|48|50|53,2|11|27|36|38|47,0.23010343313217163,0.23629891872406006,12.731085777282715,3.7719874382019043,2.8193492889404297,6.588870525360107,0.619572103023529,False
OpenBMI-fold2-meta4-draw7,OpenBMI,2,4,7,1665644087,64,64,1|3|8|10|12|13|15|19|20|21|23|24|28|31|32|33|35|37|39|41|43|45|46|48|50|53,2|11|27|36|38|47,0.14394937455654144,0.26838916540145874,12.731085777282715,1.8360264301300049,5.136843681335449,2.718029260635376,0.28818994760513306,False
OpenBMI-fold2-meta4-draw8,OpenBMI,2,4,8,2156829,64,64,1|3|8|10|12|13|15|19|20|21|23|24|28|31|32|33|35|37|39|40|41|42|43|45|46|48|50|53,2|11|27|36|38|47,0.21978266537189484,0.1701241433620453,12.731085777282715,3.9866561889648438,4.6931047439575195,8.430188179016113,0.45057618618011475,False
OpenBMI-fold2-meta4-draw9,OpenBMI,2,4,9,301436541,64,64,1|3|8|10|12|13|15|20|21|23|24|28|31|32|33|35|37|39|40|41|42|45|46|48|50|53,2|11|27|36|38|47,0.2269963175058365,0.16764870285987854,12.731085777282715,3.596527576446533,2.5797173976898193,4.093231678009033,0.4411748945713043,False
OpenBMI-fold3-meta0-draw0,OpenBMI,3,0,0,4002992040,64,64,1|2|3|4|5|6|8|11|12|14|18|26|29|30|32|34|37|39|40|42|45|47|48|49|50|53|54,7|10|13|19|25|33|44,0.34578296542167664,0.24899595975875854,12.718205451965332,2.809549570083618,2.902229070663452,0.6927266120910645,0.08495588600635529,False
OpenBMI-fold3-meta0-draw1,OpenBMI,3,0,1,1519647028,64,64,1|2|3|4|5|6|8|11|14|26|29|30|32|34|37|39|40|42|45|47|48|49|50|54,7|10|13|19|25|33|44,0.33680590987205505,0.29072874784469604,12.718205451965332,4.072598457336426,3.261634349822998,5.3440632820129395,0.40231361985206604,False
OpenBMI-fold3-meta0-draw2,OpenBMI,3,0,2,287159005,64,64,1|2|3|5|6|8|11|12|14|18|26|29|30|32|34|39|40|42|45|47|48|49|50|53|54,7|10|13|19|25|33|44,0.2534700334072113,0.2046714425086975,12.718205451965332,4.594566822052002,2.125821113586426,0.22147834300994873,0.022675661370158195,False
OpenBMI-fold3-meta0-draw3,OpenBMI,3,0,3,1624031052,64,64,2|3|4|5|8|11|12|14|18|29|30|32|34|37|40|42|45|48|49|50|53|54,7|10|13|19|25|33|44,0.44683369994163513,0.22311776876449585,12.718205451965332,5.387092590332031,2.3686766624450684,4.911063194274902,0.38487109541893005,False
OpenBMI-fold3-meta0-draw4,OpenBMI,3,0,4,3252935218,64,64,1|2|3|4|5|6|8|11|12|14|18|26|29|30|32|34|37|39|40|42|45|47|48|49|50|53|54,7|10|13|19|25|33|44,0.3570946156978607,0.21862709522247314,12.718205451965332,4.606292724609375,3.0601656436920166,1.557171106338501,0.11046885699033737,False
OpenBMI-fold3-meta0-draw5,OpenBMI,3,0,5,3534264520,64,64,1|2|3|5|6|8|11|12|14|18|26|29|32|34|37|39|40|42|45|47|49|50|53|54,7|10|13|19|25|33|44,0.30642804503440857,0.2132715880870819,12.718205451965332,2.6011903285980225,3.9635086059570312,-1.1615463495254517,-0.11266385763883591,True
OpenBMI-fold3-meta0-draw6,OpenBMI,3,0,6,3643152170,64,64,1|2|3|4|5|6|8|11|12|14|18|26|29|30|32|37|40|42|45|47|48|49|50|53|54,7|10|13|19|25|33|44,0.24531607329845428,0.3222040832042694,12.718205451965332,2.9715826511383057,5.234982967376709,4.330644607543945,0.27838730812072754,False
OpenBMI-fold3-meta0-draw7,OpenBMI,3,0,7,3182350574,64,64,1|2|3|4|5|6|8|11|12|14|18|26|29|30|32|34|37|39|40|42|45|47|48|49|50|53|54,7|10|13|19|25|33|44,0.43436357378959656,0.26131367683410645,12.718205451965332,3.041837215423584,3.6554667949676514,1.3431980609893799,0.12079841643571854,False
OpenBMI-fold3-meta0-draw8,OpenBMI,3,0,8,1918022544,64,64,1|2|3|4|5|6|8|11|12|14|18|26|29|30|32|34|37|39|40|42|47|48|49|50|54,7|10|13|19|25|33|44,0.3191032409667969,0.23051869869232178,12.718205451965332,3.2845752239227295,2.146310329437256,-0.4722054600715637,-0.06698217988014221,True
OpenBMI-fold3-meta0-draw9,OpenBMI,3,0,9,2178086590,64,64,1|2|3|4|5|6|8|11|12|14|18|26|29|30|32|34|37|39|40|42|45|47|48|49|50|53|54,7|10|13|19|25|33|44,0.2874598205089569,0.22826778888702393,12.718205451965332,9.593647956848145,3.3061609268188477,-5.741268157958984,-0.1810089647769928,True
OpenBMI-fold3-meta1-draw0,OpenBMI,3,1,0,3026854201,64,64,1|2|3|4|5|6|7|8|10|12|19|25|26|30|32|33|37|39|40|44|45|47|50|53|54,14|18|29|34|42|48|49,0.217946395277977,0.4300488531589508,12.718205451965332,3.8467838764190674,2.97965145111084,1.5106630325317383,0.13179664313793182,False
OpenBMI-fold3-meta1-draw1,OpenBMI,3,1,1,1854011115,64,64,1|2|3|4|5|6|7|8|10|11|12|13|19|25|30|32|33|39|40|44|45|47|53|54,14|18|29|34|42|48|49,0.14858952164649963,0.3054673671722412,12.718205451965332,1.664790153503418,5.647480487823486,-0.9922412633895874,-0.10553658753633499,True
OpenBMI-fold3-meta1-draw2,OpenBMI,3,1,2,1998261427,64,64,1|2|3|4|5|6|7|8|10|11|12|13|19|25|26|30|32|33|37|39|40|44|45|47|50|53|54,14|18|29|34|42|48|49,0.2859741747379303,0.3398267924785614,12.718205451965332,3.910356044769287,4.225694179534912,12.215712547302246,0.7392722964286804,False
OpenBMI-fold3-meta1-draw3,OpenBMI,3,1,3,3327184793,64,64,1|2|3|4|5|6|7|8|10|11|12|13|19|25|26|30|32|33|37|40|44|45|47|50|53|54,14|18|29|34|42|48|49,0.16472050547599792,0.3324833810329437,12.718205451965332,3.5351884365081787,5.544469356536865,4.580703258514404,0.2337004691362381,False
OpenBMI-fold3-meta1-draw4,OpenBMI,3,1,4,1230685065,64,64,2|3|4|5|6|7|8|12|13|19|25|26|30|32|33|37|39|40|44|45|47|50|53|54,14|18|29|34|42|48|49,0.34921425580978394,0.32316461205482483,12.718205451965332,3.0752103328704834,5.61927604675293,6.987804412841797,0.40437614917755127,False
OpenBMI-fold3-meta1-draw5,OpenBMI,3,1,5,2102969072,64,64,1|2|3|4|5|7|8|10|11|12|13|19|25|26|30|32|33|37|40|44|45|47|50|53|54,14|18|29|34|42|48|49,0.29203295707702637,0.3858720362186432,12.718205451965332,3.5060770511627197,8.655778884887695,-4.980569362640381,-0.16411617398262024,True
