dataset,outer_fold,seed,epoch,step,global_step,meta_fold,L_A,L_B_future,harm_scalar,gA_norm,gB_future_norm,g_harm_norm,g_combined_norm,gradient_clip_pre_norm,gradient_clip_post_norm,clip_activated,cos_A_B,cos_A_harm,cos_B_harm,active_harm_fraction,classifier_weight_norm,classifier_bias_0,classifier_bias_1,classifier_logit_variance,prediction_entropy,predicted_class1_fraction,embedding_variance,parameter_l2_displacement_from_M0,bn_running_displacement,bn_anchor_displacement_recheck
WBCIC,1,0,1,10,10,4,0.2615523636341095,0.5789656639099121,9.528398368274793e-05,2.07481050491333,4.10615348815918,4.3810715675354,6.364141941070557,6.364141941070557,4.999999046325684,True,-0.04396031051874161,-0.10485029220581055,0.902712881565094,0.4000000059604645,0.8235501646995544,-0.07543177902698517,0.03478653356432915,3.505847215652466,0.2482445240020752,0.5,0.9835148453712463,0.07344624400138855,0.1401415964781909,0.14014161135796313
WBCIC,1,0,1,20,20,4,0.22732427716255188,0.3887391984462738,0.00017179250426124781,3.4621384143829346,2.1347532272338867,1.9043854475021362,4.052264213562012,4.052264213562012,4.052264213562012,False,-0.1750144064426422,-0.2610306143760681,0.8091558218002319,0.4000000059604645,0.8241713643074036,-0.07593326270580292,0.03528805077075958,3.514249563217163,0.24887755513191223,0.5199999809265137,0.9834684133529663,0.1013382226228714,0.1401415964781909,0.14014161135796313
WBCIC,1,0,1,30,30,4,0.35344499349594116,0.4789178967475891,0.00024764539557509124,2.3780529499053955,3.0789694786071777,2.960535764694214,4.102267265319824,4.102267265319824,4.102267265319824,False,-0.3312263488769531,-0.3518228530883789,0.7494121789932251,0.800000011920929,0.82407546043396,-0.07625497877597809,0.035609811544418335,3.497072696685791,0.24975840747356415,0.5399999618530273,0.9831016659736633,0.12223938852548599,0.1401415964781909,0.14014161135796313
WBCIC,1,0,1,40,40,4,0.40025705099105835,0.29955363273620605,4.047751644975506e-05,2.344996452331543,2.425139904022217,0.9640163779258728,3.625136375427246,3.625136375427246,3.625136375427246,False,0.06352157890796661,-0.17912182211875916,0.520805835723877,0.20000000298023224,0.8237395286560059,-0.07612580806016922,0.035480670630931854,3.472330093383789,0.2508898377418518,0.5399999618530273,0.982963502407074,0.13620471954345703,0.1401415964781909,0.14014161135796313
WBCIC,1,0,1,50,50,4,0.21810750663280487,0.5359880328178406,0.00014292598643805832,1.9502432346343994,4.264581203460693,3.9238133430480957,6.177480697631836,6.177480697631836,4.999999046325684,True,-0.06864414364099503,-0.18667897582054138,0.8897028565406799,0.4000000059604645,0.8243054151535034,-0.0756622776389122,0.035017188638448715,3.4841525554656982,0.24930021166801453,0.5,0.9833135008811951,0.14666451513767242,0.1401415964781909,0.14014161135796313
WBCIC,1,0,1,60,60,4,0.22918646037578583,0.5659345984458923,0.00013168752775527537,1.7190462350845337,3.739908456802368,3.823185682296753,5.559736728668213,5.559736728668213,4.999999046325684,True,-0.17632852494716644,-0.20050345361232758,0.9723124504089355,0.800000011920929,0.8241766691207886,-0.07556984573602676,0.03492480888962746,3.456723213195801,0.2508062422275543,0.5,0.9831694960594177,0.15982751548290253,0.1401415964781909,0.14014161135796313
WBCIC,1,0,1,70,70,4,0.23907622694969177,0.645376443862915,7.967650890350342e-05,1.8095191717147827,6.9430952072143555,4.008639812469482,8.809477806091309,8.809477806091309,4.999999523162842,True,-0.012050199322402477,-0.10991887003183365,0.8339835405349731,0.5,0.823703408241272,-0.0758420079946518,0.03519701585173607,3.442734956741333,0.2525956928730011,0.5,0.9830096960067749,0.17003437876701355,0.1401415964781909,0.14014161135796313
WBCIC,1,0,1,80,80,4,0.3968423306941986,0.3034001290798187,3.165155794704333e-05,3.090747356414795,1.8618873357772827,0.658259391784668,3.7845540046691895,3.7845540046691895,3.7845540046691895,False,0.09296853095293045,-0.15617527067661285,0.3702039122581482,0.4000000059604645,0.8237645626068115,-0.07586470991373062,0.035219743847846985,3.437464952468872,0.2531003952026367,0.5,0.9830992817878723,0.17732171714305878,0.1401415964781909,0.14014161135796313
WBCIC,1,0,1,90,90,4,0.32920050621032715,0.4780820906162262,6.45071268081665e-05,1.6696115732192993,2.8881633281707764,2.0981669425964355,3.9285199642181396,3.9285199642181396,3.9285199642181396,False,-0.10891710221767426,-0.1841149926185608,0.8087365031242371,0.6000000238418579,0.8245720267295837,-0.07578418403863907,0.035139258950948715,3.4665637016296387,0.25097957253456116,0.5,0.9835090041160583,0.1808423548936844,0.1401415964781909,0.14014161135796313
WBCIC,1,0,1,100,100,4,0.23021472990512848,0.7163962721824646,8.062720735324547e-05,1.2184056043624878,4.560676097869873,4.329383850097656,6.628061771392822,6.628061771392822,4.999999046325684,True,-0.14209313690662384,-0.15291954576969147,0.9798378348350525,0.800000011920929,0.824739396572113,-0.0760589987039566,0.03541412949562073,3.464794635772705,0.25219547748565674,0.5,0.9834249019622803,0.18706606328487396,0.1401415964781909,0.14014161135796313
WBCIC,1,0,1,110,110,4,0.6281862258911133,0.31247085332870483,8.553266525268555e-05,3.7554233074188232,2.714184284210205,0.9589567184448242,4.743002891540527,4.743002891540527,4.743002891540527,False,0.034479327499866486,-0.2379162758588791,0.37144166231155396,0.4000000059604645,0.8248927593231201,-0.07639676332473755,0.03575192019343376,3.476255416870117,0.25336283445358276,0.5199999809265137,0.983726978302002,0.1944054514169693,0.1401415964781909,0.14014161135796313
WBCIC,1,0,1,120,120,4,0.26259031891822815,0.5488035082817078,0.0001420497865183279,1.6950434446334839,3.8021562099456787,3.1692070960998535,5.027550220489502,5.027550220489502,4.999999046325684,True,-0.03923783823847771,-0.2654653787612915,0.6110810041427612,0.6000000238418579,0.8255113363265991,-0.07673726975917816,0.03609246388077736,3.5011796951293945,0.25310999155044556,0.5399999618530273,0.9841844439506531,0.20200099050998688,0.1401415964781909,0.14014161135796313
WBCIC,1,0,1,130,130,4,0.5183417797088623,0.5291345715522766,0.00010974407632602379,3.476961135864258,2.940786838531494,1.8789293766021729,4.842308044433594,4.842308044433594,4.842308044433594,False,-0.01759471371769905,-0.16788245737552643,0.5934635400772095,0.4000000059604645,0.8260810971260071,-0.07693364471197128,0.036288872361183167,3.5156099796295166,0.25259438157081604,0.5399999618530273,0.9846838116645813,0.21265125274658203,0.1401415964781909,0.14014161135796313
WBCIC,1,0,1,140,140,4,0.2614072263240814,0.47892317175865173,0.00035392047720961273,3.725107192993164,3.848615884780884,2.297508478164673,5.200286865234375,5.200286865234375,4.999999046325684,True,-0.1789771318435669,-0.41489332914352417,0.6497607827186584,0.4000000059604645,0.8265533447265625,-0.07666683942079544,0.03602210059762001,3.5374584197998047,0.2502402365207672,0.5399999618530273,0.984902024269104,0.2190549671649933,0.1401415964781909,0.14014161135796313
WBCIC,1,0,1,150,150,4,0.2292325794696808,0.5911619067192078,0.00020581782155204564,1.9726606607437134,7.1325459480285645,7.079417705535889,10.564165115356445,10.564165115356445,4.999999523162842,True,-0.14019733667373657,-0.14743147790431976,0.9964470267295837,0.800000011920929,0.8271622657775879,-0.07640273123979568,0.03575803339481354,3.5589592456817627,0.24850885570049286,0.5399999618530273,0.9851142168045044,0.22587823867797852,0.1401415964781909,0.14014161135796313
WBCIC,1,0,1,157,157,1,0.29615235328674316,0.32133495807647705,3.2457708584843203e-05,2.456221103668213,1.5972930192947388,1.3595213890075684,3.261387825012207,3.261387825012207,3.261387825012207,False,0.02898053452372551,-0.09749903529882431,0.7793561220169067,0.6000000238418579,0.8273847699165344,-0.07641125470399857,0.035766564309597015,3.5538220405578613,0.24911700189113617,0.5199999809265137,0.9851256012916565,0.22994138300418854,0.1401415964781909,0.14014161135796313
WBCIC,1,0,2,3,160,2,0.35339415073394775,0.1644822508096695,0.0,3.3555190563201904,1.477684736251831,0.0,3.785188913345337,3.785188913345337,3.785188913345337,False,0.09029854834079742,,,0.0,0.827446699142456,-0.07638513296842575,0.035740453749895096,3.5453875064849854,0.2496604472398758,0.5199999809265137,0.9850327968597412,0.23183487355709076,0.1401415964781909,0.14014161135796313
WBCIC,1,0,2,13,170,2,0.17019085586071014,0.3038036823272705,9.657740883994848e-05,1.5783982276916504,3.776278495788574,3.7536606788635254,5.675144195556641,5.675144195556641,4.999999046325684,True,-0.06727573275566101,-0.1631031185388565,0.9666864275932312,0.4000000059604645,0.8276771306991577,-0.07647896558046341,0.035834334790706635,3.5270800590515137,0.25177237391471863,0.5199999809265137,0.9848505258560181,0.23832665383815765,0.1401415964781909,0.14014161135796313
WBCIC,1,0,2,23,180,2,0.4973927438259125,0.22789382934570312,0.00027531982050277293,4.1437296867370605,2.308234214782715,1.838640570640564,4.435428619384766,4.435428619384766,4.435428619384766,False,-0.22746963798999786,-0.3644137978553772,0.8254629969596863,0.4000000059604645,0.8286640048027039,-0.07660973817110062,0.03596515208482742,3.543184280395508,0.25201454758644104,0.5199999809265137,0.9851558208465576,0.2434522956609726,0.1401415964781909,0.14014161135796313
WBCIC,1,0,2,33,190,2,0.38911086320877075,0.2116439789533615,8.865595009410754e-05,3.2921035289764404,2.3785324096679688,1.3994888067245483,4.104104518890381,4.104104518890381,4.104104518890381,False,0.0010690790368244052,-0.19283463060855865,0.22334741055965424,0.20000000298023224,0.8297343254089355,-0.07633575797080994,0.03569120913743973,3.5872926712036133,0.24960395693778992,0.5199999809265137,0.9857314825057983,0.2475859373807907,0.1401415964781909,0.14014161135796313
WBCIC,1,0,2,43,200,2,0.325249582529068,0.37227946519851685,0.00021511316299438477,2.367810010910034,3.4023563861846924,2.993685245513916,4.669527053833008,4.669527053833008,4.669527053833008,False,-0.1434960514307022,-0.30384787917137146,0.6717814207077026,0.20000000298023224,0.8301108479499817,-0.0759570300579071,0.03531251847743988,3.6155364513397217,0.24716590344905853,0.5199999809265137,0.9859943985939026,0.2522333264350891,0.1401415964781909,0.14014161135796313
WBCIC,1,0,2,53,210,2,0.5707413554191589,0.2446061670780182,0.00025249607278965414,3.8506577014923096,2.0545737743377686,1.8832985162734985,4.025914192199707,4.025914192199707,4.025914192199707,False,-0.29474741220474243,-0.3482188284397125,0.8939069509506226,0.800000011920929,0.8299732208251953,-0.07585030794143677,0.03520583733916283,3.6031970977783203,0.2482995241880417,0.5199999809265137,0.9857425689697266,0.2590216398239136,0.1401415964781909,0.14014161135796313
WBCIC,1,0,2,63,220,2,0.37494131922721863,0.3075637221336365,2.3650192815694027e-05,2.274628162384033,2.668778896331787,0.95137619972229,3.8191494941711426,3.8191494941711426,3.8191494941711426,False,0.12870633602142334,-0.1093873456120491,0.2969155013561249,0.4000000059604645,0.8302387595176697,-0.07579726725816727,0.03515284135937691,3.5940206050872803,0.2489083856344223,0.5199999809265137,0.9856720566749573,0.26456692814826965,0.1401415964781909,0.14014161135796313
WBCIC,1,0,2,73,230,2,0.2191276103258133,0.17199945449829102,9.536743306171047e-08,2.4104695320129395,2.2759697437286377,0.3034170866012573,3.562835931777954,3.562835931777954,3.562835931777954,False,0.16596172749996185,-0.0015857875114306808,-0.20027272403240204,0.20000000298023224,0.8304650783538818,-0.075932078063488,0.03528769314289093,3.587186336517334,0.2503202259540558,0.5,0.9857323169708252,0.27144283056259155,0.1401415964781909,0.14014161135796313
WBCIC,1,0,2,83,240,2,0.3960954248905182,0.21362553536891937,0.0,3.623046636581421,2.425657033920288,0.0,5.101555347442627,5.101555347442627,4.999999523162842,True,0.40155863761901855,,,0.0,0.8306630253791809,-0.07615865767002106,0.035514310002326965,3.5921695232391357,0.2506401836872101,0.5,0.9858052134513855,0.27800774574279785,0.1401415964781909,0.14014161135796313
WBCIC,1,0,2,93,250,2,0.485725075006485,0.3861137330532074,0.00016051530838012695,4.5675129890441895,3.830652952194214,3.366070508956909,6.826905250549316,6.826905250549316,4.999999523162842,True,-0.06266039609909058,-0.10421493649482727,0.9317978024482727,0.4000000059604645,0.8303400874137878,-0.07633990794420242,0.03569560497999191,3.5889153480529785,0.2522425651550293,0.5,0.9856958985328674,0.28266218304634094,0.1401415964781909,0.14014161135796313
WBCIC,1,0,2,103,260,2,0.3348141312599182,0.23011648654937744,1.4032423678145278e-05,2.1233956813812256,3.211918354034424,0.6722273826599121,4.150260925292969,4.150260925292969,4.150260925292969,False,0.15041187405586243,-0.098383329808712,0.17565855383872986,0.4000000059604645,0.8303244113922119,-0.07653546333312988,0.035891205072402954,3.60206937789917,0.25206443667411804,0.5,0.9856189489364624,0.2882232367992401,0.1401415964781909,0.14014161135796313
WBCIC,1,0,2,113,270,2,0.3808031678199768,0.22259974479675293,2.0240991943865083e-05,2.7302751541137695,1.912463665008545,0.9228485226631165,3.738337278366089,3.738337278366089,3.738337278366089,False,0.2161140739917755,-0.0811958983540535,0.3434268534183502,0.4000000059604645,0.8303327560424805,-0.0766715258359909,0.03602730110287666,3.610466957092285,0.25240880250930786,0.5,0.9855952262878418,0.2935035526752472,0.1401415964781909,0.14014161135796313
