pool,method_id,subject_id,trials,balanced_accuracy,accuracy,macro_f1,reference_balanced_accuracy,reference_accuracy,reference_macro_f1,delta_BA_vs_B6,delta_accuracy_vs_B6,delta_macro_f1_vs_B6,OUTER_TEST_USED,model_id
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,25,200,0.875,0.875,0.8744696342045141,0.875,0.875,0.8744696342045141,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,26,200,0.845,0.845,0.8449961249031226,0.85,0.85,0.85,-0.0050000000000000044,-0.0050000000000000044,-0.005003875096877386,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,27,200,0.895,0.895,0.8949343339587242,0.895,0.895,0.8949343339587242,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,28,200,0.985,0.985,0.9849996249906248,0.985,0.985,0.9849996249906248,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,29,200,0.915,0.915,0.9145191703331239,0.915,0.915,0.9145191703331239,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,3,200,0.925,0.925,0.9249530956848031,0.925,0.925,0.9249530956848031,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,30,200,0.825,0.825,0.8249606161386311,0.83,0.83,0.8299829982998299,-0.0050000000000000044,-0.0050000000000000044,-0.0050223821611987685,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,31,200,0.8600000000000001,0.86,0.8593106220480353,0.8600000000000001,0.86,0.8593106220480353,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,32,200,0.95,0.95,0.95,0.965,0.965,0.9649991249781245,-0.015000000000000013,-0.015000000000000013,-0.0149991249781245,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,33,200,0.98,0.98,0.98,0.98,0.98,0.98,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,34,200,0.72,0.72,0.7181964573268921,0.7150000000000001,0.715,0.7133878064110623,0.004999999999999893,0.0050000000000000044,0.004808650915829826,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,35,200,0.975,0.975,0.9749993749843746,0.975,0.975,0.9749993749843746,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,36,200,0.98,0.98,0.9799919967987194,0.98,0.98,0.9799919967987194,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,37,200,0.985,0.985,0.9849966242404541,0.995,0.995,0.9949998749968749,-0.010000000000000009,-0.010000000000000009,-0.010003250756420834,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,38,200,0.8,0.8,0.797077922077922,0.8,0.8,0.797077922077922,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,39,200,0.9,0.9,0.8999599839935974,0.9,0.9,0.8999599839935974,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,4,200,0.735,0.735,0.7344622861294121,0.73,0.73,0.7295673076923077,0.0050000000000000044,0.0050000000000000044,0.0048949784371044025,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,40,200,0.795,0.795,0.7949948748718718,0.795,0.795,0.7949948748718718,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,41,200,0.76,0.76,0.7597838054248824,0.76,0.76,0.7597838054248824,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,42,200,0.7649999999999999,0.765,0.7642869680784372,0.76,0.76,0.7591328783621036,0.004999999999999893,0.0050000000000000044,0.005154089716333576,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,43,200,0.87,0.87,0.8697916666666667,0.87,0.87,0.8697916666666667,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,44,200,0.925,0.925,0.9247724366207779,0.925,0.925,0.9247724366207779,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,45,200,0.875,0.875,0.8740903024350936,0.875,0.875,0.8740903024350936,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,46,200,0.71,0.71,0.6938021328265231,0.71,0.71,0.6938021328265231,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,47,200,0.935,0.935,0.934998374959374,0.9299999999999999,0.93,0.9299719887955182,0.0050000000000001155,0.0050000000000000044,0.005026386163855756,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,48,200,0.755,0.755,0.7546995068959474,0.755,0.755,0.7546995068959474,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,49,200,0.85,0.85,0.8484848484848485,0.85,0.85,0.8484848484848485,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,5,200,0.955,0.955,0.9549988749718743,0.955,0.955,0.9549988749718743,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,50,200,0.64,0.64,0.609375,0.64,0.64,0.609375,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,51,200,0.765,0.765,0.7649471131004475,0.765,0.765,0.7649471131004475,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,52,200,0.8,0.8,0.7999799979998,0.795,0.795,0.7949538646195394,0.0050000000000000044,0.0050000000000000044,0.005026133380260589,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,53,200,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,54,200,0.6950000000000001,0.695,0.6937059074590144,0.6950000000000001,0.695,0.6937059074590144,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,7,200,0.855,0.855,0.8547057792028858,0.855,0.855,0.8547057792028858,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,8,200,0.825,0.825,0.823726423409131,0.8300000000000001,0.83,0.8286117552172598,-0.0050000000000001155,-0.0050000000000000044,-0.004885331808128779,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M2_ENSEMBLE_DISAGREEMENT_RULE,9,200,0.88,0.88,0.8796992481203008,0.88,0.88,0.8796992481203008,0.0,0.0,0.0,False,M2_ENSEMBLE_DISAGREEMENT_RULE
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,1,200,0.8049999999999999,0.805,0.8013801532937791,0.8,0.8,0.7960016319869441,0.004999999999999893,0.0050000000000000044,0.005378521306835027,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,10,200,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,11,200,0.76,0.76,0.7597838054248824,0.76,0.76,0.7597838054248824,0.0,0.0,0.0,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,12,200,0.835,0.835,0.8349628666449951,0.835,0.835,0.8349628666449951,0.0,0.0,0.0,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,13,200,0.71,0.71,0.705762987012987,0.71,0.71,0.705762987012987,0.0,0.0,0.0,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,14,200,0.82,0.82,0.82,0.815,0.815,0.8149583656322672,0.0050000000000000044,0.0050000000000000044,0.00504163436773275,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,15,200,0.8899999999999999,0.89,0.8897243107769424,0.9099999999999999,0.91,0.9097744360902256,-0.020000000000000018,-0.020000000000000018,-0.020050125313283207,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,16,200,0.885,0.885,0.8849741191768148,0.885,0.885,0.8849741191768148,0.0,0.0,0.0,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,18,200,0.9199999999999999,0.92,0.9196060697417345,0.9099999999999999,0.91,0.9094202898550725,0.010000000000000009,0.010000000000000009,0.010185779886662027,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,19,200,0.835,0.835,0.8344993605657113,0.85,0.85,0.8487750781328763,-0.015000000000000013,-0.015000000000000013,-0.014275717567165058,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,2,200,0.825,0.825,0.8249606161386311,0.825,0.825,0.8249956248906223,0.0,0.0,-3.5008751991139064e-05,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,20,200,0.8999999999999999,0.9,0.899749373433584,0.8999999999999999,0.9,0.899749373433584,0.0,0.0,0.0,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,21,200,0.9650000000000001,0.965,0.9649570724137068,0.9650000000000001,0.965,0.9649570724137068,0.0,0.0,0.0,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,22,200,0.845,0.845,0.844965117151359,0.8300000000000001,0.83,0.8299319727891157,0.014999999999999902,0.015000000000000013,0.015033144362243345,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,23,200,0.91,0.91,0.9099639855942376,0.91,0.91,0.9099639855942376,0.0,0.0,0.0,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,24,200,0.69,0.69,0.6807743795695603,0.69,0.69,0.6807743795695603,0.0,0.0,0.0,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,25,200,0.875,0.875,0.8736065117925125,0.875,0.875,0.8744696342045141,0.0,0.0,-0.0008631224120015935,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,26,200,0.845,0.845,0.8449961249031226,0.85,0.85,0.85,-0.0050000000000000044,-0.0050000000000000044,-0.005003875096877386,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,27,200,0.895,0.895,0.8949343339587242,0.895,0.895,0.8949343339587242,0.0,0.0,0.0,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,28,200,0.985,0.985,0.9849996249906248,0.985,0.985,0.9849996249906248,0.0,0.0,0.0,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,29,200,0.915,0.915,0.9145191703331239,0.915,0.915,0.9145191703331239,0.0,0.0,0.0,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,3,200,0.9199999999999999,0.92,0.9199679871948779,0.925,0.925,0.9249530956848031,-0.0050000000000001155,-0.0050000000000000044,-0.004985108489925172,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,30,200,0.825,0.825,0.8249606161386311,0.83,0.83,0.8299829982998299,-0.0050000000000000044,-0.0050000000000000044,-0.0050223821611987685,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,31,200,0.8600000000000001,0.86,0.8593106220480353,0.8600000000000001,0.86,0.8593106220480353,0.0,0.0,0.0,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,32,200,0.965,0.965,0.9649991249781245,0.965,0.965,0.9649991249781245,0.0,0.0,0.0,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,33,200,0.98,0.98,0.9799979997999799,0.98,0.98,0.98,0.0,0.0,-2.000200020058074e-06,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,34,200,0.7,0.7,0.6956168831168831,0.7150000000000001,0.715,0.7133878064110623,-0.015000000000000124,-0.015000000000000013,-0.017770923294179175,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,35,200,0.97,0.97,0.97,0.975,0.975,0.9749993749843746,-0.0050000000000000044,-0.0050000000000000044,-0.004999374984374638,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,36,200,0.98,0.98,0.9799919967987194,0.98,0.98,0.9799919967987194,0.0,0.0,0.0,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,37,200,0.985,0.985,0.9849996249906248,0.995,0.995,0.9949998749968749,-0.010000000000000009,-0.010000000000000009,-0.010000250006250155,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,38,200,0.8,0.8,0.797077922077922,0.8,0.8,0.797077922077922,0.0,0.0,0.0,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,39,200,0.895,0.895,0.8949763696831787,0.9,0.9,0.8999599839935974,-0.0050000000000000044,-0.0050000000000000044,-0.004983614310418716,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,4,200,0.73,0.73,0.7295673076923077,0.73,0.73,0.7295673076923077,0.0,0.0,0.0,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,40,200,0.8049999999999999,0.805,0.8049561151259033,0.795,0.795,0.7949948748718718,0.009999999999999898,0.010000000000000009,0.009961240254031445,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,41,200,0.755,0.755,0.7546995068959474,0.76,0.76,0.7597838054248824,-0.0050000000000000044,-0.0050000000000000044,-0.005084298528934994,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,42,200,0.77,0.77,0.7691690084303493,0.76,0.76,0.7591328783621036,0.010000000000000009,0.010000000000000009,0.010036130068245663,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,43,200,0.875,0.875,0.8748466871918099,0.87,0.87,0.8697916666666667,0.0050000000000000044,0.0050000000000000044,0.005055020525143172,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,44,200,0.9299999999999999,0.93,0.9298245614035088,0.925,0.925,0.9247724366207779,0.004999999999999893,0.0050000000000000044,0.005052124782730871,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,45,200,0.89,0.89,0.8891017239641092,0.875,0.875,0.8740903024350936,0.015000000000000013,0.015000000000000013,0.01501142152901569,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,46,200,0.71,0.71,0.6938021328265231,0.71,0.71,0.6938021328265231,0.0,0.0,0.0,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,47,200,0.9299999999999999,0.93,0.9299719887955182,0.9299999999999999,0.93,0.9299719887955182,0.0,0.0,0.0,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,48,200,0.725,0.725,0.7224955220868337,0.755,0.755,0.7546995068959474,-0.030000000000000027,-0.030000000000000027,-0.032203984809113795,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,49,200,0.855,0.855,0.8536794571003304,0.85,0.85,0.8484848484848485,0.0050000000000000044,0.0050000000000000044,0.005194608615481933,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,5,200,0.935,0.935,0.9349853717086345,0.955,0.955,0.9549988749718743,-0.019999999999999907,-0.019999999999999907,-0.020013503263239807,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,50,200,0.64,0.64,0.609375,0.64,0.64,0.609375,0.0,0.0,0.0,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,51,200,0.765,0.765,0.7649471131004475,0.765,0.765,0.7649471131004475,0.0,0.0,0.0,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,52,200,0.815,0.815,0.8149953748843721,0.795,0.795,0.7949538646195394,0.019999999999999907,0.019999999999999907,0.020041510264832696,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,53,200,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,54,200,0.6699999999999999,0.67,0.6673051718923279,0.6950000000000001,0.695,0.6937059074590144,-0.025000000000000133,-0.02499999999999991,-0.02640073556668654,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,7,200,0.855,0.855,0.8547057792028858,0.855,0.855,0.8547057792028858,0.0,0.0,0.0,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,8,200,0.8300000000000001,0.83,0.8286117552172598,0.8300000000000001,0.83,0.8286117552172598,0.0,0.0,0.0,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M3_ACTION_MOVEMENT_LOGISTIC,9,200,0.88,0.88,0.8796992481203008,0.88,0.88,0.8796992481203008,0.0,0.0,0.0,False,M3_ACTION_MOVEMENT_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,1,200,0.8,0.8,0.7960016319869441,0.8,0.8,0.7960016319869441,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,10,200,0.8,0.8,0.8,0.8,0.8,0.8,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,11,200,0.76,0.76,0.7597838054248824,0.76,0.76,0.7597838054248824,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,12,200,0.835,0.835,0.8349628666449951,0.835,0.835,0.8349628666449951,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,13,200,0.71,0.71,0.705762987012987,0.71,0.71,0.705762987012987,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,14,200,0.815,0.815,0.8149583656322672,0.815,0.815,0.8149583656322672,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,15,200,0.9099999999999999,0.91,0.9097744360902256,0.9099999999999999,0.91,0.9097744360902256,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,16,200,0.885,0.885,0.8849741191768148,0.885,0.885,0.8849741191768148,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,18,200,0.9099999999999999,0.91,0.9094202898550725,0.9099999999999999,0.91,0.9094202898550725,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,19,200,0.85,0.85,0.8487750781328763,0.85,0.85,0.8487750781328763,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,2,200,0.825,0.825,0.8249956248906223,0.825,0.825,0.8249956248906223,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,20,200,0.8999999999999999,0.9,0.899749373433584,0.8999999999999999,0.9,0.899749373433584,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,21,200,0.9650000000000001,0.965,0.9649570724137068,0.9650000000000001,0.965,0.9649570724137068,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,22,200,0.8300000000000001,0.83,0.8299319727891157,0.8300000000000001,0.83,0.8299319727891157,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,23,200,0.91,0.91,0.9099639855942376,0.91,0.91,0.9099639855942376,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,24,200,0.69,0.69,0.6807743795695603,0.69,0.69,0.6807743795695603,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,25,200,0.875,0.875,0.8744696342045141,0.875,0.875,0.8744696342045141,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,26,200,0.85,0.85,0.85,0.85,0.85,0.85,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,27,200,0.895,0.895,0.8949343339587242,0.895,0.895,0.8949343339587242,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,28,200,0.985,0.985,0.9849996249906248,0.985,0.985,0.9849996249906248,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,29,200,0.915,0.915,0.9145191703331239,0.915,0.915,0.9145191703331239,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,3,200,0.9199999999999999,0.92,0.9199679871948779,0.925,0.925,0.9249530956848031,-0.0050000000000001155,-0.0050000000000000044,-0.004985108489925172,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,30,200,0.83,0.83,0.8299829982998299,0.83,0.83,0.8299829982998299,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,31,200,0.8600000000000001,0.86,0.8593106220480353,0.8600000000000001,0.86,0.8593106220480353,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,32,200,0.965,0.965,0.9649991249781245,0.965,0.965,0.9649991249781245,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,33,200,0.98,0.98,0.98,0.98,0.98,0.98,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,34,200,0.7150000000000001,0.715,0.7133878064110623,0.7150000000000001,0.715,0.7133878064110623,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,35,200,0.975,0.975,0.9749993749843746,0.975,0.975,0.9749993749843746,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
all_52_grouped_OOF,M4_FULL_LEGAL_LOGISTIC,36,200,0.98,0.98,0.9799919967987194,0.98,0.98,0.9799919967987194,0.0,0.0,0.0,False,M4_FULL_LEGAL_LOGISTIC
