outer_fold,model_id,target,feature,coefficient,absolute_coefficient,OUTER_TEST_USED,action_family
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,action_abs_margin,0.7447604845481061,0.7447604845481061,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,action_boundary_cross,1.5232432445429471,1.5232432445429471,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,action_entropy,-0.03323132800006132,0.03323132800006132,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,action_majority_strength,-0.12797012740353417,0.12797012740353417,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,action_margin_movement,0.44470566919526044,0.44470566919526044,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,action_margin_range,-0.3699027881924041,0.3699027881924041,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,action_max_margin,-0.19656875323718484,0.19656875323718484,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,action_min_margin,0.026747123425951747,0.026747123425951747,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,action_probability_movement,0.0014615162068989257,0.0014615162068989257,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,action_run_margin_std,0.717012547199356,0.717012547199356,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,action_run_probability_std,-0.1120506738688232,0.1120506738688232,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,action_vote_entropy,-0.014068065487242999,0.014068065487242999,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,action_vote_fraction_class1,-0.05272058469424494,0.05272058469424494,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,action_vs_b6_disagreement,1.5232432445429471,1.5232432445429471,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,b6_margin,-0.7798462205658477,0.7798462205658477,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,b6_probability,0.7496839505625901,0.7496839505625901,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,base_abs_margin,-1.2813429910751677,1.2813429910751677,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,base_disagreeing_run_count,0.057154807707118206,0.057154807707118206,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,base_entropy,0.35343064986051226,0.35343064986051226,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,base_majority_strength,0.13268143493129578,0.13268143493129578,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,base_margin_range,-0.5151979468199448,0.5151979468199448,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,base_max_margin,-0.5648671814130738,0.5648671814130738,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,base_max_probability,1.2760186955323876,1.2760186955323876,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,base_min_margin,-0.375972280724667,0.375972280724667,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,base_min_probability,-0.0375718164840055,0.0375718164840055,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,base_run_margin_std,0.2755825143190119,0.2755825143190119,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,base_run_probability_std,-0.19223441635611455,0.19223441635611455,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,base_vote_entropy,0.1260337312578248,0.1260337312578248,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,base_vote_fraction_class1,-0.2655241524022569,0.2655241524022569,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,is_amplify,0.002603282705302402,0.002603282705302402,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,is_erase,-0.00942520646467575,0.00942520646467575,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,is_geometry,0.0068219237560775,0.0068219237560775,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,movement_run_max,0.45776065054328857,0.45776065054328857,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,movement_run_min,-0.428473485542089,0.428473485542089,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,movement_run_std,-0.4019566167635793,0.4019566167635793,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,movement_sign_agreement,-0.11120908135718571,0.11120908135718571,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,n_runs,-0.22369658811769896,0.22369658811769896,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,rescue,protected_safe,0.009425206464598273,0.009425206464598273,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,harm,action_abs_margin,-0.42634783884668037,0.42634783884668037,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,harm,action_boundary_cross,1.9865715163410216,1.9865715163410216,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,harm,action_entropy,0.08553172153677321,0.08553172153677321,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,harm,action_majority_strength,0.054345571536577784,0.054345571536577784,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,harm,action_margin_movement,-0.058912731660980974,0.058912731660980974,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,harm,action_margin_range,0.19187645465597952,0.19187645465597952,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,harm,action_max_margin,0.07214350896698356,0.07214350896698356,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,harm,action_min_margin,-0.044668246274956795,0.044668246274956795,False,
0,M3_ACTION_MOVEMENT_LOGISTIC,harm,action_probability_movement,-0.19332818886019618,0.19332818886019618,False,
