model_id,delta_BA_vs_B6,strongest_action_oracle_delta_BA_vs_B6,action_oracle_recovery_fraction,unique_action_oracle_delta_BA,unique_action_oracle_recovery_fraction,OUTER_TEST_USED
M0_B6_KEEP_ENSEMBLE,0.0,0.08596153846153842,0.0,0.009326923076923052,0.0,False
M1_ENSEMBLE_CONFIDENCE_RULE,-0.0006730769230769323,0.08596153846153842,-0.007829977628635458,0.009326923076923052,-0.07216494845360942,False
M2_ENSEMBLE_DISAGREEMENT_RULE,-0.0010576923076923085,0.08596153846153842,-0.012304250559284132,0.009326923076923052,-0.11340206185567049,False
M3_ACTION_MOVEMENT_LOGISTIC,-0.0011538461538461698,0.08596153846153842,-0.013422818791946501,0.009326923076923052,-0.12371134020618761,False
M4_FULL_LEGAL_LOGISTIC,-0.0010576923076923107,0.08596153846153842,-0.012304250559284156,0.009326923076923052,-0.11340206185567073,False
M5_HIST_GRADIENT_BOOSTING,-0.0002884615384615409,0.08596153846153842,-0.0033557046979866066,0.009326923076923052,-0.030927835051546733,False
I006_CONDITIONAL_ACTION_LOGISTIC,-0.0015384615384615463,0.08596153846153842,-0.01789709172259518,0.009326923076923052,-0.1649484536082487,False
I007_CONDITIONAL_ACTION_HGB,-0.0006730769230769258,0.08596153846153842,-0.007829977628635382,0.009326923076923052,-0.07216494845360873,False
