policy_id,subject,fold,seed,delta_BA
B0_KEEP,48,2,1,0.0
B0_KEEP,50,2,1,0.0
B0_KEEP,8,2,1,0.0
B1_UNIFORM_ACTION_ENSEMBLE,11,0,0,-0.03500000000000003
B1_UNIFORM_ACTION_ENSEMBLE,12,0,0,-0.029999999999999916
B1_UNIFORM_ACTION_ENSEMBLE,15,0,0,-0.014999999999999902
B1_UNIFORM_ACTION_ENSEMBLE,16,0,0,0.0
B1_UNIFORM_ACTION_ENSEMBLE,18,0,0,-0.014999999999999902
B1_UNIFORM_ACTION_ENSEMBLE,20,0,0,0.020000000000000018
B1_UNIFORM_ACTION_ENSEMBLE,23,0,0,-0.025000000000000022
B1_UNIFORM_ACTION_ENSEMBLE,24,0,0,0.0
B1_UNIFORM_ACTION_ENSEMBLE,25,0,0,-0.08999999999999986
B1_UNIFORM_ACTION_ENSEMBLE,26,0,0,0.025000000000000022
B1_UNIFORM_ACTION_ENSEMBLE,27,0,0,-0.020000000000000018
B1_UNIFORM_ACTION_ENSEMBLE,29,0,0,0.0
B1_UNIFORM_ACTION_ENSEMBLE,30,0,0,0.010000000000000009
B1_UNIFORM_ACTION_ENSEMBLE,31,0,0,-0.030000000000000027
B1_UNIFORM_ACTION_ENSEMBLE,34,0,0,-0.010000000000000009
B1_UNIFORM_ACTION_ENSEMBLE,37,0,0,-0.010000000000000009
B1_UNIFORM_ACTION_ENSEMBLE,38,0,0,0.030000000000000027
B1_UNIFORM_ACTION_ENSEMBLE,41,0,0,0.020000000000000018
B1_UNIFORM_ACTION_ENSEMBLE,42,0,0,-0.025000000000000133
B1_UNIFORM_ACTION_ENSEMBLE,43,0,0,0.014999999999999902
B1_UNIFORM_ACTION_ENSEMBLE,44,0,0,0.0
B1_UNIFORM_ACTION_ENSEMBLE,49,0,0,0.04999999999999993
B1_UNIFORM_ACTION_ENSEMBLE,5,0,0,-0.015000000000000124
B1_UNIFORM_ACTION_ENSEMBLE,51,0,0,-0.010000000000000009
B1_UNIFORM_ACTION_ENSEMBLE,52,0,0,0.01000000000000012
B1_UNIFORM_ACTION_ENSEMBLE,8,0,0,0.0
B1_UNIFORM_ACTION_ENSEMBLE,11,0,1,-0.029999999999999916
B1_UNIFORM_ACTION_ENSEMBLE,12,0,1,0.02499999999999991
B1_UNIFORM_ACTION_ENSEMBLE,15,0,1,-0.020000000000000018
B1_UNIFORM_ACTION_ENSEMBLE,16,0,1,0.010000000000000009
B1_UNIFORM_ACTION_ENSEMBLE,18,0,1,-1.1102230246251565e-16
B1_UNIFORM_ACTION_ENSEMBLE,20,0,1,-0.0050000000000000044
B1_UNIFORM_ACTION_ENSEMBLE,23,0,1,-0.020000000000000018
B1_UNIFORM_ACTION_ENSEMBLE,24,0,1,-0.0050000000000000044
B1_UNIFORM_ACTION_ENSEMBLE,25,0,1,-1.1102230246251565e-16
B1_UNIFORM_ACTION_ENSEMBLE,26,0,1,-0.050000000000000044
B1_UNIFORM_ACTION_ENSEMBLE,27,0,1,0.010000000000000009
B1_UNIFORM_ACTION_ENSEMBLE,29,0,1,-0.009999999999999898
B1_UNIFORM_ACTION_ENSEMBLE,30,0,1,0.0
B1_UNIFORM_ACTION_ENSEMBLE,31,0,1,-0.025000000000000022
B1_UNIFORM_ACTION_ENSEMBLE,34,0,1,-0.030000000000000027
B1_UNIFORM_ACTION_ENSEMBLE,37,0,1,0.0
B1_UNIFORM_ACTION_ENSEMBLE,38,0,1,-0.010000000000000009
B1_UNIFORM_ACTION_ENSEMBLE,41,0,1,0.0
B1_UNIFORM_ACTION_ENSEMBLE,42,0,1,-0.02499999999999991
B1_UNIFORM_ACTION_ENSEMBLE,43,0,1,0.0
B1_UNIFORM_ACTION_ENSEMBLE,44,0,1,-0.010000000000000009
B1_UNIFORM_ACTION_ENSEMBLE,49,0,1,0.015000000000000124
B1_UNIFORM_ACTION_ENSEMBLE,5,0,1,-0.025000000000000022
B1_UNIFORM_ACTION_ENSEMBLE,51,0,1,0.015000000000000013
B1_UNIFORM_ACTION_ENSEMBLE,52,0,1,0.030000000000000027
B1_UNIFORM_ACTION_ENSEMBLE,8,0,1,0.014999999999999902
B1_UNIFORM_ACTION_ENSEMBLE,12,1,0,-0.014999999999999902
B1_UNIFORM_ACTION_ENSEMBLE,13,1,0,0.0
B1_UNIFORM_ACTION_ENSEMBLE,15,1,0,-0.04999999999999993
B1_UNIFORM_ACTION_ENSEMBLE,18,1,0,-0.025000000000000022
B1_UNIFORM_ACTION_ENSEMBLE,2,1,0,0.009999999999999898
B1_UNIFORM_ACTION_ENSEMBLE,20,1,0,-0.03499999999999992
B1_UNIFORM_ACTION_ENSEMBLE,23,1,0,-0.015000000000000013
B1_UNIFORM_ACTION_ENSEMBLE,24,1,0,-0.010000000000000009
B1_UNIFORM_ACTION_ENSEMBLE,26,1,0,0.019999999999999907
B1_UNIFORM_ACTION_ENSEMBLE,27,1,0,-0.025000000000000022
B1_UNIFORM_ACTION_ENSEMBLE,29,1,0,-0.0050000000000001155
B1_UNIFORM_ACTION_ENSEMBLE,30,1,0,-0.015000000000000013
B1_UNIFORM_ACTION_ENSEMBLE,31,1,0,-0.08500000000000008
B1_UNIFORM_ACTION_ENSEMBLE,32,1,0,-0.015000000000000124
B1_UNIFORM_ACTION_ENSEMBLE,33,1,0,-0.010000000000000009
B1_UNIFORM_ACTION_ENSEMBLE,34,1,0,-0.04500000000000004
B1_UNIFORM_ACTION_ENSEMBLE,36,1,0,0.0
B1_UNIFORM_ACTION_ENSEMBLE,37,1,0,-0.015000000000000013
B1_UNIFORM_ACTION_ENSEMBLE,41,1,0,-0.029999999999999916
B1_UNIFORM_ACTION_ENSEMBLE,44,1,0,-0.02499999999999991
B1_UNIFORM_ACTION_ENSEMBLE,47,1,0,0.020000000000000018
B1_UNIFORM_ACTION_ENSEMBLE,49,1,0,-0.010000000000000009
B1_UNIFORM_ACTION_ENSEMBLE,51,1,0,-0.0050000000000000044
B1_UNIFORM_ACTION_ENSEMBLE,52,1,0,-0.03500000000000003
B1_UNIFORM_ACTION_ENSEMBLE,54,1,0,-0.015000000000000013
B1_UNIFORM_ACTION_ENSEMBLE,8,1,0,-0.0050000000000001155
B1_UNIFORM_ACTION_ENSEMBLE,12,1,1,-0.07499999999999996
B1_UNIFORM_ACTION_ENSEMBLE,13,1,1,-0.040000000000000036
B1_UNIFORM_ACTION_ENSEMBLE,15,1,1,-0.09000000000000008
B1_UNIFORM_ACTION_ENSEMBLE,18,1,1,0.02499999999999991
B1_UNIFORM_ACTION_ENSEMBLE,2,1,1,-0.020000000000000018
B1_UNIFORM_ACTION_ENSEMBLE,20,1,1,-0.05999999999999994
B1_UNIFORM_ACTION_ENSEMBLE,23,1,1,0.010000000000000009
B1_UNIFORM_ACTION_ENSEMBLE,24,1,1,0.015000000000000013
B1_UNIFORM_ACTION_ENSEMBLE,26,1,1,-0.02499999999999991
B1_UNIFORM_ACTION_ENSEMBLE,27,1,1,-0.04999999999999993
B1_UNIFORM_ACTION_ENSEMBLE,29,1,1,-0.03500000000000003
B1_UNIFORM_ACTION_ENSEMBLE,30,1,1,-0.010000000000000009
B1_UNIFORM_ACTION_ENSEMBLE,31,1,1,-0.020000000000000018
B1_UNIFORM_ACTION_ENSEMBLE,32,1,1,-0.010000000000000009
B1_UNIFORM_ACTION_ENSEMBLE,33,1,1,0.0
B1_UNIFORM_ACTION_ENSEMBLE,34,1,1,0.0050000000000001155
B1_UNIFORM_ACTION_ENSEMBLE,36,1,1,-0.02499999999999991
B1_UNIFORM_ACTION_ENSEMBLE,37,1,1,-0.039999999999999925
B1_UNIFORM_ACTION_ENSEMBLE,41,1,1,-0.004999999999999893
B1_UNIFORM_ACTION_ENSEMBLE,44,1,1,-0.015000000000000124
B1_UNIFORM_ACTION_ENSEMBLE,47,1,1,0.01000000000000012
B1_UNIFORM_ACTION_ENSEMBLE,49,1,1,0.04499999999999993
B1_UNIFORM_ACTION_ENSEMBLE,51,1,1,-0.025000000000000133
B1_UNIFORM_ACTION_ENSEMBLE,52,1,1,-0.0050000000000001155
B1_UNIFORM_ACTION_ENSEMBLE,54,1,1,-0.030000000000000027
B1_UNIFORM_ACTION_ENSEMBLE,8,1,1,-0.039999999999999925
B1_UNIFORM_ACTION_ENSEMBLE,10,2,0,0.010000000000000009
B1_UNIFORM_ACTION_ENSEMBLE,11,2,0,-0.010000000000000009
B1_UNIFORM_ACTION_ENSEMBLE,12,2,0,-0.029999999999999916
B1_UNIFORM_ACTION_ENSEMBLE,13,2,0,-0.04500000000000004
B1_UNIFORM_ACTION_ENSEMBLE,15,2,0,-0.040000000000000036
B1_UNIFORM_ACTION_ENSEMBLE,19,2,0,0.010000000000000009
B1_UNIFORM_ACTION_ENSEMBLE,2,2,0,-0.019999999999999907
B1_UNIFORM_ACTION_ENSEMBLE,20,2,0,-0.06500000000000006
B1_UNIFORM_ACTION_ENSEMBLE,23,2,0,-0.040000000000000036
B1_UNIFORM_ACTION_ENSEMBLE,24,2,0,-0.02499999999999991
B1_UNIFORM_ACTION_ENSEMBLE,27,2,0,0.009999999999999898
B1_UNIFORM_ACTION_ENSEMBLE,3,2,0,-0.02000000000000013
B1_UNIFORM_ACTION_ENSEMBLE,31,2,0,0.0
B1_UNIFORM_ACTION_ENSEMBLE,32,2,0,-0.03500000000000003
B1_UNIFORM_ACTION_ENSEMBLE,33,2,0,0.0
B1_UNIFORM_ACTION_ENSEMBLE,36,2,0,-0.025000000000000022
B1_UNIFORM_ACTION_ENSEMBLE,37,2,0,-0.05499999999999994
B1_UNIFORM_ACTION_ENSEMBLE,38,2,0,0.04999999999999993
B1_UNIFORM_ACTION_ENSEMBLE,40,2,0,-0.07499999999999996
B1_UNIFORM_ACTION_ENSEMBLE,41,2,0,-0.010000000000000009
B1_UNIFORM_ACTION_ENSEMBLE,42,2,0,-0.05999999999999994
B1_UNIFORM_ACTION_ENSEMBLE,43,2,0,-0.015000000000000124
B1_UNIFORM_ACTION_ENSEMBLE,45,2,0,-0.03499999999999992
B1_UNIFORM_ACTION_ENSEMBLE,47,2,0,-0.08500000000000008
B1_UNIFORM_ACTION_ENSEMBLE,48,2,0,-0.010000000000000009
B1_UNIFORM_ACTION_ENSEMBLE,50,2,0,-0.010000000000000009
B1_UNIFORM_ACTION_ENSEMBLE,8,2,0,0.0
B1_UNIFORM_ACTION_ENSEMBLE,10,2,1,-0.015000000000000013
B1_UNIFORM_ACTION_ENSEMBLE,11,2,1,-0.0050000000000001155
B1_UNIFORM_ACTION_ENSEMBLE,12,2,1,0.004999999999999893
B1_UNIFORM_ACTION_ENSEMBLE,13,2,1,-0.06999999999999995
B1_UNIFORM_ACTION_ENSEMBLE,15,2,1,-0.009999999999999898
B1_UNIFORM_ACTION_ENSEMBLE,19,2,1,-0.010000000000000009
B1_UNIFORM_ACTION_ENSEMBLE,2,2,1,-0.014999999999999902
B1_UNIFORM_ACTION_ENSEMBLE,20,2,1,0.0
B1_UNIFORM_ACTION_ENSEMBLE,23,2,1,0.025000000000000022
B1_UNIFORM_ACTION_ENSEMBLE,24,2,1,-0.030000000000000027
B1_UNIFORM_ACTION_ENSEMBLE,27,2,1,-0.025000000000000022
B1_UNIFORM_ACTION_ENSEMBLE,3,2,1,-0.0050000000000001155
B1_UNIFORM_ACTION_ENSEMBLE,31,2,1,-0.06500000000000017
B1_UNIFORM_ACTION_ENSEMBLE,32,2,1,0.014999999999999902
B1_UNIFORM_ACTION_ENSEMBLE,33,2,1,0.0
B1_UNIFORM_ACTION_ENSEMBLE,36,2,1,0.0
B1_UNIFORM_ACTION_ENSEMBLE,37,2,1,-0.039999999999999925
B1_UNIFORM_ACTION_ENSEMBLE,38,2,1,0.015000000000000013
B1_UNIFORM_ACTION_ENSEMBLE,40,2,1,-0.010000000000000009
B1_UNIFORM_ACTION_ENSEMBLE,41,2,1,-0.06999999999999995
B1_UNIFORM_ACTION_ENSEMBLE,42,2,1,-0.03500000000000003
B1_UNIFORM_ACTION_ENSEMBLE,43,2,1,-0.04499999999999993
B1_UNIFORM_ACTION_ENSEMBLE,45,2,1,0.004999999999999893
B1_UNIFORM_ACTION_ENSEMBLE,47,2,1,-0.010000000000000009
B1_UNIFORM_ACTION_ENSEMBLE,48,2,1,-0.06499999999999995
B1_UNIFORM_ACTION_ENSEMBLE,50,2,1,0.0
B1_UNIFORM_ACTION_ENSEMBLE,8,2,1,-0.014999999999999902
B2_BEST_FIXED_SOURCE_ACTION,11,0,0,-0.04500000000000015
B2_BEST_FIXED_SOURCE_ACTION,12,0,0,-0.02499999999999991
B2_BEST_FIXED_SOURCE_ACTION,15,0,0,-0.014999999999999902
B2_BEST_FIXED_SOURCE_ACTION,16,0,0,0.0
B2_BEST_FIXED_SOURCE_ACTION,18,0,0,-0.009999999999999898
B2_BEST_FIXED_SOURCE_ACTION,20,0,0,0.0050000000000000044
B2_BEST_FIXED_SOURCE_ACTION,23,0,0,-0.025000000000000022
B2_BEST_FIXED_SOURCE_ACTION,24,0,0,-0.010000000000000009
B2_BEST_FIXED_SOURCE_ACTION,25,0,0,-0.08999999999999986
B2_BEST_FIXED_SOURCE_ACTION,26,0,0,0.025000000000000022
B2_BEST_FIXED_SOURCE_ACTION,27,0,0,-0.025000000000000022
B2_BEST_FIXED_SOURCE_ACTION,29,0,0,0.010000000000000009
B2_BEST_FIXED_SOURCE_ACTION,30,0,0,-0.010000000000000009
B2_BEST_FIXED_SOURCE_ACTION,31,0,0,-0.040000000000000036
B2_BEST_FIXED_SOURCE_ACTION,34,0,0,-0.010000000000000009
B2_BEST_FIXED_SOURCE_ACTION,37,0,0,-0.010000000000000009
B2_BEST_FIXED_SOURCE_ACTION,38,0,0,0.015000000000000013
B2_BEST_FIXED_SOURCE_ACTION,41,0,0,0.0050000000000000044
B2_BEST_FIXED_SOURCE_ACTION,42,0,0,-0.020000000000000018
B2_BEST_FIXED_SOURCE_ACTION,43,0,0,-0.0050000000000001155
B2_BEST_FIXED_SOURCE_ACTION,44,0,0,0.004999999999999893
B2_BEST_FIXED_SOURCE_ACTION,49,0,0,0.04499999999999993
B2_BEST_FIXED_SOURCE_ACTION,5,0,0,-0.030000000000000027
B2_BEST_FIXED_SOURCE_ACTION,51,0,0,0.0050000000000000044
B2_BEST_FIXED_SOURCE_ACTION,52,0,0,0.020000000000000018
B2_BEST_FIXED_SOURCE_ACTION,8,0,0,0.0
B2_BEST_FIXED_SOURCE_ACTION,11,0,1,-0.029999999999999916
B2_BEST_FIXED_SOURCE_ACTION,12,0,1,0.019999999999999907
B2_BEST_FIXED_SOURCE_ACTION,15,0,1,-0.015000000000000013
B2_BEST_FIXED_SOURCE_ACTION,16,0,1,0.0050000000000000044
B2_BEST_FIXED_SOURCE_ACTION,18,0,1,-0.010000000000000009
B2_BEST_FIXED_SOURCE_ACTION,20,0,1,0.0
B2_BEST_FIXED_SOURCE_ACTION,23,0,1,-0.020000000000000018
B2_BEST_FIXED_SOURCE_ACTION,24,0,1,-0.0050000000000000044
B2_BEST_FIXED_SOURCE_ACTION,25,0,1,-1.1102230246251565e-16
B2_BEST_FIXED_SOURCE_ACTION,26,0,1,-0.05499999999999994
B2_BEST_FIXED_SOURCE_ACTION,27,0,1,0.010000000000000009
B2_BEST_FIXED_SOURCE_ACTION,29,0,1,-0.0050000000000000044
B2_BEST_FIXED_SOURCE_ACTION,30,0,1,-0.015000000000000013
B2_BEST_FIXED_SOURCE_ACTION,31,0,1,-0.025000000000000022
B2_BEST_FIXED_SOURCE_ACTION,34,0,1,-0.030000000000000027
B2_BEST_FIXED_SOURCE_ACTION,37,0,1,0.0050000000000000044
B2_BEST_FIXED_SOURCE_ACTION,38,0,1,-0.020000000000000018
B2_BEST_FIXED_SOURCE_ACTION,41,0,1,-0.009999999999999898
B2_BEST_FIXED_SOURCE_ACTION,42,0,1,-0.02499999999999991
B2_BEST_FIXED_SOURCE_ACTION,43,0,1,0.010000000000000009
B2_BEST_FIXED_SOURCE_ACTION,44,0,1,0.0
B2_BEST_FIXED_SOURCE_ACTION,49,0,1,0.0050000000000001155
B2_BEST_FIXED_SOURCE_ACTION,5,0,1,-0.015000000000000013
B2_BEST_FIXED_SOURCE_ACTION,51,0,1,0.0050000000000000044
B2_BEST_FIXED_SOURCE_ACTION,52,0,1,0.015000000000000013
B2_BEST_FIXED_SOURCE_ACTION,8,0,1,0.014999999999999902
B2_BEST_FIXED_SOURCE_ACTION,12,1,0,-0.004999999999999893
B2_BEST_FIXED_SOURCE_ACTION,13,1,0,-0.010000000000000009
B2_BEST_FIXED_SOURCE_ACTION,15,1,0,-0.04500000000000004
B2_BEST_FIXED_SOURCE_ACTION,18,1,0,-0.015000000000000013
B2_BEST_FIXED_SOURCE_ACTION,2,1,0,-0.0050000000000000044
B2_BEST_FIXED_SOURCE_ACTION,20,1,0,-0.03500000000000003
B2_BEST_FIXED_SOURCE_ACTION,23,1,0,-0.0050000000000000044
B2_BEST_FIXED_SOURCE_ACTION,24,1,0,-0.004999999999999893
B2_BEST_FIXED_SOURCE_ACTION,26,1,0,0.019999999999999907
B2_BEST_FIXED_SOURCE_ACTION,27,1,0,-0.020000000000000018
B2_BEST_FIXED_SOURCE_ACTION,29,1,0,-0.0050000000000001155
B2_BEST_FIXED_SOURCE_ACTION,30,1,0,-0.009999999999999898
B2_BEST_FIXED_SOURCE_ACTION,31,1,0,-0.08000000000000007
B2_BEST_FIXED_SOURCE_ACTION,32,1,0,-0.015000000000000124
B2_BEST_FIXED_SOURCE_ACTION,33,1,0,-0.010000000000000009
B2_BEST_FIXED_SOURCE_ACTION,34,1,0,-0.06000000000000005
B2_BEST_FIXED_SOURCE_ACTION,36,1,0,0.0
B2_BEST_FIXED_SOURCE_ACTION,37,1,0,-0.015000000000000013
B2_BEST_FIXED_SOURCE_ACTION,41,1,0,-0.04499999999999993
B2_BEST_FIXED_SOURCE_ACTION,44,1,0,-0.010000000000000009
B2_BEST_FIXED_SOURCE_ACTION,47,1,0,0.0050000000000000044
B2_BEST_FIXED_SOURCE_ACTION,49,1,0,-0.025000000000000022
B2_BEST_FIXED_SOURCE_ACTION,51,1,0,-0.015000000000000013
B2_BEST_FIXED_SOURCE_ACTION,52,1,0,-0.010000000000000009
B2_BEST_FIXED_SOURCE_ACTION,54,1,0,-0.025000000000000022
B2_BEST_FIXED_SOURCE_ACTION,8,1,0,-0.0050000000000001155
B2_BEST_FIXED_SOURCE_ACTION,12,1,1,-0.07999999999999996
B2_BEST_FIXED_SOURCE_ACTION,13,1,1,-0.050000000000000044
B2_BEST_FIXED_SOURCE_ACTION,15,1,1,-0.10000000000000009
B2_BEST_FIXED_SOURCE_ACTION,18,1,1,0.03500000000000003
B2_BEST_FIXED_SOURCE_ACTION,2,1,1,-0.015000000000000013
B2_BEST_FIXED_SOURCE_ACTION,20,1,1,-0.07499999999999996
B2_BEST_FIXED_SOURCE_ACTION,23,1,1,-0.0050000000000000044
B2_BEST_FIXED_SOURCE_ACTION,24,1,1,0.0
B2_BEST_FIXED_SOURCE_ACTION,26,1,1,-0.040000000000000036
B2_BEST_FIXED_SOURCE_ACTION,27,1,1,-0.039999999999999925
B2_BEST_FIXED_SOURCE_ACTION,29,1,1,-0.03500000000000003
B2_BEST_FIXED_SOURCE_ACTION,30,1,1,0.0050000000000000044
B2_BEST_FIXED_SOURCE_ACTION,31,1,1,-0.02499999999999991
B2_BEST_FIXED_SOURCE_ACTION,32,1,1,0.0
B2_BEST_FIXED_SOURCE_ACTION,33,1,1,-0.0050000000000000044
B2_BEST_FIXED_SOURCE_ACTION,34,1,1,-0.004999999999999893
B2_BEST_FIXED_SOURCE_ACTION,36,1,1,-0.030000000000000027
B2_BEST_FIXED_SOURCE_ACTION,37,1,1,-0.04500000000000004
B2_BEST_FIXED_SOURCE_ACTION,41,1,1,-0.014999999999999902
B2_BEST_FIXED_SOURCE_ACTION,44,1,1,-0.015000000000000124
B2_BEST_FIXED_SOURCE_ACTION,47,1,1,0.01000000000000012
B2_BEST_FIXED_SOURCE_ACTION,49,1,1,0.040000000000000036
B2_BEST_FIXED_SOURCE_ACTION,51,1,1,-0.030000000000000027
B2_BEST_FIXED_SOURCE_ACTION,52,1,1,-0.020000000000000018
B2_BEST_FIXED_SOURCE_ACTION,54,1,1,-0.025000000000000022
B2_BEST_FIXED_SOURCE_ACTION,8,1,1,-0.039999999999999925
B2_BEST_FIXED_SOURCE_ACTION,10,2,0,0.0050000000000000044
B2_BEST_FIXED_SOURCE_ACTION,11,2,0,0.014999999999999902
B2_BEST_FIXED_SOURCE_ACTION,12,2,0,-0.029999999999999916
B2_BEST_FIXED_SOURCE_ACTION,13,2,0,-0.06000000000000005
B2_BEST_FIXED_SOURCE_ACTION,15,2,0,-0.05499999999999994
B2_BEST_FIXED_SOURCE_ACTION,19,2,0,0.014999999999999902
B2_BEST_FIXED_SOURCE_ACTION,2,2,0,0.0
B2_BEST_FIXED_SOURCE_ACTION,20,2,0,-0.04999999999999993
B2_BEST_FIXED_SOURCE_ACTION,23,2,0,-0.025000000000000133
B2_BEST_FIXED_SOURCE_ACTION,24,2,0,-0.010000000000000009
B2_BEST_FIXED_SOURCE_ACTION,27,2,0,0.010000000000000009
B2_BEST_FIXED_SOURCE_ACTION,3,2,0,-0.03500000000000003
B2_BEST_FIXED_SOURCE_ACTION,31,2,0,0.0
B2_BEST_FIXED_SOURCE_ACTION,32,2,0,-0.03500000000000003
B2_BEST_FIXED_SOURCE_ACTION,33,2,0,0.0
B2_BEST_FIXED_SOURCE_ACTION,36,2,0,-0.015000000000000013
B2_BEST_FIXED_SOURCE_ACTION,37,2,0,-0.05499999999999994
B2_BEST_FIXED_SOURCE_ACTION,38,2,0,0.015000000000000013
B2_BEST_FIXED_SOURCE_ACTION,40,2,0,-0.07499999999999996
B2_BEST_FIXED_SOURCE_ACTION,41,2,0,-0.015000000000000013
B2_BEST_FIXED_SOURCE_ACTION,42,2,0,-0.05999999999999994
B2_BEST_FIXED_SOURCE_ACTION,43,2,0,-0.015000000000000124
B2_BEST_FIXED_SOURCE_ACTION,45,2,0,-0.014999999999999902
B2_BEST_FIXED_SOURCE_ACTION,47,2,0,-0.09999999999999998
