task,fold,seed,random_id,rank,coordinate_ids,overlap_with_P,target_hash,used_primary_control,pool_file
OpenBMI_MI,1,0,19,8,"[15, 16, 3, 1, 9, 14, 10, 7]",3,9eb68fc1fd139f88526b588c4c4c0211525bd83bc031616c211e6878fe8b879c,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,20,8,"[1, 11, 3, 2, 5, 16, 17, 14]",2,c2d0999d279f4ea5f8ec5773066b7064b4fe236b903a71eb3bd684e1adf23e05,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,21,8,"[12, 17, 16, 9, 5, 6, 19, 4]",4,01d34f274124a60a39fd6181635529053b81255844cd6b540969d77906a005b6,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,22,8,"[16, 1, 5, 7, 4, 11, 12, 18]",4,eaf9e399f1b3e66316fe57e5fb0147d5c9feae70ecc32dd220f5db9781732651,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,23,8,"[13, 17, 6, 7, 5, 9, 11, 10]",6,14dd5a1bf2fc6f8cb160b8afeee8748fcb0680a8d9b0a809a89034041d750998,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,24,8,"[2, 9, 16, 11, 0, 17, 4, 6]",4,9fca530f740b357105f164d148db63b425885211eb369be763e9865781732c5b,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,25,8,"[19, 13, 17, 3, 11, 14, 10, 2]",2,66cdf3265c833eaccd50ac0b2fec7d307df3809334a546f11e3cfdce76a67cfd,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,26,8,"[15, 6, 3, 14, 11, 5, 0, 9]",4,2c47dec4176b43027ad5f7589d40c86f8601386d7e55a987573b4fac3adbd976,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,27,8,"[0, 8, 6, 17, 12, 4, 7, 19]",4,49e8263809c2f00419f853a06489e1316ed2c2c693fcc16e86add55e72dd9ed6,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,28,8,"[19, 6, 2, 0, 5, 3, 7, 8]",4,b8e704890a8c5c4aef042150442c13559ce2d7b1f6851276d4dfeb241996805a,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,29,8,"[19, 18, 8, 15, 11, 1, 4, 13]",3,0e2b88ebea47367c53862599ecdbc57a5cb354cc52da0b72432612dd45aacc8e,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,30,8,"[2, 12, 16, 10, 1, 17, 15, 14]",1,2b5a663e6a966c1194b6bc17b474f15325913d5aa79f131d18a68405413509ab,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,31,8,"[18, 2, 3, 7, 8, 4, 9, 12]",4,3eb71f9f8d1c646519ac55f826285dd2be124389da45a4f456b2839e0491154a,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,32,8,"[14, 4, 5, 6, 3, 11, 8, 16]",5,83ccf130b799e53f558a01cbed364ac76c1e7cf6fc5b6f244a2f31d13cc2227d,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,33,8,"[18, 14, 15, 0, 1, 2, 9, 4]",2,7ef4f9cacd26ab900277b1bfa21fe6a9288311914ba717c8e78780f0e6f225e4,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,34,8,"[1, 0, 19, 11, 4, 15, 5, 9]",4,08d500cbbf9f7a7f3440bc9fb700b3a482ae80bee3d2e3a2350c3994d89907c7,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,35,8,"[17, 13, 2, 12, 1, 5, 8, 10]",3,925836cdcc24c247dc5ada011629a25326f90e26f1ecf3d1ba15121896a5d384,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,36,8,"[17, 4, 16, 3, 7, 18, 12, 11]",3,e1f748be3b8a684d193698e64989e4a03d22f6048ce983c9c80a17dc5de6ec7d,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,37,8,"[2, 19, 7, 14, 0, 10, 13, 4]",3,4e0fa46f01648c2fc28e88fe9d740a7f4f89bde340f9d4151405abdbe96123f2,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,38,8,"[15, 6, 0, 19, 14, 11, 17, 4]",3,62d70671d9772b3cc1abad041fa135629b440ef726d1e17df19839efe1644f38,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,39,8,"[9, 8, 19, 2, 12, 13, 16, 6]",3,05d14ce799e02b26c566cbe6a140b5461965183fb560eaf681b0c2772b3ccbf4,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,40,8,"[0, 8, 2, 6, 9, 14, 13, 7]",4,627298ad496961b1a59595ede7e2c5de7b1e3ef8f5a172e7673135e97a453041,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,41,8,"[6, 10, 11, 17, 3, 1, 18, 5]",4,ebc8cf019c82b06e307763cbf8243eec4ea95907be2b453d35b6b95399618c22,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,42,8,"[13, 19, 16, 18, 11, 7, 5, 17]",3,b52852824a2d8f95d935c2dd359e933227c946eec693fa73308183e74b9e46f6,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,43,8,"[4, 3, 0, 9, 2, 10, 8, 12]",4,d060f95c700a553b2f6142e9f216c86e83d135f1570c9dcd4a57afb0934f9647,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,44,8,"[8, 14, 13, 19, 18, 1, 3, 7]",2,09759eb00adcdf43f307636f09bd5af9e2d4f9ded0ad9d1c692ad683948dae08,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,45,8,"[2, 15, 4, 14, 16, 19, 10, 1]",2,ad6e6508c0bf8942b86a4b8dc3a30d601a9076d1a8115ae22826057f5601e297,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,46,8,"[5, 16, 15, 4, 9, 2, 12, 7]",4,981898b46a99602ba112fb959a73f5027ac25280b3194940a3e6a6fda7a7d5c5,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,47,8,"[7, 0, 2, 4, 1, 15, 9, 12]",3,2d7dc3d9dfcf04f75ee86fe30a3e487ad535e3ef044bef0175a2a0bd1f1cdb17,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,48,8,"[1, 18, 9, 8, 7, 13, 11, 17]",4,87c326918dd67a695201a472bcfe0feb295a1cf1253bbaa2a335e08f2c4c90d5,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,49,8,"[15, 7, 18, 1, 14, 4, 12, 19]",2,77632694545526d7e99f701b8966a932640335e83e97611f0d780dc38cc87229,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,50,8,"[18, 10, 8, 0, 5, 17, 19, 3]",3,11faa47a5decd0c788e4c0f6c64543643352aa298c8ac6e2a5c66f4f7e19ad56,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,51,8,"[1, 7, 19, 4, 17, 13, 0, 2]",2,506bc0cc5cb8eebe45df68d7486b16368b017ecadecce334a513b921ee0bf111,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,52,8,"[1, 14, 6, 10, 3, 17, 8, 4]",4,f6c116924b1e771649f04a974cfd38707b23c0af3d457e5abcc5efce0cd716da,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,53,8,"[15, 0, 9, 6, 4, 8, 3, 1]",4,78f65c44fb725d2c255a3e93f1f225a8da49c1ad4b69737161ecdce0ef1df338,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,54,8,"[5, 0, 8, 19, 11, 3, 2, 18]",3,49aca51f5cb6cac96326cd500c40a51fb76142b0d5f171a60b91f245c17f6c34,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,55,8,"[13, 9, 6, 3, 11, 0, 14, 12]",3,c1a186c9feb5b5a63cc1b6bde4791c00e12a6f3d2ba6e2c58a6a4d2b1e3d1b7b,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,56,8,"[19, 4, 6, 14, 16, 3, 15, 1]",2,dda6d188b8f2ca45f035b156dffd92ae5192dc800345bcdcc3dc7d4c425ec469,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,57,8,"[1, 18, 7, 5, 9, 10, 6, 3]",5,dfc366c0849bf22572956e1526beff6ca59717fc286bc582b9ac150388bbdaca,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,58,8,"[16, 18, 7, 9, 14, 1, 12, 19]",2,e8b7296110023cd6249895f3370d59d4a9bbbaaee0bb0e61241f238f42068088,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,59,8,"[17, 5, 6, 2, 15, 4, 19, 0]",3,ebce9a2b27ec0de91c738fe492a3b522cabb439ffdf8bc20b911f988e89ad393,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,60,8,"[0, 14, 13, 17, 2, 15, 4, 18]",1,0faa7fa3ad5e53fed3c3148b7fe445f23e78756bd54b5d75e94afa30aa77727c,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,61,8,"[4, 12, 7, 8, 19, 2, 10, 14]",4,fcb51aecc4e1852c8cd47e7afe259570377ce38f64b9369ad85266d022edf67a,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,62,8,"[2, 4, 17, 0, 8, 9, 14, 11]",4,4a866f9e354027ce25f83b33ab7c95e19ef3df41875553f0d108cba048f7294b,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,63,8,"[14, 18, 2, 16, 4, 17, 5, 19]",2,7fcc0543a7d58a56116c5155c0b9817ab9ef98780a4b99d38db2fba0ab03b5a8,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,64,8,"[16, 13, 12, 17, 3, 10, 14, 18]",1,3c5ba8f018704f0f34fbd77472cf541f41bcdce83605ffa5c3516056238eae4f,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,65,8,"[17, 0, 1, 4, 18, 14, 3, 9]",2,ea05014899a2fc0fa9b165091e7d6c0cc488d48e61fbac8cf7449aabe1bc52d6,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,66,8,"[16, 13, 7, 15, 19, 12, 6, 18]",2,e5806db41500c30aa56e00db5e1c23393bf08a5789b109a020c48ac4dd219388,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,67,8,"[8, 14, 11, 12, 10, 3, 13, 1]",3,2fa6a5a661586e2717bc230e185340e8e427b56db7681df5838849870dc63658,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,68,8,"[4, 15, 9, 17, 2, 6, 14, 18]",3,072e0b2c45d3e561a8dd012ffd47c3fef346647c5b94d98bfdeffac291386d05,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,69,8,"[15, 1, 7, 16, 4, 8, 17, 13]",3,20265de11d1de97c5bb458062d8c5af59cfee9b6b162e73d4d74d4cd42830020,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,70,8,"[11, 14, 5, 17, 13, 12, 15, 4]",3,a9f1755477b329414c3730eadba667fd10eb82e0635e28ce5d75591783bd14c7,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,71,8,"[5, 16, 19, 1, 17, 9, 15, 12]",2,5e76a0ef308211790850f0d437b6cee56c8c4346bec562441b2cd710312ece02,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,72,8,"[15, 11, 6, 7, 5, 8, 9, 19]",6,f3c3c717b71fe36e2b7fe120480f98bc426e93a994cb100ad7a8cd0cd5fa3eac,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,73,8,"[10, 9, 16, 4, 18, 0, 13, 8]",4,06bacad4f16ccb18e7c296c01a99b94997d7898aed9a61487f19d9f215f73135,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,74,8,"[2, 19, 8, 18, 5, 13, 12, 11]",3,51a947543b6c21b0aa2254548adfc3a958d6e1c6111cf6871d389630d941cd9c,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,75,8,"[2, 16, 5, 9, 10, 11, 15, 7]",5,4bd76b9e90ee682e91919ccbacac89ffd9f9fd59cf935b14bdf2c717cc9494f2,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,76,8,"[9, 4, 11, 6, 14, 8, 1, 7]",6,3edb70d2167f30b7ba14d2cfa6c95e7eaf9551d2a19747c21bd17d369ac854f7,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,77,8,"[13, 6, 8, 7, 0, 15, 14, 19]",3,1d8ccb7ed9d5cd03b27a963b2d4d12e2f455dad4bfce2903635045ad2012ca02,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,78,8,"[14, 10, 16, 12, 7, 2, 6, 18]",3,5965114acc0353f4db4f2220f446c53e3ac789ab3c7fc44a487d263c4a7ff988,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,79,8,"[8, 17, 13, 0, 12, 15, 5, 11]",3,ec06331a7946f34d47fe9eb0b4ce910e396dadf2eb3ae1a43f98b40b9eacef86,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,80,8,"[17, 11, 13, 18, 7, 10, 16, 2]",3,323caff456997d27b07235f38c6dd3865bbe6b9def5da3018aebec4445bdec88,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,81,8,"[11, 17, 4, 18, 16, 0, 3, 8]",3,0e9e00a2cf0474432bbd02cdd36486c6a72ed9ecf673da4a38544bb522be6bae,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,82,8,"[5, 13, 12, 2, 8, 4, 17, 3]",3,b2f8cb4ed7949dbbb3e7cd8dd8c871c0f997e2b29addf6042a2101276ad3bef2,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,83,8,"[7, 4, 8, 3, 9, 10, 15, 1]",5,aed43d36d401865f1415493665b8ef60b962a7e52d2b0762bd9ab894f9328a38,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,84,8,"[0, 5, 8, 11, 18, 7, 15, 2]",4,50ce9278b8a005ef815defdb7dfe68edcf40eeb104e9c7823e15e516e418edc3,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,85,8,"[3, 19, 2, 14, 7, 11, 0, 13]",2,db4c6967b08ff71ad3633cf99c783482d49afadd165750700d06d00ba544bd1a,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,86,8,"[1, 19, 9, 16, 7, 15, 11, 5]",4,6084f24ec3b59e85fd98915a99fb9d9e90575f53104df5c4a6ba50d4335744e0,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,87,8,"[5, 17, 15, 8, 7, 2, 4, 11]",5,766a3d255fb585ff50f5b30a52e641e71b1273984b5f0e80b732d7f8c2f6f1e8,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,88,8,"[0, 5, 8, 9, 12, 1, 16, 14]",3,07e9e259092dd9ae3a49b8f5f73feb2363087167b416fa30334077f8c20d5495,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,89,8,"[19, 10, 0, 14, 13, 12, 8, 7]",3,a0bbe4875a573d3639081c2c45564895860bff3f4bbf23d3586647d620b3f1a3,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,90,8,"[7, 9, 17, 10, 4, 13, 19, 3]",4,de568ddc5dc3cede9e443dc0554493120bd2b2ef44767327ef8d45a8162dc041,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,91,8,"[4, 1, 13, 6, 8, 7, 0, 5]",5,0d69cdd193d366aab5cd232709d05f982a03aac74a100d9f154f8400aa02c128,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,92,8,"[14, 17, 9, 15, 5, 0, 1, 11]",3,a1234326e153dc8797cabd36e599518361afb34c5c9eec126e090c84417216b3,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,93,8,"[17, 4, 8, 1, 3, 7, 0, 11]",4,81a83b5888019db3b5a3a138bddd848bf3d481a18333c6533d6b89484c97e995,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
OpenBMI_MI,1,0,94,8,"[6, 7, 3, 1, 5, 17, 15, 2]",3,e67bdda82eafc991bca1185eead5c8a517d4790780aa9c466169ed8484b33f52,False,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_sire_protected_preservation_intervention_v1/runtime/manifests/OpenBMI_MI/random_pool_fold1_seed0.json
