task,fold,seed,checkpoint,checkpoint_sha256,normalizer,normalizer_sha256,selected_epoch,inner_val_BA,parameter_count,model_definition_hash,initial_state_hash,initial_BN_buffer_hash,source_experiment,new_CE_reference_training
OpenBMI_MI,0,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/OpenBMI_MI/CE/fold0/selected.pt,a1fc661c034d081d051b31198e765a2fa6f75dc88d1a28afcc6a756f8b59ef7d,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold0.npz,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,17,0.6866666666666666,47978,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,a3545aa1c423c1a12185f5ae00ab8f2556f8e6137a1dbae3ba19c4f60ea9bf1d,8b81309da047eb662583f162053f970e8c917e4a39298a883439b187ff9d6a02,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
OpenBMI_MI,0,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_MI/CE/fold0/selected.pt,8a336959c1bda33a4667deaa19e2dd78a1ce82ba71c31faea81cc810a4d82c5a,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold0.npz,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,24,0.7133333333333335,47978,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,870ac81cbf518cbaed2014345836b22ac3b92bbb6c4c836962e748acc6a71f5f,24b5817c1c62cf9a04edadce42e2e5bcd8ec45357698cb8111797768cde0d1f0,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
OpenBMI_MI,0,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_MI/CE/fold0/selected.pt,457b1ca36a53792c184c115e30c4d53fbac7cf3441e6f7bccde9162b1f72510e,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold0.npz,12d47d87b6c5f890babc3a9452672a2e7c29a9ec550f544df24d8acc4259b3fe,19,0.6900000000000001,47978,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,f5c67d580c32869895b13697abb2685f7a34d54dd5b34539f1ab347551871be6,6f7f15433d97fa19fcb081d1c9802630e6ebff5a3ac7e0346f93bbe2151f7534,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
OpenBMI_MI,1,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/OpenBMI_MI/CE/fold1/selected.pt,c1c144ad63e4bcd0a5c916c589acba150c62e6b45f3a657f4156cde086dac8fa,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold1.npz,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,29,0.765,47978,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,140a87cc768277898b6dcba1f24a3ec3031f58d60476b8501f054b9f64cf52ba,da0093962f81ac32ea9e7cdc2ebdcaa3ba6d3de22e3a9794e65c76670c6fbf1f,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
OpenBMI_MI,1,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_MI/CE/fold1/selected.pt,0d7f7375e0c79730ad1dbde17f44ced484a513dc0a6cfbcea332b56a8a603c28,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold1.npz,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,33,0.7933333333333333,47978,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,79cc01845895701323fcfa8d672372c105f351563d5cfb7c195155e02854f306,ad687e96d25490b486f997b770befdfd6900aea0a6e88fef346868cad001d165,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
OpenBMI_MI,1,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_MI/CE/fold1/selected.pt,9e1a94c2fcb630c1311cddf4a661a36e2a7b9e28926dbb36cc1542968e480304,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold1.npz,2dcccf19c978071b433212549388d9fa8a43224eec3dbb980ccdee27af1de9db,41,0.7600000000000001,47978,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,003e3ea987567a8b7d3b57f0b7577e1ba99d58877f624c22ed629822996e5259,8d58c9199cfeca6fbe526f2f2fa01abf5a78e50692daa2747f3bd361462ff761,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
OpenBMI_MI,2,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/OpenBMI_MI/CE/fold2/selected.pt,e15c8d1164c8d30f850fc785e901e629977cf6a2fe87c09d89af779cc51e14d8,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold2.npz,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,29,0.7633333333333333,47978,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,118e436e052cff0c5e6fd1eb9980ae09a002748b7a801474958380195a3e0299,cedb5e3b532813a5cf9d3999428feafc9f820871cf3efe2de89625527a73286a,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
OpenBMI_MI,2,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_MI/CE/fold2/selected.pt,335af013981565ede15ac14aa26e2b567ac923322d015894d5aec61e196f3863,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold2.npz,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,18,0.7416666666666666,47978,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,622e5e9c2eb6345b29d744d07c4dcd05e7d575345a1d0183006178ffc2fa1d26,72374e838e3fdbc238bf37b907bb20bc7a56c11ba7404d9519e0a0b1b4213847,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
OpenBMI_MI,2,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_MI/CE/fold2/selected.pt,57b1a7fe07d39aae4daa5cc22ce6693a97d61367c26bdc17e3341b65d7cf4071,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold2.npz,2d746d812678d332f4771d21ce01123ddd5e32aa0fb569c5064b7691df0fa7e6,29,0.7666666666666666,47978,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,bc4cc7f8de5426b94d9cc81d4a75ab3e4346593944979b8c62481f6621d7e79b,1f55eedfff3bf48d7c624fc2966864ba05f56fc10ccf0869acfdf125b6a49dd0,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
OpenBMI_MI,3,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/OpenBMI_MI/CE/fold3/selected.pt,9b769878b24e88fe2c0fcda21c3ccc25ed233298d17dffbe6f2d05f51361ca3e,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold3.npz,040fc77f68d09d091af77dda00d1a472e30e1a7c1292f2f9bd136630069a6569,21,0.7283333333333334,47978,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,a748880381f7015f5d110248bb81bd60a26f2fc44675ba9fc2aa00d37151d43e,9ecfba7815fd60f414698fd85cdb29d04cc78a787790aa339ca9b37f669dd926,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
OpenBMI_MI,3,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_MI/CE/fold3/selected.pt,f1ac95b6c91f028a9acd290b28a4214cd2fce725e87f71f696458038b75c6a5e,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold3.npz,040fc77f68d09d091af77dda00d1a472e30e1a7c1292f2f9bd136630069a6569,33,0.745,47978,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,5836c12edce5a563e9c05bf0e3b72752ceab729013bc89dae91e1db5dbd13e49,f2ca27fb867cee696611192cc16aef4f49145cf24d64714320e18e2d3bb92d97,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
OpenBMI_MI,3,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_MI/CE/fold3/selected.pt,2fb47a5d08ec01f2eb68851f5e67e95368d90a6060310bb92a81ca6422997a8b,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold3.npz,040fc77f68d09d091af77dda00d1a472e30e1a7c1292f2f9bd136630069a6569,36,0.755,47978,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,939ac9796ef7a4ed413512b789d123eff8e5f3572520a835b86b49e9f9c9b291,23cfa60dda60c6d0de682ab0528dadccee6eb013ef5de8758a050ceef7ad7d50,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
OpenBMI_MI,4,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/OpenBMI_MI/CE/fold4/selected.pt,aaa01434501be957f08e34ba0bfc0fe180d8d223839f81cb49132bee8c360df8,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold4.npz,c04fbdc0d215369e977dffa0c159801dd8fbf42e82538b262c3b254498e56b1f,21,0.7316666666666668,47978,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,98af16c0043939558cbcc593c559fbd394235389bdb6f2d13232e7196a4c7d81,5343ecfc2670e4bde66c1124752681cc51126fb5fe9160181245dd479927882c,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
OpenBMI_MI,4,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/OpenBMI_MI/CE/fold4/selected.pt,936bfe1a112167888557161d6aa34655f872c505e561a9385c7f2352c780d91e,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold4.npz,c04fbdc0d215369e977dffa0c159801dd8fbf42e82538b262c3b254498e56b1f,11,0.7166666666666668,47978,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,87189b3e5b111133ab80b977f9bb619610eb6001d7e5ae6c8ed8c590427cdb21,12052458bc101be788273ac8ef7752ec09e99137c373781f58ec2259935b5818,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
OpenBMI_MI,4,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/OpenBMI_MI/CE/fold4/selected.pt,fb2bb14e1107cfc53cc1dbfcaebed78ed61fd97cc2ee184f141678482136bbc7,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/openbmi_mi_fold4.npz,c04fbdc0d215369e977dffa0c159801dd8fbf42e82538b262c3b254498e56b1f,23,0.73,47978,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,4b7fdb6583550140dc67240b2e36f1cc4d677df014884837310874c9763c7eb3,cb34c4316bced041bd8e353a8e1f9a4d3d486c298ad13711dcf27ab91e0d4896,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
WBCIC_MI,0,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/WBCIC_MI/CE/fold0/selected.pt,444cae499dc94f34215732dc075d7fcbed9eb0e669b984d081e80e7944530570,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/wbcic_mi_fold0.npz,be79e4d13d12f509ab6f95c8294686a0ec1f5bbf268ea5435b93f7253e3a2778,14,0.6509709595959596,47786,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,b5fc4c1a89f0467d486cdb880f284668e4449474510d3e53b8ccffbfe3401dcb,12deb110811ffe43efa1de3aa9a49aabbc5362c664c9db90309c712a3b132ba6,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
