task,fold,seed,checkpoint,checkpoint_sha256,normalizer,normalizer_sha256,selected_epoch,inner_val_BA,parameter_count,model_definition_hash,initial_state_hash,initial_BN_buffer_hash,source_experiment,new_CE_reference_training
WBCIC_MI,0,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/WBCIC_MI/CE/fold0/selected.pt,0b0eb2bfe607e8775dc8a99b7340117ece68afa1248b4869609a09b2ce4c5a8c,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/wbcic_mi_fold0.npz,be79e4d13d12f509ab6f95c8294686a0ec1f5bbf268ea5435b93f7253e3a2778,14,0.6419280303030303,47786,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,f63a1b53fa6f0d0ee2e02155843dc0a1bf3a7267c3e4e505b505b41256668964,6f80ea00a4f424b65faf7f6bc14a5ce164bd5f9069ee892260d7bf78ada60ecf,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
WBCIC_MI,0,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/WBCIC_MI/CE/fold0/selected.pt,a8b2971498ba071c9abdda41fc7301e82fdaa141ee0466e33571b8b9fa9b8e8a,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/wbcic_mi_fold0.npz,be79e4d13d12f509ab6f95c8294686a0ec1f5bbf268ea5435b93f7253e3a2778,14,0.6549191919191919,47786,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,8bd0de20a1d32386746c84c77478e975d503fd4f4ec506837d5f8e4a1087b3a6,e7f68c2f7f88e6d6638a6066b0e9ef0120ee076e27dd47738d88ccca401bea55,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
WBCIC_MI,1,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/WBCIC_MI/CE/fold1/selected.pt,9a36aee405b15c78d1e8bee5548801522b5234a844ce7214a22bbd3dd24ddc71,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/wbcic_mi_fold1.npz,0f98f389f4c681a10af051f2876130187fad37501dfd942e64ff764820f0e2dc,37,0.8755555555555556,47786,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,f25cb5dd7b1f8637d79f70151af0a549b9d327c9d6965a73fc9004ae35e984c9,6f14235c015d20c0a931494a2e31ae8bb3bbcba573db483d0cbc6f5ef5b6eed0,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
WBCIC_MI,1,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/WBCIC_MI/CE/fold1/selected.pt,31d365eb5e73cb4272d686ca216263b2c0a876bc094ab4e63a0a0f6b7cab0d22,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/wbcic_mi_fold1.npz,0f98f389f4c681a10af051f2876130187fad37501dfd942e64ff764820f0e2dc,45,0.885544191919192,47786,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,db2ebd37e68ee1f31d0fb61b4e373299cc3d6af30cdc82c86fa751ceab916686,da57b86e6171ae4e47a9517c537709d1d121d2d5b262052b0d39e6f8c7120b90,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
WBCIC_MI,1,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/WBCIC_MI/CE/fold1/selected.pt,f9136ed60cacf2741df90427ae62f0e8c257233a6887d76e80470e8bea5d186d,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/wbcic_mi_fold1.npz,0f98f389f4c681a10af051f2876130187fad37501dfd942e64ff764820f0e2dc,36,0.8633888888888889,47786,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,2e615087eccb5e439fbc7217851962c35e6e8857759715acc80f0b74519ccb88,8936b97671a3424e4a888b0422cff1f7dffb5974629dfec101f1d87a2830faf5,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
WBCIC_MI,2,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/WBCIC_MI/CE/fold2/selected.pt,77401b89ffb8508dde9c3ec001a1665e0e7e80438b35244e4eb44fdf4527522d,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/wbcic_mi_fold2.npz,c50ff7eae26bf6476c9f6b57134891adc485451ff17b5105ae756c337e1c3a5b,57,0.8720000000000001,47786,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,d2538a5a52ff9444ce3c92550b2a955956ef1a814538d44ba64fa7ca3ee50f97,a525dc439c4d7d033a8a147581c62f27243460322787aa85f6407f33b56750f1,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
WBCIC_MI,2,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/WBCIC_MI/CE/fold2/selected.pt,22d0fc79f3dd9191e7f061dc0ca5f761abafcb4818960495f7f6f398fe12ea3b,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/wbcic_mi_fold2.npz,c50ff7eae26bf6476c9f6b57134891adc485451ff17b5105ae756c337e1c3a5b,43,0.8640000000000001,47786,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,c301233b903498986477892a66391ab1b0462af3127ed705303ed9c826f272d4,e082d1858f04083a2db342787fc555fc001eb37daa5cf2b450d2887b56f59880,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
WBCIC_MI,2,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/WBCIC_MI/CE/fold2/selected.pt,090158926edefd6a9b1afeeb32d340afb24aebb60e3aad3565824ecba79facae,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/wbcic_mi_fold2.npz,c50ff7eae26bf6476c9f6b57134891adc485451ff17b5105ae756c337e1c3a5b,51,0.8770000000000001,47786,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,a7d1207e1ed983fb22e102ab7eb97ecaf54e1b0021fba53dd96cc66c6fe74032,6dcca252ee65698cddaebe3f16d6e93e689ca3b3fb92023151c3b88a33bd400b,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
WBCIC_MI,3,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/WBCIC_MI/CE/fold3/selected.pt,8b796fe7d12cee689972995645a8d01d5bc04a24b76bf91f8ad5d956a5c46a7b,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/wbcic_mi_fold3.npz,737b7d011441a2d1dd426fb07b7b373f3b3b69909de87ca59853d84f235c09b5,19,0.663,47786,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,913b1696d22e839ee9727643bd02d7f1bbfaad1613c6c38e9f5712ae63b64082,50f1b18daf56eeb460dc4714745e795d0dc605efba49fce3a9f4ffe32917cecf,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
WBCIC_MI,3,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/WBCIC_MI/CE/fold3/selected.pt,ddc400172191db27787f26b5c18e86bab55599b6411f46122c1eceeb0d0ca334,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/wbcic_mi_fold3.npz,737b7d011441a2d1dd426fb07b7b373f3b3b69909de87ca59853d84f235c09b5,32,0.7140000000000001,47786,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,a78b78beb82e866b78f31c65a63ea139e3929334c109af59a4b96b613f805bf5,cb3bf5c06af866df85aed7b247ec5590f4f2ad6383d355be3b7c0a3bbc259fdf,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
WBCIC_MI,3,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/WBCIC_MI/CE/fold3/selected.pt,5f32421d9c454d5e0470daf327877f63e80d22795c9f88d09bb4eb3a0da2f0fc,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/wbcic_mi_fold3.npz,737b7d011441a2d1dd426fb07b7b373f3b3b69909de87ca59853d84f235c09b5,32,0.7299999999999999,47786,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,f5b8a28eae7252b31b5a3e0b0c17b3c66b8874ee84ded64bb5275f9b96b015e7,b2356376a9db474fb3e26924325b8f41970ab355abf1780b03ebd25b3712e72d,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
WBCIC_MI,4,0,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_seed0_v1/runtime/checkpoints/WBCIC_MI/CE/fold4/selected.pt,a9de8ca4848d437fdea8af4577496d5d71ba0f14c34e2c2661516b06e63ec8e3,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/wbcic_mi_fold4.npz,6fa138b8416b6a2609eab8a668a705cd913cf5694bbd5e5eb648bbe2e87c010d,36,0.748,47786,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,4502e8449d7327fe380714fb11536910cc34bfbc09287bade063503078b851e6,866ad04081ba95c8a8a69699c3039dbce185cf09c581e1acd62e4be1fee960e2,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
WBCIC_MI,4,1,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed1/checkpoints/WBCIC_MI/CE/fold4/selected.pt,12dfce354c9e83bd99488089ac71f8f336a211efd8e9fdda5d15998a794c68e0,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/wbcic_mi_fold4.npz,6fa138b8416b6a2609eab8a668a705cd913cf5694bbd5e5eb648bbe2e87c010d,35,0.7369999999999999,47786,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,af7d13dc39f8b0006d8f240e388cb2ae7be69e4f862fd85ff8f5792ddc9e673b,782646f8cd6bd24276a433407f3842035c25ed43db8e1318c3452a119f2947c0,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
WBCIC_MI,4,2,/root/rivermind-data/CRCICLR_TFF_REMAIN_WORK/experiments/persist_eeg_litebn_prd_multiseed_v1/runtime/seed2/checkpoints/WBCIC_MI/CE/fold4/selected.pt,76fe0b27c23d5d949b4aff56d231f3d5d7d2a755b6ac0d04210c4669b6593172,/root/rivermind-data/litebn_x_singlemodel_seed0_runtime/normalizers/wbcic_mi_fold4.npz,6fa138b8416b6a2609eab8a668a705cd913cf5694bbd5e5eb648bbe2e87c010d,55,0.75,47786,920af131aabc272317da128f42be9961d5592619ce85ca99192029d1181f126f,2a577b8c1e205c7138f645557621964145c7d4b54fa18d71ea65b9e1485cb046,15ba587f5fc9b7e9d209edbac9bbf2fdeb8193f80fd7d0505479e2062fbe6b02,persist_eeg_litebn_prd_multiseed_v1 matched CE checkpoint,False
