subject,ba,run,model
1,0.77,fold-0/seed-1,method
10,0.75,fold-0/seed-1,method
17,0.675,fold-0/seed-1,method
28,0.9550000000000001,fold-0/seed-1,method
3,0.905,fold-0/seed-1,method
45,0.875,fold-0/seed-1,method
48,0.565,fold-0/seed-1,method
54,0.625,fold-0/seed-1,method
6,0.815,fold-0/seed-1,method
