epoch,validation_macro_BA,validation_BA_mi,validation_BA_erp,validation_BA_ssvep,train_task_loss,train_subject_loss,train_total_loss,train_grad_norm,lambda_inv_effective,lambda_inv_effective_mi,lambda_inv_effective_erp,lambda_inv_effective_ssvep,spectrum_positive_rho_count,spectrum_pca_overlap,spectrum_alignment_mean,elapsed_seconds
0,0.7752300785634119,0.7466666666666666,0.6418013468013468,0.9372222222222223,0.41217210171399293,3.5065505372153387,3.9187226251319602,1.0127893299968154,0.0,0.0,0.0,0.0,20,0.7014731866097604,1.0,9.351647853851318
1,0.7721380471380472,0.7511111111111111,0.6458585858585859,0.9194444444444445,0.4097348948319753,3.393639820593375,3.803374692245766,1.04665477960198,0.0,0.0,0.0,0.0,20,0.7014731866097604,1.0,17.096760988235474
2,0.7688664421997755,0.7405555555555556,0.6443771043771044,0.9216666666666666,0.4042088328688233,3.2689858895760997,3.6731947130627103,1.0850293305185106,0.025,0.015,0.025,0.034999999999999996,20,0.7014731866097604,1.0,24.89813733100891
3,0.7710606060606061,0.7377777777777778,0.6476262626262627,0.9277777777777778,0.4123110594572844,3.2017634268160218,3.6140744818581476,1.1418029732174344,0.05,0.03,0.05,0.06999999999999999,20,0.7014731866097604,1.0,32.55146408081055
4,0.7701851851851852,0.7433333333333334,0.6388888888888888,0.9283333333333335,0.40656577712959713,3.1633875458328813,3.569953309165107,1.1281526221169367,0.07500000000000001,0.045000000000000005,0.07500000000000001,0.10500000000000001,19,0.7084604576324323,0.708700558228119,42.35008001327515
5,0.7695566778900113,0.7333333333333334,0.647003367003367,0.9283333333333333,0.40457480814721847,3.18681009610494,3.5913848921104714,1.1438842702794958,0.1,0.06,0.1,0.13999999999999999,19,0.7084604576324323,0.708700558228119,50.080185890197754
6,0.7712008978675646,0.7338888888888888,0.6491582491582492,0.9305555555555556,0.40912579275943617,3.2863225495373762,3.6954483367778637,1.1676167967142883,0.1,0.06,0.1,0.13999999999999999,19,0.7084604576324323,0.708700558228119,58.00229549407959
7,0.7693658810325478,0.7466666666666667,0.6403198653198653,0.9211111111111111,0.4103968424929513,3.377396967675951,3.7877938085132175,1.213922001697399,0.1,0.06,0.1,0.13999999999999999,19,0.7084604576324323,0.708700558228119,65.86469626426697
8,0.7733670033670035,0.7477777777777778,0.6423232323232324,0.93,0.4043912755118476,3.334810464470475,3.7392017355671636,1.1432739694913228,0.1,0.06,0.1,0.13999999999999999,19,0.7279919510342445,0.5103672725057911,75.69396495819092
9,0.7713411896745229,0.7511111111111111,0.6401346801346801,0.9227777777777777,0.4129029804909671,3.2667589055167303,3.6796618744179055,1.2488391476648826,0.1,0.06,0.1,0.13999999999999999,19,0.7279919510342445,0.5103672725057911,83.65913414955139
10,0.7747138047138047,0.7544444444444445,0.6424747474747474,0.9272222222222223,0.4063191618080492,3.3066485899466054,3.7129677357497037,1.2214005457030401,0.1,0.06,0.1,0.13999999999999999,19,0.7279919510342445,0.5103672725057911,91.45984077453613
11,0.772087542087542,0.741111111111111,0.6462626262626263,0.9288888888888889,0.40800550800782664,3.307146496242947,3.7151520075621427,1.2345978849463992,0.1,0.06,0.1,0.13999999999999999,19,0.7279919510342445,0.5103672725057911,99.19157648086548
