task,subject_equal_BA_mean,subject_equal_BA_std,subject_equal_macro_F1_mean,subject_equal_macro_F1_std,trial_accuracy_mean,trial_accuracy_std
OpenBMI_MI,0.5226190476190478,0.0010910894511799991,0.50149499208152,0.010074524022616096,0.5226190476190476,0.0010910894511799508
OpenBMI_ERP,0.7521948051948052,0.002116936232834315,0.6795349362551737,0.003918941631868603,0.766087061087061,0.006775542298091378
OpenBMI_SSVEP,0.29966666666666675,0.0241383484096485,0.28770367305336847,0.026240770585104864,0.2996666666666667,0.024138348409648472
WBCIC_MI,0.6807666666666666,0.007068474611493947,0.6778804847762924,0.007412101223417617,0.6807666666666666,0.0070684746114938616
