task,model,fold,seed,status,elapsed_seconds,peak_cuda_bytes,checkpoint_sha256,normalizer_sha256,split_sha256
OpenBMI_MI,SGN,0,0,complete,657.0800338000001,10548940288,21f3ec51ec2f05afc9dd16d91eb71dc4e2a9995d9b1dca824c8db21462581626,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_MI,SGN,0,1,complete,560.6946760000001,10548940800,edc25e50ebf7dd1df5dec2b9015bdb85d823b1756ec44c446b2ab14f43728c56,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_MI,SGN,0,2,complete,581.2145252999999,10548940800,d62ac654e3be6f36544dbaee02291a63be0f09d9cee65dab766e863e4831faec,b0177be0754fe5ff53cd0f5060f7faef0a3d0c6415e7eb9cf49cd48150651e81,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_MI,SGN,1,0,complete,581.3696557999997,10548940800,a5dfe10fdc38825e4dbe526e4e6fc68f6ae8c86c0f39d5f29bfd5d8a32a10442,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_MI,SGN,1,1,complete,1327.0751940999999,10548940800,0994fd16791bc434132caa09140f82def1680db968a193f96ff7637183346d36,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_MI,SGN,1,2,complete,1800.9483374000001,10548940800,313bfaa303024e27f8240aa83dd673e813e0033a489d2243c4cfc17696383156,a9357c2c7be97fd094c7b0062fc8c20699aaf0a2da45e80e7c6df30280bcd944,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_MI,SGN,2,0,complete,2498.3459198,10548940800,b7f1bb2f0d0681e20c466db9b1703861e497395d72bbaafec60b1b9f9f94b1b1,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_MI,SGN,2,1,complete,2422.0635330000005,10548940800,0d9faf47711bb7baccd45891a77be24404b0d17cf35be9acb55f87aac8327150,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_MI,SGN,2,2,complete,2406.0537076,10548940800,d4bd5f29c3d2f6f57dd24f8f81551c927fb42305e63a07745a07ecee61921a28,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_MI,SGN,3,0,complete,3848.7283582,10548940800,05d7c5ac5fb3269b252cd33cd3ae503b91ac9ab402f156dc6810b06f7f803606,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_MI,SGN,3,1,complete,1547.3141061999995,10548940800,5520b4d468bab5cdab28535eec24bda234e2f3eb37e14606bf929aec7b1d05d7,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_MI,SGN,3,2,complete,3702.1000897000013,10548940800,b6dd83bec4e08ae763c88d23cc8f99e46ff2cc00d69a506172ba5a5c9ff006ee,518c157ce4bee1bd71ea84341c5e383c93f7e73d05cf1ade7a1c84f3c121c0c5,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_MI,SGN,4,0,complete,1524.4675977000006,10548940800,711bef686bf4455e4a92729167792588619d8072f7b0ba50cc235ecd605fdc85,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_MI,SGN,4,1,complete,2203.1838604000004,10555445248,28e3c2ac680027b0359f0070b59214192761e5cb978967232573b43e3ea3efa6,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_MI,SGN,4,2,complete,2973.700228900001,10548940800,3b0dcf5ed2f2871c801ed2e3a2e6895a75e6a06b8c593231f86eed0e95b3add8,aa5cc368db6730fff9bf926805d6492fdfc62c0603b0b06f451ec1c696f0d16d,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,SGN,0,0,complete,9622.369392699999,7509971968,a8b6c751c5d28cecd3bf0136d5d966e09f1f3344f65eb7a76289917b4185ae00,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,SGN,0,1,complete,1541.228829300002,7499782144,02f78521357285b7ecb9f6ced250ccf0d33137ec589d8d897f332723c0008cc6,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,SGN,0,2,complete,4420.374786600005,7499782144,e9faff26d0aba6c06db15f216b395e8e69fabab4e743dde671a44c860e8a6857,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,SGN,1,0,complete,3453.261769500001,7499782144,01ffc8e63de2fa2fce7725621159afced345b2a095a0d62c29b9e04c1dc3e719,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,SGN,1,1,complete,2867.912681700007,7499782144,780dcace8cd28cb25c3305aa7cbda755f5a30abe57e2a970ddbebe0b1dcb0672,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,SGN,1,2,complete,2583.1486589999986,7499782144,ebda407c4ff9ba9f78d7597bdfe02769076ae3760053ea328063d41ea24f8967,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,SGN,2,0,complete,2901.9706986999954,7499782144,9fe71905c97b8aad052fbc8f1b3cbe1b8340c667099205e59a5a1853bd990ff8,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,SGN,2,1,complete,3025.756528500002,7499782144,225745cf422ed8f33514231add689fe8a25b07f51bab52ee4466922bddc65ded,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,SGN,2,2,complete,2650.3225668000086,7499782144,2fcaba8a1fae40dddd5793de074c5bc66129ade1df80976769a8ca2bb9205215,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,SGN,3,0,complete,2360.479287999995,7499782144,e82e054c306c3c50cdef98c3eb54f6e87c2ec8d6bc527de9b3148f91ef99fbfa,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,SGN,3,1,complete,2517.6739147999906,7499782144,8460f0417f5d57011d8420da50f4051ccb23169f68d2970a6ab944934e49d6a4,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,SGN,3,2,complete,2660.732211399998,7499782144,c09c2641a8d0a358834425eddf053bc80be463f1430878e327346c9471981d92,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,SGN,4,0,complete,1389.4345624999987,7499782144,bf3f1290a2b4d13f8b95e22dda643597bfa8bfa54f146599d9c9f5438b0db46d,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,SGN,4,1,complete,3096.125728800005,7499782144,453f6844164af6ed1f0b8f6b7b64447325c646485550886e149fbcd9a2b63404,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_ERP,SGN,4,2,complete,2387.6395568000007,7499782144,31a32d52457d76a9bbdd5d9ff175900b4a66286dd9a207dacac53b5f3be2627b,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,SGN,0,0,complete,305.65501139999833,10548946432,5cc26c51724661ece14310905b2b2f978f273f615b8465f0655dcfb6be6daef9,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
