task,model,fold,seed,status,elapsed_seconds,peak_cuda_bytes,checkpoint_sha256,normalizer_sha256,split_sha256
OpenBMI_SSVEP,SGN,0,1,complete,350.5116871999926,10548946432,bafff700208c0518940053c64063041bdefc3047984d3eeee2ee7b11b690486f,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,SGN,0,2,complete,320.2800244999962,10548946432,4fd3c3fa9c7d75b6ed3b507303cf750718bcbe39e66ee591386ad38959552c88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,SGN,1,0,complete,729.2549942999904,10548946432,680bb637a379c998ffaf0bd72b46b43708fd0c3b08855fab93fb68b849c27665,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,SGN,1,1,complete,833.0226394000056,10548946432,22ce35eba014199cd188b0ffa5653db5acf1162646a37d5ef058959a20e00664,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,SGN,1,2,complete,370.48580610001227,10548946432,5e7d11f87d14e0b567b4b0cf336f45f4f5164b8c53d6f24e2345b6cfbb21e3fa,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,SGN,2,0,complete,341.16313519999676,10548946432,a18ca70376489d65c5862c5d5f5797de235e9d1348a4b253bf806ab2ae31c567,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,SGN,2,1,complete,379.2771548999881,10548946432,e33432417c01c343f6c00e3c38b26d646520c1c70eb72cb8c60daac05b9a9da2,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,SGN,2,2,complete,247.8003364000033,10548946432,6db029190c64dd57d7b6b81d6808a0331bfa0d74049f1c7837f092dc7cef9e2c,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,SGN,3,0,complete,301.8416426999902,10548946432,e0d8eb6a43c7c0a0fda9252863b37847ae872aedc382d3a48b15a0ebd17a777f,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,SGN,3,1,complete,305.9184763000085,10548946432,7cacfe7266b8469028a7d6027e93f1919f9135d1c988ba038cd74aa0238b67bb,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,SGN,3,2,complete,582.3353224999883,10548946432,7bfc9e2d86c47504c50461546bd4889c63bb7d2d1b81d1489e4257bc0ccadb4f,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,SGN,4,0,complete,360.1654571000108,10548946432,c5e651d73c90eacf3d631e7a74f4c6e8c863d8c1e09207d7688ad7714a0c3189,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,SGN,4,1,complete,906.2939192000049,10548946432,7b157dc083a878888639a8317dbf89d849780823ee1f8caed2428ecc05f7296c,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
OpenBMI_SSVEP,SGN,4,2,complete,502.9055138999829,10548946432,46e19ebd9907196263d17f6010afbc16d3d5c183ce84881a3d96d531c365418c,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,SGN,0,0,complete,1554.2197144999955,11869888512,34ef48c2ff8567b22707223103940855d2a649ed71656bd02ced3905372c2982,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,SGN,0,1,complete,1515.1919042000081,11869888512,12295b0e528f116cab28064ca896d988b91f913202d230614d94d4448c8dd5dc,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,SGN,0,2,complete,1206.9889745999826,11869888512,f75c720b3a2a9fd61e8c1d7559f52ac0ef73fb6500e09385d3c1cddfa4731862,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,SGN,1,0,complete,1666.5408731999996,11917229568,2fa5435164828ef57a7c6f283b374771b19888a0ff55213637250e8c8cf72dca,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,SGN,1,1,complete,1071.8934749000036,11917229568,22af9e3bd9c15b2753b254a39995687122ebcc30ebfd84097915552489f6a3e1,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,SGN,1,2,complete,834.2105031999818,11917229568,ee41e8352dd5547e3023448d231dac97fe64d453b7b6f17f4cf03e4846257b04,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,SGN,2,0,complete,1140.859678300003,11919173120,f6e9d1061518b1b2ad91425e4b8b365498ea72f8f5b9dac7c85aba0997b133bd,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,SGN,2,1,complete,896.2081852999981,11919173120,fcf3909060dcac1a544de3eaa4aa6a64512204c7a1401f5ed816442a47aeaf4a,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,SGN,2,2,complete,1458.9840267000254,11919173120,2b6e620ce688b9fb0f83bc9c44b7b7debecee1f4ffc793eabf6bcaebad2ca61c,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,SGN,3,0,complete,904.953752100002,11917492224,56b068d65820f6882daae427895d5ae74a9e8cf103de26a2d9a6a5dd2e99cc68,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,SGN,3,1,complete,940.0482794999989,11917492224,9f06f491b249ff3d3301904825f3c72685a6354537e23b1de7ce57850e4507fd,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,SGN,3,2,complete,756.2772611999826,11917492224,a0d062d53268a543dca010929d940737f679495a4dfed1d110fc748f2fb67e35,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,SGN,4,0,complete,1490.1944441000014,11919173120,a200a8013ab91a0eb6caa2780e9d9a3f10d9ea2ab21a66d13aa706f9622dadb9,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,SGN,4,1,complete,1835.5028815000114,11919173120,23c72f4be58897375fc962098bac38b7cdc0cde1f25b58ce2488e47e21f49f7e,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
WBCIC_MI,SGN,4,2,complete,715.9016271000146,11919173120,f2f616bbbc373d40f79919d43911d0f0b8140c801a6b5db9f505c6c7640dd45d,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068
