model,task,fold,epoch,trajectory_provenance,coordinate_correlation,crossfit,direction,fit_trials,normalized_mse,r2,subject,test_trials
EEGNet,OpenBMI_MI,0,6,RETRAINED_REPLICA_TRAJECTORY,0.7264063584283211,0,within_s1,1280,0.47267289903158993,0.5273271009684101,1,64
EEGNet,OpenBMI_MI,0,6,RETRAINED_REPLICA_TRAJECTORY,0.6954347838852073,0,within_s1,1280,0.5183945959662547,0.4816054040337453,20,64
EEGNet,OpenBMI_MI,0,6,RETRAINED_REPLICA_TRAJECTORY,0.7212889892078467,0,within_s1,1280,0.4660724672451852,0.5339275327548147,28,64
EEGNet,OpenBMI_MI,0,6,RETRAINED_REPLICA_TRAJECTORY,0.7106747593278264,0,within_s1,1280,0.5134074183671167,0.4865925816328833,40,64
EEGNet,OpenBMI_MI,0,6,RETRAINED_REPLICA_TRAJECTORY,0.6816607482774528,0,within_s1,1280,0.57011781851474,0.42988218148526003,46,64
EEGNet,OpenBMI_MI,0,6,RETRAINED_REPLICA_TRAJECTORY,0.6165978811354244,0,within_s1,1280,0.6035001275420828,0.3964998724579172,53,64
EEGNet,OpenBMI_MI,0,6,RETRAINED_REPLICA_TRAJECTORY,0.7056080403436165,1,within_s1,1344,0.5781338535683481,0.4218661464316519,2,64
EEGNet,OpenBMI_MI,0,6,RETRAINED_REPLICA_TRAJECTORY,0.5971083751659171,1,within_s1,1344,0.6764358382133712,0.32356416178662883,21,64
EEGNet,OpenBMI_MI,0,6,RETRAINED_REPLICA_TRAJECTORY,0.7533252246781974,1,within_s1,1344,0.46741086352129463,0.5325891364787054,30,64
EEGNet,OpenBMI_MI,0,6,RETRAINED_REPLICA_TRAJECTORY,0.6034970945525873,1,within_s1,1344,0.6799945100413973,0.3200054899586027,41,64
EEGNet,OpenBMI_MI,0,6,RETRAINED_REPLICA_TRAJECTORY,0.7142162130987343,1,within_s1,1344,0.5313504377739227,0.46864956222607734,48,64
EEGNet,OpenBMI_MI,0,6,RETRAINED_REPLICA_TRAJECTORY,0.6521079015439535,2,within_s1,1344,0.6538797203238196,0.3461202796761804,7,64
EEGNet,OpenBMI_MI,0,6,RETRAINED_REPLICA_TRAJECTORY,0.7756001828116289,2,within_s1,1344,0.43694972419652367,0.5630502758034763,22,64
EEGNet,OpenBMI_MI,0,6,RETRAINED_REPLICA_TRAJECTORY,0.6856399608438972,2,within_s1,1344,0.5431237502612818,0.4568762497387182,31,64
EEGNet,OpenBMI_MI,0,6,RETRAINED_REPLICA_TRAJECTORY,0.6185876287814979,2,within_s1,1344,0.6313396279314708,0.3686603720685292,43,64
EEGNet,OpenBMI_MI,0,6,RETRAINED_REPLICA_TRAJECTORY,0.7245379006644079,2,within_s1,1344,0.47892661266512754,0.5210733873348725,49,64
EEGNet,OpenBMI_MI,0,6,RETRAINED_REPLICA_TRAJECTORY,0.6252945280905647,3,within_s1,1344,0.6368626133255183,0.3631373866744817,10,64
EEGNet,OpenBMI_MI,0,6,RETRAINED_REPLICA_TRAJECTORY,0.6557485832459179,3,within_s1,1344,0.6359251640498402,0.36407483595015977,23,64
EEGNet,OpenBMI_MI,0,6,RETRAINED_REPLICA_TRAJECTORY,0.6999751325193528,3,within_s1,1344,0.5335857281321125,0.46641427186788753,34,64
EEGNet,OpenBMI_MI,0,6,RETRAINED_REPLICA_TRAJECTORY,0.6910212572850418,3,within_s1,1344,0.5553322152318402,0.4446677847681598,44,64
EEGNet,OpenBMI_MI,0,6,RETRAINED_REPLICA_TRAJECTORY,0.6211305436350579,3,within_s1,1344,0.6317454086871153,0.36825459131288474,50,64
EEGNet,OpenBMI_MI,0,6,RETRAINED_REPLICA_TRAJECTORY,0.6564045917350154,4,within_s1,1344,0.5981248905140739,0.4018751094859261,16,64
