model,task,fold,epoch,schedule_tags,trajectory_provenance,protected_rank,persistence_supported_blocks,native_finite_dependence,selected_excess_CE_harm_mean,outer_BA,outer_macro_F1,outer_CE,outer_used_for_selection
EEGNet,OpenBMI_MI,0,6,10pct,RETRAINED_REPLICA_TRAJECTORY,3,5,0.37199559120031506,0.013387001319957497,0.65625,0.6517568799577225,0.601532306522131,False
EEGNet,OpenBMI_MI,0,15,25pct,RETRAINED_REPLICA_TRAJECTORY,3,5,0.5551500377746729,0.026530711870292475,0.7124999999999999,0.7089702686686632,0.562237061560154,False
EEGNet,OpenBMI_MI,0,30,50pct,RETRAINED_REPLICA_TRAJECTORY,5,5,0.8263413699773642,0.03155654942055571,0.76,0.7588988109329473,0.5226051434874535,False
EEGNet,OpenBMI_MI,0,45,75pct,RETRAINED_REPLICA_TRAJECTORY,4,5,0.941565738274501,0.08525427533327562,0.76875,0.7672651147190501,0.521582743152976,False
EEGNet,OpenBMI_MI,0,49,best_legal,RETRAINED_REPLICA_TRAJECTORY,4,5,0.9829877958847926,0.08491628362768765,0.7849999999999999,0.7830265665021746,0.511140126734972,False
EEGNet,OpenBMI_MI,0,60,final,RETRAINED_REPLICA_TRAJECTORY,4,5,1.1575412039573376,0.12766280184176862,0.7987500000000001,0.7976175326976901,0.5009589567780495,False
