stage,c_rank,draw,final_subset,final_subset_sha256,mapping_sha256,outer_error_association_subjects,outer_subject_error_association,p_rank,train_concentration_ratio,train_max_interaction,train_top10,train_top10_mass
classifier_input,16,0,"[3, 5, 11, 15]",b3554d72338386d834c8aa72435f6f238f8e252c0ba36cb95710c2d3b675b6a5,5d3a129beab03533f6e6a6791a47d24491344c4f154aff2098da6b7d758d450d,8,-1.2742811356103444e-08,4,0.16786352147831474,4.7031317507162385e-08,"[[2, 0], [3, 0], [1, 0], [0, 2], [1, 1], [0, 0], [1, 15], [1, 3], [3, 10], [2, 1]]",4.46106092510945e-07
classifier_input,16,1,"[0, 6, 12, 17]",c12a8ffa7c15ffeb1ba179ac113f2aa41f1f8c732203903662fac07f77455091,19b76bd920961093381f4321df419486d32710271c8532bc2989ff3d2c5b2e93,8,-7.514107799866387e-09,4,0.16768021246217465,4.6136104714378234e-08,"[[3, 0], [2, 0], [0, 8], [0, 0], [1, 0], [2, 5], [2, 3], [2, 6], [0, 4], [2, 13]]",4.4140528032698967e-07
classifier_input,16,2,"[1, 7, 9, 11]",189b16d716c326abec00b386f5f3936faeffdd19c7a3ace205b93f793d628b87,8b5fc33bc55698f7ea99879494fe5f23af8feff278eb9141589f9743efc95646,8,-9.493312365382867e-09,4,0.16473665563760745,4.5608956611431495e-08,"[[3, 0], [1, 0], [0, 0], [2, 0], [3, 1], [1, 1], [3, 3], [3, 2], [2, 12], [1, 2]]",4.4092166717746295e-07
classifier_input,16,3,"[1, 2, 7, 18]",e56a6866dcaff74c3d68fc1580c42f358cd5e8056f72e5c62d49276bee21df61,82a85641c82a4805ae20badc5f508b886499899b47ef1a1f3ae82b6fd6b68e8e,8,-1.3002646073734248e-08,4,0.16682799946342947,4.656036622918691e-08,"[[1, 4], [1, 6], [2, 1], [2, 4], [1, 3], [1, 2], [1, 9], [0, 1], [1, 0], [1, 7]]",4.504309742969781e-07
classifier_input,16,4,"[0, 3, 5, 9]",a77606c862b5e450f5a60065d10a8368b9a714f0f260b00d74ba3439ea383877,33d0228793448182d7ea2988d87f870d0182dc207245ce1b001c870867660cf4,8,-1.0156936813832117e-08,4,0.1677203327731812,4.7937604108483356e-08,"[[3, 0], [1, 0], [2, 0], [0, 0], [2, 2], [3, 10], [3, 4], [2, 5], [0, 4], [2, 11]]",4.472118746434717e-07
classifier_input,16,5,"[9, 14, 15, 16]",e1fc4304eb04e66e63b9e0795ffec4dd2e9153b718957e656b837ea24fc6b9c0,d80039099113f9613fef9c7e3ed347d89165d1b31137822345cb56874bb1a15e,8,-1.1022553182693516e-08,4,0.16819766865372546,4.7318643225935375e-08,"[[0, 0], [2, 0], [3, 0], [1, 0], [0, 10], [1, 10], [1, 2], [2, 4], [3, 2], [2, 3]]",4.419617276596455e-07
classifier_input,16,6,"[1, 5, 15, 19]",e63228b657fafd50683c81fec21042409b0e15885cb37b66ecb4b2bb370b1dfc,997b342ea0b203435b93a7f01c36c528356978cf27b420d9d5bf6cebe800139d,8,-1.092586237316784e-08,4,0.1678982652210995,4.815448662043309e-08,"[[1, 0], [2, 0], [3, 0], [1, 1], [1, 9], [0, 0], [1, 11], [0, 4], [1, 4], [1, 14]]",4.449964023933717e-07
classifier_input,16,7,"[3, 4, 7, 9]",a48f5bbbbfeea02eca8fe7ab686e664529fe69b3f3fcaa9e6ccac84a6883f017,219c8cc3d804dda6fd65ff44cf364fc5dcc341790fa89bbbbefa260e48765169,8,-7.532814824684485e-09,4,0.1671101076984436,4.763682781572243e-08,"[[1, 0], [2, 0], [2, 1], [3, 11], [2, 5], [1, 1], [0, 15], [1, 5], [3, 12], [1, 12]]",4.422537891457523e-07
classifier_input,16,8,"[2, 5, 9, 19]",579fd7dba49200838ccddf289e4f58a3409200c6d42fdedbe037a25c5c16306d,018df955512fdee25e273e6e9ebb429768c2b1fd2b02618f73d1729cf646bbff,8,-9.987064081284914e-09,4,0.16895514813987747,5.0994458433706313e-08,"[[0, 0], [0, 1], [0, 9], [0, 3], [0, 10], [1, 0], [1, 14], [0, 12], [0, 15], [1, 7]]",4.554658445954374e-07
classifier_input,16,9,"[5, 10, 18, 19]",3047cc73fab8039f8032552da5ad3164cf4479e07ac4340a20a900e0c703d728,05b8e6a7d74a3ff0b796f2ce1c3979ade185185e6e85565bb464eeb69f786a14,8,-7.308052857313285e-09,4,0.16600887639752424,4.770173234192043e-08,"[[0, 0], [3, 0], [0, 1], [2, 0], [1, 0], [0, 5], [1, 11], [0, 8], [2, 10], [3, 5]]",4.415026246817888e-07
