model,task,fold,epoch,trajectory_provenance,coordinate_correlation,crossfit,direction,fit_trials,normalized_mse,r2,subject,test_trials
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6448365498924061,0,within_s1,1280,0.6042877781188789,0.3957122218811211,2,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.7967465371247704,0,within_s1,1280,0.3832959093527346,0.6167040906472654,15,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6868774712107957,0,within_s1,1280,0.5955476887339288,0.4044523112660712,22,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6189575933195135,0,within_s1,1280,0.8695526408322518,0.1304473591677482,32,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6673030490662848,0,within_s1,1280,0.5968720357914157,0.4031279642085843,41,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6415390721116172,0,within_s1,1280,0.6284172178386609,0.3715827821613391,53,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6309150838470359,1,within_s1,1344,0.6102569402720577,0.3897430597279423,3,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.691843577304921,1,within_s1,1344,0.5871144483756081,0.4128855516243919,16,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6916319764089082,1,within_s1,1344,0.5446569811704947,0.45534301882950534,26,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.643220237110383,1,within_s1,1344,0.6612765936812561,0.33872340631874387,33,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6475453855683431,1,within_s1,1344,0.5989565312530697,0.4010434687469303,43,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6313125546065784,2,within_s1,1344,0.6625008730174051,0.3374991269825949,7,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6463594228818995,2,within_s1,1344,0.6429836493477477,0.35701635065225235,19,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6429402320974237,2,within_s1,1344,0.6610449152602903,0.3389550847397097,27,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6194179254672874,2,within_s1,1344,0.65181599748097,0.34818400251903003,34,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6724157880411319,2,within_s1,1344,0.5677751122732236,0.43222488772677636,44,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6112688254504952,3,within_s1,1344,0.6933411736999137,0.30665882630008634,9,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.699000383934557,3,within_s1,1344,0.5534874578601022,0.4465125421398978,20,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6606265614889448,3,within_s1,1344,0.576195612700418,0.42380438729958203,28,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6086141758097683,3,within_s1,1344,0.6345732601021294,0.36542673989787056,38,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.688265846336716,3,within_s1,1344,0.5375109322800543,0.4624890677199457,47,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6255674301591955,4,within_s1,1344,0.6324932297375817,0.3675067702624183,10,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6404651920883876,4,within_s1,1344,0.6127020932180928,0.38729790678190723,21,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6888715038633888,4,within_s1,1344,0.5438461098923304,0.4561538901076696,31,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5732557571767576,4,within_s1,1344,0.6971548666988311,0.3028451333011689,40,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6591889174528864,4,within_s1,1344,0.5944567525461893,0.40554324745381065,49,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.7014597178587791,0,within_s2,1280,0.5210596119242402,0.4789403880757598,2,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6316768146859033,0,within_s2,1280,0.6339437530380251,0.3660562469619749,15,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6569242381012237,0,within_s2,1280,0.5787439745310267,0.42125602546897334,22,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5622910000112135,0,within_s2,1280,0.7106571329589373,0.2893428670410627,32,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6367249942439484,0,within_s2,1280,0.6193979836643364,0.3806020163356636,41,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6201845495988628,0,within_s2,1280,0.6303092204522734,0.36969077954772656,53,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.7039993599490088,1,within_s2,1344,0.5227991522697126,0.47720084773028737,3,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.7225256715530747,1,within_s2,1344,0.5417856725230048,0.4582143274769952,16,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.7229104805590938,1,within_s2,1344,0.5370527207999005,0.4629472792000995,26,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6340731591476971,1,within_s2,1344,0.6365201970991539,0.36347980290084614,33,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6789494928551825,1,within_s2,1344,0.5810346171425226,0.4189653828574774,43,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.658873640116608,2,within_s2,1344,0.6160519539068143,0.38394804609318567,7,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6625573665992308,2,within_s2,1344,0.6538271749932261,0.34617282500677393,19,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.7683399328048287,2,within_s2,1344,0.47042080897999944,0.5295791910200005,27,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6279931297324648,2,within_s2,1344,0.7059583978371795,0.2940416021628205,34,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6568615836417079,2,within_s2,1344,0.6295978628641156,0.37040213713588444,44,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.515662927519895,3,within_s2,1344,0.7650390571164467,0.2349609428835533,9,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6625384712444845,3,within_s2,1344,0.6331460964431057,0.3668539035568943,20,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6882566817941723,3,within_s2,1344,0.5688388583599695,0.4311611416400305,28,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6169445342823505,3,within_s2,1344,0.6750359012790353,0.32496409872096466,38,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6682461286603455,3,within_s2,1344,0.5775368643100315,0.4224631356899685,47,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5911546417165542,4,within_s2,1344,0.7090459765637407,0.2909540234362593,10,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.503806885491058,4,within_s2,1344,0.8277720101204642,0.1722279898795358,21,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6812545638053202,4,within_s2,1344,0.6748923506231631,0.3251076493768369,31,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6322982455062847,4,within_s2,1344,0.6655556022379202,0.3344443977620798,40,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5683040706061562,4,within_s2,1344,0.7180318650720803,0.2819681349279197,49,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.719467879650316,0,s1_to_s2,1280,0.5100655350201124,0.4899344649798876,2,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.625394468405175,0,s1_to_s2,1280,0.6307903381727454,0.36920966182725456,15,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6623257815022024,0,s1_to_s2,1280,0.5848460722512203,0.4151539277487797,22,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5712111513901248,0,s1_to_s2,1280,0.6915678020790982,0.3084321979209018,32,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6615199677695736,0,s1_to_s2,1280,0.5770347038848483,0.42296529611515166,41,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6035170723285269,0,s1_to_s2,1280,0.6574443600761823,0.34255563992381766,53,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6908504331573788,1,s1_to_s2,1344,0.5364829136508896,0.4635170863491104,3,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6971651962632172,1,s1_to_s2,1344,0.5675900984900555,0.4324099015099445,16,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.7303830050702367,1,s1_to_s2,1344,0.5188442417754069,0.4811557582245931,26,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6662011298517689,1,s1_to_s2,1344,0.5918499623490802,0.40815003765091984,33,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6838366159911403,1,s1_to_s2,1344,0.5900325352274401,0.40996746477255985,43,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.7020831197317625,2,s1_to_s2,1344,0.5700100984798039,0.4299899015201961,7,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6879642347848326,2,s1_to_s2,1344,0.6056212132095377,0.39437878679046234,19,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.7821390654699449,2,s1_to_s2,1344,0.4522414676827729,0.5477585323172272,27,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6086112187659982,2,s1_to_s2,1344,0.7222716449096218,0.2777283550903782,34,64
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6577643072403638,2,s1_to_s2,1344,0.6265014300132108,0.3734985699867892,44,64
