model,task,fold,epoch,trajectory_provenance,C_effect_norm,C_margin_sign_flip,C_prediction_flip,C_to_C_rep,C_to_P_norm,C_to_P_rep,C_to_P_true_margin,C_total_norm,PC_prediction_flip_disagreement_rate,P_effect_norm,P_margin_sign_flip,P_prediction_flip,P_to_C_norm,P_to_C_rep,P_to_C_true_margin,P_to_P_rep,P_total_norm,interaction_main_ratio,interaction_norm,pair_count,session,subject
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.6995636103674769,0.0,0.6875,8.591969400644302,0.22769886639434844,2.1519137173891068,-0.10840321984142065,0.6995636150240898,0.375,0.458648919215193,0.0625,0.4375,0.18373362254351377,1.4494443126022816,-0.06842897366732359,2.248677261173725,0.4586489100474864,0.06712355435593054,0.07160643948009238,16,1,10
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5029005242977291,0.0625,0.1875,8.421759277582169,0.2842802715022117,1.9069928005337715,0.10247702524065971,0.5029005378019065,0.25,0.3158179931342602,0.0,0.1875,0.12522824795451015,1.3221427276730537,-0.04958563111722469,1.9978093206882477,0.3158180781174451,0.10610974312294275,0.08133226123754866,16,2,10
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,1.7912814430892467,0.0,0.5625,9.37757757306099,0.3417166240105871,2.1787481643259525,-0.32712943106889725,1.7912814244627953,0.6875,1.1151246833615005,0.0,0.25,0.4047452943632379,2.759193878620863,-0.5723962858319283,3.6530524641275406,1.115124687552452,0.06691431437502615,0.19022713927552104,16,1,15
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.4748681699857116,0.0,0.1875,8.469487488269806,0.25411101017016335,2.35873319208622,-0.031575130764395,0.4748681823257357,0.5,0.42180812382139266,0.0,0.3125,0.1760692314710468,1.6035022214055061,-0.012676732614636421,2.485393576323986,0.4218081359285861,0.07370898375666002,0.04874123159243027,16,2,15
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5969329692889005,0.0,0.375,9.360919117927551,0.30338920024223626,2.1946918666362762,-0.3360601533204317,0.5969329937361181,0.375,0.5194888561964035,0.0,0.375,0.15614035859471187,1.6398392617702484,-0.13091347459703684,2.503395341336727,0.5194888501428068,0.08816444771946408,0.07143122568231774,16,1,16
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.7754636424360797,0.0,0.1875,9.943336308002472,0.2515016582328826,2.0791527442634106,-0.2787863351404667,0.7754636702884454,0.1875,0.6555254278937355,0.0,0.125,0.25323855015449226,1.9345441944897175,-0.2509805024601519,2.6548970378935337,0.6555254036793485,0.07926428113023576,0.10863227438494505,16,2,16
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5424138796515763,0.0,0.4375,8.115655094385147,0.2946797064214479,2.4833776466548443,-0.13838370284065604,0.5424138840753585,0.375,0.4010016112588346,0.0625,0.3125,0.13697166665224358,1.1595687121152878,-0.047704191878437996,1.868615098297596,0.40100164245814085,0.05172432915423997,0.051716982139623724,16,1,19
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.5770521085360087,0.0625,0.3125,8.732554584741592,0.2320487392717041,2.223033234477043,0.03160911565646529,0.5770520558580756,0.4375,0.40397772658616304,0.0,0.125,0.15240367309888825,1.4859479069709778,0.13097806833684444,2.245544645935297,0.40397770004346967,0.10347421970800497,0.08557221945375204,16,2,19
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.7538202032446861,0.0,0.375,9.340903013944626,0.29824438301147893,2.2929456681013107,-0.006669505033642054,0.7538201622664928,0.5625,0.6493997850921005,0.0625,0.3125,0.24932362121762708,1.752613052725792,-0.27501616813242435,2.6269740909337997,0.6493998009245843,0.0539217026962433,0.07986795477336273,16,1,2
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.9795824359171093,0.0625,0.375,9.143824338912964,0.3169086306588724,2.8256411254405975,-0.072100636549294,0.9795824540778995,0.4375,0.7246433994732797,0.0,0.4375,0.24721920012962073,1.8577436283230782,-0.3008391009643674,2.7713147699832916,0.7246434632688761,0.07467557923519053,0.1373308766487753,16,2,2
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.7376628979109228,0.0,0.4375,8.981663882732391,0.21750756165238272,2.207505501806736,-0.1718387291766703,0.7376628653146327,0.5625,0.4679643997224048,0.0625,0.125,0.1807459183037281,1.7405787706375122,-0.13687533210031688,2.612518034875393,0.46796436724253,0.048411028077680385,0.05440561206705752,16,1,20
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.7329113865271211,0.0,0.4375,8.992267191410065,0.33996867144014686,2.196640744805336,-0.441799215041101,0.7329114142339677,0.5,0.6444010812556371,0.0,0.1875,0.23903005209285766,1.8447312265634537,-0.2700493331067264,2.6717657074332237,0.6444010346895084,0.07139775372343138,0.08553333159943577,16,2,20
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.7733992948196828,0.0625,0.5,9.050441324710846,0.2332289246842265,2.3404435515403748,0.10866008512675762,0.7733993132133037,0.5,0.47073010087478906,0.0,0.25,0.18853281566407531,1.4092725813388824,-0.07266358938068151,2.049645371735096,0.4707300968002528,0.050933449470903724,0.05715238759876229,16,1,21
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.40741090569645166,0.0625,0.25,8.668366700410843,0.1277188976528123,2.635980576276779,-0.060062024276703596,0.40741088427603245,0.1875,0.40933360531926155,0.0,0.1875,0.15668395487591624,1.3084794022142887,0.06484921835362911,1.9606822729110718,0.4093336439691484,0.06895306331716711,0.05978109349598526,16,2,21
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.705548441503197,0.0,0.3125,9.216781675815582,0.2758233818458393,2.316042274236679,-0.1119350316002965,0.7055483944714069,0.75,0.6603597886860371,0.0,0.4375,0.22917719115503132,1.4542032275348902,0.03622187441214919,2.117283772677183,0.6603597905486822,0.06655330745707033,0.08122466134591377,16,1,22
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.7156798094511032,0.0,0.3125,9.135596930980682,0.2583153205632698,2.154806200414896,0.11436452576890588,0.7156797870993614,0.5,0.46390431211329997,0.0,0.3125,0.15046133961732266,1.500260028988123,-0.06147554377093911,2.3044690638780594,0.46390435053035617,0.054050896142143756,0.060504922177642584,16,2,22
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,0.8331235563382506,0.0,0.3125,8.845204383134842,0.2343390618916601,2.235015757381916,-0.20409613847732544,0.8331235190853477,0.3125,0.5518995488528162,0.0,0.125,0.21427253144793212,1.7611916735768318,-0.23270983807742596,2.6241571232676506,0.5518995425663888,0.07883535386827134,0.10638963777455501,16,1,26
EEGNet,OpenBMI_MI,2,6,RETRAINED_REPLICA_TRAJECTORY,1.2353512337431312,0.0,0.5625,9.543355405330658,0.3843785941135138,2.2997948080301285,-0.4937452357262373,1.2353513110429049,0.375,0.6932482293432258,0.0625,0.1875,0.25391361449146643,2.0662407018244267,-0.200317261274904,2.693581946194172,0.6932482400734443,0.0708833837416023,0.11055779893649742,16,2,26
