stage,c_rank,draw,final_subset,final_subset_sha256,mapping_sha256,outer_error_association_subjects,outer_subject_error_association,p_rank,train_concentration_ratio,train_max_interaction,train_top10,train_top10_mass
classifier_input,16,0,"[3, 5, 10, 19]",1081ca7a6cf40a1b4a9ed1d2de22b64b05328b768f7847b4a897a669b59705c8,c3d405e4b7bb6a16f9bb8f23358a5fa4e3211203c3e48a1fbc9949d9437715fb,8,-6.799698251680475e-09,4,0.16894082617739858,4.468921233069523e-08,"[[1, 11], [1, 0], [1, 7], [1, 1], [1, 4], [0, 0], [1, 5], [3, 0], [2, 0], [1, 14]]",4.371769932731695e-07
classifier_input,16,1,"[6, 8, 9, 13]",adba571920fa02dc9d3e2ed1948f76255e87f3a80e10f6c635803d726bef4f83,67e58a5aeaa1572ad77b249aeffd0f179322edda664b9ac7be5f897c39ad10d9,8,-8.188904862538316e-09,4,0.16599245313861619,4.5505263557288345e-08,"[[0, 0], [1, 0], [3, 0], [3, 15], [1, 10], [2, 5], [1, 12], [0, 2], [2, 0], [1, 11]]",4.303445813036433e-07
classifier_input,16,2,"[5, 13, 16, 18]",7d2e6ae68a2062be4a44287ccdebb6c5b7716fdcfafe2c7902b885a7f90d307f,98655f05bee972d3f0184f2bf8971cece77e3271c082c59f8871939b87c79188,8,-9.866377745360034e-09,4,0.16866920445763173,4.742232562193749e-08,"[[0, 0], [0, 4], [0, 3], [2, 2], [0, 6], [0, 7], [0, 15], [2, 0], [3, 0], [0, 13]]",4.3869669497098585e-07
classifier_input,16,3,"[4, 15, 17, 18]",10f9cf28ea38eb8c0d626c1ac8fb33e467be3b727c56cd12f1df340beb776625,2116cc061f81b640ce23080abbc03a42aa27e2106181d14ba245cb129b8a87bb,8,-8.507350207631602e-09,4,0.16685850517822015,4.472878245564971e-08,"[[0, 0], [1, 0], [1, 13], [1, 1], [2, 0], [0, 5], [1, 6], [3, 0], [0, 1], [1, 10]]",4.2800327904046753e-07
classifier_input,16,4,"[1, 11, 12, 18]",8c507b101ab18c52f64ce96fa34016f938ad618eeafd9b5d86227e815dd73b40,98daa116a25f5ff09b0b38a629d4241aa9f09049b409842826551418810131ad,8,-8.57752875949025e-09,4,0.16661035143909983,4.566753020185388e-08,"[[1, 0], [0, 0], [3, 3], [3, 0], [2, 15], [2, 0], [1, 1], [2, 10], [0, 10], [3, 15]]",4.203239427624794e-07
classifier_input,16,5,"[5, 6, 8, 13]",c87df0a666f701f8fafcb90ff30ad30fa2d06d84bb126aa90a25f39e202c4c7e,fc66829a1a35f465f98af39c6027e794dd94f2af01f8ee576b00a0644f95f185,8,-8.48257978303124e-09,4,0.16859454758620554,4.778088680268411e-08,"[[0, 0], [0, 12], [2, 0], [0, 3], [0, 13], [0, 10], [0, 2], [0, 14], [2, 3], [3, 0]]",4.3744215361130045e-07
classifier_input,16,6,"[2, 6, 8, 13]",e036b28d7c06c53df70ffa7fb3185c651d75e3ec0c9a4e4c430d6d8bedc38d9f,e8afdeeb36ec0e8ac610c4b192e8c9eeca4b21abddabcbbad4b52aa994a372c7,8,-1.0855685089738998e-08,4,0.16783347148401534,4.581395884883932e-08,"[[2, 0], [0, 0], [3, 0], [3, 15], [2, 2], [2, 13], [1, 0], [0, 2], [3, 7], [1, 8]]",4.3100867586076674e-07
classifier_input,16,7,"[8, 9, 12, 16]",2370c418d2a8e034213228e37f58b1995bcb18590f9296a12f179e2d0118f286,871af1ca07574da9995b3884861288194c573b0b7d393800006a95cc041dd264,8,-7.342403297860845e-09,4,0.16696192821292521,4.404332543117562e-08,"[[0, 0], [3, 0], [2, 0], [1, 8], [1, 0], [0, 8], [0, 5], [1, 2], [1, 14], [2, 13]]",4.2556853685482565e-07
classifier_input,16,8,"[2, 6, 11, 12]",5a5f5429fabb9f0208fbd076268fe45ca5b360d34996dcf6f124d62ef7876092,a4cb6fce0af60eff5c604434577db76cf7d4f70f01a5f6cc978752630f0f88b5,8,-6.483653874900242e-09,4,0.16828032957540875,4.563903033272254e-08,"[[0, 0], [2, 0], [1, 0], [3, 0], [1, 14], [1, 10], [1, 6], [0, 2], [0, 11], [2, 9]]",4.2962428992154855e-07
classifier_input,16,9,"[10, 15, 16, 18]",57c3c274adf780e65af5018fbb4bb4f555703d6c461767a903e5123d61a21015,4bf57bd8f1df1d89ba1b763d1f31db1c5c2f68f9e4931f39f8d073277cf3881a,8,-7.77720877975785e-09,4,0.16748648417900627,4.574984302507801e-08,"[[1, 0], [0, 0], [3, 0], [2, 0], [2, 7], [1, 15], [0, 5], [2, 3], [0, 14], [2, 13]]",4.2854624737742597e-07
