model,task,fold,epoch,schedule_tags,trajectory_provenance,protected_rank,persistence_supported_blocks,native_finite_dependence,selected_excess_CE_harm_mean,outer_BA,outer_macro_F1,outer_CE,outer_used_for_selection
EEGNet,OpenBMI_MI,2,6,10pct,RETRAINED_REPLICA_TRAJECTORY,5,5,0.356457912004911,0.005553247788545672,0.61875,0.6154871726945892,0.6664552241563797,False
EEGNet,OpenBMI_MI,2,15,25pct,RETRAINED_REPLICA_TRAJECTORY,4,5,0.5250958949327469,0.022746003790042033,0.6625,0.6596240106242115,0.6599096134305,False
EEGNet,OpenBMI_MI,2,30,50pct,RETRAINED_REPLICA_TRAJECTORY,4,4,0.8419365057578454,0.066914077450541,0.6925,0.688585918302288,0.651515893638134,False
EEGNet,OpenBMI_MI,2,45,75pct,RETRAINED_REPLICA_TRAJECTORY,4,4,1.0433326776211078,0.08835676137545388,0.6875,0.6831085774902574,0.6943331174552441,False
EEGNet,OpenBMI_MI,2,46,best_legal,RETRAINED_REPLICA_TRAJECTORY,4,4,1.1122426551121931,0.10355973233723886,0.68875,0.6829436624110898,0.6766699627041817,False
EEGNet,OpenBMI_MI,2,60,final,RETRAINED_REPLICA_TRAJECTORY,8,4,1.2513355566905096,0.03511469277283712,0.6950000000000001,0.6890561715488341,0.7124731838703156,False
