run_id,backbone,fold,seed,rho_run,pseudo_range,future_range
eegconformer|fold-0|seed-0,eegconformer,0,0,-0.22952761670280175,0.00875,0.00875
eegconformer|fold-0|seed-1,eegconformer,0,1,0.29518072289156627,0.017499999999999898,0.051250000000000004
eegconformer|fold-0|seed-2,eegconformer,0,2,0.2346669929090489,0.01125,0.0075
eegconformer|fold-1|seed-0,eegconformer,1,0,0.48784115550973484,0.0162499999999999,0.0087499999999999
eegconformer|fold-1|seed-1,eegconformer,1,1,-0.4217173561228949,0.0125,0.006249999999999973
eegconformer|fold-1|seed-2,eegconformer,1,2,-0.26157762372378074,0.007500000000000001,0.007499999999999901
eegconformer|fold-2|seed-0,eegconformer,2,0,-0.11585365853658537,0.025,0.0199999999999999
eegconformer|fold-2|seed-1,eegconformer,2,1,0.5476190476190477,0.01125,0.0124999999999998
eegconformer|fold-2|seed-2,eegconformer,2,2,-0.5060975609756098,0.0199999999999999,0.011249999999999899
eegconformer|fold-3|seed-0,eegconformer,3,0,0.7636503885656768,0.0312499999999999,0.0175
eegconformer|fold-3|seed-1,eegconformer,3,1,0.25001859219873906,0.01375,0.0049999999999999
eegconformer|fold-3|seed-2,eegconformer,3,2,-0.21686746987951805,0.01625,0.0124999999999998
eegconformer|fold-4|seed-0,eegconformer,4,0,0.7108949717500229,0.018749999999999926,0.01625
eegconformer|fold-4|seed-1,eegconformer,4,1,-0.3478327964999673,0.00625,0.009999999999999901
eegconformer|fold-4|seed-2,eegconformer,4,2,-0.7039183129504447,0.013749999999999901,0.022499999999999902
eegnet|fold-0|seed-0,eegnet,0,0,0.6788003453917126,0.019999999999999803,0.0224999999999999
eegnet|fold-0|seed-1,eegnet,0,1,0.09036144578313252,0.0262499999999998,0.0574999999999999
eegnet|fold-0|seed-2,eegnet,0,2,0.36782605983808475,0.024999999999999887,0.022499999999999902
eegnet|fold-1|seed-0,eegnet,1,0,-0.5199148680376355,0.0274999999999999,0.00875
eegnet|fold-1|seed-1,eegnet,1,1,0.29940656547831473,0.012499999999999914,0.0075
eegnet|fold-1|seed-2,eegnet,1,2,-0.04790505047653036,0.0075,0.00875
eegnet|fold-2|seed-0,eegnet,2,0,0.19278507708475198,0.0149999999999999,0.0237499999999998
eegnet|fold-2|seed-1,eegnet,2,1,0.261904761904762,0.0462499999999999,0.0337499999999998
eegnet|fold-2|seed-2,eegnet,2,2,0.730552019767088,0.0174999999999999,0.0237499999999999
eegnet|fold-3|seed-0,eegnet,3,0,0.23636797741318563,0.0162499999999999,0.014999999999999899
eegnet|fold-3|seed-1,eegnet,3,1,-0.6386005678432409,0.0124999999999999,0.0099999999999999
eegnet|fold-3|seed-2,eegnet,3,2,0.45692943121344654,0.015,0.017499999999999998
eegnet|fold-4|seed-0,eegnet,4,0,0.29940656547831473,0.022499999999999902,0.0237499999999999
eegnet|fold-4|seed-1,eegnet,4,1,0.08383383833392813,0.0312499999999999,0.028749999999999797
eegnet|fold-4|seed-2,eegnet,4,2,-0.30675423909679594,0.0124999999999999,0.0174999999999999
