comparison,task,target,feature_family,heldout_fold,subject_id,total_fit_weight,expected_equal_weight,absolute_difference,equal_weight_pass
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,20,15.750000000000002,15.750000000000004,1.7763568394002505e-15,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,21,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,22,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,26,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,27,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,28,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,3,15.750000000000002,15.750000000000004,1.7763568394002505e-15,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,31,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,32,15.750000000000005,15.750000000000004,1.7763568394002505e-15,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,33,15.750000000000005,15.750000000000004,1.7763568394002505e-15,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,34,15.750000000000002,15.750000000000004,1.7763568394002505e-15,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,35,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,38,15.750000000000005,15.750000000000004,1.7763568394002505e-15,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,40,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,41,15.750000000000002,15.750000000000004,1.7763568394002505e-15,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,43,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,44,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,45,15.750000000000002,15.750000000000004,1.7763568394002505e-15,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,46,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,47,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,49,15.750000000000005,15.750000000000004,1.7763568394002505e-15,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,5,15.750000000000002,15.750000000000004,1.7763568394002505e-15,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,53,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,6,15.750000000000002,15.750000000000004,1.7763568394002505e-15,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,7,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,9,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,1,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,11,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,14,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,15,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,2,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,20,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,21,17.031249999999996,17.03125,3.552713678800501e-15,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,23,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,26,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,28,17.031249999999996,17.03125,3.552713678800501e-15,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,3,17.031249999999996,17.03125,3.552713678800501e-15,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,30,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,31,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,32,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,33,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,35,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,38,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,40,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,41,17.031249999999996,17.03125,3.552713678800501e-15,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,43,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,44,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,46,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,47,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,48,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,5,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,50,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,52,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,53,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,6,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,7,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,8,17.03125,17.03125,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,9,17.031249999999996,17.03125,3.552713678800501e-15,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,1,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,10,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,11,17.624999999999996,17.625,3.552713678800501e-15,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,14,17.624999999999996,17.625,3.552713678800501e-15,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,15,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,16,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,19,17.624999999999996,17.625,3.552713678800501e-15,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,2,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,22,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,23,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,26,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,27,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,28,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,3,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,30,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,31,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,32,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,33,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,34,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,35,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,38,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,40,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,43,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,45,17.624999999999996,17.625,3.552713678800501e-15,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,47,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,48,17.624999999999996,17.625,3.552713678800501e-15,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,49,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,5,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,50,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,52,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,6,17.625,17.625,0.0,True
X,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,8,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,1,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,10,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,11,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,14,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,16,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,19,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,2,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,20,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,21,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,22,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,23,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,26,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,27,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,28,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,30,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,31,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,34,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,35,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,40,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,41,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,43,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,44,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,45,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,46,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,48,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,49,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,50,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,52,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,53,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,7,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,8,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,0,9,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,1,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,10,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,11,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,15,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,16,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,19,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,20,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,21,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,22,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,23,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,27,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,3,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,30,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,32,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,33,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,34,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,38,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,41,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,44,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,45,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,46,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,47,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,48,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,49,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,5,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,50,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,52,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,53,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,6,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,7,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,8,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,1,9,18.0,18.0,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,10,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,14,15.750000000000002,15.750000000000004,1.7763568394002505e-15,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,15,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,16,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,19,15.750000000000002,15.750000000000004,1.7763568394002505e-15,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,2,15.750000000000005,15.750000000000004,1.7763568394002505e-15,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,20,15.750000000000002,15.750000000000004,1.7763568394002505e-15,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,21,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,22,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,26,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,27,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,28,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,3,15.750000000000002,15.750000000000004,1.7763568394002505e-15,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,31,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,32,15.750000000000005,15.750000000000004,1.7763568394002505e-15,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,33,15.750000000000005,15.750000000000004,1.7763568394002505e-15,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,34,15.750000000000002,15.750000000000004,1.7763568394002505e-15,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,35,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,38,15.750000000000005,15.750000000000004,1.7763568394002505e-15,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,40,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,41,15.750000000000002,15.750000000000004,1.7763568394002505e-15,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,43,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,44,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,45,15.750000000000002,15.750000000000004,1.7763568394002505e-15,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,46,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,47,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,49,15.750000000000005,15.750000000000004,1.7763568394002505e-15,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,5,15.750000000000002,15.750000000000004,1.7763568394002505e-15,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,53,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,6,15.750000000000002,15.750000000000004,1.7763568394002505e-15,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,7,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,2,9,15.750000000000004,15.750000000000004,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,1,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,11,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,14,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,15,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,2,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,20,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,21,17.031249999999996,17.03125,3.552713678800501e-15,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,23,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,26,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,28,17.031249999999996,17.03125,3.552713678800501e-15,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,3,17.031249999999996,17.03125,3.552713678800501e-15,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,30,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,31,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,32,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,33,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,35,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,38,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,40,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,41,17.031249999999996,17.03125,3.552713678800501e-15,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,43,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,44,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,46,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,47,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,48,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,5,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,50,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,52,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,53,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,6,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,7,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,8,17.03125,17.03125,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,3,9,17.031249999999996,17.03125,3.552713678800501e-15,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,1,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,10,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,11,17.624999999999996,17.625,3.552713678800501e-15,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,14,17.624999999999996,17.625,3.552713678800501e-15,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,15,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,16,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,19,17.624999999999996,17.625,3.552713678800501e-15,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,2,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,22,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,23,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,26,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,27,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,28,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,3,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,30,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,31,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,32,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,33,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,34,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,35,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,38,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,40,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,43,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,45,17.624999999999996,17.625,3.552713678800501e-15,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,47,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,48,17.624999999999996,17.625,3.552713678800501e-15,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,49,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,5,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,50,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,52,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,6,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F0,4,8,17.625,17.625,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F1,0,1,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F1,0,10,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F1,0,11,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F1,0,14,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F1,0,16,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F1,0,19,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F1,0,2,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F1,0,20,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F1,0,21,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F1,0,22,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F1,0,23,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F1,0,26,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F1,0,27,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F1,0,28,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F1,0,30,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F1,0,31,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F1,0,34,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F1,0,35,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F1,0,40,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F1,0,41,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F1,0,43,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F1,0,44,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F1,0,45,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F1,0,46,17.21875,17.21875,0.0,True
X,OpenBMI_MI,SAFE_SWITCH,F1,0,48,17.21875,17.21875,0.0,True
