comparison,task,target,feature_family,heldout_fold,evaluation_scope,n_rows,n_rescue,ROC_AUC,PR_AUC,balanced_accuracy,precision_RESCUE,recall_RESCUE
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,seed0,1337,639,0.8643945814332028,0.8575552339573271,0.8403217778495231,0.8614864864864865,0.7981220657276995
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,seed1,1358,743,0.8713543205418597,0.8780104296110831,0.835058923940518,0.8506056527590848,0.8506056527590848
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,1,seed2,1293,632,0.8674548535973496,0.8461125198158047,0.8478247859974339,0.8361669242658424,0.8560126582278481
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,2,pooled,3970,1988,0.7744697245024131,0.766667167800037,0.7429047037015231,0.7736276174306734,0.687625754527163
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,2,seed0,1302,682,0.765038785356163,0.7628172864118121,0.7279325513196482,0.744776119402985,0.7316715542521994
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,2,seed1,1442,630,0.7645730706075535,0.7260101660535279,0.740024630541872,0.780241935483871,0.6142857142857143
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,2,seed2,1226,676,0.7858445400753092,0.8119173851984995,0.7466783216783217,0.800332778702163,0.7115384615384616
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,3,pooled,4691,3025,0.8444590398142728,0.869876509496982,0.8113402716458484,0.8534455877767384,0.9047933884297521
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,3,seed0,1688,968,0.8477358815426997,0.8405328401497544,0.8183999081726354,0.8146788990825689,0.9173553719008265
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,3,seed1,1420,1017,0.840422495004282,0.9076000001480278,0.7891465434999549,0.8801571709233792,0.8810226155358899
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,3,seed2,1583,1040,0.8510642442272277,0.8723949703866354,0.823734771214053,0.8671519563239308,0.9163461538461538
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,4,pooled,5273,2924,0.821913623924725,0.813869292925964,0.7891193767001587,0.7894572676232064,0.865595075239398
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,4,seed0,1884,983,0.8382502543234995,0.815557746266123,0.8031423206722947,0.7916666666666666,0.8504577822990844
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,4,seed1,1686,937,0.8223344395159395,0.8202899172342446,0.7957896191720586,0.8065173116089613,0.8452508004268944
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F1,4,seed2,1703,1004,0.7995799349098599,0.8075052399384879,0.7601446859201249,0.7731164383561644,0.899402390438247
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F2,0,pooled,6096,3783,0.8133646564791014,0.8478100834272915,0.7688150586983271,0.8348139922265408,0.7948717948717948
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F2,0,seed0,1965,1254,0.7780660255676912,0.8328314903229881,0.7398653422970545,0.8137096774193548,0.8046251993620415
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F2,0,seed1,1896,1141,0.8301501529389231,0.860161823222933,0.7821012124835307,0.8499515972894482,0.7695004382120947
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F2,0,seed2,2235,1388,0.8351870817157692,0.874362867350371,0.7800815898798608,0.8427389014296464,0.8069164265129684
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F2,1,pooled,3988,2014,0.846978194180755,0.8349373017206105,0.7997336778316727,0.7934362934362934,0.8162859980139027
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F2,1,seed0,1337,639,0.8541394819089642,0.8303476001348894,0.81025823838286,0.7823529411764706,0.8325508607198748
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F2,1,seed1,1358,743,0.8500563525150728,0.8506522134484972,0.8010493604263096,0.8246575342465754,0.8102288021534321
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F2,1,seed2,1293,632,0.8392563051762768,0.8292633134240563,0.788503705547789,0.770392749244713,0.8069620253164557
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F2,2,pooled,3970,1988,0.7579790041967241,0.7131200782047087,0.7199595149098426,0.7396061269146609,0.6800804828973843
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F2,2,seed0,1302,682,0.7325749692555104,0.6917828506969463,0.7019061583577713,0.7412935323383084,0.655425219941349
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F2,2,seed1,1442,630,0.7601356634607866,0.6787938974466483,0.7171455938697318,0.682615629984051,0.6793650793650794
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F2,2,seed2,1226,676,0.7876358257127488,0.7828014913849723,0.742810650887574,0.7976588628762542,0.7056213017751479
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F2,3,pooled,4691,3025,0.8385586300635955,0.8701773475494187,0.7737769487960473,0.828393135725429,0.8776859504132232
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F2,3,seed0,1688,968,0.8582730716253444,0.8693362752530513,0.7804350321395777,0.827661909989023,0.7789256198347108
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F2,3,seed1,1420,1017,0.8168334345896435,0.8904925189417803,0.7510839305015725,0.8506493506493507,0.9016715830875123
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F2,3,seed2,1583,1040,0.8411354299475846,0.8714721366031827,0.7594489304434056,0.8092105263157895,0.9461538461538461
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F2,4,pooled,5273,2924,0.7868368470676756,0.7698667245643922,0.7453767764493899,0.758038841133397,0.8142954856361149
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F2,4,seed0,1884,983,0.829635433896778,0.8140296852509745,0.7806698333376614,0.7875125881168177,0.7955239064089522
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F2,4,seed1,1686,937,0.800488164226083,0.7901435626292674,0.7455062815878304,0.7976331360946746,0.7193169690501601
XS,OpenBMI_ERP,CLEAN_RESCUE_VS_HARM,F2,4,seed2,1703,1004,0.7496865185894477,0.7541165558161862,0.6902711044235077,0.7099002302379125,0.9213147410358565
XS,OpenBMI_ERP,SAFE_SWITCH,F0,0,pooled,6096,3783,0.6620972222079367,0.7569683829894716,0.6115194502815346,0.7284366576819407,0.5715040972772931
XS,OpenBMI_ERP,SAFE_SWITCH,F0,0,seed0,1965,1254,0.6283913978784065,0.734855337587453,0.590850207605704,0.7237798546209762,0.5558213716108453
XS,OpenBMI_ERP,SAFE_SWITCH,F0,0,seed1,1896,1141,0.6550150617269619,0.7450856392704527,0.6006628320689995,0.6967808930425753,0.5880806310254163
XS,OpenBMI_ERP,SAFE_SWITCH,F0,0,seed2,2235,1388,0.6973170266987402,0.7881202263044536,0.6396239992650787,0.761996161228407,0.5720461095100865
XS,OpenBMI_ERP,SAFE_SWITCH,F0,1,pooled,3988,2014,0.6914199388475202,0.69183983943957,0.6287804014250802,0.6444082519001085,0.5893743793445879
XS,OpenBMI_ERP,SAFE_SWITCH,F0,1,seed0,1337,639,0.6602499428279323,0.6403167279769246,0.6003919089192911,0.5875613747954174,0.5618153364632238
XS,OpenBMI_ERP,SAFE_SWITCH,F0,1,seed1,1358,743,0.7230673275777172,0.7448394945620125,0.6696363894998304,0.718796992481203,0.6433378196500673
XS,OpenBMI_ERP,SAFE_SWITCH,F0,1,seed2,1293,632,0.6875993412359486,0.6895155751183856,0.6135099293360654,0.6183745583038869,0.5537974683544303
XS,OpenBMI_ERP,SAFE_SWITCH,F0,2,pooled,3970,1988,0.6491357326603414,0.6536518069237245,0.6055662938275466,0.6671961874503575,0.4225352112676056
XS,OpenBMI_ERP,SAFE_SWITCH,F0,2,seed0,1302,682,0.6586912307255699,0.68176701864586,0.6197214076246333,0.6750972762645915,0.5087976539589443
XS,OpenBMI_ERP,SAFE_SWITCH,F0,2,seed1,1442,630,0.6209183673469387,0.5593528741658067,0.5751915708812261,0.581081081081081,0.3412698412698413
XS,OpenBMI_ERP,SAFE_SWITCH,F0,2,seed2,1226,676,0.665185583647122,0.7184303698239158,0.6174394835933297,0.7413333333333333,0.41124260355029585
XS,OpenBMI_ERP,SAFE_SWITCH,F0,3,pooled,4691,3025,0.7110370759874198,0.8163111534677425,0.6536904348516266,0.7714723926380368,0.6651239669421488
XS,OpenBMI_ERP,SAFE_SWITCH,F0,3,seed0,1688,968,0.7235852846648302,0.7766214689524417,0.6592745638200184,0.7040714995034757,0.7324380165289256
XS,OpenBMI_ERP,SAFE_SWITCH,F0,3,seed1,1420,1017,0.7126663104396477,0.8629557388093615,0.6612451842254868,0.8637083993660856,0.5358898721730581
XS,OpenBMI_ERP,SAFE_SWITCH,F0,3,seed2,1583,1040,0.7427946593001841,0.8533390274660709,0.6692112905510695,0.7814432989690722,0.7288461538461538
XS,OpenBMI_ERP,SAFE_SWITCH,F0,4,pooled,5273,2924,0.6734761830717615,0.711913397130125,0.625923858509515,0.6616590463749183,0.6928864569083447
XS,OpenBMI_ERP,SAFE_SWITCH,F0,4,seed0,1884,983,0.6731505516081939,0.6898006874202288,0.6304710601874486,0.6361940298507462,0.6937945066124109
XS,OpenBMI_ERP,SAFE_SWITCH,F0,4,seed1,1686,937,0.6771675645791686,0.7152201411290697,0.6343050071742757,0.6729559748427673,0.6851654215581644
XS,OpenBMI_ERP,SAFE_SWITCH,F0,4,seed2,1703,1004,0.6671069655569425,0.7307936428213136,0.6106888611505338,0.6776061776061776,0.6992031872509961
XS,OpenBMI_ERP,SAFE_SWITCH,F1,0,pooled,6096,3783,0.813784995541183,0.842307980306572,0.7925523872413038,0.8334600760456273,0.8691514670896114
XS,OpenBMI_ERP,SAFE_SWITCH,F1,0,seed0,1965,1254,0.7808554117681367,0.8212823502324974,0.7725388461564344,0.8237059264816204,0.8755980861244019
XS,OpenBMI_ERP,SAFE_SWITCH,F1,0,seed1,1896,1141,0.8311507855894968,0.8647255192430338,0.809580303091862,0.8440999138673557,0.8588957055214724
XS,OpenBMI_ERP,SAFE_SWITCH,F1,0,seed2,2235,1388,0.8239301960811001,0.842134805385394,0.7936121384510171,0.833907649896623,0.8717579250720461
XS,OpenBMI_ERP,SAFE_SWITCH,F1,1,pooled,3988,2014,0.8679532029592246,0.8615290627026717,0.8420906742971439,0.8491422805247225,0.8356504468718967
XS,OpenBMI_ERP,SAFE_SWITCH,F1,1,seed0,1337,639,0.8643945814332028,0.8575552339573271,0.8403217778495231,0.8614864864864865,0.7981220657276995
XS,OpenBMI_ERP,SAFE_SWITCH,F1,1,seed1,1358,743,0.8713543205418597,0.8780104296110831,0.835058923940518,0.8506056527590848,0.8506056527590848
XS,OpenBMI_ERP,SAFE_SWITCH,F1,1,seed2,1293,632,0.8674548535973496,0.8461125198158047,0.8478247859974339,0.8361669242658424,0.8560126582278481
XS,OpenBMI_ERP,SAFE_SWITCH,F1,2,pooled,3970,1988,0.7744697245024131,0.766667167800037,0.7429047037015231,0.7736276174306734,0.687625754527163
XS,OpenBMI_ERP,SAFE_SWITCH,F1,2,seed0,1302,682,0.765038785356163,0.7628172864118121,0.7279325513196482,0.744776119402985,0.7316715542521994
XS,OpenBMI_ERP,SAFE_SWITCH,F1,2,seed1,1442,630,0.7645730706075535,0.7260101660535279,0.740024630541872,0.780241935483871,0.6142857142857143
XS,OpenBMI_ERP,SAFE_SWITCH,F1,2,seed2,1226,676,0.7858445400753092,0.8119173851984995,0.7466783216783217,0.800332778702163,0.7115384615384616
XS,OpenBMI_ERP,SAFE_SWITCH,F1,3,pooled,4691,3025,0.8444590398142728,0.869876509496982,0.8113402716458484,0.8534455877767384,0.9047933884297521
XS,OpenBMI_ERP,SAFE_SWITCH,F1,3,seed0,1688,968,0.8477358815426997,0.8405328401497544,0.8183999081726354,0.8146788990825689,0.9173553719008265
XS,OpenBMI_ERP,SAFE_SWITCH,F1,3,seed1,1420,1017,0.840422495004282,0.9076000001480278,0.7891465434999549,0.8801571709233792,0.8810226155358899
XS,OpenBMI_ERP,SAFE_SWITCH,F1,3,seed2,1583,1040,0.8510642442272277,0.8723949703866354,0.823734771214053,0.8671519563239308,0.9163461538461538
XS,OpenBMI_ERP,SAFE_SWITCH,F1,4,pooled,5273,2924,0.821913623924725,0.813869292925964,0.7891193767001587,0.7894572676232064,0.865595075239398
XS,OpenBMI_ERP,SAFE_SWITCH,F1,4,seed0,1884,983,0.8382502543234995,0.815557746266123,0.8031423206722947,0.7916666666666666,0.8504577822990844
XS,OpenBMI_ERP,SAFE_SWITCH,F1,4,seed1,1686,937,0.8223344395159395,0.8202899172342446,0.7957896191720586,0.8065173116089613,0.8452508004268944
XS,OpenBMI_ERP,SAFE_SWITCH,F1,4,seed2,1703,1004,0.7995799349098599,0.8075052399384879,0.7601446859201249,0.7731164383561644,0.899402390438247
XS,OpenBMI_ERP,SAFE_SWITCH,F2,0,pooled,6096,3783,0.8133646564791014,0.8478100834272915,0.7688150586983271,0.8348139922265408,0.7948717948717948
XS,OpenBMI_ERP,SAFE_SWITCH,F2,0,seed0,1965,1254,0.7780660255676912,0.8328314903229881,0.7398653422970545,0.8137096774193548,0.8046251993620415
XS,OpenBMI_ERP,SAFE_SWITCH,F2,0,seed1,1896,1141,0.8301501529389231,0.860161823222933,0.7821012124835307,0.8499515972894482,0.7695004382120947
XS,OpenBMI_ERP,SAFE_SWITCH,F2,0,seed2,2235,1388,0.8351870817157692,0.874362867350371,0.7800815898798608,0.8427389014296464,0.8069164265129684
XS,OpenBMI_ERP,SAFE_SWITCH,F2,1,pooled,3988,2014,0.846978194180755,0.8349373017206105,0.7997336778316727,0.7934362934362934,0.8162859980139027
XS,OpenBMI_ERP,SAFE_SWITCH,F2,1,seed0,1337,639,0.8541394819089642,0.8303476001348894,0.81025823838286,0.7823529411764706,0.8325508607198748
XS,OpenBMI_ERP,SAFE_SWITCH,F2,1,seed1,1358,743,0.8500563525150728,0.8506522134484972,0.8010493604263096,0.8246575342465754,0.8102288021534321
XS,OpenBMI_ERP,SAFE_SWITCH,F2,1,seed2,1293,632,0.8392563051762768,0.8292633134240563,0.788503705547789,0.770392749244713,0.8069620253164557
XS,OpenBMI_ERP,SAFE_SWITCH,F2,2,pooled,3970,1988,0.7579790041967241,0.7131200782047087,0.7199595149098426,0.7396061269146609,0.6800804828973843
XS,OpenBMI_ERP,SAFE_SWITCH,F2,2,seed0,1302,682,0.7325749692555104,0.6917828506969463,0.7019061583577713,0.7412935323383084,0.655425219941349
XS,OpenBMI_ERP,SAFE_SWITCH,F2,2,seed1,1442,630,0.7601356634607866,0.6787938974466483,0.7171455938697318,0.682615629984051,0.6793650793650794
XS,OpenBMI_ERP,SAFE_SWITCH,F2,2,seed2,1226,676,0.7876358257127488,0.7828014913849723,0.742810650887574,0.7976588628762542,0.7056213017751479
XS,OpenBMI_ERP,SAFE_SWITCH,F2,3,pooled,4691,3025,0.8385586300635955,0.8701773475494187,0.7737769487960473,0.828393135725429,0.8776859504132232
XS,OpenBMI_ERP,SAFE_SWITCH,F2,3,seed0,1688,968,0.8582730716253444,0.8693362752530513,0.7804350321395777,0.827661909989023,0.7789256198347108
XS,OpenBMI_ERP,SAFE_SWITCH,F2,3,seed1,1420,1017,0.8168334345896435,0.8904925189417803,0.7510839305015725,0.8506493506493507,0.9016715830875123
XS,OpenBMI_ERP,SAFE_SWITCH,F2,3,seed2,1583,1040,0.8411354299475846,0.8714721366031827,0.7594489304434056,0.8092105263157895,0.9461538461538461
XS,OpenBMI_ERP,SAFE_SWITCH,F2,4,pooled,5273,2924,0.7868368470676756,0.7698667245643922,0.7453767764493899,0.758038841133397,0.8142954856361149
XS,OpenBMI_ERP,SAFE_SWITCH,F2,4,seed0,1884,983,0.829635433896778,0.8140296852509745,0.7806698333376614,0.7875125881168177,0.7955239064089522
XS,OpenBMI_ERP,SAFE_SWITCH,F2,4,seed1,1686,937,0.800488164226083,0.7901435626292674,0.7455062815878304,0.7976331360946746,0.7193169690501601
XS,OpenBMI_ERP,SAFE_SWITCH,F2,4,seed2,1703,1004,0.7496865185894477,0.7541165558161862,0.6902711044235077,0.7099002302379125,0.9213147410358565
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F0,0,pooled,356,171,0.6360044254781096,0.5972701505584608,0.5805595068752963,0.5387755102040817,0.7719298245614035
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F0,0,seed0,121,71,0.671549295774648,0.7350881133157507,0.5714084507042254,0.6333333333333333,0.8028169014084507
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F0,0,seed1,108,49,0.6212383258388101,0.536807985459479,0.62331373227257,0.5522388059701493,0.7551020408163265
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F0,0,seed2,127,51,0.6065531475748194,0.4920157995520113,0.5436016511867905,0.4318181818181818,0.7450980392156863
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F0,1,pooled,406,194,0.6011233223108344,0.5761584786590688,0.5704143162808792,0.5441860465116279,0.6030927835051546
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F0,1,seed0,132,74,0.5834109972041007,0.6829659283497046,0.5431034482758621,0.6065573770491803,0.5
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F0,1,seed1,139,56,0.6062822719449226,0.495234481514687,0.5744406196213425,0.4675324675324675,0.6428571428571429
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F0,1,seed2,135,64,0.6366637323943661,0.6086506653932913,0.6113556338028169,0.5714285714285714,0.6875
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F0,2,pooled,571,261,0.575392411321221,0.5158890167817622,0.5643739957978,0.5185185185185185,0.5900383141762452
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F0,2,seed0,171,82,0.5691970402850095,0.5527063035371265,0.5493285831734722,0.5185185185185185,0.6829268292682927
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F0,2,seed1,202,85,0.5977878330819508,0.4784301786846298,0.5954248366013072,0.5094339622641509,0.6352941176470588
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F0,2,seed2,198,94,0.5560556464811784,0.5535394381272907,0.5465425531914894,0.5301204819277109,0.46808510638297873
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F0,3,pooled,484,206,0.6680868897115317,0.5770718168197186,0.6133791995529789,0.5407725321888412,0.6116504854368932
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F0,3,seed0,159,67,0.6854315379623621,0.6073695128010472,0.634085009733939,0.56,0.6268656716417911
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F0,3,seed1,159,65,0.6896890343698854,0.6129752595218019,0.6061374795417349,0.5205479452054794,0.5846153846153846
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F0,3,seed2,166,74,0.6252937720329025,0.5383837869579418,0.5988542890716804,0.5411764705882353,0.6216216216216216
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F0,4,pooled,413,191,0.5910570256119995,0.5513864849620694,0.5736875619074572,0.5421052631578948,0.5392670157068062
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F0,4,seed0,129,77,0.6303696303696302,0.7272651716571028,0.6225024975024975,0.7121212121212122,0.6103896103896104
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F0,4,seed1,137,36,0.5913091309130913,0.3286713940273548,0.5807205720572057,0.3392857142857143,0.5277777777777778
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F0,4,seed2,147,78,0.5256410256410257,0.5422836595276246,0.5125418060200668,0.5441176470588235,0.47435897435897434
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F1,0,pooled,356,171,0.6237395290026869,0.588142771619206,0.5782993519835625,0.536,0.783625730994152
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F1,0,seed0,121,71,0.652112676056338,0.7172224804577332,0.6195774647887324,0.6630434782608695,0.8591549295774648
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F1,0,seed1,108,49,0.6098235904531304,0.5367888301666343,0.585956416464891,0.5223880597014925,0.7142857142857143
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F1,0,seed2,127,51,0.5980392156862745,0.48506575263297763,0.5238648090815273,0.4175824175824176,0.7450980392156863
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F1,1,pooled,406,194,0.6214744213188096,0.6030760732169009,0.5843950593269792,0.5521739130434783,0.654639175257732
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F1,1,seed0,132,74,0.598555452003728,0.6949653833432865,0.5780521901211556,0.6301369863013698,0.6216216216216216
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F1,1,seed1,139,56,0.6400602409638554,0.5122335855062772,0.5922977624784853,0.4810126582278481,0.6785714285714286
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F1,1,seed2,135,64,0.6445862676056338,0.639863230377503,0.5894586267605634,0.5512820512820513,0.671875
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F1,2,pooled,571,261,0.5774811518971696,0.524015131434557,0.5412866147571376,0.4966216216216216,0.5632183908045977
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F1,2,seed0,171,82,0.5515209646478488,0.5501921754703403,0.5141819676623732,0.49074074074074076,0.6463414634146342
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F1,2,seed1,202,85,0.6124685771744596,0.49034003613972066,0.5681246857717446,0.4945054945054945,0.5294117647058824
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F1,2,seed2,198,94,0.5574877250409166,0.5532867042673238,0.5298690671031097,0.5051546391752577,0.5212765957446809
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F1,3,pooled,484,206,0.6696584479988825,0.5767271538655598,0.6229133198295732,0.5560538116591929,0.6019417475728155
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F1,3,seed0,159,67,0.6755353666450357,0.6086703018217092,0.6429266709928618,0.5774647887323944,0.6119402985074627
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F1,3,seed1,159,65,0.6995090016366613,0.601972834748693,0.6528641571194762,0.5675675675675675,0.6461538461538462
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F1,3,seed2,166,74,0.6352820211515863,0.5467485946015578,0.575940070505288,0.5256410256410257,0.5540540540540541
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F1,4,pooled,413,191,0.4882316871845668,0.480841131623489,0.45553275788877884,0.42152466367713004,0.49214659685863876
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F1,4,seed0,129,77,0.5794205794205795,0.6958308422530354,0.5388361638361638,0.6323529411764706,0.5584415584415584
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F1,4,seed1,137,36,0.522002200220022,0.31516349923733933,0.46094609460946095,0.23809523809523808,0.5555555555555556
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F1,4,seed2,147,78,0.4037532515793385,0.4717345241537212,0.4088628762541806,0.43661971830985913,0.3974358974358974
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,0,pooled,356,171,0.5849217638691323,0.5378321010227419,0.5306306306306307,0.504424778761062,0.6666666666666666
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,0,seed0,121,71,0.5492957746478873,0.6294669843790804,0.502112676056338,0.5882352941176471,0.704225352112676
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,0,seed1,108,49,0.5451400899342789,0.48716164184446475,0.4802836388792805,0.42857142857142855,0.3673469387755102
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,0,seed2,127,51,0.6646026831785345,0.5199313868425578,0.602296181630547,0.46464646464646464,0.9019607843137255
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,1,pooled,406,194,0.6264102314724762,0.6205027453752257,0.588017895351099,0.5596330275229358,0.6288659793814433
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,1,seed0,132,74,0.5801491146318732,0.6523431523040863,0.5463653308480895,0.5887850467289719,0.8513513513513513
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,1,seed1,139,56,0.6105851979345956,0.5289973603451193,0.5638984509466437,0.5,0.39285714285714285
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,1,seed2,135,64,0.6168573943661971,0.6648888735593167,0.5777948943661972,0.5522388059701493,0.578125
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,pooled,571,261,0.5241626498578668,0.49641142152468365,0.5080954146582622,0.47058823529411764,0.3065134099616858
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,seed0,171,82,0.5065771444231296,0.5379661380475835,0.479720471362017,0.45161290322580644,0.34146341463414637
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,seed1,202,85,0.5707390648567119,0.48060977520251513,0.5504776269482152,0.4772727272727273,0.49411764705882355
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,2,seed2,198,94,0.5147299509001637,0.5098955199714794,0.505114566284779,0.5,0.10638297872340426
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,pooled,484,206,0.5154885800097786,0.4303773287513103,0.5292833694209681,0.44761904761904764,0.6844660194174758
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,seed0,159,67,0.5381245944192083,0.4358496485538604,0.5539422452952628,0.47058823529411764,0.5970149253731343
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,seed1,159,65,0.5134206219312603,0.4113351764816216,0.506873977086743,0.41414141414141414,0.6307692307692307
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,3,seed2,166,74,0.48839600470035255,0.4899420825965502,0.5195358401880141,0.4580152671755725,0.8108108108108109
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,pooled,413,191,0.5188434507806235,0.47691793354201656,0.5073935191736239,0.47058823529411764,0.4607329842931937
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,seed0,129,77,0.5571928071928072,0.6440848807212936,0.5364635364635365,0.6235294117647059,0.6883116883116883
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,seed1,137,36,0.5698569856985698,0.29346287639732216,0.5361661166116611,0.2923076923076923,0.5277777777777778
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,F2,4,seed2,147,78,0.4362690449646971,0.49519902725541076,0.45039018952062426,0.43243243243243246,0.20512820512820512
XS,OpenBMI_MI,SAFE_SWITCH,F0,0,pooled,356,171,0.6360044254781096,0.5972701505584608,0.5805595068752963,0.5387755102040817,0.7719298245614035
XS,OpenBMI_MI,SAFE_SWITCH,F0,0,seed0,121,71,0.671549295774648,0.7350881133157507,0.5714084507042254,0.6333333333333333,0.8028169014084507
XS,OpenBMI_MI,SAFE_SWITCH,F0,0,seed1,108,49,0.6212383258388101,0.536807985459479,0.62331373227257,0.5522388059701493,0.7551020408163265
XS,OpenBMI_MI,SAFE_SWITCH,F0,0,seed2,127,51,0.6065531475748194,0.4920157995520113,0.5436016511867905,0.4318181818181818,0.7450980392156863
