comparison,task,target,feature_family,heldout_fold,evaluation_scope,n_rows,n_rescue,ROC_AUC,PR_AUC,balanced_accuracy,precision_RESCUE,recall_RESCUE
XS,OpenBMI_MI,SAFE_SWITCH,F0,1,pooled,406,194,0.6011233223108344,0.5761584786590688,0.5704143162808792,0.5441860465116279,0.6030927835051546
XS,OpenBMI_MI,SAFE_SWITCH,F0,1,seed0,132,74,0.5834109972041007,0.6829659283497046,0.5431034482758621,0.6065573770491803,0.5
XS,OpenBMI_MI,SAFE_SWITCH,F0,1,seed1,139,56,0.6062822719449226,0.495234481514687,0.5744406196213425,0.4675324675324675,0.6428571428571429
XS,OpenBMI_MI,SAFE_SWITCH,F0,1,seed2,135,64,0.6366637323943661,0.6086506653932913,0.6113556338028169,0.5714285714285714,0.6875
XS,OpenBMI_MI,SAFE_SWITCH,F0,2,pooled,571,261,0.575392411321221,0.5158890167817622,0.5643739957978,0.5185185185185185,0.5900383141762452
XS,OpenBMI_MI,SAFE_SWITCH,F0,2,seed0,171,82,0.5691970402850095,0.5527063035371265,0.5493285831734722,0.5185185185185185,0.6829268292682927
XS,OpenBMI_MI,SAFE_SWITCH,F0,2,seed1,202,85,0.5977878330819508,0.4784301786846298,0.5954248366013072,0.5094339622641509,0.6352941176470588
XS,OpenBMI_MI,SAFE_SWITCH,F0,2,seed2,198,94,0.5560556464811784,0.5535394381272907,0.5465425531914894,0.5301204819277109,0.46808510638297873
XS,OpenBMI_MI,SAFE_SWITCH,F0,3,pooled,484,206,0.6680868897115317,0.5770718168197186,0.6133791995529789,0.5407725321888412,0.6116504854368932
XS,OpenBMI_MI,SAFE_SWITCH,F0,3,seed0,159,67,0.6854315379623621,0.6073695128010472,0.634085009733939,0.56,0.6268656716417911
XS,OpenBMI_MI,SAFE_SWITCH,F0,3,seed1,159,65,0.6896890343698854,0.6129752595218019,0.6061374795417349,0.5205479452054794,0.5846153846153846
XS,OpenBMI_MI,SAFE_SWITCH,F0,3,seed2,166,74,0.6252937720329025,0.5383837869579418,0.5988542890716804,0.5411764705882353,0.6216216216216216
XS,OpenBMI_MI,SAFE_SWITCH,F0,4,pooled,413,191,0.5910570256119995,0.5513864849620694,0.5736875619074572,0.5421052631578948,0.5392670157068062
XS,OpenBMI_MI,SAFE_SWITCH,F0,4,seed0,129,77,0.6303696303696302,0.7272651716571028,0.6225024975024975,0.7121212121212122,0.6103896103896104
XS,OpenBMI_MI,SAFE_SWITCH,F0,4,seed1,137,36,0.5913091309130913,0.3286713940273548,0.5807205720572057,0.3392857142857143,0.5277777777777778
XS,OpenBMI_MI,SAFE_SWITCH,F0,4,seed2,147,78,0.5256410256410257,0.5422836595276246,0.5125418060200668,0.5441176470588235,0.47435897435897434
XS,OpenBMI_MI,SAFE_SWITCH,F1,0,pooled,356,171,0.6237395290026869,0.588142771619206,0.5782993519835625,0.536,0.783625730994152
XS,OpenBMI_MI,SAFE_SWITCH,F1,0,seed0,121,71,0.652112676056338,0.7172224804577332,0.6195774647887324,0.6630434782608695,0.8591549295774648
XS,OpenBMI_MI,SAFE_SWITCH,F1,0,seed1,108,49,0.6098235904531304,0.5367888301666343,0.585956416464891,0.5223880597014925,0.7142857142857143
XS,OpenBMI_MI,SAFE_SWITCH,F1,0,seed2,127,51,0.5980392156862745,0.48506575263297763,0.5238648090815273,0.4175824175824176,0.7450980392156863
XS,OpenBMI_MI,SAFE_SWITCH,F1,1,pooled,406,194,0.6214744213188096,0.6030760732169009,0.5843950593269792,0.5521739130434783,0.654639175257732
XS,OpenBMI_MI,SAFE_SWITCH,F1,1,seed0,132,74,0.598555452003728,0.6949653833432865,0.5780521901211556,0.6301369863013698,0.6216216216216216
XS,OpenBMI_MI,SAFE_SWITCH,F1,1,seed1,139,56,0.6400602409638554,0.5122335855062772,0.5922977624784853,0.4810126582278481,0.6785714285714286
XS,OpenBMI_MI,SAFE_SWITCH,F1,1,seed2,135,64,0.6445862676056338,0.639863230377503,0.5894586267605634,0.5512820512820513,0.671875
XS,OpenBMI_MI,SAFE_SWITCH,F1,2,pooled,571,261,0.5774811518971696,0.524015131434557,0.5412866147571376,0.4966216216216216,0.5632183908045977
XS,OpenBMI_MI,SAFE_SWITCH,F1,2,seed0,171,82,0.5515209646478488,0.5501921754703403,0.5141819676623732,0.49074074074074076,0.6463414634146342
XS,OpenBMI_MI,SAFE_SWITCH,F1,2,seed1,202,85,0.6124685771744596,0.49034003613972066,0.5681246857717446,0.4945054945054945,0.5294117647058824
XS,OpenBMI_MI,SAFE_SWITCH,F1,2,seed2,198,94,0.5574877250409166,0.5532867042673238,0.5298690671031097,0.5051546391752577,0.5212765957446809
XS,OpenBMI_MI,SAFE_SWITCH,F1,3,pooled,484,206,0.6696584479988825,0.5767271538655598,0.6229133198295732,0.5560538116591929,0.6019417475728155
XS,OpenBMI_MI,SAFE_SWITCH,F1,3,seed0,159,67,0.6755353666450357,0.6086703018217092,0.6429266709928618,0.5774647887323944,0.6119402985074627
XS,OpenBMI_MI,SAFE_SWITCH,F1,3,seed1,159,65,0.6995090016366613,0.601972834748693,0.6528641571194762,0.5675675675675675,0.6461538461538462
XS,OpenBMI_MI,SAFE_SWITCH,F1,3,seed2,166,74,0.6352820211515863,0.5467485946015578,0.575940070505288,0.5256410256410257,0.5540540540540541
XS,OpenBMI_MI,SAFE_SWITCH,F1,4,pooled,413,191,0.4882316871845668,0.480841131623489,0.45553275788877884,0.42152466367713004,0.49214659685863876
XS,OpenBMI_MI,SAFE_SWITCH,F1,4,seed0,129,77,0.5794205794205795,0.6958308422530354,0.5388361638361638,0.6323529411764706,0.5584415584415584
XS,OpenBMI_MI,SAFE_SWITCH,F1,4,seed1,137,36,0.522002200220022,0.31516349923733933,0.46094609460946095,0.23809523809523808,0.5555555555555556
XS,OpenBMI_MI,SAFE_SWITCH,F1,4,seed2,147,78,0.4037532515793385,0.4717345241537212,0.4088628762541806,0.43661971830985913,0.3974358974358974
XS,OpenBMI_MI,SAFE_SWITCH,F2,0,pooled,356,171,0.5849217638691323,0.5378321010227419,0.5306306306306307,0.504424778761062,0.6666666666666666
XS,OpenBMI_MI,SAFE_SWITCH,F2,0,seed0,121,71,0.5492957746478873,0.6294669843790804,0.502112676056338,0.5882352941176471,0.704225352112676
XS,OpenBMI_MI,SAFE_SWITCH,F2,0,seed1,108,49,0.5451400899342789,0.48716164184446475,0.4802836388792805,0.42857142857142855,0.3673469387755102
XS,OpenBMI_MI,SAFE_SWITCH,F2,0,seed2,127,51,0.6646026831785345,0.5199313868425578,0.602296181630547,0.46464646464646464,0.9019607843137255
XS,OpenBMI_MI,SAFE_SWITCH,F2,1,pooled,406,194,0.6264102314724762,0.6205027453752257,0.588017895351099,0.5596330275229358,0.6288659793814433
XS,OpenBMI_MI,SAFE_SWITCH,F2,1,seed0,132,74,0.5801491146318732,0.6523431523040863,0.5463653308480895,0.5887850467289719,0.8513513513513513
XS,OpenBMI_MI,SAFE_SWITCH,F2,1,seed1,139,56,0.6105851979345956,0.5289973603451193,0.5638984509466437,0.5,0.39285714285714285
XS,OpenBMI_MI,SAFE_SWITCH,F2,1,seed2,135,64,0.6168573943661971,0.6648888735593167,0.5777948943661972,0.5522388059701493,0.578125
XS,OpenBMI_MI,SAFE_SWITCH,F2,2,pooled,571,261,0.5241626498578668,0.49641142152468365,0.5080954146582622,0.47058823529411764,0.3065134099616858
XS,OpenBMI_MI,SAFE_SWITCH,F2,2,seed0,171,82,0.5065771444231296,0.5379661380475835,0.479720471362017,0.45161290322580644,0.34146341463414637
XS,OpenBMI_MI,SAFE_SWITCH,F2,2,seed1,202,85,0.5707390648567119,0.48060977520251513,0.5504776269482152,0.4772727272727273,0.49411764705882355
XS,OpenBMI_MI,SAFE_SWITCH,F2,2,seed2,198,94,0.5147299509001637,0.5098955199714794,0.505114566284779,0.5,0.10638297872340426
XS,OpenBMI_MI,SAFE_SWITCH,F2,3,pooled,484,206,0.5154885800097786,0.4303773287513103,0.5292833694209681,0.44761904761904764,0.6844660194174758
XS,OpenBMI_MI,SAFE_SWITCH,F2,3,seed0,159,67,0.5381245944192083,0.4358496485538604,0.5539422452952628,0.47058823529411764,0.5970149253731343
XS,OpenBMI_MI,SAFE_SWITCH,F2,3,seed1,159,65,0.5134206219312603,0.4113351764816216,0.506873977086743,0.41414141414141414,0.6307692307692307
XS,OpenBMI_MI,SAFE_SWITCH,F2,3,seed2,166,74,0.48839600470035255,0.4899420825965502,0.5195358401880141,0.4580152671755725,0.8108108108108109
XS,OpenBMI_MI,SAFE_SWITCH,F2,4,pooled,413,191,0.5188434507806235,0.47691793354201656,0.5073935191736239,0.47058823529411764,0.4607329842931937
XS,OpenBMI_MI,SAFE_SWITCH,F2,4,seed0,129,77,0.5571928071928072,0.6440848807212936,0.5364635364635365,0.6235294117647059,0.6883116883116883
XS,OpenBMI_MI,SAFE_SWITCH,F2,4,seed1,137,36,0.5698569856985698,0.29346287639732216,0.5361661166116611,0.2923076923076923,0.5277777777777778
XS,OpenBMI_MI,SAFE_SWITCH,F2,4,seed2,147,78,0.4362690449646971,0.49519902725541076,0.45039018952062426,0.43243243243243246,0.20512820512820512
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,0,pooled,327,251,0.7851750891172155,0.92400377527129,0.7009068987209058,0.9022988505747126,0.6254980079681275
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,0,seed0,110,94,0.8091755319148937,0.9597826957885015,0.726063829787234,0.9428571428571428,0.7021276595744681
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,0,seed1,110,80,0.7054166666666666,0.8765486129828659,0.6604166666666667,0.8863636363636364,0.4875
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,0,seed2,107,77,0.8090909090909092,0.9142222053435114,0.7043290043290042,0.8666666666666667,0.6753246753246753
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,1,pooled,240,144,0.8283420138888888,0.8665651688926422,0.7743055555555556,0.8273381294964028,0.7986111111111112
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,1,seed0,90,55,0.8514285714285714,0.8725938808808513,0.8311688311688312,0.8596491228070176,0.8909090909090909
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,1,seed1,73,39,0.7888386123680241,0.8209555444321995,0.7100301659125189,0.725,0.7435897435897436
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,1,seed2,77,50,0.8525925925925926,0.9173491439483583,0.7774074074074073,0.8809523809523809,0.74
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,2,pooled,247,147,0.737687074829932,0.7941673117720921,0.6813265306122449,0.775,0.6326530612244898
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,2,seed0,75,57,0.7348927875243665,0.8670203604256143,0.6871345029239766,0.8947368421052632,0.5964912280701754
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,2,seed1,95,48,0.726063829787234,0.7755523315394915,0.6748670212765957,0.7297297297297297,0.5625
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,2,seed2,77,42,0.7687074829931972,0.7660328904338592,0.6952380952380952,0.7111111111111111,0.7619047619047619
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,3,pooled,222,120,0.7026143790849673,0.7478170447098217,0.6558823529411765,0.723404255319149,0.5666666666666667
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,3,seed0,67,43,0.689922480620155,0.8070297047454608,0.7214147286821706,0.8484848484848485,0.6511627906976745
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,3,seed1,68,38,0.7210526315789474,0.7762302399049072,0.6719298245614035,0.7105263157894737,0.7105263157894737
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,3,seed2,87,39,0.6784188034188035,0.6480248981686951,0.5625,0.5652173913043478,0.3333333333333333
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,4,pooled,84,49,0.8862973760932945,0.9240095970548795,0.7673469387755102,0.7818181818181819,0.8775510204081632
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,4,seed0,25,17,0.8602941176470589,0.9367375607860037,0.8161764705882353,0.8823529411764706,0.8823529411764706
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,4,seed1,25,15,0.9466666666666667,0.9711500974658869,0.7833333333333333,0.8125,0.8666666666666667
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,4,seed2,34,17,0.8615916955017301,0.887407774781,0.7352941176470589,0.6818181818181818,0.8823529411764706
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,0,pooled,327,251,0.7670895365904802,0.9156656391925202,0.675141539106731,0.8617511520737328,0.7450199203187251
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,0,seed0,110,94,0.7732712765957447,0.9529457654685187,0.6695478723404256,0.9125,0.776595744680851
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,0,seed1,110,80,0.7583333333333333,0.891061643933279,0.64375,0.8208955223880597,0.6875
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,0,seed2,107,77,0.7632034632034631,0.8963209978189292,0.6997835497835498,0.8428571428571429,0.7662337662337663
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,1,pooled,240,144,0.8508391203703703,0.8825781975740622,0.7743055555555556,0.8051948051948052,0.8611111111111112
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,1,seed0,90,55,0.8467532467532468,0.881643982626846,0.7831168831168831,0.8064516129032258,0.9090909090909091
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,1,seed1,73,39,0.8288084464555052,0.8413106437081425,0.7319004524886878,0.717391304347826,0.8461538461538461
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,1,seed2,77,50,0.8977777777777778,0.942748683447433,0.8174074074074074,0.8913043478260869,0.82
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,2,pooled,247,147,0.6669387755102041,0.7581180531667477,0.6032993197278911,0.7156862745098039,0.4965986394557823
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,2,seed0,75,57,0.6432748538011696,0.8370505644595121,0.5614035087719298,0.8125,0.45614035087719296
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,2,seed1,95,48,0.6418439716312057,0.7051979710431805,0.5700354609929078,0.6060606060606061,0.4166666666666667
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,2,seed2,77,42,0.719047619047619,0.7478408964431542,0.6785714285714286,0.7297297297297297,0.6428571428571429
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,3,pooled,222,120,0.7436274509803922,0.803398033111544,0.6860294117647059,0.7790697674418605,0.5583333333333333
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,3,seed0,67,43,0.7674418604651163,0.8761091114510207,0.7214147286821706,0.8484848484848485,0.6511627906976745
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,3,seed1,68,38,0.7842105263157895,0.8417341909838796,0.7052631578947368,0.75,0.7105263157894737
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,3,seed2,87,39,0.6698717948717948,0.6601097497107337,0.6017628205128205,0.7058823529411765,0.3076923076923077
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,4,pooled,84,49,0.7527696793002915,0.8243275414943354,0.6714285714285715,0.7291666666666666,0.7142857142857143
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,4,seed0,25,17,0.7352941176470588,0.832028627808679,0.8198529411764706,0.9285714285714286,0.7647058823529411
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,4,seed1,25,15,0.7933333333333333,0.8699477990190064,0.7166666666666666,0.7857142857142857,0.7333333333333333
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,4,seed2,34,17,0.7335640138408305,0.8084090865477509,0.5588235294117647,0.55,0.6470588235294118
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,0,pooled,327,251,0.6743027888446216,0.8571453316363945,0.6398878171524429,0.8512820512820513,0.6613545816733067
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,0,seed0,110,94,0.5851063829787235,0.9078886064880255,0.5638297872340425,0.8805970149253731,0.6276595744680851
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,0,seed1,110,80,0.725,0.8407736097454763,0.7083333333333334,0.8813559322033898,0.65
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,0,seed2,107,77,0.680952380952381,0.828471809759245,0.6238095238095238,0.7971014492753623,0.7142857142857143
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,1,pooled,240,144,0.6709346064814815,0.7462266848837211,0.5954861111111112,0.6758620689655173,0.6805555555555556
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,1,seed0,90,55,0.6966233766233766,0.7771334184018175,0.5441558441558442,0.640625,0.7454545454545455
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,1,seed1,73,39,0.6757164404223228,0.7016282954806854,0.6436651583710407,0.6346153846153846,0.8461538461538461
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,1,seed2,77,50,0.7207407407407408,0.8539459529313331,0.6474074074074074,0.8275862068965517,0.48
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,2,pooled,247,147,0.5982312925170068,0.6587490503363409,0.5597278911564626,0.6438356164383562,0.6394557823129252
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,2,seed0,75,57,0.5272904483430799,0.748266960209727,0.5804093567251462,0.8,0.7719298245614035
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,2,seed1,95,48,0.523049645390071,0.5607585000107964,0.4844858156028369,0.4888888888888889,0.4583333333333333
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,2,seed2,77,42,0.5863945578231292,0.5816716063533633,0.5761904761904761,0.6086956521739131,0.6666666666666666
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,3,pooled,222,120,0.7334150326797386,0.7721033476778314,0.6575980392156863,0.7662337662337663,0.49166666666666664
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,3,seed0,67,43,0.6550387596899224,0.786676449486819,0.6191860465116279,0.7777777777777778,0.4883720930232558
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,3,seed1,68,38,0.7807017543859649,0.8386808135132446,0.6666666666666667,0.7916666666666666,0.5
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,3,seed2,87,39,0.7660256410256411,0.726344885093327,0.6706730769230769,0.7307692307692307,0.48717948717948717
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,4,pooled,84,49,0.7346938775510203,0.8113270952419013,0.6387755102040816,0.671875,0.8775510204081632
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,4,seed0,25,17,0.5955882352941176,0.7945844520103782,0.5661764705882353,0.7142857142857143,0.8823529411764706
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,4,seed1,25,15,0.7799999999999999,0.8534529196293903,0.7166666666666667,0.7368421052631579,0.9333333333333333
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,4,seed2,34,17,0.7439446366782007,0.7816809067787942,0.6176470588235294,0.5833333333333334,0.8235294117647058
XS,OpenBMI_SSVEP,SAFE_SWITCH,F0,0,pooled,363,251,0.7572922595332954,0.8781302409446279,0.6887094479225954,0.8547486033519553,0.6095617529880478
XS,OpenBMI_SSVEP,SAFE_SWITCH,F0,0,seed0,119,94,0.7272340425531915,0.9106094283254627,0.6657446808510639,0.8783783783783784,0.6914893617021277
XS,OpenBMI_SSVEP,SAFE_SWITCH,F0,0,seed1,123,80,0.6991279069767443,0.8404437685966804,0.6552325581395348,0.8571428571428571,0.45
XS,OpenBMI_SSVEP,SAFE_SWITCH,F0,0,seed2,121,77,0.7995867768595041,0.8658628977166617,0.7126623376623377,0.8253968253968254,0.6753246753246753
XS,OpenBMI_SSVEP,SAFE_SWITCH,F0,1,pooled,268,144,0.796146953405018,0.7981579691866174,0.7379032258064516,0.7605633802816901,0.75
XS,OpenBMI_SSVEP,SAFE_SWITCH,F0,1,seed0,105,55,0.8069090909090909,0.7809865235672805,0.7954545454545454,0.765625,0.8909090909090909
XS,OpenBMI_SSVEP,SAFE_SWITCH,F0,1,seed1,82,39,0.774597495527728,0.772028165013437,0.6705426356589147,0.65,0.6666666666666666
XS,OpenBMI_SSVEP,SAFE_SWITCH,F0,1,seed2,81,50,0.8412903225806452,0.9016715027759911,0.7493548387096775,0.868421052631579,0.66
XS,OpenBMI_SSVEP,SAFE_SWITCH,F0,2,pooled,335,147,0.6715877840497901,0.5916733413702364,0.6404870458821826,0.5933333333333334,0.6054421768707483
XS,OpenBMI_SSVEP,SAFE_SWITCH,F0,2,seed0,102,57,0.695906432748538,0.7280298539507464,0.656140350877193,0.7333333333333333,0.5789473684210527
XS,OpenBMI_SSVEP,SAFE_SWITCH,F0,2,seed1,126,48,0.6319444444444444,0.5027819029733642,0.5961538461538461,0.5,0.5
XS,OpenBMI_SSVEP,SAFE_SWITCH,F0,2,seed2,107,42,0.7212454212454212,0.5778411577791837,0.6886446886446886,0.5614035087719298,0.7619047619047619
XS,OpenBMI_SSVEP,SAFE_SWITCH,F0,3,pooled,240,120,0.7114583333333333,0.726508880774328,0.6833333333333333,0.75,0.55
XS,OpenBMI_SSVEP,SAFE_SWITCH,F0,3,seed0,73,43,0.7263565891472868,0.7904846964138119,0.7306201550387597,0.84375,0.627906976744186
XS,OpenBMI_SSVEP,SAFE_SWITCH,F0,3,seed1,75,38,0.7467994310099574,0.7675625181785446,0.7069701280227596,0.7222222222222222,0.6842105263157895
XS,OpenBMI_SSVEP,SAFE_SWITCH,F0,3,seed2,92,39,0.6608611514271892,0.6168514287173462,0.60062893081761,0.65,0.3333333333333333
XS,OpenBMI_SSVEP,SAFE_SWITCH,F0,4,pooled,85,49,0.8968253968253967,0.9339963939253886,0.73781179138322,0.7592592592592593,0.8367346938775511
XS,OpenBMI_SSVEP,SAFE_SWITCH,F0,4,seed0,25,17,0.8823529411764707,0.9539613740232935,0.7867647058823529,0.875,0.8235294117647058
XS,OpenBMI_SSVEP,SAFE_SWITCH,F0,4,seed1,26,15,0.903030303030303,0.9246048396048396,0.7515151515151515,0.7647058823529411,0.8666666666666667
XS,OpenBMI_SSVEP,SAFE_SWITCH,F0,4,seed2,34,17,0.9065743944636678,0.936576678980771,0.7058823529411764,0.6666666666666666,0.8235294117647058
XS,OpenBMI_SSVEP,SAFE_SWITCH,F1,0,pooled,363,251,0.7609206033010814,0.8722907351436218,0.6894742458736483,0.8201754385964912,0.7450199203187251
XS,OpenBMI_SSVEP,SAFE_SWITCH,F1,0,seed0,119,94,0.7268085106382979,0.8976788331210634,0.6629787234042553,0.8674698795180723,0.7659574468085106
XS,OpenBMI_SSVEP,SAFE_SWITCH,F1,0,seed1,123,80,0.7688953488372093,0.8719650933108287,0.6925872093023255,0.8088235294117647,0.6875
XS,OpenBMI_SSVEP,SAFE_SWITCH,F1,0,seed2,121,77,0.7688902007083825,0.8507783607379608,0.6964285714285714,0.7792207792207793,0.7792207792207793
XS,OpenBMI_SSVEP,SAFE_SWITCH,F1,1,pooled,268,144,0.8163082437275986,0.8225243109751876,0.716733870967742,0.7134146341463414,0.8125
XS,OpenBMI_SSVEP,SAFE_SWITCH,F1,1,seed0,105,55,0.7981818181818181,0.7691048661029987,0.6981818181818182,0.6764705882352942,0.8363636363636363
XS,OpenBMI_SSVEP,SAFE_SWITCH,F1,1,seed1,82,39,0.8079904591532499,0.8127817519033604,0.7137745974955277,0.6470588235294118,0.8461538461538461
XS,OpenBMI_SSVEP,SAFE_SWITCH,F1,1,seed2,81,50,0.8851612903225806,0.9289916172831446,0.7670967741935484,0.8444444444444444,0.76
XS,OpenBMI_SSVEP,SAFE_SWITCH,F1,2,pooled,335,147,0.638913012013316,0.5531511527229285,0.6020227239832103,0.5703125,0.4965986394557823
XS,OpenBMI_SSVEP,SAFE_SWITCH,F1,2,seed0,102,57,0.5879142300194932,0.6140654884650822,0.5812865497076023,0.6585365853658537,0.47368421052631576
XS,OpenBMI_SSVEP,SAFE_SWITCH,F1,2,seed1,126,48,0.6017628205128205,0.4721994797154787,0.5649038461538461,0.4666666666666667,0.4375
XS,OpenBMI_SSVEP,SAFE_SWITCH,F1,2,seed2,107,42,0.7340659340659341,0.6284831832875387,0.6668498168498169,0.5952380952380952,0.5952380952380952
XS,OpenBMI_SSVEP,SAFE_SWITCH,F1,3,pooled,240,120,0.7569444444444445,0.8023334552487363,0.7083333333333333,0.7659574468085106,0.6
XS,OpenBMI_SSVEP,SAFE_SWITCH,F1,3,seed0,73,43,0.7930232558139535,0.8765343614617105,0.7655038759689923,0.8571428571428571,0.6976744186046512
XS,OpenBMI_SSVEP,SAFE_SWITCH,F1,3,seed1,75,38,0.8122332859174966,0.846518901891906,0.719416785206259,0.7073170731707317,0.7631578947368421
XS,OpenBMI_SSVEP,SAFE_SWITCH,F1,3,seed2,92,39,0.6782776971456217,0.6616665967387796,0.6194968553459119,0.7222222222222222,0.3333333333333333
XS,OpenBMI_SSVEP,SAFE_SWITCH,F1,4,pooled,85,49,0.7205215419501133,0.8052110706950746,0.6386054421768708,0.6938775510204082,0.6938775510204082
XS,OpenBMI_SSVEP,SAFE_SWITCH,F1,4,seed0,25,17,0.7279411764705882,0.8291685889624809,0.7279411764705883,0.8571428571428571,0.7058823529411765
XS,OpenBMI_SSVEP,SAFE_SWITCH,F1,4,seed1,26,15,0.7575757575757576,0.8427426472163314,0.6515151515151515,0.7142857142857143,0.6666666666666666
XS,OpenBMI_SSVEP,SAFE_SWITCH,F1,4,seed2,34,17,0.7231833910034602,0.8043265500581134,0.5882352941176471,0.5714285714285714,0.7058823529411765
XS,OpenBMI_SSVEP,SAFE_SWITCH,F2,0,pooled,363,251,0.6875355719977234,0.8153643768235295,0.6317053215708595,0.7939698492462312,0.6294820717131474
XS,OpenBMI_SSVEP,SAFE_SWITCH,F2,0,seed0,119,94,0.6565957446808511,0.8711660081687531,0.5882978723404255,0.8295454545454546,0.776595744680851
XS,OpenBMI_SSVEP,SAFE_SWITCH,F2,0,seed1,123,80,0.7313953488372092,0.8159323417225615,0.6311046511627907,0.8292682926829268,0.425
XS,OpenBMI_SSVEP,SAFE_SWITCH,F2,0,seed2,121,77,0.660271546635183,0.7665165692364122,0.6152597402597403,0.7285714285714285,0.6623376623376623
XS,OpenBMI_SSVEP,SAFE_SWITCH,F2,1,pooled,268,144,0.7055891577060931,0.7330529083500337,0.6675627240143369,0.6842105263157895,0.7222222222222222
XS,OpenBMI_SSVEP,SAFE_SWITCH,F2,1,seed0,105,55,0.7385454545454546,0.7329887758941014,0.69,0.676923076923077,0.8
XS,OpenBMI_SSVEP,SAFE_SWITCH,F2,1,seed1,82,39,0.7376267143709003,0.7491842788078431,0.6556350626118068,0.5892857142857143,0.8461538461538461
