task,seed,fold,subject_id,candidate_name,B0_BA,candidate_BA,oracle_BA,candidate_delta_pp,oracle_headroom_pp,realized_fraction_of_oracle,oracle_rescue_identity_abs_error,status
OpenBMI_ERP,0,0,15,LiteBN_X,0.7884848484848486,0.7648484848484849,0.8369696969696969,-2.3636363636363678,4.848484848484835,-0.48750000000000215,1.3183898417423734e-16,PASS
OpenBMI_ERP,0,0,15,LiteBN_XS,0.7884848484848486,0.7460606060606061,0.8496969696969697,-4.2424242424242475,6.121212121212116,-0.6930693069306945,5.551115123125783e-17,PASS
OpenBMI_ERP,0,0,3,LiteBN_X,0.9236363636363636,0.9330303030303031,0.9551515151515151,0.939393939393951,3.1515151515151496,0.29807692307692696,2.0816681711721685e-17,PASS
OpenBMI_ERP,0,0,3,LiteBN_XS,0.9236363636363636,0.9287878787878788,0.9563636363636364,0.515151515151524,3.2727272727272827,0.15740740740740963,9.71445146547012e-17,PASS
OpenBMI_ERP,0,0,32,LiteBN_X,0.9045454545454545,0.9278787878787879,0.9436363636363636,2.3333333333333317,3.9090909090909065,0.5968992248062015,2.7755575615628914e-17,PASS
OpenBMI_ERP,0,0,32,LiteBN_XS,0.9045454545454545,0.9354545454545455,0.9521212121212121,3.0909090909090997,4.7575757575757605,0.6496815286624218,2.7755575615628914e-17,PASS
OpenBMI_ERP,0,0,33,LiteBN_X,0.7578787878787878,0.7181818181818183,0.7996969696969697,-3.9696969696969564,4.181818181818187,-0.9492753623188364,4.85722573273506e-17,PASS
OpenBMI_ERP,0,0,33,LiteBN_XS,0.7578787878787878,0.7278787878787879,0.8148484848484848,-2.9999999999999916,5.696969696969701,-0.5265957446808492,2.7755575615628914e-17,PASS
OpenBMI_ERP,0,0,38,LiteBN_X,0.7287878787878788,0.7493939393939394,0.8078787878787879,2.0606060606060628,7.90909090909091,0.2605363984674332,0.0,PASS
OpenBMI_ERP,0,0,38,LiteBN_XS,0.7287878787878788,0.6448484848484848,0.7824242424242425,-8.393939393939398,5.36363636363637,-1.5649717514124282,6.938893903907228e-17,PASS
